
[00:00:00.000 --> 00:00:05.000]  各位師妹大家早安
[00:00:05.000 --> 00:00:10.000]  在聆聽主導的意思我們再次向心低頭禱告
[00:00:10.000 --> 00:00:20.000]  讓我們在這個世界中享受上主的創造
[00:00:20.000 --> 00:00:25.000]  雖然我們看到每一天的天氣陰晴月缺
[00:00:25.000 --> 00:00:28.000]  可能帶來很多給我們挑戰
[00:00:28.000 --> 00:00:33.000]  但相反的挑戰從屬神的子民的角度來看
[00:00:33.000 --> 00:00:41.000]  更加是讓我們去依靠上主與神同行的一些更緊密的關係
[00:00:41.000 --> 00:00:46.000]  求你的帶領幫助讓我們今天再次打開你的說話
[00:00:46.000 --> 00:00:52.000]  去透過但爾里與他的三個朋友一起的侍奉見證
[00:00:52.000 --> 00:00:56.000]  讓我們看到一個真正屬靈人的生命樣式
[00:00:56.000 --> 00:01:04.000]  讓我們在見過之後重新反思我們今天的屬靈情況如何
[00:01:04.000 --> 00:01:10.000]  應該怎樣去更精準調教我們的屬靈態度
[00:01:10.000 --> 00:01:13.000]  在上主理裏應當如何而活
[00:01:13.000 --> 00:01:17.000]  求你的帶領幫助讓謙卑受駕的心
[00:01:17.000 --> 00:01:21.000]  都能夠在我們每一個屬靈的子民裏
[00:01:21.000 --> 00:01:24.000]  準確地去領受你的教訓之後
[00:01:24.000 --> 00:01:26.000]  生命得到更新變化
[00:01:26.000 --> 00:01:32.000]  我們同心的禱告奉靠主耶穌基督得勝的名字而求
[00:01:32.000 --> 00:01:33.000]  阿們
[00:01:33.000 --> 00:01:37.000]  有些少更正的在上星期的講道裏
[00:01:37.000 --> 00:01:39.000]  在講道當中其中一段的經文
[00:01:39.000 --> 00:01:41.000]  我叫大家回去看的
[00:01:41.000 --> 00:01:43.000]  我引錯了那個章數
[00:01:43.000 --> 00:01:47.000]  我上次講到是三章第四十六節
[00:01:47.000 --> 00:01:50.000]  應該正確是二章四十六節
[00:01:50.000 --> 00:01:55.000]  所以如果弟兄姊妹有做講道筆記的
[00:01:55.000 --> 00:01:59.000]  請你修改一下你的講道筆記
[00:01:59.000 --> 00:02:05.000]  至於教會網站上的版本已經修正了這方面的資料
[00:02:05.000 --> 00:02:08.000]  所以對於我們在場的弟兄姊妹
[00:02:08.000 --> 00:02:09.000]  因為聽現場直播的
[00:02:09.000 --> 00:02:14.000]  你應該會聽到的參考是三章四十六節是講錯的
[00:02:14.000 --> 00:02:16.000]  應該是二章四十六節
[00:02:16.000 --> 00:02:18.000]  請大家留意
[00:02:18.000 --> 00:02:23.000]  今天我們回來看《但以理書》的第一章
[00:02:23.000 --> 00:02:30.000]  我們展開了一個可以說是《但以理書》第一次的挑戰
[00:02:30.000 --> 00:02:36.000]  這個挑戰不是唯一的挑戰
[00:02:36.000 --> 00:02:40.000]  但這個挑戰可以說是整個《但以理書》裏面
[00:02:40.000 --> 00:02:44.000]  我們看到的挑戰裏面的基石
[00:02:44.000 --> 00:02:46.000]  為什麼會有這樣的挑戰呢
[00:02:46.000 --> 00:02:53.000]  為什麼會有這樣的試驗給屬神的子民呢
[00:02:53.000 --> 00:02:55.000]  這是值得我們思想
[00:02:55.000 --> 00:03:00.000]  也可以反映出我們今天自己作為基督徒
[00:03:00.000 --> 00:03:03.000]  活在教會的特別環境裏面
[00:03:03.000 --> 00:03:07.000]  我們有沒有經常去重新反思我們正在做的事
[00:03:07.000 --> 00:03:10.000]  或者正在過的屬靈生活是怎樣呢
[00:03:10.000 --> 00:03:13.000]  很多時候我都會去聽不同的教會的講道
[00:03:13.000 --> 00:03:19.000]  我發覺近代的基督教會越來越走向天主教
[00:03:19.000 --> 00:03:22.000]  為什麼我們可以這樣講呢
[00:03:22.000 --> 00:03:24.000]  其中一個最主要的原因就是
[00:03:24.000 --> 00:03:28.000]  我發覺現在很多人甚至在教會裏面
[00:03:28.000 --> 00:03:33.000]  很多牧者信徒都經常講到基督教是一個安慰的宗教
[00:03:33.000 --> 00:03:37.000]  給我們平安 給我們喜樂 祝福
[00:03:37.000 --> 00:03:40.000]  我們去順應上帝的說話
[00:03:40.000 --> 00:03:45.000]  我們甚至認罪悔改其實都是想得到這些祝福
[00:03:45.000 --> 00:03:49.000]  我們希望我們可以更了解上帝有更多的智慧
[00:03:49.000 --> 00:03:53.000]  然後我們可以得到更多上帝的照顧
[00:03:53.000 --> 00:03:59.000]  這種觀念其實在聖經裏面不是主題
[00:03:59.000 --> 00:04:04.000]  但是很多時候為什麼教會走向這樣的局面呢
[00:04:04.000 --> 00:04:08.000]  因為我們久而久之覺得這樣很消瘦
[00:04:08.000 --> 00:04:12.000]  在教會裏面能夠吸引人更多來到教會當中
[00:04:12.000 --> 00:04:17.000]  而在教會裏面生活的人也都需要去消瘦一種態度給大家
[00:04:17.000 --> 00:04:18.000]  就是我們很淑寧的
[00:04:18.000 --> 00:04:23.000]  所以在教會裏面我們會留意到無論是基督徒團契也好
[00:04:23.000 --> 00:04:25.000]  或者一些罪惡也好
[00:04:25.000 --> 00:04:28.000]  一日到黑我們都經常講全福音
[00:04:28.000 --> 00:04:33.000]  因為全福音好像做了一些事情使得我自己會覺得我自己很淑寧
[00:04:33.000 --> 00:04:36.000]  但究竟什麼叫做全福音呢
[00:04:36.000 --> 00:04:42.000]  全嘛 我們經常講全就很多話
[00:04:42.000 --> 00:04:46.000]  所以教會裏面經常搞很多事工 搞很多活動
[00:04:46.000 --> 00:04:49.000]  都很多東西講的 經常講就講得多了
[00:04:49.000 --> 00:04:53.000]  但我不是不准講 我都很自由的
[00:04:53.000 --> 00:04:56.000]  但你可以講 講得出你要做得到才行
[00:04:56.000 --> 00:05:01.000]  這個就是聖經裏面我們上帝的屬性之一
[00:05:01.000 --> 00:05:05.000]  上帝講了他必定會去實行的
[00:05:05.000 --> 00:05:11.000]  同樣屬神的子民也都應該有同一份的聖情
[00:05:11.000 --> 00:05:15.000]  而不是只是很多時候在教會裏面講
[00:05:15.000 --> 00:05:19.000]  全福音 全福音 全福音 但毫無行動
[00:05:19.000 --> 00:05:25.000]  或者就算有行動都好 只不過是教會裏面的事工活動
[00:05:25.000 --> 00:05:31.000]  在教會搞跳舞班 排舞班 捉棋杖棋班 電腦班
[00:05:31.000 --> 00:05:36.000]  總之那些班吸引到人來的 就以為做了全福音
[00:05:36.000 --> 00:05:40.000]  真正的全福音正如我所講
[00:05:40.000 --> 00:05:44.000]  不是只有口 是有一個行動
[00:05:44.000 --> 00:05:48.000]  而這個行動不是在教會裏面的四面牆裏面發生的
[00:05:48.000 --> 00:05:52.000]  而是在我們平日的生活裏面
[00:05:52.000 --> 00:05:55.000]  信徒的生命 信徒的見證
[00:05:55.000 --> 00:05:59.000]  其實就是全福音的一個很重要的部份
[00:05:59.000 --> 00:06:02.000]  因此信徒當我們說要全福音
[00:06:02.000 --> 00:06:08.000]  其實正正就是在你的生活環境 工作的場合裏面去展現的
[00:06:08.000 --> 00:06:11.000]  而不是只是用口去講
[00:06:11.000 --> 00:06:15.000]  我發覺現在很多大公司都有這個現象
[00:06:15.000 --> 00:06:22.000]  就是經常講要公平 要平等 要大家彼此尊重
[00:06:22.000 --> 00:06:25.000]  講就講 但很多時候做就做不到
[00:06:25.000 --> 00:06:32.000]  尤其是我發現很多公司的人在開會的時候就有這樣的現象
[00:06:32.000 --> 00:06:35.000]  開會的時候因為很多人在
[00:06:35.000 --> 00:06:38.000]  不過講完會講得很漂亮
[00:06:38.000 --> 00:06:42.000]  我們要怎樣彼此關懷 彼此協助
[00:06:42.000 --> 00:06:47.000]  講很多題目 譬如其中一個就講協同效應
[00:06:47.000 --> 00:06:51.000]  大家知不知道什麼叫協同效應
[00:06:51.000 --> 00:06:57.000]  大家做了之後 影響就會影響到另一個人
[00:06:57.000 --> 00:07:01.000]  那個影響就會一直擴展 由一個人的力量的影響
[00:07:01.000 --> 00:07:03.000]  就變成倍增這個影響
[00:07:03.000 --> 00:07:05.000]  協同效應就是講這些東西
