
[00:00:00.000 --> 00:00:05.680]  各位弟兄姊妹、各位朋友,你們好
[00:00:05.680 --> 00:00:10.640]  歡迎大家參加我們三藩市報道會網上五堂崇拜
[00:00:10.640 --> 00:00:14.080]  今天我們繼續思想啟示錄的訊息
[00:00:14.080 --> 00:00:18.800]  我們來到啟示錄第十八章,九節至十九節
[00:00:18.800 --> 00:00:21.800]  官商勾結的結局
[00:00:21.800 --> 00:00:27.400]  在思想這段聖經之前,請同心低頭,我一同禱告
[00:00:27.400 --> 00:00:30.920]  持平的天父,我們滿心感謝你
[00:00:30.920 --> 00:00:37.400]  因為我們知道你必快來審判活人死人
[00:00:37.400 --> 00:00:42.840]  求你幫助我們,叫我們好好預備你的在臨
[00:00:42.840 --> 00:00:48.200]  努力將福音傳開,求你真的祝福帶領我們
[00:00:48.200 --> 00:00:53.320]  讓你的話語在我們心中動你所動的功
[00:00:53.320 --> 00:00:57.400]  無論是安慰、勸勉、教導、督責
[00:00:57.400 --> 00:01:02.600]  都叫我們能夠容得下你的話語在我們心中改變我們
[00:01:02.600 --> 00:01:07.400]  我們今天禱告,是奉耶穌基督的名求,阿們
[00:01:07.400 --> 00:01:13.480]  官商勾結似乎在人類歷史中是一個非常普遍的現象
[00:01:13.480 --> 00:01:17.480]  在今天的世界,無論是西方民主的國家
[00:01:17.480 --> 00:01:20.520]  還是一些極權獨裁的國家
[00:01:20.520 --> 00:01:26.280]  錢和權似乎永遠是分不開的孖公仔
[00:01:26.280 --> 00:01:30.920]  在70年代,日本首相田中國榮
[00:01:30.920 --> 00:01:34.280]  嫌疑一宗賄賂案
[00:01:34.280 --> 00:01:38.440]  他接受了美國諾克希特公司一筆巨款
[00:01:38.440 --> 00:01:42.920]  以國家的名義購買該公司的飛機
[00:01:42.920 --> 00:01:45.880]  被揭發而震驚整個世界
[00:01:45.880 --> 00:01:52.280]  結果他被判入獄四年,罰款5億日元
[00:01:52.280 --> 00:01:55.880]  1994年,英國泰晤士報的記者
[00:01:55.880 --> 00:01:59.320]  打扮成為一個藥廠的高級行政人員
[00:01:59.320 --> 00:02:06.200]  向當時10名議員以1000鎊每一位的議員賄賂他們
[00:02:06.200 --> 00:02:09.960]  在議會裏面為他們藥廠說話
[00:02:09.960 --> 00:02:13.800]  結果10名議員當中有6個答應
[00:02:13.800 --> 00:02:18.600]  這件事一揭發出去之後,整個英國嘩然
[00:02:18.600 --> 00:02:21.800]  2007年,英國國防部的一個高官
