
[00:00:00.000 --> 00:00:04.320]  請我們同心禱告
[00:00:04.320 --> 00:00:06.820]  天父多謝祢給我們寶貴的話語
[00:00:06.820 --> 00:00:09.700]  作為我們生命的指引和盼望
[00:00:09.700 --> 00:00:13.120]  多謝主因為我們所信的神已經復活了
[00:00:13.120 --> 00:00:15.120]  求祢祝福保守我們
[00:00:15.120 --> 00:00:16.400]  向我們講說話
[00:00:16.400 --> 00:00:17.440]  奉耶穌的名求
[00:00:17.440 --> 00:00:19.440]  阿們
[00:00:19.440 --> 00:00:24.160]  今天我預先聲明會比較長一點聽到
[00:00:24.160 --> 00:00:25.620]  但我說的會短一點
[00:00:25.620 --> 00:00:27.120]  聽到會長一點
[00:00:27.120 --> 00:00:28.000]  為什麼呢?
[00:00:28.000 --> 00:00:30.560]  因為大家先聽一個人
[00:00:30.560 --> 00:00:32.560]  沈祖堯的見證
[00:00:32.560 --> 00:00:35.280]  他的見證有二十分鐘長
[00:00:35.280 --> 00:00:37.280]  所以會比較長一點
[00:00:37.280 --> 00:00:41.280]  你預計今次聽到會有四十五分鐘
[00:00:41.280 --> 00:00:43.520]  加上沈祖堯的
[00:00:43.520 --> 00:00:45.520]  四十五至五十分鐘
[00:00:45.520 --> 00:00:49.520]  我們聽一聽沈祖堯的見證
[00:00:49.520 --> 00:00:53.520]  不知道大家看完之後有什麼感受
[00:00:53.520 --> 00:00:56.000]  我聽到沈祖堯醫生所說
[00:00:56.000 --> 00:01:01.120]  前幾天我看武漢有一個院長
[00:01:01.120 --> 00:01:04.000]  他也是因為染到這個疫症死的時候
[00:01:04.000 --> 00:01:06.000]  他描繪的情形
[00:01:06.000 --> 00:01:10.000]  他的身體的養分只有80%
[00:01:10.000 --> 00:01:13.280]  走去洗手間舉步維艱
[00:01:13.280 --> 00:01:15.280]  我就想起兩三年前
[00:01:15.280 --> 00:01:17.280]  我們是這樣的境況
[00:01:17.280 --> 00:01:22.800]  我當時血裡面的養分只有80%
[00:01:22.800 --> 00:01:24.800]  非常危險的情況
[00:01:24.800 --> 00:01:29.600]  我早上還可以在三環市走斜路
[00:01:29.600 --> 00:01:31.600]  到了晚上
[00:01:31.600 --> 00:01:35.600]  我走去洗手間的十幾步都氣喘如流
[00:01:35.600 --> 00:01:39.600]  那個武漢的醫生就這樣去世了
[00:01:39.600 --> 00:01:41.600]  我仍然站在這裡
[00:01:41.600 --> 00:01:43.600]  這是神的恩典
[00:01:43.600 --> 00:01:45.600]  沈祖堯所說的見證
[00:01:45.600 --> 00:01:49.600]  我發現一個鐵的一般事實
[00:01:49.600 --> 00:01:51.600]  無論你多威猛
[00:01:51.600 --> 00:01:53.600]  多聰明
[00:01:53.600 --> 00:01:55.600]  無論你多有權柄
[00:01:55.600 --> 00:01:57.600]  多有權力多有智慧
[00:01:57.600 --> 00:02:01.600]  面對死亡的時候
[00:02:01.600 --> 00:02:03.600]  你覺得你是何等的無奈
[00:02:03.600 --> 00:02:07.600]  無助軟弱無能
[00:02:07.600 --> 00:02:11.600]  就算你是一個極有成就的醫生
[00:02:11.600 --> 00:02:13.600]  面對一些看不見的病毒
[00:02:13.600 --> 00:02:15.600]  竟然一籌莫展
[00:02:15.600 --> 00:02:19.600]  眼巴巴看著自己的老友的同事的病人
[00:02:19.600 --> 00:02:21.600]  一個一個的倒地
[00:02:21.600 --> 00:02:23.600]  他用李文亮醫生
[00:02:23.600 --> 00:02:29.600]  就是那八個去吹哨的醫生
[00:02:29.600 --> 00:02:33.600]  武漢中心醫院的醫生
[00:02:33.600 --> 00:02:35.600]  他臨終的時候寫了一首詩
[00:02:35.600 --> 00:02:39.600]  他形容當時他的感受
[00:02:39.600 --> 00:02:41.600]  是無盡的恐懼
[00:02:41.600 --> 00:02:43.600]  無奈的悲傷
[00:02:43.600 --> 00:02:49.600]  然後他說我要走了
[00:02:49.600 --> 00:02:53.600]  那美好的障礙已經打過了
[00:02:53.600 --> 00:02:55.600]  當跑路我已經跑盡了
[00:02:55.600 --> 00:02:59.600]  所信的那裡我已經守住了
[00:02:59.600 --> 00:03:03.600]  從此之後有公義的冠冕為我存留
[00:03:03.600 --> 00:03:05.600]  你看看沈祖堯醫生或李文亮醫生
[00:03:05.600 --> 00:03:07.600]  他們有一個
[00:03:07.600 --> 00:03:13.600]  是我們不能逃脫的一個問題
[00:03:13.600 --> 00:03:15.600]  他們永遠不會絕望
[00:03:15.600 --> 00:03:17.600]  他們的盼望的根源在哪裡呢?
[00:03:17.600 --> 00:03:23.600]  他們的盼望的根源就像沈醫生說的
[00:03:23.600 --> 00:03:25.600]  就是耶穌基督
[00:03:25.600 --> 00:03:27.600]  祂已經復在了
[00:03:27.600 --> 00:03:29.600]  我們也會復活
[00:03:29.600 --> 00:03:33.600]  一叔雖然有哭泣
[00:03:33.600 --> 00:03:35.600]  早晨便別歡呼
[00:03:35.600 --> 00:03:39.600]  我們信仰我們的盼望根源就是耶穌基督的復活
[00:03:39.600 --> 00:03:41.600]  為什麼我們相信耶穌基督的復活
[00:03:41.600 --> 00:03:43.600]  對很多人來說好像神話一樣復活
[00:03:43.600 --> 00:03:45.600]  不是
[00:03:45.600 --> 00:03:47.600]  對基督徒來說
[00:03:47.600 --> 00:03:49.600]  這是一個歷史的明證
[00:03:49.600 --> 00:03:51.600]  有三大原因
[00:03:51.600 --> 00:03:53.600]  第一是因為空的墳墓
[00:03:53.600 --> 00:03:55.600]  第二是耶穌基督向門徒顯現
[00:03:55.600 --> 00:03:57.600]  第三是因為信的人改變了
[00:03:57.600 --> 00:04:01.600]  像沈祖堯醫生或許很多醫生
[00:04:01.600 --> 00:04:03.600]  像剛才說的外科醫生一樣
[00:04:03.600 --> 00:04:05.600]  他們的見證告訴我們
[00:04:05.600 --> 00:04:07.600]  耶穌基督的確已經復活
[00:04:07.600 --> 00:04:09.600]  在路加福音第24章
[00:04:09.600 --> 00:04:11.600]  告訴我們這是一個空的墳墓
[00:04:11.600 --> 00:04:13.600]  是歷史的明證
[00:04:13.600 --> 00:04:15.600]  第一至第三節告訴我們
[00:04:15.600 --> 00:04:17.600]  七天的第一天
[00:04:17.600 --> 00:04:19.600]  那些婦女帶著所預備的香料
[00:04:19.600 --> 00:04:21.600]  來到墳墓前
[00:04:21.600 --> 00:04:23.600]  看見石頭已經從墳墓滾開了
[00:04:23.600 --> 00:04:25.600]  她們就進去
[00:04:25.600 --> 00:04:27.600]  只是不見主耶穌的身體
[00:04:27.600 --> 00:04:29.600]  為什麼這些婦女
[00:04:29.600 --> 00:04:31.600]  一早就要去耶穌的墳墓
[00:04:31.600 --> 00:04:33.600]  路加告訴我們
[00:04:33.600 --> 00:04:35.600]  因為她帶著香料去
[00:04:35.600 --> 00:04:37.600]  耶穌基督是
[00:04:37.600 --> 00:04:39.600]  安息日第三點鐘
[00:04:39.600 --> 00:04:41.600]  星期五三點鐘死
[00:04:41.600 --> 00:04:43.600]  六點鐘就是安息日開始
[00:04:43.600 --> 00:04:45.600]  祂只有三個小時的時候
[00:04:45.600 --> 00:04:47.600]  草草安葬
[00:04:47.600 --> 00:04:49.600]  所以祂沒有時間
[00:04:49.600 --> 00:04:51.600]  把香料裹在屍體上
[00:04:51.600 --> 00:04:53.600]  然後去
[00:04:53.600 --> 00:04:55.600]  把耶穌葬在那裡
[00:04:55.600 --> 00:04:57.600]  沒有啊
[00:04:57.600 --> 00:04:59.600]  所以她們一早就帶著香料
[00:04:59.600 --> 00:05:01.600]  想補回她們星期五
[00:05:01.600 --> 00:05:03.600]  做的事情
[00:05:03.600 --> 00:05:05.600]  當她們來到墳墓的時候
[00:05:05.600 --> 00:05:07.600]  發現奇事
[00:05:07.600 --> 00:05:09.600]  墳墓的石頭就滾開了
[00:05:09.600 --> 00:05:11.600]  她們的月幕往往在山洞裡面
[00:05:11.600 --> 00:05:13.600]  是撞石頭
[00:05:13.600 --> 00:05:15.600]  然後造了一個墳墓
[00:05:15.600 --> 00:05:17.600]  你看看這幅圖畫
[00:05:17.600 --> 00:05:19.600]  我去過以色列
[00:05:19.600 --> 00:05:21.600]  拍了兩張照片給大家看
[00:05:21.600 --> 00:05:25.600]  讓大家知道猶太人的墳墓是怎樣的
[00:05:25.600 --> 00:05:31.600]  這個
[00:05:31.600 --> 00:05:33.600]  那些洞
[00:05:33.600 --> 00:05:35.600]  這是約旦的Petra
[00:05:35.600 --> 00:05:37.600]  那些洞
[00:05:37.600 --> 00:05:39.600]  那些洞就是墳墓
[00:05:39.600 --> 00:05:41.600]  裝人進去的
[00:05:41.600 --> 00:05:43.600]  裝在這些洞裡
[00:05:43.600 --> 00:05:45.600]  你看另外一幅
[00:05:45.600 --> 00:05:47.600]  再來一幅
[00:05:47.600 --> 00:05:51.600]  這個是一個教授
[00:05:51.600 --> 00:05:55.600]  他在希伯來大學讀考古學
[00:05:55.600 --> 00:05:57.600]  他們最近
[00:05:57.600 --> 00:05:59.600]  發現了一個墓穴
[00:05:59.600 --> 00:06:01.600]  猶太人的墓穴
[00:06:01.600 --> 00:06:03.600]  是撞石頭撞開
[00:06:03.600 --> 00:06:05.600]  然後猶太人
[00:06:05.600 --> 00:06:07.600]  是這樣撞的
[00:06:07.600 --> 00:06:09.600]  一個人死了之後就用香料
[00:06:09.600 --> 00:06:11.600]  好像防腐劑
[00:06:11.600 --> 00:06:13.600]  包住
[00:06:13.600 --> 00:06:15.600]  包住之後就放在那裡
[00:06:15.600 --> 00:06:17.600]  一個營
[00:06:17.600 --> 00:06:19.600]  金教授就示範給你看
[00:06:19.600 --> 00:06:21.600]  不過他沒有包住
[00:06:21.600 --> 00:06:23.600]  就睡在那裡
[00:06:23.600 --> 00:06:25.600]  原來猶太人的葬禮
[00:06:25.600 --> 00:06:27.600]  分成兩部分
[00:06:27.600 --> 00:06:29.600]  第一部分他死了的時候就包住
[00:06:29.600 --> 00:06:31.600]  就撞石頭
[00:06:31.600 --> 00:06:33.600]  就放在那裡
[00:06:33.600 --> 00:06:35.600]  大概隔了幾年
[00:06:35.600 --> 00:06:37.600]  之後那些骨就枯了
[00:06:37.600 --> 00:06:39.600]  然後就把那些骨
[00:06:39.600 --> 00:06:41.600]  就像我們中國人所謂的撿骨
[00:06:41.600 --> 00:06:43.600]  把那些骨放在
[00:06:43.600 --> 00:06:45.600]  跟他家族裡的人
[00:06:45.600 --> 00:06:47.600]  然後一同撞在那裡
[00:06:47.600 --> 00:06:49.600]  所以猶太人就說
[00:06:49.600 --> 00:06:51.600]  歸到列祖那裡
[00:06:51.600 --> 00:06:53.600]  原來猶太人是整個家族這樣撞的
[00:06:53.600 --> 00:06:55.600]  所以當時
[00:06:55.600 --> 00:06:57.600]  他們去到那個墳墓
[00:06:57.600 --> 00:06:59.600]  那個穴洞的時候
[00:06:59.600 --> 00:07:01.600]  可以完了
[00:07:01.600 --> 00:07:03.600]  可以嗎
[00:07:03.600 --> 00:07:05.600]  去到穴洞的時候
[00:07:05.600 --> 00:07:07.600]  他們發掘了一個奇事
[00:07:07.600 --> 00:07:09.600]  穴洞裡的石頭
[00:07:09.600 --> 00:07:11.600]  已經滾開了
[00:07:11.600 --> 00:07:13.600]  希臘文的滾開的字
[00:07:13.600 --> 00:07:15.600]  是告訴我們
[00:07:15.600 --> 00:07:17.600]  那個是圓形的圓狀
[00:07:17.600 --> 00:07:19.600]  然後就滾開了
[00:07:19.600 --> 00:07:21.600]  而馬太福音
[00:07:21.600 --> 00:07:23.600]  就更加詳細說
[00:07:23.600 --> 00:07:25.600]  忽然地大震動
[00:07:25.600 --> 00:07:27.600]  因為有主的使者從天上來
[00:07:27.600 --> 00:07:29.600]  把石頭滾開
[00:07:29.600 --> 00:07:31.600]  不是有人偷了
[00:07:31.600 --> 00:07:33.600]  不是耶穌突然復活
[00:07:33.600 --> 00:07:35.600]  不是耶穌突然翻身
[00:07:35.600 --> 00:07:37.600]  不是這樣的
[00:07:37.600 --> 00:07:39.600]  而是神蹟
[00:07:39.600 --> 00:07:41.600]  是超自然的
[00:07:41.600 --> 00:07:43.600]  於是他們就進去了
[00:07:43.600 --> 00:07:45.600]  這幫婦女
[00:07:45.600 --> 00:07:47.600]  去到的時候進去
[00:07:47.600 --> 00:07:49.600]  然後就不見了主耶穌的身體
[00:07:49.600 --> 00:07:51.600]  那個墳墓是空的
[00:07:51.600 --> 00:07:53.600]  路加
[00:07:53.600 --> 00:07:55.600]  不是說不見了耶穌的身體
[00:07:55.600 --> 00:07:57.600]  你看路加不見了耶穌的身體
[00:07:57.600 --> 00:07:59.600]  你看路加不描述
[00:07:59.600 --> 00:08:01.600]  很有趣
[00:08:01.600 --> 00:08:03.600]  不見了主耶穌的身體
