
[00:00:00.000 --> 00:00:02.000]  我們先做個祈禱
[00:00:02.000 --> 00:00:04.000]  師父我們將時間帶到主的面前
[00:00:04.000 --> 00:00:06.000]  我們求祢幫助我們
[00:00:06.000 --> 00:00:08.000]  我們知道我們是祢所創造的
[00:00:08.000 --> 00:00:10.000]  包括我們的情感
[00:00:10.000 --> 00:00:12.000]  包括我們的情緒
[00:00:12.000 --> 00:00:14.000]  包括我們的理性
[00:00:14.000 --> 00:00:16.000]  我們的思考能力
[00:00:16.000 --> 00:00:18.000]  我們求主教導我們如何按照你的心意
[00:00:18.000 --> 00:00:20.000]  按照你的形象
[00:00:20.000 --> 00:00:22.000]  善用你所給予我們的一切
[00:00:22.000 --> 00:00:24.000]  各種不同的天賦
[00:00:24.000 --> 00:00:26.000]  一些基本的功能
[00:00:26.000 --> 00:00:28.000]  我們求祢幫助我們
[00:00:28.000 --> 00:00:30.000]  在祢面前 如剛才師哥所唱
[00:00:30.000 --> 00:00:32.000]  祢能夠榮耀我們的神
[00:00:32.000 --> 00:00:34.000]  求祢因代我們有時間 讓我們人在這個地方
[00:00:34.000 --> 00:00:36.000]  不只是因為傳契時間我們需要回來
[00:00:36.000 --> 00:00:38.000]  而是因為願意回到你的家
[00:00:38.000 --> 00:00:40.000]  回到傳契當中
[00:00:40.000 --> 00:00:42.000]  願意一起學習
[00:00:42.000 --> 00:00:44.000]  願意在人生當中我們能夠結出好的果子
[00:00:44.000 --> 00:00:46.000]  在人群當中能夠留下美好的見證
[00:00:46.000 --> 00:00:48.000]  求祢幫助我們
[00:00:48.000 --> 00:00:50.000]  人生裡面
[00:00:50.000 --> 00:00:52.000]  不只是為自保
[00:00:52.000 --> 00:00:54.000]  不只是自我 而是願意真的有影響
[00:00:54.000 --> 00:00:56.000]  能夠對別人有正面的影響
[00:00:56.000 --> 00:00:58.000]  幫助我們先處理好自己
[00:00:58.000 --> 00:01:00.000]  自己起身先正
[00:01:00.000 --> 00:01:02.000]  才能夠正人
[00:01:02.000 --> 00:01:04.000]  幫助我們心裡正 我們行才能夠正
[00:01:04.000 --> 00:01:06.000]  大戀也的時間
[00:01:06.000 --> 00:01:08.000]  讓我們在題目上思想
[00:01:08.000 --> 00:01:10.000]  聖經如何教導我們處理我們的情緒
[00:01:10.000 --> 00:01:12.000]  大戀也的時間 有不足的地方
[00:01:12.000 --> 00:01:14.000]  有時發現我自己思考
[00:01:14.000 --> 00:01:16.000]  有它一罕的地方
[00:01:16.000 --> 00:01:18.000]  所想到的範圍有它有限的地方
[00:01:18.000 --> 00:01:20.000]  但求主祢補足 又求聖靈保衛師
[00:01:20.000 --> 00:01:22.000]  開啟我們的心 給我們柔軟的心
[00:01:22.000 --> 00:01:24.000]  有個謙虛的心
[00:01:24.000 --> 00:01:26.000]  願意去聽 有些雖然我們覺得自己
[00:01:26.000 --> 00:01:28.000]  自己懂得我們處理得很好
[00:01:28.000 --> 00:01:30.000]  但比較能夠互相的有交流
[00:01:30.000 --> 00:01:32.000]  而且能夠更加確認我們所相信
[00:01:32.000 --> 00:01:34.000]  所認識信仰裡面的教導
[00:01:34.000 --> 00:01:36.000]  大戀也的時間 聽我們禱告
[00:01:36.000 --> 00:01:38.000]  奉耶穌的名祈禱 阿們
[00:01:38.000 --> 00:01:40.000]  我一直收到這個題目
[00:01:40.000 --> 00:01:42.000]  我第一樣想是想什麼呢
[00:01:42.000 --> 00:01:44.000]  就是想
[00:01:44.000 --> 00:01:46.000]  聖經裡面怎麼講情緒
[00:01:46.000 --> 00:01:48.000]  因為題目就是聖經教導
[00:01:48.000 --> 00:01:50.000]  如何處理情緒
[00:01:50.000 --> 00:01:52.000]  你發現聖經的經文
[00:01:52.000 --> 00:01:54.000]  講情緒其實不是真的那麼多
[00:01:54.000 --> 00:01:56.000]  你最熟悉哪一節
[00:01:56.000 --> 00:01:58.000]  講情緒
[00:01:58.000 --> 00:02:02.000]  想不到嗎
[00:02:02.000 --> 00:02:04.000]  不輕而發怒
[00:02:04.000 --> 00:02:06.000]  還有呢
[00:02:06.000 --> 00:02:08.000]  不可含怒
[00:02:08.000 --> 00:02:10.000]  讀日諾 都是講怒
[00:02:10.000 --> 00:02:12.000]  沒有了
[00:02:12.000 --> 00:02:14.000]  其實你發現
[00:02:14.000 --> 00:02:16.000]  不多又不少 其實都有
[00:02:16.000 --> 00:02:18.000]  我想是兩方面
[00:02:18.000 --> 00:02:20.000]  其實我想了很久 第一篇預備
[00:02:20.000 --> 00:02:22.000]  就是這一篇 如何處理情緒
[00:02:22.000 --> 00:02:24.000]  因為當時收到這個題目
[00:02:24.000 --> 00:02:26.000]  我的情緒真的不是很好
[00:02:26.000 --> 00:02:28.000]  因為發現不容易講
[00:02:28.000 --> 00:02:30.000]  兩樣東西 第一 有什麼經文講情緒
[00:02:30.000 --> 00:02:32.000]  第二 有什麼人物
[00:02:32.000 --> 00:02:34.000]  講情緒
[00:02:34.000 --> 00:02:36.000]  人物講情緒就很多
[00:02:36.000 --> 00:02:38.000]  就很多
[00:02:38.000 --> 00:02:40.000]  有句話說 七情六慾
[00:02:40.000 --> 00:02:42.000]  有沒有聽過
[00:02:42.000 --> 00:02:44.000]  人有七情六慾 知不知道是什麼
