
[00:00:00.000 --> 00:00:02.000]  從古至今
[00:00:02.000 --> 00:00:05.000]  人為了自己的安全
[00:00:05.000 --> 00:00:08.000]  於是乎就建立了
[00:00:08.000 --> 00:00:12.000]  各式各樣的圍牆或者圍欄
[00:00:12.000 --> 00:00:15.000]  尤其是我們住在北美洲
[00:00:15.000 --> 00:00:17.000]  生活在北美洲的人
[00:00:17.000 --> 00:00:18.000]  應該都
[00:00:18.000 --> 00:00:22.000]  這件事絕對不會是陌生的
[00:00:22.000 --> 00:00:24.000]  就是每逢當我們可能
[00:00:24.000 --> 00:00:26.000]  買了一間屋
[00:00:26.000 --> 00:00:27.000]  搬了一間房子
[00:00:27.000 --> 00:00:30.000]  搬了一間房子的時候
[00:00:30.000 --> 00:00:32.000]  往往第一件事
[00:00:32.000 --> 00:00:33.000]  不是就是說
[00:00:33.000 --> 00:00:36.000]  怎樣整間屋子裡面怎樣漂亮
[00:00:36.000 --> 00:00:38.000]  當然那是其中一個考慮
[00:00:38.000 --> 00:00:40.000]  但是往往我們會
[00:00:40.000 --> 00:00:44.000]  第一件事是和我們的鄰居去商討
[00:00:44.000 --> 00:00:47.000]  怎樣在我們的屋與屋之間
[00:00:47.000 --> 00:00:50.000]  去建立圍欄
[00:00:50.000 --> 00:00:55.000]  因為當人活在自己所建立的圍欄
[00:00:55.000 --> 00:00:58.000]  以內的環境的話
[00:00:58.000 --> 00:01:00.000]  就會造成一種
[00:01:00.000 --> 00:01:04.000]  說不出的安全感
[00:01:04.000 --> 00:01:05.000]  覺得呢
[00:01:05.000 --> 00:01:07.000]  建了圍欄之後
[00:01:07.000 --> 00:01:09.000]  大家就會覺得
[00:01:09.000 --> 00:01:12.000]  好像有些東西保護自己
[00:01:12.000 --> 00:01:15.000]  但是不知道大家有沒有留意到
[00:01:15.000 --> 00:01:19.000]  每逢我們建了這些圍欄之後
[00:01:19.000 --> 00:01:21.000]  自此以後可能你和你的鄰居
[00:01:21.000 --> 00:01:24.000]  就已經是更加少接觸
[00:01:24.000 --> 00:01:27.000]  這件事我覺得在北美洲的裡面
[00:01:27.000 --> 00:01:29.000]  是很常見的現象
[00:01:29.000 --> 00:01:33.000]  我是很喜歡接觸人的人
[00:01:33.000 --> 00:01:38.000]  所以即使我鄰居和我建了圍欄
[00:01:38.000 --> 00:01:41.000]  我們經常把握機會見面
[00:01:41.000 --> 00:01:43.000]  剪草的時候聊天
[00:01:43.000 --> 00:01:48.000]  有時候隔壁屋的那個還是一個弟兄
[00:01:48.000 --> 00:01:50.000]  和我有時候聊聖經
[00:01:50.000 --> 00:01:54.000]  講很多靈性上追求的問題
[00:01:54.000 --> 00:01:57.000]  但是如果建了圍欄
[00:01:57.000 --> 00:01:58.000]  施暗
[00:01:58.000 --> 00:02:02.000]  其實很多人和鄰居已經可以說是一刀兩斷
[00:02:02.000 --> 00:02:04.000]  我不敢說什麼
[00:02:04.000 --> 00:02:07.000]  即是說我的後院對著後面的家人
[00:02:07.000 --> 00:02:09.000]  我到現在他姓什麼名什麼
[00:02:09.000 --> 00:02:11.000]  我都不知道他是誰
[00:02:11.000 --> 00:02:13.000]  為什麼會有這樣的現象呢
[00:02:13.000 --> 00:02:15.000]  圍欄圍牆
[00:02:15.000 --> 00:02:17.000]  就是造成了這樣的現象
[00:02:17.000 --> 00:02:23.000]  但是倘若如果圍欄圍牆這件事
[00:02:23.000 --> 00:02:26.000]  是在屬靈的世界裡面
[00:02:26.000 --> 00:02:28.000]  被建造起來的話
[00:02:28.000 --> 00:02:31.000]  教會又會變成怎樣
