
[00:00:00.000 --> 00:00:02.000]  (影片開始)
[00:00:02.960 --> 00:00:03.720]  弟子們你好
[00:00:03.720 --> 00:00:07.200]  很開心在這個時間和大家一起
[00:00:07.200 --> 00:00:09.680]  慶祝我們44週年的時間
[00:00:09.680 --> 00:00:10.880]  和大家分享神的話
[00:00:10.880 --> 00:00:13.120]  在我們教會的傳統裡面
[00:00:13.120 --> 00:00:15.920]  似乎都是在慶祝堂慶的時候
[00:00:15.920 --> 00:00:17.360]  我們都特別強調
[00:00:17.360 --> 00:00:19.600]  我們在神的面前有安靜、有祈禱
[00:00:19.600 --> 00:00:21.680]  也有陪領的時間
[00:00:21.680 --> 00:00:22.880]  那麼
[00:00:22.880 --> 00:00:26.320]  我小朋友的時候很喜歡問問題
[00:00:26.320 --> 00:00:28.320]  我相信其實很多小朋友都是這樣
[00:00:28.320 --> 00:00:30.880]  不過不知道為什麼長大後
[00:00:31.360 --> 00:00:32.160]  會變的
[00:00:32.160 --> 00:00:33.680]  在教會裡面都是一樣
[00:00:33.680 --> 00:00:39.840]  我小時候問很多今天叫神學的問題
[00:00:39.840 --> 00:00:42.280]  但是我發現
[00:00:42.280 --> 00:00:43.760]  小朋友的神學細胞
[00:00:43.760 --> 00:00:46.400]  大概到了十多歲的時候
[00:00:46.400 --> 00:00:47.800]  就被導師
[00:00:47.800 --> 00:00:50.040]  被父母全部殺了
[00:00:50.040 --> 00:00:51.600]  殺了不准問
[00:00:51.600 --> 00:00:54.120]  我小時候有這樣的經歷
[00:00:54.120 --> 00:00:56.680]  我記得當時有一個神學生
[00:00:56.680 --> 00:00:58.680]  他是我的團體導師
[00:01:00.440 --> 00:01:02.440]  我大約十一歲的時候
[00:01:02.440 --> 00:01:03.480]  我問他問題
[00:01:03.480 --> 00:01:08.280]  耶穌死了和復活期間的兩天
[00:01:08.280 --> 00:01:09.280]  他去了哪裡
[00:01:09.280 --> 00:01:10.920]  你說呢
[00:01:10.920 --> 00:01:13.880]  耶穌釘十字架死了
[00:01:13.880 --> 00:01:15.560]  到他復活之前
[00:01:15.560 --> 00:01:17.360]  那兩天他去了哪裡呢
[00:01:17.360 --> 00:01:20.320]  我不知道大家有沒有問過這類問題
[00:01:20.320 --> 00:01:22.360]  那麼
[00:01:22.360 --> 00:01:24.280]  你猜猜那個神學生的答案
[00:01:24.280 --> 00:01:25.440]  那個神學生很兇的
[00:01:25.440 --> 00:01:27.400]  沒有我們神學生現在那麼好
[00:01:27.400 --> 00:01:28.320]  那時候很兇的
[00:01:28.320 --> 00:01:30.280]  他說什麼呢
[00:01:31.280 --> 00:01:31.800]  他說
[00:01:31.800 --> 00:01:34.320]  聖經有古地讀
[00:01:34.320 --> 00:01:36.560]  問了一些古靈精怪的問題
[00:01:36.560 --> 00:01:38.080]  這些問題不應該問的
[00:01:38.080 --> 00:01:39.920]  其實沒有回答我
[00:01:39.920 --> 00:01:40.640]  簡單地說
[00:01:40.640 --> 00:01:41.360]  他說呢
[00:01:41.360 --> 00:01:43.360]  耶穌基督死在哪裡
[00:01:43.360 --> 00:01:44.720]  這個是神學問題
[00:01:44.720 --> 00:01:48.040]  神學問題要到神學院才可以問的
[00:01:48.040 --> 00:01:50.000]  所以現在你不可以問
[00:01:50.000 --> 00:01:51.320]  這些問題你不應該問的
[00:01:51.320 --> 00:01:53.480]  我那時候在這樣的年紀
[00:01:53.480 --> 00:01:55.280]  我就覺得導師所說的都對的
[00:01:55.280 --> 00:01:57.160]  所以我就說我問錯了
[00:01:57.160 --> 00:01:58.000]  我不應該問的
[00:01:58.400 --> 00:02:00.640]  所以他就很乖地接受了
[00:02:00.640 --> 00:02:03.160]  到後來有機會讀神學的時候
[00:02:03.160 --> 00:02:05.520]  我就很同情這個神學生
[00:02:05.520 --> 00:02:06.960]  因為其實
[00:02:06.960 --> 00:02:08.160]  簡單地說他不懂得回答
[00:02:08.160 --> 00:02:09.600]  就是因為很複雜的問題
[00:02:09.600 --> 00:02:11.080]  無論從聖經
[00:02:11.080 --> 00:02:12.560]  從歷史
[00:02:12.560 --> 00:02:13.840]  這個都是一個比較複雜的問題
[00:02:13.840 --> 00:02:14.960]  因為司徒信經裡面有一句話
[00:02:14.960 --> 00:02:16.800]  基督降在陰間
[00:02:16.800 --> 00:02:18.440]  但是我不同意的
[00:02:18.440 --> 00:02:19.480]  司徒信經全部都同意
[00:02:19.480 --> 00:02:20.480]  除了這句我不同意之外
[00:02:20.480 --> 00:02:23.320]  所以我覺得這個比較複雜的問題
[00:02:23.320 --> 00:02:24.080]  但是就
[00:02:24.080 --> 00:02:26.280]  我發現就是
[00:02:27.120 --> 00:02:28.720]  這個世界都有報應的
[00:02:28.720 --> 00:02:31.800]  我小時候那麼喜歡問古靈精怪的問題
[00:02:31.800 --> 00:02:33.920]  到今天就經常被人問
[00:02:33.920 --> 00:02:35.440]  類似的問題
[00:02:35.440 --> 00:02:38.960]  我又發現那些導師
