
[00:00:00.000 --> 00:00:05.000]  請指揮主來平安
[00:00:05.000 --> 00:00:09.000]  進入農曆新的一年
[00:00:09.000 --> 00:00:11.000]  感恩
[00:00:11.000 --> 00:00:15.000]  我們不用像道聽途說
[00:00:15.000 --> 00:00:17.000]  說甚麼農年
[00:00:17.000 --> 00:00:20.000]  聖經裏面說農
[00:00:20.000 --> 00:00:22.000]  說魔鬼的
[00:00:22.000 --> 00:00:23.000]  那就慘了
[00:00:23.000 --> 00:00:25.000]  明年是甚麼年
[00:00:25.000 --> 00:00:27.000]  蛇年
[00:00:27.000 --> 00:00:29.000]  龍蛇馬羊
[00:00:29.000 --> 00:00:31.000]  你背下十二生肖
[00:00:31.000 --> 00:00:32.000]  鼠牛虎兔
[00:00:32.000 --> 00:00:33.000]  龍蛇馬羊
[00:00:33.000 --> 00:00:34.000]  猴雞犬豬
[00:00:34.000 --> 00:00:36.000]  沒有甚麼好
[00:00:36.000 --> 00:00:38.000]  唯一一個是聖經沒有提及
[00:00:38.000 --> 00:00:40.000]  你知是哪一個
[00:00:40.000 --> 00:00:42.000]  全本聖經都沒有的動物
[00:00:42.000 --> 00:00:44.000]  老虎
[00:00:44.000 --> 00:00:46.000]  巴勒斯坦 迦南地
[00:00:46.000 --> 00:00:48.000]  是沒有老虎的
[00:00:48.000 --> 00:00:50.000]  所以唯一好的年度就是虎年
[00:00:50.000 --> 00:00:52.000]  那是迷信
[00:00:52.000 --> 00:00:54.000]  我們比很多人
[00:00:54.000 --> 00:00:56.000]  還要迷信得多
[00:00:56.000 --> 00:00:58.000]  聖經用這些動物
[00:00:58.000 --> 00:01:00.000]  其實是比喻
[00:01:00.000 --> 00:01:02.000]  我們好像羊 走迷
[00:01:02.000 --> 00:01:04.000]  各人偏行幾路
[00:01:04.000 --> 00:01:08.000]  不是教我們去討厭羊
[00:01:08.000 --> 00:01:10.000]  比德三次不認主
[00:01:10.000 --> 00:01:12.000]  雞就叫了
[00:01:12.000 --> 00:01:14.000]  以後不吃雞
[00:01:14.000 --> 00:01:18.000]  做基督徒其實不是這樣做的
[00:01:18.000 --> 00:01:20.000]  所以小心
[00:01:20.000 --> 00:01:24.000]  有很多時候我們聽到一些似是而非的說法
[00:01:24.000 --> 00:01:26.000]  我們真的需要神的說話
[00:01:26.000 --> 00:01:30.000]  來幫助我們去分辨清楚
[00:01:30.000 --> 00:01:34.000]  所以今天我們和大家讀的經文
[00:01:34.000 --> 00:01:38.000]  是施洗約翰傳道
[00:01:38.000 --> 00:01:40.000]  在約旦河
[00:01:40.000 --> 00:01:45.000]  施洗他所說天國人了
[00:01:45.000 --> 00:01:49.000]  按照馬太福音的記載
[00:01:49.000 --> 00:01:52.000]  天國的福音
[00:01:52.000 --> 00:01:58.000]  不是耶穌第一個傳約的
[00:01:58.000 --> 00:02:01.000]  大家知道是施洗約翰
[00:02:01.000 --> 00:02:06.000]  先傳講天國的福音
[00:02:06.000 --> 00:02:08.000]  然後耶穌傳道
[00:02:08.000 --> 00:02:11.000]  他重覆同一句說話
[00:02:11.000 --> 00:02:13.000]  天國人了
[00:02:13.000 --> 00:02:15.000]  然後馬太福音第十章
[00:02:15.000 --> 00:02:17.000]  告訴我們
[00:02:17.000 --> 00:02:20.000]  當耶穌差遣他的門徒
[00:02:20.000 --> 00:02:22.000]  無論是十二個也好
[00:02:22.000 --> 00:02:24.000]  七十個
[00:02:24.000 --> 00:02:26.000]  兩個兩個出去也好
[00:02:26.000 --> 00:02:29.000]  你留心聖經的記載
[00:02:29.000 --> 00:02:31.000]  耶穌都是教導他們
[00:02:31.000 --> 00:02:35.000]  傳天國人了
[00:02:35.000 --> 00:02:39.000]  這個福音的訊息沒有改變
[00:02:39.000 --> 00:02:42.000]  天國的福音我們很少聽到
[00:02:42.000 --> 00:02:44.000]  我們比較熟悉的是
[00:02:44.000 --> 00:02:47.000]  保羅書信裏面所講解
[00:02:47.000 --> 00:02:50.000]  耶穌釘十字架
[00:02:50.000 --> 00:02:52.000]  耶穌為罪人死
[00:02:52.000 --> 00:02:55.000]  神的愛向我們顯明
[00:02:55.000 --> 00:02:58.000]  所以福音書的記載
[00:02:58.000 --> 00:03:00.000]  我們很少提及
[00:03:00.000 --> 00:03:02.000]  很容易誤會
[00:03:02.000 --> 00:03:04.000]  我最近看到
[00:03:04.000 --> 00:03:10.000]  《經濟學人》這本周刊
[00:03:10.000 --> 00:03:14.000]  報導美國有教會
[00:03:14.000 --> 00:03:16.000]  靈恩教會
[00:03:16.000 --> 00:03:18.000]  保守信仰教會
[00:03:18.000 --> 00:03:20.000]  但他們說天國的福音
[00:03:20.000 --> 00:03:23.000]  就是要去投票選特朗普
[00:03:23.000 --> 00:03:25.000]  嘩
[00:03:25.000 --> 00:03:27.000]  是呀
[00:03:27.000 --> 00:03:31.000]  很認真的查經結論
[00:03:31.000 --> 00:03:33.000]  你領頭也好
[00:03:33.000 --> 00:03:35.000]  他們覺得今年十一月
[00:03:35.000 --> 00:03:38.000]  就是天國和魔鬼的決戰
[00:03:38.000 --> 00:03:40.000]  我們做基督徒的
[00:03:40.000 --> 00:03:43.000]  就要去實踐天國的福音
[00:03:43.000 --> 00:03:45.000]  這篇文章
[00:03:45.000 --> 00:03:47.000]  迫我思考
[00:03:47.000 --> 00:03:49.000]  到底姐妹們明不明白
[00:03:49.000 --> 00:03:51.000]  甚麼是天國的福音呢
[00:03:51.000 --> 00:03:54.000]  有人說
[00:03:54.000 --> 00:03:57.000]  其實福音書也告訴我們
[00:03:57.000 --> 00:04:02.000]  天國和神的國是相同的
[00:04:02.000 --> 00:04:06.000]  不過猶太人被毀
[00:04:06.000 --> 00:04:08.000]  馬太是猶太人
[00:04:08.000 --> 00:04:10.000]  所以他用天
[00:04:10.000 --> 00:04:12.000]  他不用神
[00:04:12.000 --> 00:04:16.000]  這個被毀是正確
[00:04:16.000 --> 00:04:18.000]  有這樣的傳統
[00:04:18.000 --> 00:04:20.000]  到今天
[00:04:20.000 --> 00:04:22.000]  猶太人如果在美國
[00:04:22.000 --> 00:04:24.000]  他們寫神
[00:04:24.000 --> 00:04:26.000]  這個英文字
[00:04:26.000 --> 00:04:28.000]  你認識的
[00:04:28.000 --> 00:04:30.000]  God
[00:04:30.000 --> 00:04:32.000]  他們不是整個寫出來的
[00:04:32.000 --> 00:04:35.000]  他們是寫G-I-V-E-N-D
[00:04:35.000 --> 00:04:37.000]  沒有了個WOW
[00:04:37.000 --> 00:04:39.000]  不能讀的
[00:04:39.000 --> 00:04:41.000]  這是他們的傳統
[00:04:41.000 --> 00:04:44.000]  馬太福音沒有這樣的被毀
[00:04:44.000 --> 00:04:46.000]  何以見得
[00:04:46.000 --> 00:04:48.000]  我們現在手上沒有聖經
[00:04:48.000 --> 00:04:51.000]  你可能不能立刻翻查
[00:04:51.000 --> 00:04:53.000]  我提醒大家
[00:04:53.000 --> 00:04:56.000]  馬太福音十二章二十八節
[00:04:56.000 --> 00:04:58.000]  同一卷福音書
[00:04:58.000 --> 00:04:59.000]  馬太福音
[00:04:59.000 --> 00:05:00.000]  沒錯 它說
[00:05:00.000 --> 00:05:02.000]  施洗約翰傳天國的福音
[00:05:02.000 --> 00:05:03.000]  沒錯 它說
[00:05:03.000 --> 00:05:04.000]  耶穌傳天國的福音
[00:05:04.000 --> 00:05:06.000]  門徒出去傳天國的福音
[00:05:06.000 --> 00:05:08.000]  但當他記載到
[00:05:08.000 --> 00:05:11.000]  耶穌和法利賽人辯論
[00:05:11.000 --> 00:05:15.000]  趕鬼的權柄
[00:05:15.000 --> 00:05:17.000]  法利賽人批評耶穌
[00:05:17.000 --> 00:05:19.000]  他靠鬼王別西卜趕鬼
[00:05:19.000 --> 00:05:20.000]  你聽過嗎
[00:05:20.000 --> 00:05:22.000]  耶穌說不是的
[00:05:22.000 --> 00:05:26.000]  如果我是憑著神的靈趕鬼
[00:05:26.000 --> 00:05:28.000]  耶穌接著說什麼
[00:05:28.000 --> 00:05:30.000]  神的國
[00:05:30.000 --> 00:05:32.000]  就在你們中間就來了
[00:05:32.000 --> 00:05:34.000]  所以馬太沒有被毀
[00:05:34.000 --> 00:05:38.000]  他只記載神的國
[00:05:38.000 --> 00:05:42.000]  其實說到神的國
[00:05:42.000 --> 00:05:44.000]  說到國道
[00:05:44.000 --> 00:05:46.000]  最多的地方是主禱文
[00:05:46.000 --> 00:05:50.000]  不過我們很少有這樣的留意
[00:05:50.000 --> 00:05:52.000]  剛才我們起立
[00:05:52.000 --> 00:05:54.000]  懂得背《使徒信家》
[00:05:54.000 --> 00:05:55.000]  你們不用背的
[00:05:55.000 --> 00:05:57.000]  看著就可以了
[00:05:57.000 --> 00:05:58.000]  背的
[00:05:58.000 --> 00:06:00.000]  不過是哪個版本的意思
[00:06:00.000 --> 00:06:03.000]  我背的是宣道會生命聖詩的版本
[00:06:03.000 --> 00:06:04.000]  宣道禮賢會
[00:06:04.000 --> 00:06:06.000]  閉上眼就撞版了
[00:06:06.000 --> 00:06:08.000]  原來中文翻譯是不同的
[00:06:08.000 --> 00:06:10.000]  翻譯可以不同
[00:06:10.000 --> 00:06:13.000]  不過主禱文應該大家都懂得背
[00:06:13.000 --> 00:06:17.000]  因為是閉上眼來祈禱的
[00:06:17.000 --> 00:06:19.000]  主禱文也有不同的版本
[00:06:19.000 --> 00:06:21.000]  有文言文的
[00:06:21.000 --> 00:06:23.000]  有白話文的
[00:06:23.000 --> 00:06:26.000]  白話文也有三四個不同的翻譯
[00:06:26.000 --> 00:06:28.000]  你記得的
[00:06:28.000 --> 00:06:30.000]  主禱文開始的時候
[00:06:30.000 --> 00:06:32.000]  用神的國
[00:06:32.000 --> 00:06:34.000]  結束呢
[00:06:34.000 --> 00:06:39.000]  因為國道權柄榮耀
[00:06:39.000 --> 00:06:40.000]  有貓子
[00:06:40.000 --> 00:06:43.000]  所以不如關掉PowerPoint
[00:06:43.000 --> 00:06:45.000]  不要通水了
[00:06:45.000 --> 00:06:48.000]  都是你的全是父的
[00:06:48.000 --> 00:06:53.000]  主禱文首尾呼應
[00:06:53.000 --> 00:06:55.000]  用神的國開始
[00:06:55.000 --> 00:06:58.000]  用神的國道結束
[00:06:58.000 --> 00:07:00.000]  我們很少留意
[00:07:00.000 --> 00:07:02.000]  我們最記得的就是我們每天都要用飲食
[00:07:02.000 --> 00:07:04.000]  求父賜給我們
[00:07:04.000 --> 00:07:06.000]  待會兒爆胃喝茶
[00:07:06.000 --> 00:07:08.000]  最重要留下好的位置
[00:07:08.000 --> 00:07:10.000]  不是不是不是
[00:07:10.000 --> 00:07:12.000]  聖經不是這樣記載的
[00:07:12.000 --> 00:07:14.000]  聖經怎麼說
[00:07:14.000 --> 00:07:17.000]  國道權柄榮耀
[00:07:17.000 --> 00:07:20.000]  三件事情一氣呵成
[00:07:20.000 --> 00:07:22.000]  幫助我們明白
[00:07:22.000 --> 00:07:26.000]  耶穌所說的神的國的福音
[00:07:26.000 --> 00:07:30.000]  到底是一件什麼事
[00:07:30.000 --> 00:07:34.000]  我們先從榮耀開始
[00:07:34.000 --> 00:07:36.000]  這句話
[00:07:36.000 --> 00:07:38.000]  不知道你有沒有印象
[00:07:38.000 --> 00:07:42.000]  約翰福音十七章第一節
[00:07:42.000 --> 00:07:46.000]  耶穌知道他要上十字架
[00:07:46.000 --> 00:07:51.000]  他帶領門徒去喀西瑪尼
[00:07:51.000 --> 00:07:56.000]  三本馬太馬可路加
[00:07:56.000 --> 00:08:00.000]  記載了喀西瑪尼和門徒祈禱的經過
[00:08:00.000 --> 00:08:04.000]  約翰福音特別在十七章開始
[00:08:04.000 --> 00:08:08.000]  記載了耶穌一段很長的祈禱
[00:08:08.000 --> 00:08:11.000]  似乎和其他福音書的記載不同
[00:08:11.000 --> 00:08:13.000]  是互相補充
[00:08:13.000 --> 00:08:16.000]  約翰福音十七章第一節
[00:08:16.000 --> 00:08:18.000]  記載耶穌怎樣祈禱
[00:08:18.000 --> 00:08:21.000]  「時候到了」
[00:08:21.000 --> 00:08:22.000]  什麼時候?
[00:08:22.000 --> 00:08:24.000]  我們知道
[00:08:24.000 --> 00:08:27.000]  福音書記載耶穌要上十字架
[00:08:27.000 --> 00:08:30.000]  但跟著耶穌祈禱的兩句話
[00:08:30.000 --> 00:08:32.000]  你明白他在說什麼嗎?
[00:08:32.000 --> 00:08:37.000]  「願祢榮耀祢的兒子」
[00:08:37.000 --> 00:08:42.000]  也就是「讓兒子榮耀祢」
[00:08:42.000 --> 00:08:45.000]  明明是上十字架
[00:08:45.000 --> 00:08:50.000]  痛苦羞辱的記號
[00:08:50.000 --> 00:09:00.000]  但卻成為「聖父聖子得榮耀」的時刻
[00:09:00.000 --> 00:09:03.000]  不需要等到復活
[00:09:03.000 --> 00:09:05.000]  不需要等到升天
[00:09:05.000 --> 00:09:11.000]  「人子被高舉掛在木頭上」
[00:09:11.000 --> 00:09:18.000]  「就吸引萬人來歸向基督」
[00:09:18.000 --> 00:09:25.000]  這是福音書很清楚的焦點
[00:09:25.000 --> 00:09:28.000]  什麼是神的榮耀
[00:09:28.000 --> 00:09:32.000]  不是我們心裡想的那些
[00:09:32.000 --> 00:09:36.000]  八個警察騎著摩托車開路
[00:09:36.000 --> 00:09:39.000]  有八個在後面威風瀾瀾
[00:09:39.000 --> 00:09:44.000]  那些是人間的榮耀
[00:09:44.000 --> 00:09:48.000]  我從來沒有機會這樣做
[00:09:48.000 --> 00:09:51.000]  後面有一架跟著你就害怕了
[00:09:51.000 --> 00:09:53.000]  但耶穌祈禱
[00:09:53.000 --> 00:09:56.000]  他明白什麼是榮耀
[00:09:56.000 --> 00:09:59.000]  什麼是父神的榮耀
[00:09:59.000 --> 00:10:02.000]  什麼是耶穌基督的榮耀
[00:10:02.000 --> 00:10:08.000]  原來按照神請救的計劃
[00:10:08.000 --> 00:10:14.000]  為罪人死在十字架上
[00:10:14.000 --> 00:10:17.000]  這個時刻
[00:10:17.000 --> 00:10:24.000]  不再是人間視為痛苦羞辱
[00:10:24.000 --> 00:10:27.000]  我們唱詩到今天都是這樣唱
[00:10:27.000 --> 00:10:31.000]  「葛國他十字架痛苦羞辱」
[00:10:31.000 --> 00:10:33.000]  原來不是
[00:10:33.000 --> 00:10:35.000]  是一個榮耀的記號
[00:10:35.000 --> 00:10:38.000]  所以宣導會要將十字架
[00:10:38.000 --> 00:10:44.000]  放在我們回歸的第一個位置
[00:10:44.000 --> 00:10:49.000]  耶穌基督是拯救之主
[00:10:49.000 --> 00:10:52.000]  你們還把他升上屋頂
[00:10:52.000 --> 00:10:56.000]  你知道這樣宣的標誌嗎
[00:10:56.000 --> 00:11:04.000]  這是很重要對神的榮耀的理解
[00:11:04.000 --> 00:11:09.000]  神的榮耀就是天上出現長雲
[00:11:09.000 --> 00:11:12.000]  有異象顯現
[00:11:12.000 --> 00:11:16.000]  大家來到就跪拜就降伏
[00:11:16.000 --> 00:11:19.000]  完全不是這回事
[00:11:19.000 --> 00:11:22.000]  好像我們說十二生肖
[00:11:22.000 --> 00:11:23.000]  不要搞錯
[00:11:23.000 --> 00:11:26.000]  那是民間宗教
[00:11:26.000 --> 00:11:28.000]  使我們洗腦了
[00:11:28.000 --> 00:11:31.000]  覺得神的出現一定是這樣
[00:11:31.000 --> 00:11:34.000]  原來聖經不是這樣教
[00:11:34.000 --> 00:11:38.000]  十字架下有沒有人跪拜耶穌
[00:11:38.000 --> 00:11:40.000]  有沒有人相信耶穌
[00:11:40.000 --> 00:11:43.000]  不是十字架上的強度
[00:11:43.000 --> 00:11:45.000]  相信耶穌
[00:11:45.000 --> 00:11:47.000]  奇怪嗎
[00:11:47.000 --> 00:11:52.000]  上帝的榮耀按照聖經的教導
[00:11:52.000 --> 00:11:58.000]  原來是一個我們看不到的事實
[00:11:58.000 --> 00:12:00.000]  今天我們明白
[00:12:00.000 --> 00:12:03.000]  的確十字架是神的榮耀
[00:12:03.000 --> 00:12:06.000]  因為從主耶穌到今天
[00:12:06.000 --> 00:12:11.000]  多少人就是因為這個救恩福音
[00:12:11.000 --> 00:12:17.000]  上帝的慈愛生命扭轉過來
[00:12:17.000 --> 00:12:20.000]  但是你看著這個十字架
[00:12:20.000 --> 00:12:24.000]  你看著主耶穌在上面斷氣
[00:12:24.000 --> 00:12:28.000]  你看到神的榮耀嗎
[00:12:28.000 --> 00:12:29.000]  在場的人
[00:12:29.000 --> 00:12:32.000]  荊田的婦女們徒
[00:12:32.000 --> 00:12:35.000]  聖經說他們隨著空
[00:12:35.000 --> 00:12:38.000]  很傷心的離去
[00:12:38.000 --> 00:12:39.000]  看不到
[00:12:39.000 --> 00:12:43.000]  但原來這個是榮耀
[00:12:43.000 --> 00:12:47.000]  所以彼得教導我們
[00:12:47.000 --> 00:12:50.000]  彼得前書第二章二十一節
[00:12:50.000 --> 00:12:52.000]  你不要現在找聖經
[00:12:52.000 --> 00:12:54.000]  除非你有手機
[00:12:54.000 --> 00:12:56.000]  一點它就出來
[00:12:56.000 --> 00:12:57.000]  否則你找不到
[00:12:57.000 --> 00:12:59.000]  我就背完了
[00:12:59.000 --> 00:13:01.000]  彼得提醒基督徒
[00:13:01.000 --> 00:13:08.000]  你們蒙召原是為此
[00:13:08.000 --> 00:13:10.000]  為甚麼蒙召
[00:13:10.000 --> 00:13:11.000]  上帝呼召我
[00:13:11.000 --> 00:13:13.000]  叫我出人頭地
[00:13:13.000 --> 00:13:16.000]  叫我成功
[00:13:16.000 --> 00:13:18.000]  叫我別人逆境
[00:13:18.000 --> 00:13:19.000]  我們順境
[00:13:19.000 --> 00:13:22.000]  不是的
[00:13:22.000 --> 00:13:27.000]  彼得接著說的呼召
[00:13:27.000 --> 00:13:32.000]  是基督為我們受苦
[00:13:32.000 --> 00:13:36.000]  留下的腳踵
[00:13:36.000 --> 00:13:42.000]  原來耶穌基督呼召我們去受苦
[00:13:42.000 --> 00:13:46.000]  其他的宗教不會這樣說的
[00:13:46.000 --> 00:13:52.000]  是主耶穌才敢這樣說的
[00:13:52.000 --> 00:13:56.000]  你們蒙召原是為此
[00:13:56.000 --> 00:14:00.000]  因為基督為我們受苦
[00:14:00.000 --> 00:14:05.000]  留下這個受苦的腳踵
[00:14:05.000 --> 00:14:08.000]  你願意跟隨的
[00:14:08.000 --> 00:14:14.000]  原來是一位受苦的耶穌基督
[00:14:14.000 --> 00:14:18.000]  不是你和我心目中的榮耀
[00:14:18.000 --> 00:14:20.000]  看清楚
[00:14:20.000 --> 00:14:22.000]  但他的確是這樣叫我們
[00:14:22.000 --> 00:14:23.000]  跟從我
[00:14:23.000 --> 00:14:26.000]  並且耶穌為誰受苦
[00:14:26.000 --> 00:14:29.000]  耶穌不是為那些信祂的人受苦
[00:14:29.000 --> 00:14:31.000]  曾經有一段時間
[00:14:31.000 --> 00:14:33.000]  歐洲的神學
[00:14:33.000 --> 00:14:37.000]  認為耶穌基督受苦受死
[00:14:37.000 --> 00:14:41.000]  是為那些信祂的人受苦受死
[00:14:41.000 --> 00:14:43.000]  這是異端
[00:14:43.000 --> 00:14:46.000]  雖然是很保守的神學教導
