
[00:00:00.000 --> 00:00:05.200]  各位大兄姐妹 各位朋友 你們好
[00:00:05.200 --> 00:00:08.080]  歡迎大家參加我們三藩市報道會
[00:00:08.080 --> 00:00:10.240]  網上的五郎崇拜
[00:00:10.240 --> 00:00:15.200]  今天我們繼續思想論盡人生這個系列
[00:00:15.200 --> 00:00:16.880]  我們來到第二講
[00:00:16.880 --> 00:00:20.240]  人在江湖 身不由己
[00:00:20.240 --> 00:00:24.640]  經文選字《馬太福音》第四章一節至十一節
[00:00:24.640 --> 00:00:27.600]  在開始思想這段聖經之前
[00:00:27.600 --> 00:00:30.560]  請我們同心低頭 各位同土過
[00:00:30.560 --> 00:00:33.680]  慈悲人下之福 我們滿心感謝你
[00:00:33.680 --> 00:00:39.760]  感謝你 因為你給我們有神的話語
[00:00:39.760 --> 00:00:44.320]  教導我們如何在這個世上活著的時候
[00:00:44.320 --> 00:00:48.080]  因為有耶穌基督給我們的啟迪
[00:00:48.080 --> 00:00:50.640]  以致我們能夠活得精彩
[00:00:50.640 --> 00:00:52.800]  今天我們一同思想
[00:00:52.800 --> 00:00:55.600]  你昔日被撒旦引誘這段經文
[00:00:55.600 --> 00:00:58.480]  讓我們更加明白撒旦的詭計
[00:00:58.480 --> 00:01:01.680]  並且學習耶穌基督戰勝他
[00:01:01.680 --> 00:01:03.600]  求你幫助我們
[00:01:03.600 --> 00:01:05.840]  聖靈在我們心裡動功
[00:01:05.840 --> 00:01:07.680]  打開你的話語
[00:01:07.680 --> 00:01:09.360]  讓我們謙卑
[00:01:09.360 --> 00:01:11.200]  能夠接受你的話語
[00:01:11.200 --> 00:01:12.880]  實踐你的話語
[00:01:12.880 --> 00:01:14.320]  我們這樣妥過
[00:01:14.320 --> 00:01:16.240]  那是奉耶穌基督的名求
[00:01:16.240 --> 00:01:17.280]  阿們
[00:01:17.280 --> 00:01:20.560]  蘇波波在臨終之前
[00:01:20.560 --> 00:01:24.080]  寫了一首詩叫《廬山英語》
[00:01:24.080 --> 00:01:26.640]  給他的兒子蘇過
[00:01:26.640 --> 00:01:31.520]  這首詩可以說是嚴簡易合
[00:01:31.520 --> 00:01:32.720]  很簡單
[00:01:32.720 --> 00:01:35.360]  但意思非常深奧
[00:01:35.360 --> 00:01:38.000]  富行哲理
[00:01:38.000 --> 00:01:41.200]  短短二十八個字
[00:01:41.200 --> 00:01:43.680]  論盡人生
[00:01:43.680 --> 00:01:45.360]  這首詩是這麼說的
[00:01:45.360 --> 00:01:48.400]  廬山英語折江潮
[00:01:48.400 --> 00:01:51.440]  未到千般恨不消
[00:01:51.440 --> 00:01:54.000]  道德患來別無私
