
[00:00:00.000 --> 00:00:06.000]  我們今天要開始一個新的系列
[00:00:06.000 --> 00:00:10.000]  這個系列叫做《聖經 真的可信嗎?》
[00:00:10.000 --> 00:00:14.000]  在這個系列我們會解答很多的問題
[00:00:14.000 --> 00:00:17.000]  尤其是有關聖經的問題
[00:00:17.000 --> 00:00:19.000]  今天是第一講
[00:00:19.000 --> 00:00:24.000]  我們要講聖經 真的是神的話語嗎?
[00:00:24.000 --> 00:00:27.000]  聖經是不是真是神的話語?
[00:00:27.000 --> 00:00:30.000]  如果你認識我的話
[00:00:30.000 --> 00:00:33.000]  你知道我是很著重聖經的教導
[00:00:33.000 --> 00:00:36.000]  如果我們著重聖經的教導
[00:00:36.000 --> 00:00:39.000]  我們就應該建立聖經的權威
[00:00:39.000 --> 00:00:43.000]  聖經的可信性 聖經的可靠性
[00:00:43.000 --> 00:00:49.000]  人是沒有辦法靠自己的能力來認識神
[00:00:49.000 --> 00:00:53.000]  不能夠靠我們的知識 我們的經驗
[00:00:53.000 --> 00:00:58.000]  我們的哲學思想 我們的宗教來尋求神
[00:00:58.000 --> 00:01:02.000]  除非神自己向我們顯現出來
[00:01:02.000 --> 00:01:05.000]  我們是沒有辦法認識我們這位神
[00:01:05.000 --> 00:01:08.000]  聖經就是神的話語
[00:01:08.000 --> 00:01:12.000]  聖經就是神自己將祂自己顯現出來
[00:01:12.000 --> 00:01:15.000]  讓我們知道祂是怎樣
[00:01:15.000 --> 00:01:18.000]  所以第一點我們要講的
[00:01:18.000 --> 00:01:21.000]  就是聖經都是神的話語
[00:01:21.000 --> 00:01:26.000]  保羅在提摩太后書三章十六節
[00:01:26.000 --> 00:01:29.000]  他說聖經都是神所密使的
[00:01:29.000 --> 00:01:33.000]  全部的聖經都是神所密使
[00:01:33.000 --> 00:01:36.000]  第二講 下次我會講的就是
[00:01:36.000 --> 00:01:40.000]  神怎樣密使聖經 一個很有趣的題目
[00:01:40.000 --> 00:01:44.000]  正因為全部聖經都是神的話語
[00:01:44.000 --> 00:01:48.000]  撒旦就要攻擊聖經 要攻擊神的話語
[00:01:48.000 --> 00:01:51.000]  其實早在創世記第三章
[00:01:51.000 --> 00:01:54.000]  撒旦已經引由夏娃
[00:01:54.000 --> 00:01:57.000]  他問夏娃 神的話語是不是真的這樣講的
[00:01:57.000 --> 00:02:02.000]  你清不清楚是不是神的話語真的這樣跟你講
[00:02:02.000 --> 00:02:09.000]  以前來說只有非基督徒不相信聖經是神的話語
[00:02:09.000 --> 00:02:15.000]  現在很多的基督徒都不相信聖經就是神的話語
[00:02:15.000 --> 00:02:19.000]  是我們自己人 真的令人很可悲
[00:02:19.000 --> 00:02:22.000]  提摩太后書的四章三節
[00:02:22.000 --> 00:02:25.000]  經文說 因為時候要到
[00:02:25.000 --> 00:02:29.000]  人必厭煩純正的道理 以躲法陽
[00:02:29.000 --> 00:02:34.000]  就隨從自己的情慾 增添好些的師父
[00:02:34.000 --> 00:02:37.000]  去到末世就是我們現在這個時代
[00:02:37.000 --> 00:02:40.000]  很多人都不喜歡聽真理
[00:02:40.000 --> 00:02:45.000]  很多人都喜歡聽無謂的錯誤的教導
[00:02:45.000 --> 00:02:48.000]  為自己增添了很多的師父
[00:02:48.000 --> 00:02:52.000]  這些都是假的老師 假的師父
[00:02:52.000 --> 00:02:56.000]  我曾經說過很令人痛心的
[00:02:56.000 --> 00:03:02.000]  就是現在連很多的神學院都不相信聖經全部是神的話語
[00:03:02.000 --> 00:03:05.000]  我要著重全部這個字
[00:03:05.000 --> 00:03:08.000]  因為他們會告訴你沒有錯
[00:03:08.000 --> 00:03:12.000]  我們神學院是相信聖經是神的話語
[00:03:12.000 --> 00:03:17.000]  但問題是你是不是相信全部聖經都是神的話語
[00:03:17.000 --> 00:03:22.000]  如果你不相信全部聖經是神的話語
[00:03:22.000 --> 00:03:25.000]  你只相信一部份是神的話語
[00:03:25.000 --> 00:03:28.000]  那哪部份是神的話語呢?
[00:03:28.000 --> 00:03:30.000]  由誰來決定呢?
[00:03:30.000 --> 00:03:33.000]  就是由你自己來決定
[00:03:33.000 --> 00:03:37.000]  很多人會說我讀聖經的時候
[00:03:37.000 --> 00:03:41.000]  如果有感動的經文感動我
[00:03:41.000 --> 00:03:44.000]  那部份的經文就是神和我說話
[00:03:44.000 --> 00:03:47.000]  如果那部份的經文不感動我
[00:03:47.000 --> 00:03:49.000]  那就不是神和我說話
[00:03:49.000 --> 00:03:51.000]  這樣就很主觀了
[00:03:51.000 --> 00:03:54.000]  當聖經指出你的罪的時候
[00:03:54.000 --> 00:03:56.000]  大多數人都不喜歡聽
[00:03:56.000 --> 00:03:59.000]  有沒有感動 沒有感動
[00:03:59.000 --> 00:04:03.000]  所以神指出你的錯 指出你的罪
[00:04:03.000 --> 00:04:04.000]  你就沒有感動
[00:04:04.000 --> 00:04:07.000]  就說這部份的經文不是神的話語
[00:04:07.000 --> 00:04:11.000]  而且每個人的感動都不同
[00:04:11.000 --> 00:04:14.000]  同一部份的經文你有你的感動的解法
[00:04:14.000 --> 00:04:16.000]  我有我感動的解法
[00:04:16.000 --> 00:04:18.000]  可能是同一部份的經文
[00:04:18.000 --> 00:04:22.000]  但解出來完全是相違反的意思
[00:04:22.000 --> 00:04:24.000]  完全是相反的
[00:04:24.000 --> 00:04:26.000]  聖經是一致的
[00:04:26.000 --> 00:04:29.000]  不可能你有理解 我有我解
[00:04:29.000 --> 00:04:32.000]  解出來是完全相反的解釋
[00:04:32.000 --> 00:04:35.000]  所以也是原因為什麼基督教
[00:04:35.000 --> 00:04:38.000]  搞出這麼多的宗派出來
[00:04:38.000 --> 00:04:40.000]  每個人的感動都不同
[00:04:40.000 --> 00:04:47.000]  也有很多人認為聖經是一部智慧書
[00:04:47.000 --> 00:04:49.000]  一部道德的書
[00:04:49.000 --> 00:04:51.000]  如果是這樣的話
[00:04:51.000 --> 00:04:56.000]  聖經和四書五經 道德經 論語
[00:04:56.000 --> 00:04:59.000]  有什麼不同呢 完全沒有不同
[00:04:59.000 --> 00:05:04.000]  聖經是神的話語 是神將自己顯現出來
[00:05:04.000 --> 00:05:09.000]  神是透過三個主要的方式將自己顯現出來
[00:05:09.000 --> 00:05:12.000]  因為祂是無處不在的神
[00:05:12.000 --> 00:05:14.000]  祂是存在的神
[00:05:14.000 --> 00:05:18.000]  所以祂在舊約 聖經裏面不斷向人顯現
[00:05:18.000 --> 00:05:22.000]  神向人顯現是我們今天的主題
[00:05:22.000 --> 00:05:26.000]  第二個方式就是透過祂的神跡騎士
[00:05:26.000 --> 00:05:30.000]  因為祂是全能的神 祂是無所不能的神
