
[00:00:00.000 --> 00:00:09.000]  領姊妹好,沒見幾個月了,我又回來了
[00:00:09.000 --> 00:00:15.000]  很開心,離開了幾個月又見到新的面孔
[00:00:15.000 --> 00:00:20.000]  見到Vicky,第一次見到你就好像我
[00:00:20.000 --> 00:00:23.000]  是啊是啊是啊,感謝主
[00:00:23.000 --> 00:00:30.000]  雖然我不認識,但聽Vicky一直只是報告,感覺她裏面的spirit
[00:00:30.000 --> 00:00:33.000]  感謝主,我們是一個很好的大家的對公
[00:00:33.000 --> 00:00:37.000]  求主祝福我們,新一年了,2014年
[00:00:37.000 --> 00:00:43.000]  我一直在2014年,我想有什麼訊息和大家一起分享呢
[00:00:43.000 --> 00:00:51.000]  後來我決定和大家講一卷很複雜,很深奧的書
[00:00:51.000 --> 00:00:55.000]  很多基督徒看到那卷書就多數都揭過去
[00:00:55.000 --> 00:01:01.000]  因為真的很多密碼,很多複雜的異象
[00:01:01.000 --> 00:01:05.000]  這個就是我們今天所看的撒加利亞書
[00:01:05.000 --> 00:01:07.000]  當然我不會講完撒加利亞書
[00:01:07.000 --> 00:01:13.000]  我就預備和大家用兩次的時間一起分享其中一些的訊息
[00:01:13.000 --> 00:01:16.000]  我覺得也是適合我們新的一年開始的時候
[00:01:16.000 --> 00:01:24.000]  我們預備我們的心智,心情和態度去面對一個不知道的未來
[00:01:24.000 --> 00:01:29.000]  撒加利亞書是蠻複雜的
[00:01:29.000 --> 00:01:35.000]  希望我除了和大家學術,其實不是
[00:01:35.000 --> 00:01:39.000]  講解了其中一些很困難的地方之後
[00:01:39.000 --> 00:01:44.000]  將裏面這些很重要的訊息反而互相鼓勵
[00:01:44.000 --> 00:01:49.000]  撒加利亞書如果你稍微看過知道一下
[00:01:49.000 --> 00:01:52.000]  撒加利亞書最重要的其中前的部分
[00:01:52.000 --> 00:01:56.000]  那幾張聖經,一直是第一章到第六章
[00:01:56.000 --> 00:02:02.000]  就有記載了撒加利亞先知在夜間看到的八個異象
[00:02:02.000 --> 00:02:04.000]  有八個異象
[00:02:04.000 --> 00:02:06.000]  這八個異象都很多東西
[00:02:06.000 --> 00:02:10.000]  所以我就決定講第一個,就是今天
[00:02:10.000 --> 00:02:14.000]  還有下個月講最後一個,第八個
[00:02:14.000 --> 00:02:19.000]  其他如果有興趣你們自己慢慢去熬
[00:02:19.000 --> 00:02:24.000]  但是這些異象本身我覺得有訊息對我們講
[00:02:24.000 --> 00:02:28.000]  首先對我講,也希望和每一個弟兄姊妹講
[00:02:28.000 --> 00:02:31.000]  我們一起先祈禱,求主幫助我們
[00:02:31.000 --> 00:02:36.000]  我們主我們的神,今天我們打開你自己一卷啟示的書
[00:02:36.000 --> 00:02:45.000]  當中有很精彩的寓言,也有很多很深刻的提醒
[00:02:45.000 --> 00:02:47.000]  和讓我們警醒
[00:02:47.000 --> 00:02:49.000]  求主你自己親自教我們
[00:02:49.000 --> 00:02:51.000]  聖靈啊,求你帶我們進入真理
[00:02:51.000 --> 00:02:53.000]  如果不是你親自講解
[00:02:53.000 --> 00:02:57.000]  我們真的沒有辦法把觸你自己這麼奧妙的心意
[00:02:57.000 --> 00:02:59.000]  也求主不單止讓我們明白
[00:02:59.000 --> 00:03:01.000]  也讓我們在這段聖經裏面
[00:03:01.000 --> 00:03:06.000]  你所講的訊息當中,主讓你改變我們的態度
[00:03:06.000 --> 00:03:09.000]  改變我們的心智,讓我們有新的一年
[00:03:09.000 --> 00:03:12.000]  新的生命的歷程,我們是繼續跟隨你
[00:03:12.000 --> 00:03:15.000]  並且發光發熱,作炎
[00:03:15.000 --> 00:03:18.000]  主讓我們求你自己恩待這段時間
[00:03:18.000 --> 00:03:21.000]  聽我們的禱告奉耶穌基督的命求,阿們
[00:03:21.000 --> 00:03:24.000]  好,我們就可以打開這個撒加利亞書
[00:03:24.000 --> 00:03:28.000]  如果你有聖經的話,最好就打開撒加利亞書第一章
[00:03:28.000 --> 00:03:37.000]  如果沒有的話,就看待我們待會所指的那些打出來的經文
[00:03:37.000 --> 00:03:42.000]  不過大家知道今天我們這個講義
[00:03:42.000 --> 00:03:47.000]  就是放在大家的程序單那裏
[00:03:47.000 --> 00:03:50.000]  所以你就打開來看
[00:03:50.000 --> 00:03:53.000]  因為那裏有些東西幫助我們一起看的時候
[00:03:53.000 --> 00:03:55.000]  有多一些的把握
[00:03:55.000 --> 00:04:00.000]  好,我們現在開始這個學習的旅程
[00:04:00.000 --> 00:04:08.000]  撒加利亞的先知,大家知道是教為以色列舊約裏面最後的先知
[00:04:08.000 --> 00:04:12.000]  撒加利亞書寫作的時候,大概是公元前500年左右
[00:04:12.000 --> 00:04:17.000]  撒加利亞先知和另外一個先知差不多是同時期
[00:04:17.000 --> 00:04:21.000]  你知不知道是誰,考一下你的主要學
[00:04:21.000 --> 00:04:28.000]  撒加利亞先知和他之前的那本書,哈該書,哈該先知是差不多同一個時期
[00:04:28.000 --> 00:04:34.000]  如果你打開哈該書和撒加利亞書對照開頭的時候
[00:04:34.000 --> 00:04:40.000]  我們發覺撒加利亞書開始接受神給他的意象
[00:04:40.000 --> 00:04:43.000]  即是耶和華開始和他講說話
[00:04:43.000 --> 00:04:47.000]  耶和華的話臨到先知撒加利亞的時候是幾時呢?
[00:04:47.000 --> 00:04:50.000]  是大利烏王第二年,即是第一章第一節
[00:04:50.000 --> 00:04:57.000]  第二年的八月,大利烏王當然是外邦的王
[00:04:57.000 --> 00:04:59.000]  但當時他們是這樣計算的
[00:04:59.000 --> 00:05:03.000]  那時候是什麼時間呢?那時候以色列人猶太人已經亡國了
[00:05:03.000 --> 00:05:07.000]  被擄到巴比倫後來也是去到亞述
[00:05:07.000 --> 00:05:16.000]  在波斯帝國裏面開始有機會,大家還記得一件很重要的事
[00:05:16.000 --> 00:05:20.000]  神讓他們有機會雖然已經亡國了
[00:05:20.000 --> 00:05:25.000]  但有一部分人重返耶路撒冷,重建城牆
[00:05:25.000 --> 00:05:32.000]  重建耶路撒冷城大家記得了,這就是以色列尼希米的工作
[00:05:32.000 --> 00:05:36.000]  但是重建城牆更加重要的一回事
[00:05:36.000 --> 00:05:40.000]  除了保護這些在當地的居民之外
[00:05:40.000 --> 00:05:46.000]  更加重要當然是信仰上,重建已經毀壞了的聖殿
[00:05:46.000 --> 00:05:51.000]  這是更加重要的信仰的肅靈上的工作
[00:05:51.000 --> 00:05:54.000]  而撒加利亞的先知和哈蓋的先知
[00:05:54.000 --> 00:06:03.000]  這兩位就是在當時神特別派他們去鼓勵和提醒以色列人
[00:06:03.000 --> 00:06:06.000]  要重建這個聖殿去敬拜
[00:06:06.000 --> 00:06:10.000]  將信仰生活重新恢復那種火熱
[00:06:10.000 --> 00:06:13.000]  恢復那種真誠而不是冷淡
[00:06:13.000 --> 00:06:19.000]  不是繼續拖泥帶水的做一個屬神的人
[00:06:19.000 --> 00:06:23.000]  所以這兩本書的時代差不多一樣
[00:06:23.000 --> 00:06:28.000]  剛才我們說撒加利亞是大利烏王第二年八月
[00:06:28.000 --> 00:06:31.000]  上帝的話臨到撒加利亞
[00:06:31.000 --> 00:06:35.000]  如果不用揭開,如果揭開前面撒加利亞書
[00:06:35.000 --> 00:06:42.000]  就見到一開始的時候就說大利烏王第二年六月一日
[00:06:42.000 --> 00:06:48.000]  話就臨到哈蓋
[00:06:48.000 --> 00:06:52.000]  所以其實大家都大利烏王的第二年
[00:06:52.000 --> 00:06:55.000]  一個六月一個八月,就差了兩個月
[00:06:55.000 --> 00:06:57.000]  所以差不多是同時間的了
[00:06:57.000 --> 00:06:59.000]  兩個是同時間的
[00:06:59.000 --> 00:07:01.000]  為什麼我要說這個哈蓋呢
[00:07:01.000 --> 00:07:05.000]  因為我們稍後有一點點要在哈蓋書找資料
[00:07:05.000 --> 00:07:08.000]  我們就明白多一點點背景
[00:07:08.000 --> 00:07:11.000]  看聖經就一定要下一點功夫
[00:07:11.000 --> 00:07:15.000]  不是說就這樣看一看不明白
[00:07:15.000 --> 00:07:18.000]  蓋上去就永遠都不會明白
[00:07:18.000 --> 00:07:22.000]  你真的要去教一下他,搞一下他,研究一下他
[00:07:22.000 --> 00:07:25.000]  我希望做了這個功課
[00:07:25.000 --> 00:07:31.000]  跟大家一起展開這一卷聖經
[00:07:31.000 --> 00:07:34.000]  看當中神要對我們說什麼話
[00:07:34.000 --> 00:07:37.000]  我們無謂浪費時間
[00:07:37.000 --> 00:07:43.000]  我們剛才說過在撒加利亞書有八個意象
[00:07:43.000 --> 00:07:45.000]  有八個意象,從第一章
[00:07:45.000 --> 00:07:49.000]  剛才我們所讀的第七節開始就是第一個意象
[00:07:49.000 --> 00:07:51.000]  然後有八個意象
[00:07:51.000 --> 00:07:53.000]  那八個是什麼意象呢
[00:07:53.000 --> 00:07:55.000]  很簡單的,今天我就不在這裡說
[00:07:55.000 --> 00:07:57.000]  我到下個月再說
[00:07:57.000 --> 00:08:00.000]  下個月回來我就很簡單的說說
[00:08:00.000 --> 00:08:02.000]  那八個意象是什麼意思
[00:08:02.000 --> 00:08:04.000]  都很精彩的
[00:08:04.000 --> 00:08:10.000]  今天第八個,我就下個月說第八個意象
[00:08:10.000 --> 00:08:12.000]  今天先說我們第一個的意象
[00:08:12.000 --> 00:08:14.000]  究竟這些意象
[00:08:14.000 --> 00:08:17.000]  其中有什麼信息要告訴以色列人呢
[00:08:17.000 --> 00:08:19.000]  剛才我們說
[00:08:19.000 --> 00:08:23.000]  以色列人當時最緊要要面對的問題有兩個
[00:08:23.000 --> 00:08:25.000]  第一他們亡國
[00:08:25.000 --> 00:08:27.000]  他需要盼望
[00:08:27.000 --> 00:08:29.000]  好像耶和華已經離開了他們
[00:08:29.000 --> 00:08:31.000]  想都想不到
[00:08:31.000 --> 00:08:34.000]  是耶和華親自選的選民
[00:08:34.000 --> 00:08:37.000]  那些是耶和華愛的人
[00:08:37.000 --> 00:08:38.000]  我們是耶和華愛的人
[00:08:38.000 --> 00:08:41.000]  為什麼會今天搞到自己國家都亡了
[00:08:41.000 --> 00:08:43.000]  並且呢,一開始以為亡了一陣子
[00:08:43.000 --> 00:08:45.000]  很快就會復國的
[00:08:45.000 --> 00:08:47.000]  誰知道呢,等下又沒有
[00:08:47.000 --> 00:08:52.000]  大家知道在痛苦難過打擊當中最難頂的是什麼呢
[00:08:52.000 --> 00:08:53.000]  就是拖
[00:08:53.000 --> 00:08:55.000]  一開始你都很勇敢的
[00:08:55.000 --> 00:08:58.000]  好,痛苦不怕,來吧
[00:08:58.000 --> 00:09:02.000]  病啊,人生怎麼都會有病的
[00:09:02.000 --> 00:09:04.000]  帶著勇氣鼓勵進去
[00:09:04.000 --> 00:09:07.000]  但是病了一年又還沒有好
[00:09:07.000 --> 00:09:08.000]  兩年又還沒有好
[00:09:08.000 --> 00:09:11.000]  開始慢慢慢慢的累
[00:09:11.000 --> 00:09:12.000]  疲倦了
[00:09:12.000 --> 00:09:14.000]  疲倦想放棄
[00:09:14.000 --> 00:09:18.000]  這個就是以色列人當時的一種狀態
[00:09:18.000 --> 00:09:20.000]  開始覺得沒有了
[00:09:20.000 --> 00:09:22.000]  耶和華都不會再幫我們了
[00:09:22.000 --> 00:09:24.000]  算了,當一場夢吧
[00:09:24.000 --> 00:09:26.000]  什麼神的選民
[00:09:26.000 --> 00:09:28.000]  開始慢慢慢慢的心是冷淡的
[00:09:28.000 --> 00:09:30.000]  甚至開始絕望
[00:09:30.000 --> 00:09:33.000]  這個先知的訊息呢
[00:09:33.000 --> 00:09:35.000]  其中一個很重要的就是要告訴以色列人
[00:09:35.000 --> 00:09:37.000]  有盼望的
[00:09:37.000 --> 00:09:39.000]  神沒有忘記你們的
[00:09:39.000 --> 00:09:41.000]  因為神的拯救者
[00:09:41.000 --> 00:09:44.000]  尼塞亞是會來的
[00:09:44.000 --> 00:09:46.000]  這個呢
[00:09:46.000 --> 00:09:50.000]  引起我對撒加利亞書最近再重新讀的興趣
[00:09:50.000 --> 00:09:54.000]  本來我都等低撒加利亞書很久了
[00:09:54.000 --> 00:09:56.000]  因為我最近寫
[00:09:56.000 --> 00:09:58.000]  過去這幾個月在加拿大
[00:09:58.000 --> 00:10:00.000]  寫我的每年出一本書
[00:10:00.000 --> 00:10:02.000]  第三本
[00:10:02.000 --> 00:10:03.000]  我和大家分享過
[00:10:03.000 --> 00:10:04.000]  好像自己家人一樣
[00:10:04.000 --> 00:10:07.000]  寫這個為什麼要我信耶穌
[00:10:07.000 --> 00:10:12.000]  講到舊約、預言、新約、耶穌的預言
[00:10:12.000 --> 00:10:14.000]  撒加利亞書是很重要的
[00:10:14.000 --> 00:10:17.000]  精彩不得了
