
[00:00:00.000 --> 00:00:06.240]  謝謝黎智英 黎智英講話很好
[00:00:06.240 --> 00:00:10.580]  很清楚的 還有不經意的有些幽默
[00:00:10.580 --> 00:00:16.080]  我這裡學一下才行 我講話太過肉緊
[00:00:16.080 --> 00:00:18.620]  其實我人不是這樣的
[00:00:18.620 --> 00:00:21.200]  不知道為什麼上了台變成這樣
[00:00:21.200 --> 00:00:25.120]  我下台就好像一隻狗一樣 很害羞的
[00:00:25.120 --> 00:00:27.320]  其實我本質是害怕的
[00:00:27.320 --> 00:00:34.520]  有個大陸的朋友 大學的教授跟他熟了之後
[00:00:34.520 --> 00:00:39.960]  他說因為我上台之後就上了身
[00:00:39.960 --> 00:00:43.040]  因為他不是從基督教的角度
[00:00:43.040 --> 00:00:44.680]  覺得我不知道為什麼會這樣
[00:00:44.680 --> 00:00:46.200]  我也不知道為什麼會這樣
[00:00:46.200 --> 00:00:49.180]  不過就順從最後就行了
[00:00:49.180 --> 00:00:52.240]  好 剛才我們討言了
[00:00:52.240 --> 00:00:55.540]  所以我們就直接思想今天的題目
[00:00:55.540 --> 00:00:59.080]  有些電影姐妹很好 給了一些問題我
[00:00:59.080 --> 00:01:04.680]  都是關於昨天的講座的
[00:01:04.680 --> 00:01:08.880]  昨天那裡我想最大的迴響
[00:01:08.880 --> 00:01:13.860]  還有提出問題的都是講怎麼可以放下
[00:01:13.860 --> 00:01:16.120]  怎麼放得下呢?
[00:01:16.120 --> 00:01:20.180]  還有也有人問 就是說最後那裡提到
[00:01:20.180 --> 00:01:24.020]  可能比較急速 講得比較簡化了
[00:01:24.020 --> 00:01:25.800]  就是那個淑玲的追求
[00:01:25.800 --> 00:01:30.100]  怎麼可以不會將她成為一個偶像
[00:01:30.100 --> 00:01:33.420]  她去到哪裡才叫做夠呢?
[00:01:33.420 --> 00:01:35.660]  我相信你都有很好的題目
[00:01:35.660 --> 00:01:38.700]  不過請你原諒我
[00:01:38.700 --> 00:01:42.020]  今天我先講了要講的那些 好嗎?
[00:01:42.020 --> 00:01:46.940]  有時間我就想和大家休息之後
[00:01:46.940 --> 00:01:48.780]  看看講到哪裡 好嗎?
[00:01:48.780 --> 00:01:53.700]  然後我們可以回答一下大家所提出來的問題
[00:01:53.700 --> 00:01:55.700]  我相信都很有意思的
[00:01:55.700 --> 00:01:58.940]  昨天我們是講保羅
[00:01:58.940 --> 00:02:02.380]  今天我們講主耶穌基督
[00:02:02.380 --> 00:02:05.540]  昨天保羅大家都記得我說的了
[00:02:05.540 --> 00:02:09.420]  剛才黎大兄都稍微去總結一下
[00:02:09.420 --> 00:02:14.040]  昨天說到保羅淑玲的成長
[00:02:14.040 --> 00:02:18.900]  他描述成為 我將他分到五個階段
[00:02:18.900 --> 00:02:24.820]  大家都還記得吧 切斷 然後放下
[00:02:24.820 --> 00:02:30.340]  放下之後 重新認識耶穌基督
[00:02:30.340 --> 00:02:33.220]  還有經歷他復活的大能
[00:02:33.220 --> 00:02:35.820]  這兩樣東西
[00:02:35.820 --> 00:02:41.540]  我昨天順便比較一下佛學的不同地方
[00:02:41.540 --> 00:02:43.100]  不同的地方就是
[00:02:43.100 --> 00:02:46.100]  佛學就好像中國哲學的修養那樣
[00:02:46.100 --> 00:02:49.580]  它的長處和特色是發現自己
[00:02:49.580 --> 00:02:52.100]  發現一切的力量在裡面自己來
[00:02:52.100 --> 00:02:53.740]  我們今天晚上就不討論
[00:02:53.740 --> 00:02:55.260]  或者我們這個講座都不討論
[00:02:55.260 --> 00:02:57.340]  究竟這件事是不是理想主義
[00:02:57.340 --> 00:02:59.380]  或者是不是行不行得通
[00:02:59.380 --> 00:03:03.740]  其實我們基督徒或者甚至我們人
[00:03:03.740 --> 00:03:06.460]  如果是坦誠面對自己的時候
[00:03:06.460 --> 00:03:09.540]  我們可以很理想的去發現自己
[00:03:09.540 --> 00:03:11.140]  一切的解決在裡面
[00:03:11.140 --> 00:03:13.020]  這個是很大的豪氣
[00:03:13.020 --> 00:03:15.380]  但是當你慢慢的去找尋內心世界的時候
[00:03:15.380 --> 00:03:18.940]  發覺如果真是很坦誠的面對自己內心世界
[00:03:18.940 --> 00:03:21.980]  發覺是有很多的千瘡百孔在裡面
[00:03:21.980 --> 00:03:26.980]  但是中國的哲學、佛學就很強調佛性
[00:03:26.980 --> 00:03:28.740]  佛性就是內在在裡面
[00:03:28.740 --> 00:03:29.820]  一發現佛性的時候
[00:03:29.820 --> 00:03:32.420]  一誤會到這個佛性就在你裡面的時候
[00:03:32.420 --> 00:03:35.620]  一切問題都可以解決 就可以突破了
[00:03:35.620 --> 00:03:39.020]  但是基督教的信仰、靈修的特色
[00:03:39.020 --> 00:03:41.020]  就是發現他者 記得吧
[00:03:41.020 --> 00:03:43.300]  但是發現那位無限的他者
[00:03:43.300 --> 00:03:45.380]  那位無限的主
[00:03:45.380 --> 00:03:48.620]  自保的時候可以對比之下
[00:03:48.620 --> 00:03:52.700]  可以放下我們本來放不下的
[00:03:52.700 --> 00:03:56.380]  然後經歷到那位他者
[00:03:56.380 --> 00:03:58.780]  他的力量進入我的生命當中
[00:03:58.780 --> 00:04:00.540]  不是我想得通
[00:04:00.540 --> 00:04:02.300]  有時候我想不通的時候
[00:04:02.300 --> 00:04:04.660]  但是他的力量進入我裡面的時候
[00:04:04.660 --> 00:04:07.660]  將我裡面的力量提起來
[00:04:07.660 --> 00:04:11.020]  以致我可以做到本來做不到的
[00:04:11.020 --> 00:04:12.940]  這個就是復活的力量
[00:04:12.940 --> 00:04:16.180]  所以這個他者就是保羅所說的
[00:04:16.180 --> 00:04:19.060]  是那種放下、截斷之後
[00:04:19.060 --> 00:04:21.300]  重新認識那個復活大能
[00:04:21.300 --> 00:04:24.300]  使他可以再向前
[00:04:24.300 --> 00:04:27.140]  第四步就是向前的追求
[00:04:27.140 --> 00:04:29.420]  受到耶穌基督的吸引
[00:04:29.420 --> 00:04:34.380]  望向面前 耶穌基督所給他的喼標肝
[00:04:34.380 --> 00:04:37.740]  還有從上面來的 向前向上
[00:04:37.740 --> 00:04:40.540]  繼續奔走 有力的奔走
[00:04:40.540 --> 00:04:42.740]  只有一件事 就是向前奔走
[00:04:42.740 --> 00:04:44.660]  去得著耶穌基督
[00:04:44.660 --> 00:04:47.820]  所以這個剛才黎定興也說了
[00:04:47.820 --> 00:04:49.140]  我昨天晚上也說了
[00:04:49.140 --> 00:04:51.700]  這個對於我來說這11年裡面
[00:04:51.700 --> 00:04:56.060]  是有一個新的今晚或者昨天晚上所說的
[00:04:56.060 --> 00:04:59.980]  是和我11年前那個
[00:04:59.980 --> 00:05:03.380]  港交培訓大會裡面所提出的不是不同
[00:05:03.380 --> 00:05:05.980]  我覺得我自己沒有怎樣的一個
[00:05:05.980 --> 00:05:08.140]  你不要將它分為前期溫偉耀
[00:05:08.140 --> 00:05:10.620]  後期溫偉耀 悔改
[00:05:10.620 --> 00:05:13.060]  我沒有悔改的
[00:05:13.060 --> 00:05:19.340]  我又不覺得天主教在中世紀的靈修學是正確的
[00:05:19.340 --> 00:05:21.940]  不過我也不覺得它錯了
[00:05:21.940 --> 00:05:24.660]  我記得那時候我在台上也說過
[00:05:24.660 --> 00:05:26.820]  我沒有說天主教那些是錯的
[00:05:26.820 --> 00:05:31.060]  不過似乎聖經所強調的不是這些
[00:05:31.060 --> 00:05:36.860]  就是說其實體驗靈修就好像打功夫一樣
[00:05:36.860 --> 00:05:39.940]  有人喜歡快的 所以打詠春
[00:05:39.940 --> 00:05:42.700]  有人喜歡慢的 所以打太極
[00:05:42.700 --> 00:05:45.580]  你說太極好東西 詠春好東西
[00:05:45.580 --> 00:05:47.100]  沒得比較的
[00:05:47.100 --> 00:05:49.300]  喜歡吃鹹的好 還是喜歡吃甜的好
[00:05:49.300 --> 00:05:51.060]  兩樣都可以的
[00:05:51.060 --> 00:05:52.460]  所以看這個靈修
[00:05:52.460 --> 00:05:55.020]  有些人是可以透過這種的
[00:05:55.020 --> 00:05:57.580]  是中世紀天主教式的靈修
[00:05:57.580 --> 00:05:58.820]  可以親近神
[00:05:58.820 --> 00:06:02.020]  這個到現在我都沒有否定
[00:06:02.020 --> 00:06:04.660]  不然的話我就不會在神學院裡面繼續教這些科
[00:06:04.660 --> 00:06:06.460]  害人嗎?
[00:06:06.460 --> 00:06:08.260]  當然是有意思的
[00:06:08.260 --> 00:06:09.780]  當然我也有批評的
[00:06:09.780 --> 00:06:12.380]  正如基督教 基督新教裡面的靈修學
[00:06:12.380 --> 00:06:14.100]  我都批評得很厲害一樣
[00:06:14.100 --> 00:06:17.660]  有好有不好 這個自然我們要面對真理
[00:06:17.660 --> 00:06:21.820]  所以當天我也說天主教的靈修學
[00:06:21.820 --> 00:06:23.060]  我只能夠說
[00:06:23.060 --> 00:06:24.820]  聖經裡面那些人的靈修
[00:06:24.820 --> 00:06:28.060]  似乎和天主教差不多1500年
[00:06:28.060 --> 00:06:30.580]  不是完全相同
[00:06:30.580 --> 00:06:31.980]  聖經裡面的靈修
[00:06:31.980 --> 00:06:34.500]  不是一種警戒式的靈修
[00:06:34.500 --> 00:06:39.020]  是一種直接的和神對話的靈修
[00:06:39.020 --> 00:06:41.180]  那時候我這樣提出來的時候
[00:06:41.180 --> 00:06:43.700]  就有人認為我已經是
[00:06:43.700 --> 00:06:46.100]  被改了 回歸回基督教了
[00:06:46.100 --> 00:06:47.820]  其實沒有這樣的事情
[00:06:47.820 --> 00:06:49.940]  但是這11年裡面
[00:06:49.940 --> 00:06:50.900]  我又重申
[00:06:50.900 --> 00:06:52.660]  我說好 從今之後
[00:06:52.660 --> 00:06:55.060]  我就在聖經裡面看到
[00:06:55.060 --> 00:06:58.220]  屬靈生命和屬靈經歷和靈修的問題
[00:06:58.220 --> 00:07:01.380]  所以一直 我昨天都跟大家說過了
[00:07:01.380 --> 00:07:04.580]  你可以留意到這11年裡面
[00:07:04.580 --> 00:07:07.500]  我差不多每一篇的講道都是講聖經的
[00:07:07.500 --> 00:07:08.860]  但是在聖經裡面
[00:07:08.860 --> 00:07:11.460]  將它落到我們很具體的
