
[00:00:00.000 --> 00:00:09.000]  我們一起來思想提摩太後書第二章這段聖經
[00:00:09.000 --> 00:00:14.000]  我們給一個主題叫做失控的世界的遺囑
[00:00:14.000 --> 00:00:21.000]  因為這本書是保羅臨死之前大概不夠一個月在監獄裏所寫的書信
[00:00:21.000 --> 00:00:27.000]  他寫給這位在困難當中他屬靈的兒子提摩太
[00:00:27.000 --> 00:00:33.000]  他年紀輕輕三十出頭就要肩負起整個教會的很沉重的責任
[00:00:33.000 --> 00:00:37.000]  內憂外患有很多的困難
[00:00:37.000 --> 00:00:40.000]  失控的世界是可以描述當時的世界
[00:00:40.000 --> 00:00:43.000]  也可以描述我們今天21世紀的世界
[00:00:43.000 --> 00:00:50.000]  失控的世界這個名稱是來自英國一位當代最著名的社會學家Anthony Giddens
[00:00:50.000 --> 00:00:52.000]  他是倫敦經濟學院的院長
[00:00:52.000 --> 00:01:00.000]  也是英國首相Tony Blair最重要的一個社會學和政治顧問
[00:01:00.000 --> 00:01:08.000]  他所寫的這本書也是來自英國廣播電台一連串的演講的記錄
[00:01:08.000 --> 00:01:10.000]  英文叫做Runaway World
[00:01:10.000 --> 00:01:13.000]  他形容到在21世紀開始整個世界變了瘋狂
[00:01:13.000 --> 00:01:16.000]  人根本沒有任何的安全感
[00:01:16.000 --> 00:01:18.000]  從經濟到我們的生活
[00:01:18.000 --> 00:01:21.000]  生活到我們的身體和健康
[00:01:21.000 --> 00:01:23.000]  這都是人可以控制的
[00:01:23.000 --> 00:01:27.000]  走到一個可以說是瘋狂失控的地步
[00:01:27.000 --> 00:01:30.000]  剛才我們領事的姐妹也提到這方面
[00:01:30.000 --> 00:01:31.000]  這也是事實
[00:01:31.000 --> 00:01:34.000]  當時也是保羅所面對的
[00:01:34.000 --> 00:01:39.000]  提摩塔塔所面對的一個瘋狂羅馬政府壓迫基督教
[00:01:39.000 --> 00:01:47.000]  基督教信仰的人在他自己個人的生命的安危和面對的前景裏面完全沒有把握的日子
[00:01:47.000 --> 00:01:55.000]  保羅這位基督徒如何在他臨死之前寫這個屬靈的遺囑給他的屬靈兒子呢?
[00:01:55.000 --> 00:01:59.000]  我們一起慢慢思想的課題
[00:01:59.000 --> 00:02:04.000]  今早我們第二章給了他一個題目
[00:02:04.000 --> 00:02:10.000]  叫做更大的能力就有更重的責任
[00:02:10.000 --> 00:02:13.000]  心水清的頂姐妹知道這句話不是我說的
[00:02:13.000 --> 00:02:19.000]  是借來自一部電影叫做Spiderman
[00:02:19.000 --> 00:02:24.000]  蜘蛛俠的主角最後說了這幾句
[00:02:24.000 --> 00:02:31.000]  With great power comes with great responsibilities
[00:02:31.000 --> 00:02:34.000]  更大的能力就有更大的責任
[00:02:34.000 --> 00:02:35.000]  還有幾句
[00:02:35.000 --> 00:02:40.000]  This is my deep, my curse, who am I? I am Spiderman
[00:02:40.000 --> 00:02:44.000]  你不相信的話可以回去看一下
[00:02:44.000 --> 00:02:45.000]  我沒有背錯的
[00:02:45.000 --> 00:02:47.000]  我記性很好的
[00:02:47.000 --> 00:02:49.000]  看電影都記得
[00:02:49.000 --> 00:02:51.000]  但是這句話很有意思
[00:02:51.000 --> 00:02:54.000]  甚至在我們世界上的人都知道這件事
[00:02:54.000 --> 00:02:59.000]  其實在這個21世紀很動盪的時代沒有把握的時間裏面
[00:02:59.000 --> 00:03:01.000]  我們所需要的就是power
[00:03:01.000 --> 00:03:05.000]  我們需要有能力才可以站得穩
[00:03:05.000 --> 00:03:08.000]  好像一個大海翻騰裏面的錨
[00:03:08.000 --> 00:03:10.000]  無論怎樣吹它都可以站穩
[00:03:10.000 --> 00:03:12.000]  這個power很重要
[00:03:12.000 --> 00:03:15.000]  所以我們知道我們周圍的世界都告訴我們我們要有power
[00:03:15.000 --> 00:03:17.000]  有這個能力有這個權能
[00:03:17.000 --> 00:03:18.000]  政治的能力
[00:03:18.000 --> 00:03:20.000]  我們有經濟的實力
[00:03:20.000 --> 00:03:23.000]  我們有人際關係的把握
[00:03:23.000 --> 00:03:29.000]  於是我們就可以在這種衝擊底下屹立不倒
[00:03:29.000 --> 00:03:32.000]  那麼基督徒有沒有什麼power呢?
[00:03:32.000 --> 00:03:33.000]  有
[00:03:33.000 --> 00:03:38.000]  基督徒的能力和權能在聖經裏面告訴我們
[00:03:38.000 --> 00:03:42.000]  是遠超過我們世界上的人所給予的權能
[00:03:42.000 --> 00:03:46.000]  不是說我們基督徒信了耶穌之後自然就會一帆風順
[00:03:46.000 --> 00:03:49.000]  我們做生意又春風得意
[00:03:49.000 --> 00:03:52.000]  我們賺錢投資就每次都有賺
[00:03:52.000 --> 00:03:53.000]  不是
[00:03:53.000 --> 00:03:55.000]  神從來都沒有去影響這件事
[00:03:55.000 --> 00:03:57.000]  正如保羅說什麼power
[00:03:57.000 --> 00:03:59.000]  你坐在監獄裏面就死了
[00:03:59.000 --> 00:04:00.000]  說什麼power呢?
[00:04:00.000 --> 00:04:01.000]  很奇怪
[00:04:01.000 --> 00:04:03.000]  兩個完全不同的角度
[00:04:03.000 --> 00:04:05.000]  但是竟然出自一個這樣的伯
[00:04:05.000 --> 00:04:07.000]  在監獄裏面臨死
[00:04:07.000 --> 00:04:09.000]  寫出一個很重要的
[00:04:09.000 --> 00:04:12.000]  在信仰而來的能力
[00:04:12.000 --> 00:04:15.000]  那麼這個信仰而來的能力的根源在哪裡?
[00:04:15.000 --> 00:04:18.000]  在聖經裏面提到有三個很重要的根源
[00:04:18.000 --> 00:04:22.000]  一個是來自我們所相信的耶穌
[00:04:22.000 --> 00:04:24.000]  第二來自我們所相信的神
[00:04:24.000 --> 00:04:27.000]  祂的復活和祂的信實
[00:04:27.000 --> 00:04:29.000]  第三來自神的說話
[00:04:29.000 --> 00:04:31.000]  神的真理
