
[00:00:00.000 --> 00:00:05.720]  我們剛才讀了一段很震撼、很爆炸性的經文
[00:00:05.720 --> 00:00:10.920]  只讀這段聖經 我相信如果你投入的明白
[00:00:10.920 --> 00:00:17.120]  體會當中那種力量和榮耀
[00:00:17.120 --> 00:00:20.240]  和安慰和把握的話
[00:00:20.240 --> 00:00:23.720]  你本身已經得到很大的鼓勵
[00:00:23.720 --> 00:00:29.000]  和在神的面前可以重新得力
[00:00:29.000 --> 00:00:31.520]  所以我預備這篇講道的時候
[00:00:31.520 --> 00:00:33.160]  我是有些壓力的
[00:00:33.160 --> 00:00:37.800]  我怕我講了會滑蛇添足
[00:00:37.800 --> 00:00:40.840]  講不到本身這段聖經
[00:00:40.840 --> 00:00:46.080]  本來神要我們所聽到的那種震撼性
[00:00:46.080 --> 00:00:50.920]  所以我想和大家一起祈禱求神幫助我們
[00:00:50.920 --> 00:00:52.920]  越過我的軟弱
[00:00:52.920 --> 00:00:57.200]  讓聖靈去讓大家聽到這段聖經
[00:00:57.200 --> 00:00:59.400]  神想你聽到的東西 好嗎?
[00:00:59.400 --> 00:01:00.720]  我們一起有個簡單的祈禱
[00:01:00.720 --> 00:01:02.600]  求神幫助我們
[00:01:02.600 --> 00:01:04.120]  請聖靈求你幫助我
[00:01:04.120 --> 00:01:07.400]  讓我講清楚這段聖經
[00:01:07.400 --> 00:01:08.480]  也不會阻礙
[00:01:08.480 --> 00:01:09.720]  因為我知道無論我怎麼講
[00:01:09.720 --> 00:01:11.640]  都講不到你這段聖經
[00:01:11.640 --> 00:01:13.480]  要對我們每一個人所講的話
[00:01:13.480 --> 00:01:16.160]  那種power、那種力量
[00:01:16.160 --> 00:01:20.200]  和那種無比的信心
[00:01:20.200 --> 00:01:21.280]  但我們真的求你
[00:01:21.280 --> 00:01:24.560]  因為今天我們有一段短短的時間
[00:01:24.560 --> 00:01:26.800]  一起看這段話的時候
[00:01:26.800 --> 00:01:28.280]  求你連穩我們
[00:01:28.280 --> 00:01:30.960]  聖靈求你感動每一個弟兄姊妹
[00:01:30.960 --> 00:01:32.320]  也感動我的心
[00:01:32.320 --> 00:01:34.120]  讓我能夠講得清楚
[00:01:34.120 --> 00:01:35.080]  講得明白
[00:01:35.080 --> 00:01:37.280]  講到有你起碼少少
[00:01:37.280 --> 00:01:42.400]  從你而來那種感動人心的力量
[00:01:42.400 --> 00:01:44.240]  不是因為要成就些甚麼
[00:01:44.240 --> 00:01:46.680]  而是因為你愛我們每一個人
[00:01:46.680 --> 00:01:49.920]  主啊 我們求你今天自己臨在我們當中
[00:01:49.920 --> 00:01:51.800]  祈禱奉耶穌基督的名求
[00:01:51.800 --> 00:01:53.080]  阿門
[00:01:53.080 --> 00:01:55.080]  所以今天我很想這段聖經
[00:01:55.080 --> 00:01:57.840]  也是我們城北堂一連串的
[00:01:57.840 --> 00:02:01.240]  羅馬書教系列最後一個的結束
[00:02:01.240 --> 00:02:03.720]  我們今天之後就完結了這個系列
[00:02:03.720 --> 00:02:06.480]  羅馬書一直講到第八章結束
[00:02:06.480 --> 00:02:09.640]  所以今天我很想用這段聖經
[00:02:09.640 --> 00:02:12.440]  跟大家做一個結束
[00:02:12.440 --> 00:02:13.880]  但這個結束
[00:02:13.880 --> 00:02:19.160]  應該是更高峰的一個生命的開始
[00:02:19.160 --> 00:02:21.200]  我自己的心願就是今天
[00:02:21.200 --> 00:02:23.320]  你和我站在這裡
[00:02:23.320 --> 00:02:24.880]  讀這段聖經的時候
[00:02:24.880 --> 00:02:25.760]  如果你有聖經的話
[00:02:25.760 --> 00:02:27.120]  你打開好嗎?
[00:02:27.120 --> 00:02:27.960]  你有聖經的話
[00:02:27.960 --> 00:02:29.400]  打開羅馬書第八章
[00:02:29.400 --> 00:02:33.160]  我們今天是由第28節到第39節
[00:02:33.160 --> 00:02:34.600]  剛才我們所讀的那一段
[00:02:34.600 --> 00:02:37.240]  我希望今天你和我帶一個心情
[00:02:37.240 --> 00:02:40.640]  就是聽這一段說話
[00:02:40.640 --> 00:02:43.080]  神想跟你講甚麼
[00:02:43.080 --> 00:02:46.520]  今天我們不是來崇拜一個節目
[00:02:46.520 --> 00:02:50.000]  今天我們不是來研究這一段說話
[00:02:50.000 --> 00:02:52.480]  我們帶一個聽的心
[00:02:52.480 --> 00:02:55.360]  聽一下神想跟你講甚麼
[00:02:55.360 --> 00:02:57.440]  我祈禱也是祈這件事
[00:02:57.440 --> 00:03:00.560]  可能神對我講的
[00:03:00.560 --> 00:03:02.400]  和你旁邊講的是不同的
[00:03:02.400 --> 00:03:04.600]  因為裡面很豐富
[00:03:04.600 --> 00:03:07.920]  希望今天你聽到神想跟你講甚麼
[00:03:07.920 --> 00:03:09.440]  以至你的生命
[00:03:09.440 --> 00:03:13.160]  你自己和祂所講的話有一個反應
[00:03:13.160 --> 00:03:13.720]  好嗎?
[00:03:13.720 --> 00:03:15.040]  我們帶著這樣的心情
[00:03:15.040 --> 00:03:16.880]  所以無論你的心情現在是怎樣
[00:03:16.880 --> 00:03:17.720]  我不知道
[00:03:17.720 --> 00:03:19.600]  你的心情是怎樣
[00:03:19.600 --> 00:03:22.160]  或者你正在遭遇甚麼事
[00:03:22.160 --> 00:03:24.440]  又或者你在掙扎甚麼
[00:03:24.440 --> 00:03:26.240]  無論如何
[00:03:26.240 --> 00:03:28.320]  我都希望你試一下
[00:03:28.320 --> 00:03:32.000]  聽這一段神要跟你講的話
[00:03:32.000 --> 00:03:35.880]  是講甚麼給你聽
[00:03:35.880 --> 00:03:38.640]  這個是我今天開始的時候
[00:03:38.640 --> 00:03:39.760]  帶著這種希望
[00:03:39.760 --> 00:03:40.160]  好嗎?
[00:03:40.160 --> 00:03:42.880]  我們用一種這樣聆聽的心來聽
[00:03:42.880 --> 00:03:45.840]  究竟這段說話想講甚麼呢?
[00:03:45.840 --> 00:03:47.600]  我自己就大概將它分為
[00:03:47.600 --> 00:03:50.280]  有三個最重要的重點
[00:03:50.280 --> 00:03:51.160]  很簡單
[00:03:51.160 --> 00:03:52.960]  三個我列了出來
[00:03:52.960 --> 00:03:57.560]  如果你手上有這個程序單
[00:03:57.560 --> 00:03:59.040]  你將中間那裡
[00:03:59.040 --> 00:04:01.000]  如果你不介意
[00:04:01.000 --> 00:04:01.920]  就把它撕出來
[00:04:01.920 --> 00:04:04.000]  因為裡面有很多很重要的資料
[00:04:04.000 --> 00:04:05.480]  關於我們的課程
[00:04:05.480 --> 00:04:07.320]  然後你分開兩邊
[00:04:07.320 --> 00:04:09.160]  就是第三頁、第四頁
[00:04:09.160 --> 00:04:10.840]  就是我們今天講到的大綱
