
[00:00:00.000 --> 00:00:05.000]  我們感謝主的恩典
[00:00:05.000 --> 00:00:10.000]  在這個週末有機會和各位等子一起分享
[00:00:10.000 --> 00:00:13.000]  培靈會的主題分為兩部分
[00:00:13.000 --> 00:00:17.000]  第一部分是講到攜手共建
[00:00:17.000 --> 00:00:20.000]  於是我們在第一晚和第二晚
[00:00:20.000 --> 00:00:24.000]  我們用羅馬書十二章一路講到十六章裏面
[00:00:24.000 --> 00:00:28.000]  特別是將保羅對教會的一個觀念
[00:00:28.000 --> 00:00:33.000]  用兩個中文字一個希臘文的文字表達出來
[00:00:33.000 --> 00:00:36.000]  就是彼此或者叫互相
[00:00:36.000 --> 00:00:42.000]  我們彼此之間互相的在主的裏面來建造
[00:00:42.000 --> 00:00:46.000]  我們頭兩晚講述到這個主題
[00:00:46.000 --> 00:00:52.000]  從今天開始到今晚我們進入第二方面的主題
[00:00:52.000 --> 00:00:54.000]  講到活潑的見證
[00:00:54.000 --> 00:00:58.000]  一個活潑的見證見證什麼呢?
[00:00:58.000 --> 00:01:01.000]  這個就是我們今天來思想的
[00:01:01.000 --> 00:01:06.000]  剛才讀出來的經文在羅馬書第十章裏面
[00:01:06.000 --> 00:01:09.000]  講到什麼是我們所要見證的呢?
[00:01:09.000 --> 00:01:12.000]  我們見證的訊息是什麼呢?
[00:01:12.000 --> 00:01:17.000]  在第十章裏面保羅開始這樣說
[00:01:17.000 --> 00:01:23.000]  他說:你如果是心裏面認耶穌為主
[00:01:23.000 --> 00:01:27.000]  口裏面信神
[00:01:27.000 --> 00:01:29.000]  叫祂從死裏復活
[00:01:29.000 --> 00:01:32.000]  這個人就必得救
[00:01:32.000 --> 00:01:35.000]  因為人心裏相信就可以清二
[00:01:35.000 --> 00:01:38.000]  口裏承認就可以得救
[00:01:38.000 --> 00:01:40.000]  這個是我們的訊息
[00:01:40.000 --> 00:01:43.000]  這個是我們所相信的
[00:01:43.000 --> 00:01:48.000]  一個人如果是內心裏面被神的愛所感動
[00:01:48.000 --> 00:01:51.000]  觸動到我們內心的心源
[00:01:51.000 --> 00:01:54.000]  對神的愛有一個回應
[00:01:54.000 --> 00:01:56.000]  我們說我們相信了
[00:01:56.000 --> 00:01:59.000]  然後有一個外在的見證
[00:01:59.000 --> 00:02:02.000]  口裏承認是一個外在見證
[00:02:02.000 --> 00:02:05.000]  透過真理、透過我們的宣信
[00:02:05.000 --> 00:02:07.000]  我們表達我們的信仰
[00:02:07.000 --> 00:02:10.000]  在聖經的見證裏面
[00:02:10.000 --> 00:02:14.000]  他說這個人就是最得到赦免
[00:02:14.000 --> 00:02:17.000]  就是得救的,就是有永生的
[00:02:17.000 --> 00:02:21.000]  在這裏我相信大部份人都已經是心裏相信
[00:02:21.000 --> 00:02:22.000]  口裏承認
[00:02:22.000 --> 00:02:24.000]  如果你是心裏相信、口裏承認的
[00:02:24.000 --> 00:02:26.000]  你揮一下手
