
[00:00:00.000 --> 00:00:05.320]  路德記第三章
[00:00:05.320 --> 00:00:08.620]  今天你說中樹節
[00:00:08.620 --> 00:00:12.160]  牧師為什麼你說這樣的信息
[00:00:12.160 --> 00:00:14.920]  我其實在說路德記
[00:00:14.920 --> 00:00:19.200]  但不可以說完全和中樹節無關
[00:00:19.200 --> 00:00:21.940]  今天的題目叫做什麼
[00:00:21.940 --> 00:00:25.760]  作好份內事等待主作供
[00:00:25.760 --> 00:00:28.320]  現在我們都在等待什麼
[00:00:28.320 --> 00:00:31.720]  等待耶穌基督再次回來
[00:00:31.720 --> 00:00:36.000]  第一次來臨是在中樹節進入耶路撒冷城
[00:00:36.000 --> 00:00:39.080]  然後為我們贖罪
[00:00:39.080 --> 00:00:44.640]  第二次來臨是我們教會等待的時刻
[00:00:44.640 --> 00:00:48.480]  我們每個人都要像路德一樣做
[00:00:48.480 --> 00:00:54.080]  作好準備等待耶穌基督再次回來
[00:00:54.080 --> 00:00:56.560]  所以今天所說的信息
[00:00:56.560 --> 00:01:00.320]  和中樹節其實息息相關
[00:01:00.320 --> 00:01:02.880]  我們上次說到
[00:01:02.880 --> 00:01:07.920]  拿訛米知道路德和波亞斯會面之後
[00:01:07.920 --> 00:01:11.120]  拿訛米就好像變了一個人一樣
[00:01:11.120 --> 00:01:12.880]  他不再是苦讀
[00:01:12.880 --> 00:01:14.720]  他不再是埋怨
[00:01:14.720 --> 00:01:16.240]  他開始怎樣呢?
[00:01:16.240 --> 00:01:18.560]  開始今天會看到
[00:01:18.560 --> 00:01:22.640]  他是為了路德來準備他的未來
[00:01:22.640 --> 00:01:25.920]  古時的父母都是怎樣呢?
[00:01:25.920 --> 00:01:28.800]  為子女籌備婚事
[00:01:28.800 --> 00:01:32.960]  所謂父母之命回卓之言
[00:01:32.960 --> 00:01:37.200]  是父母來為子女辦理婚事
[00:01:37.200 --> 00:01:40.720]  在路德記的三章一節經文說
[00:01:40.720 --> 00:01:43.840]  路德的婆婆拿訛米對她說
[00:01:43.840 --> 00:01:44.800]  女兒啊
[00:01:44.800 --> 00:01:50.240]  我不當為你找個安身之處使你享福嗎?
[00:01:50.240 --> 00:01:54.160]  其實安身之處得到安息
[00:01:54.160 --> 00:01:58.000]  可以說是路德記一個很重要的主題
[00:01:58.000 --> 00:02:01.440]  早在路德記的一章九節
[00:02:01.440 --> 00:02:04.400]  拿訛米已經和兩個媳婦說
[00:02:04.400 --> 00:02:06.320]  你們回娘家吧
[00:02:06.320 --> 00:02:08.880]  你們回到自己的娘家
[00:02:08.880 --> 00:02:11.200]  找一個新的夫婿
[00:02:11.200 --> 00:02:13.920]  然後在新夫的家中
[00:02:13.920 --> 00:02:16.240]  你們就能夠得到平安
[00:02:16.240 --> 00:02:17.360]  有沒有看到?
[00:02:17.360 --> 00:02:19.760]  現在他又和路德說
[00:02:19.760 --> 00:02:22.160]  我要幫你找一個丈夫
[00:02:22.160 --> 00:02:26.240]  使你能夠得到安身之處
[00:02:26.240 --> 00:02:29.200]  而在今天經文結束之前
[00:02:29.200 --> 00:02:33.040]  你也會看到波亞斯同樣說
[00:02:33.040 --> 00:02:36.080]  如果我不辦妥這件事
[00:02:36.080 --> 00:02:37.360]  這份婚事的話
[00:02:37.360 --> 00:02:39.200]  我是不會安息
[00:02:39.200 --> 00:02:40.480]  是不會休息的
[00:02:40.480 --> 00:02:43.040]  所以在路德記裏面
[00:02:43.040 --> 00:02:45.280]  安息或者安身之處
[00:02:45.280 --> 00:02:47.760]  是一個非常重要的主題
[00:02:47.760 --> 00:02:50.320]  今天我們看到拿訛米
[00:02:50.320 --> 00:02:54.160]  要幫路德找安身之處
[00:02:54.160 --> 00:02:57.360]  為了他的婚事策劃
[00:02:57.360 --> 00:03:00.560]  路德記我們說
[00:03:00.560 --> 00:03:03.120]  不單止是一個猶太人
[00:03:03.120 --> 00:03:06.320]  和一個外邦女子的一段婚姻
[00:03:06.320 --> 00:03:11.040]  也是代表耶穌基督和教會的關係
[00:03:11.040 --> 00:03:13.600]  上一次我們說了
[00:03:13.600 --> 00:03:17.840]  是波亞斯主動認識路德
[00:03:17.840 --> 00:03:21.440]  就好像神主動揀選我們一樣
[00:03:21.440 --> 00:03:23.440]  但是在這本書
[00:03:23.440 --> 00:03:25.920]  我們會看到路德的回應
[00:03:25.920 --> 00:03:30.000]  路德是向波亞斯有回應
[00:03:30.000 --> 00:03:31.760]  就好像我們基督徒
[00:03:31.760 --> 00:03:36.160]  都很需要和耶穌基督建立一個關係
[00:03:36.160 --> 00:03:39.840]  路德不單止希望得到
[00:03:39.840 --> 00:03:42.080]  從波亞斯而來的祝福
[00:03:42.080 --> 00:03:43.760]  得到好處
[00:03:43.760 --> 00:03:45.920]  上一本書我們已經看到
[00:03:45.920 --> 00:03:49.120]  波亞斯給了他一衣百的大物
[00:03:49.120 --> 00:03:52.800]  但是路德不單止是得到
[00:03:52.800 --> 00:03:54.880]  波亞斯給他的恩惠
[00:03:54.880 --> 00:03:56.880]  給他的祝福就滿足
[00:03:56.880 --> 00:03:58.880]  他希望得到什麼?
[00:03:58.880 --> 00:04:02.400]  他希望得到波亞斯自己
[00:04:02.400 --> 00:04:04.400]  得到波亞斯本人
[00:04:04.400 --> 00:04:08.960]  得到波亞斯就能得到波亞斯一切
[00:04:08.960 --> 00:04:10.400]  所有的一切
[00:04:10.400 --> 00:04:12.400]  和我們基督徒一樣
[00:04:12.720 --> 00:04:15.680]  很多人只是希望得到
