
[00:00:00.000 --> 00:00:07.000]  我先回答剛才的問題,再分享今天的訊息
[00:00:07.000 --> 00:00:11.000]  我有想轉了一點的問題
[00:00:11.000 --> 00:00:16.000]  就是當你沒有足夠睡眠的時候
[00:00:16.000 --> 00:00:18.000]  你會burn out的
[00:00:18.000 --> 00:00:24.000]  或者我先說這樣
[00:00:24.000 --> 00:00:27.000]  我是試過burn out的
[00:00:27.000 --> 00:00:30.000]  或者某程度上我試過
[00:00:30.000 --> 00:00:34.000]  我不知道算不算是一個最正式的burn out
[00:00:34.000 --> 00:00:36.000]  但當一個人burn out的時候
[00:00:36.000 --> 00:00:41.000]  其實是說他已經沒有任何的心力去做一些事情
[00:00:41.000 --> 00:00:43.000]  覺得沒有動力
[00:00:43.000 --> 00:00:46.000]  而且情緒容易失控
[00:00:46.000 --> 00:00:49.000]  很容易會哭
[00:00:49.000 --> 00:00:52.000]  是你自己都不知道怎樣解釋的
[00:00:52.000 --> 00:00:54.000]  而且你會發覺自己裡面
[00:00:54.000 --> 00:00:58.000]  是對自己很負面的看法
[00:00:58.000 --> 00:01:00.000]  又覺得不想再做
[00:01:00.000 --> 00:01:02.000]  但又好像放不下
[00:01:02.000 --> 00:01:04.000]  一定要做
[00:01:04.000 --> 00:01:09.000]  那種盤旋在十字路口的情緒是很明顯的
[00:01:09.000 --> 00:01:15.000]  這些情況通常是要盡快放下手上的工作
[00:01:15.000 --> 00:01:18.000]  是給自己有新心靈的休息
[00:01:18.000 --> 00:01:22.000]  心靈的休息包括了去做一些你很喜歡做的事情
[00:01:22.000 --> 00:01:26.000]  有些人的活動是會加給他energy的
[00:01:26.000 --> 00:01:27.000]  有動力的
[00:01:27.000 --> 00:01:29.000]  但同樣的活動對一個人來說
[00:01:29.000 --> 00:01:33.000]  對另一個人來說可能變成了很消耗力量
[00:01:33.000 --> 00:01:36.000]  大家不知道明白我的意思嗎?
[00:01:36.000 --> 00:01:37.000]  譬如一個人
[00:01:37.000 --> 00:01:39.000]  他在一些朋友當中
[00:01:39.000 --> 00:01:41.000]  他就發覺很開心很快樂
[00:01:41.000 --> 00:01:44.000]  原來之後他好像很有動力
[00:01:44.000 --> 00:01:46.000]  但有些人他是要躲起來
[00:01:46.000 --> 00:01:48.000]  一個人自己看書
[00:01:48.000 --> 00:01:51.000]  過了一段時間之後他就很有動力了
[00:01:51.000 --> 00:01:53.000]  他可以出來跟朋友一起
[00:01:53.000 --> 00:01:55.000]  但不可以太多
[00:01:55.000 --> 00:01:57.000]  所以他太多群體的活動
[00:01:57.000 --> 00:02:00.000]  他必須找回一些energy
[00:02:00.000 --> 00:02:05.000]  或者所謂retrieving的一種力量
[00:02:05.000 --> 00:02:07.000]  得回energy
[00:02:07.000 --> 00:02:10.000]  有些人可能是需要出去跟別人玩一輪
[00:02:10.000 --> 00:02:12.000]  得回energy
[00:02:12.000 --> 00:02:14.000]  所以你要看回自己的情況
[00:02:14.000 --> 00:02:16.000]  這是一個初步的回應
[00:02:16.000 --> 00:02:18.000]  但我想說一點
[00:02:18.000 --> 00:02:20.000]  或者用一點時間說說
[00:02:20.000 --> 00:02:22.000]  我知道今天大家都很疲倦
[00:02:22.000 --> 00:02:25.000]  通常去到營會的最後一天
[00:02:25.000 --> 00:02:27.000]  大家都會累
[00:02:27.000 --> 00:02:29.000]  加上大家不太捨得大家
[00:02:29.000 --> 00:02:31.000]  昨晚我想三點鐘睡覺
[00:02:31.000 --> 00:02:33.000]  可能算是早也不一定
[00:02:33.000 --> 00:02:37.000]  我很明白因為我兩個子女
[00:02:37.000 --> 00:02:39.000]  你不要介意
[00:02:39.000 --> 00:02:40.000]  我常常覺得
[00:02:40.000 --> 00:02:44.000]  我好像跟這班接近我子女的
[00:02:44.000 --> 00:02:47.000]  一些年齡的弟兄姐妹相處
[00:02:47.000 --> 00:02:50.000]  其實我跟你們會覺得我可以做你們的朋友
[00:02:50.000 --> 00:02:52.000]  你們也可以做我的朋友
[00:02:52.000 --> 00:02:55.000]  但我兩個子女的經驗讓我知道
[00:02:55.000 --> 00:02:57.000]  一去完營會回來
[00:02:57.000 --> 00:02:59.000]  他們就會捧頭大睡
[00:02:59.000 --> 00:03:01.000]  可以睡十幾個小時
[00:03:01.000 --> 00:03:04.000]  而通常去到最後一晚
[00:03:04.000 --> 00:03:06.000]  或者是通宵
[00:03:06.000 --> 00:03:08.000]  你們都會用這個字嗎?
[00:03:08.000 --> 00:03:10.000]  就是通宵
[00:03:10.000 --> 00:03:12.000]  或者是每三四點睡覺
[00:03:12.000 --> 00:03:14.000]  這是很自然的事情
[00:03:14.000 --> 00:03:16.000]  所以待會當你聽講道的時候
[00:03:16.000 --> 00:03:19.000]  我也曾經在今早
[00:03:19.000 --> 00:03:21.000]  特別為你們這方面祈禱
[00:03:21.000 --> 00:03:23.000]  如果你們聽到
[00:03:23.000 --> 00:03:24.000]  我感謝神
[00:03:24.000 --> 00:03:27.000]  聽不到你都不用介意
[00:03:27.000 --> 00:03:30.000]  你就給自己休息一會
[00:03:30.000 --> 00:03:32.000]  我一分鐘
[00:03:32.000 --> 00:03:34.000]  你休息一會
[00:03:34.000 --> 00:03:36.000]  稍微有精神醒一醒
[00:03:36.000 --> 00:03:38.000]  你繼續聽
[00:03:38.000 --> 00:03:42.000]  好過你全場掙扎什麼都聽不到
[00:03:42.000 --> 00:03:44.000]  你明白我的意思嗎?
[00:03:44.000 --> 00:03:48.000]  我剛才問了burn out的問題
[00:03:48.000 --> 00:03:51.000]  其實睡眠的問題是一個很嚴肅的問題
[00:03:51.000 --> 00:03:54.000]  因為你一生有多少時間睡眠呢?
[00:03:54.000 --> 00:03:56.000]  很多的
[00:03:56.000 --> 00:03:59.000]  睡眠的情況是這樣的
[00:03:59.000 --> 00:04:01.000]  我簡單講
[00:04:01.000 --> 00:04:05.000]  在呼拉神學院一位心理學系主任
[00:04:05.000 --> 00:04:07.000]  叫Archibald Hart
[00:04:07.000 --> 00:04:09.000]  他有很多研究關於睡眠
[00:04:09.000 --> 00:04:11.000]  睡眠裡面提及
[00:04:11.000 --> 00:04:13.000]  在他的研究裡面
[00:04:13.000 --> 00:04:15.000]  睡眠是分cycle的
[00:04:15.000 --> 00:04:18.000]  一個cycle一個半小時
[00:04:18.000 --> 00:04:20.000]  所以如果你自己是醒來睡
[00:04:20.000 --> 00:04:22.000]  通常你一個半小時會醒一醒
[00:04:22.000 --> 00:04:24.000]  但因為你很快睡得著
[00:04:24.000 --> 00:04:27.000]  所以你都忘記了自己醒過
[00:04:27.000 --> 00:04:29.000]  一個半小時一個cycle
[00:04:29.000 --> 00:04:32.000]  但是cycle裡面的前大部分
[00:04:32.000 --> 00:04:36.000]  是你身體的精力的恢復
[00:04:36.000 --> 00:04:37.000]  體力的恢復
[00:04:37.000 --> 00:04:39.000]  但是最後的小部分
[00:04:39.000 --> 00:04:43.000]  是你精力精神的恢復
[00:04:43.000 --> 00:04:46.000]  是mental rejuvenation
[00:04:46.000 --> 00:04:48.000]  而到第二個cycle
[00:04:48.000 --> 00:04:51.000]  最後就是說
[00:04:51.000 --> 00:04:55.000]  小部分的mental rejuvenation是多一點
[00:04:55.000 --> 00:04:57.000]  第三個cycle再多一點
[00:04:57.000 --> 00:04:59.000]  第四個cycle最多一點
[00:04:59.000 --> 00:05:01.000]  如此類推
[00:05:01.000 --> 00:05:03.000]  所以如果你是睡覺的時候
[00:05:03.000 --> 00:05:05.000]  你是睡得很少
[00:05:05.000 --> 00:05:08.000]  你大多數只能夠補充你的體力
[00:05:08.000 --> 00:05:12.000]  但補充不到你的精神力量
[00:05:12.000 --> 00:05:14.000]  除非你睡足夠
[00:05:14.000 --> 00:05:19.000]  你的精神的力量才會再重新更新
[00:05:19.000 --> 00:05:21.000]  但是你說在這樣的情況
[00:05:21.000 --> 00:05:24.000]  我睡得不夠怎麼辦
[00:05:24.000 --> 00:05:29.000]  其實在美國有一個睡眠失調研究委員會
[00:05:29.000 --> 00:05:30.000]  曾經做過研究
[00:05:30.000 --> 00:05:33.000]  究竟人需要多少時間睡覺才足夠
[00:05:33.000 --> 00:05:34.000]  他們的研究是
[00:05:34.000 --> 00:05:36.000]  在美國做的研究
[00:05:36.000 --> 00:05:42.000]  一個人應該每天睡8個半小時
[00:05:42.000 --> 00:05:47.000]  哇!我還沒睡那麼多
[00:05:47.000 --> 00:05:52.000]  但這是他們的研究結果
[00:05:52.000 --> 00:05:57.000]  但是按照剛才說的Professor Hart的研究
[00:05:57.000 --> 00:06:02.000]  他說其實應該是9個小時
[00:06:02.000 --> 00:06:05.000]  就是說6個cycle
[00:06:05.000 --> 00:06:06.000]  6個cycle
[00:06:06.000 --> 00:06:12.000]  最後一個cycle的mental rejuvenation是最長的
[00:06:12.000 --> 00:06:17.000]  所以給你最好的精神恢復
[00:06:17.000 --> 00:06:20.000]  你說不要緊,睡少一點不要緊
[00:06:20.000 --> 00:06:25.000]  其實睡少一點是先花未來的錢
[00:06:25.000 --> 00:06:27.000]  你明白我的意思嗎
[00:06:27.000 --> 00:06:33.000]  就是你用了未來的精力在今天用
[00:06:33.000 --> 00:06:36.000]  所以你需要補回來的
[00:06:36.000 --> 00:06:40.000]  有些人可以一時間不睡,第二天補回來
[00:06:40.000 --> 00:06:44.000]  但你要記得其實有一個節奏就是7天的節奏
[00:06:44.000 --> 00:06:47.000]  不單止聖經說到安息日
[00:06:47.000 --> 00:06:49.000]  而且很多研究發覺
[00:06:49.000 --> 00:06:55.000]  你的補充的睡眠只能在7天之內補充
[00:06:55.000 --> 00:06:57.000]  就是說你睡不夠幾天
[00:06:57.000 --> 00:06:59.000]  你7天之內還可以補回來
[00:06:59.000 --> 00:07:01.000]  過了7天你補不回來
[00:07:01.000 --> 00:07:05.000]  而產生了些微的brain damage
