
[00:00:00.000 --> 00:00:04.000]  好 弟子妹早晨
[00:00:04.000 --> 00:00:08.000]  讓我們再次回來在主的說話面前
[00:00:08.000 --> 00:00:12.000]  再次以禱告打開我們今天聆聽主話的時間
[00:00:12.000 --> 00:00:14.000]  一起和心低頭禱告
[00:00:14.000 --> 00:00:16.000]  慈悲的天父多謝你
[00:00:16.000 --> 00:00:18.000]  讓我們仍然有生命有氣息
[00:00:18.000 --> 00:00:20.000]  踏足在地上
[00:00:20.000 --> 00:00:22.000]  奔走人生的道路
[00:00:22.000 --> 00:00:26.000]  讓我們在你的創作裡
[00:00:26.000 --> 00:00:32.000]  再次經驗主你給我們創造中的一切
[00:00:32.000 --> 00:00:34.000]  求主讓我們帶著感恩的心
[00:00:34.000 --> 00:00:36.000]  過每一天的同時
[00:00:36.000 --> 00:00:42.000]  也不忘我們從上帝你而來的源頭
[00:00:42.000 --> 00:00:45.000]  讓我們在敬拜的當中
[00:00:45.000 --> 00:00:49.000]  以你的說話為敬拜的核心
[00:00:49.000 --> 00:00:52.000]  讓我們在敬拜的裡面
[00:00:52.000 --> 00:00:54.000]  再次看到我們這位上主
[00:00:54.000 --> 00:00:57.000]  你是怎樣的一位創造的主
[00:00:57.000 --> 00:01:02.000]  讓我們在地上的創造當中
[00:01:02.000 --> 00:01:06.000]  能夠肩負上帝你願意
[00:01:06.000 --> 00:01:12.000]  要將我們放在創造裡面的職角
[00:01:12.000 --> 00:01:14.000]  雖然在今天我們知道
[00:01:14.000 --> 00:01:16.000]  這個世界已經被罪所污染
[00:01:16.000 --> 00:01:20.000]  也就是說我們在罪的當中去掙扎
[00:01:20.000 --> 00:01:21.000]  但感謝你
[00:01:21.000 --> 00:01:25.000]  讓我們能夠再次有一個悔罪的心
[00:01:25.000 --> 00:01:26.000]  來到你的面前
[00:01:26.000 --> 00:01:30.000]  帶著這個重新在永恆的裡面
[00:01:30.000 --> 00:01:31.000]  有盼望的生命
[00:01:31.000 --> 00:01:34.000]  繼續走向永恆的裡面
[00:01:34.000 --> 00:01:36.000]  我們將這段聆聽主導的時間
[00:01:36.000 --> 00:01:37.000]  恭敬交上
[00:01:37.000 --> 00:01:41.000]  無論是聽的、說的
[00:01:41.000 --> 00:01:44.000]  都同樣在聖靈的引導之下
[00:01:44.000 --> 00:01:47.000]  更豐富的智慧
[00:01:47.000 --> 00:01:50.000]  幫助我們明白你的真道
[00:01:50.000 --> 00:01:53.000]  禱告奉教主耶穌基督的名字
[00:01:53.000 --> 00:01:54.000]  阿們
[00:01:54.000 --> 00:01:58.000]  中國人有一句話
[00:01:58.000 --> 00:02:02.000]  叫做「人要面,樹要皮」
[00:02:02.000 --> 00:02:07.000]  我相信這個觀念流傳在每一個人的心裡
[00:02:07.000 --> 00:02:09.000]  很多日子了
[00:02:09.000 --> 00:02:15.000]  也都覺得好像很順理成章的一個想法
[00:02:15.000 --> 00:02:17.000]  包括教會在今天
[00:02:17.000 --> 00:02:21.000]  也都用這種思維去運作
[00:02:21.000 --> 00:02:24.000]  認為教會只要在這個世界裡
[00:02:24.000 --> 00:02:26.000]  做得漂亮一點
[00:02:26.000 --> 00:02:29.000]  包裝得美麗一點
[00:02:29.000 --> 00:02:33.000]  人就會喜歡教會多一點
[00:02:33.000 --> 00:02:36.000]  喜歡上帝多一點
[00:02:36.000 --> 00:02:40.000]  甚至降服在真理的裡面
[00:02:40.000 --> 00:02:42.000]  但當我們發現到
[00:02:42.000 --> 00:02:48.000]  如果我們只著重外表的包裝
[00:02:48.000 --> 00:02:50.000]  甚至我們作為信徒
[00:02:50.000 --> 00:02:52.000]  在教會層面裡
[00:02:52.000 --> 00:02:55.000]  我們以為只要把教會包裝得好一點
[00:02:55.000 --> 00:02:58.000]  信徒在人面前的形象好一點
[00:02:58.000 --> 00:03:00.000]  人就會必然相信
[00:03:00.000 --> 00:03:01.000]  可以告訴大家
[00:03:01.000 --> 00:03:03.000]  可能當我們這樣做的時候
[00:03:03.000 --> 00:03:05.000]  已經掉入了另一個的
[00:03:05.000 --> 00:03:09.000]  屬靈的陷阱或者錯誤的裡面
[00:03:09.000 --> 00:03:11.000]  久而久之
[00:03:11.000 --> 00:03:14.000]  將我們原本那種信
[00:03:14.000 --> 00:03:17.000]  漸漸對上帝那種的毀身
[00:03:17.000 --> 00:03:19.000]  變成一種扭曲
[00:03:19.000 --> 00:03:22.000]  只不過著重於在人面前
[00:03:22.000 --> 00:03:28.000]  比較漂亮的一個靈性的個體
[00:03:28.000 --> 00:03:31.000]  被人會覺得我們是與別不同
[00:03:31.000 --> 00:03:33.000]  信徒好一點
[00:03:33.000 --> 00:03:36.000]  但其實可能這個更加引進我們
[00:03:36.000 --> 00:03:39.000]  掉入一個更徹底的墮落的階段
[00:03:39.000 --> 00:03:41.000]  這也是今天
[00:03:41.000 --> 00:03:44.000]  為什麼我有一個這樣的講題
[00:03:44.000 --> 00:03:48.000]  叫做假信者漂亮的靈性包裝
[00:03:48.000 --> 00:03:52.000]  它的墮落的後果
[00:03:52.000 --> 00:03:53.000]  英語的標題是
[00:03:53.000 --> 00:03:55.000]  The failure of window dressing
[00:03:55.000 --> 00:03:59.000]  dash a spiritual force
[00:03:59.000 --> 00:04:01.000]  在這個題目裡
[00:04:01.000 --> 00:04:03.000]  再次很認真地反思
[00:04:03.000 --> 00:04:06.000]  我們今天自己是否一個真正的屬神的子民
[00:04:06.000 --> 00:04:08.000]  還是我們只不過是
[00:04:08.000 --> 00:04:12.000]  包裝出來的一個宗教的參與者
[00:04:12.000 --> 00:04:15.000]  這是一個很重要的課題
[00:04:15.000 --> 00:04:18.000]  所以我希望大家認真地了解
[00:04:18.000 --> 00:04:20.000]  今天所提的經文
[00:04:20.000 --> 00:04:22.000]  就是從馬太福音第十二章
[00:04:22.000 --> 00:04:25.000]  第38至42節
[00:04:25.000 --> 00:04:27.000]  讓我們一起回到這段聖經
[00:04:27.000 --> 00:04:29.000]  讀一次這段聖經
[00:04:29.000 --> 00:04:32.000]  剛才惠東已經帶領我們讀過一次
[00:04:32.000 --> 00:04:36.000]  不過這段聖經其實有很多信徒
[00:04:36.000 --> 00:04:39.000]  都不是那麼掌握
[00:04:39.000 --> 00:04:41.000]  熟悉但不太掌握
[00:04:41.000 --> 00:04:44.000]  讓我們一起打開讀一下這段經文
[00:04:44.000 --> 00:04:48.000]  而且講的內容也有很多
[00:04:48.000 --> 00:04:50.000]  我們很熟悉的典故
[00:04:50.000 --> 00:04:52.000]  我們一起打開馬太福音
[00:04:52.000 --> 00:04:56.000]  第十二章第38至42節
[00:04:56.000 --> 00:05:01.000]  Verse 38 to Verse 42
[00:05:01.000 --> 00:05:03.000]  各位聽聽
[00:05:04.000 --> 00:05:09.000]  當時有幾個文士和法尼塞人對耶穌說
[00:05:09.000 --> 00:05:14.000]  夫子,我們願意你顯個神蹟給我們看
[00:05:14.000 --> 00:05:15.000]  耶穌回答說
[00:05:15.000 --> 00:05:20.000]  一個邪惡淫亂的世代求看神蹟
[00:05:20.000 --> 00:05:23.000]  除了先知約拿的神蹟以外
[00:05:23.000 --> 00:05:26.000]  再沒有神蹟給他們看
[00:05:26.000 --> 00:05:30.000]  約拿三日三夜在大魚泡福中
[00:05:30.000 --> 00:05:34.000]  人子也要這樣三日三夜在他裡頭
[00:05:34.000 --> 00:05:36.000]  當審判的時候
[00:05:36.000 --> 00:05:40.000]  你尼微人要起來定這世代的罪
[00:05:40.000 --> 00:05:44.000]  因為你尼微人聽見了約拿所傳的
[00:05:44.000 --> 00:05:46.000]  就悔改了
[00:05:46.000 --> 00:05:51.000]  看啊,在這裡有一個人比約拿更大
[00:05:51.000 --> 00:05:53.000]  當審判的時候
[00:05:53.000 --> 00:05:57.000]  南方的女王要起來定這世代的罪
[00:05:57.000 --> 00:06:00.000]  因為她從地界以來
[00:06:00.000 --> 00:06:03.000]  要聽所羅門的智慧話
[00:06:03.000 --> 00:06:08.000]  看啊,在這裡有一個人比所羅門更大
[00:06:08.000 --> 00:06:12.000]  在上文《馬太福音》第十二章
[00:06:12.000 --> 00:06:15.000]  從第33至第37節裡
[00:06:15.000 --> 00:06:17.000]  我們已經談論過
[00:06:17.000 --> 00:06:22.000]  包裝出來的靈性的問題
[00:06:22.000 --> 00:06:25.000]  真的就選不到
[00:06:25.000 --> 00:06:29.000]  假的就算你怎麼包裝也好
[00:06:29.000 --> 00:06:37.000]  很容易被人發現你的虛假
[00:06:37.000 --> 00:06:40.000]  所以裝作出來假的信徒
[00:06:40.000 --> 00:06:42.000]  其實他一生很痛苦
[00:06:42.000 --> 00:06:49.000]  一直希望別人不會發現他的信是虛假
[00:06:49.000 --> 00:06:53.000]  於是他就要做很多的屬靈活動
[00:06:53.000 --> 00:06:58.000]  來將自己虛假的靈性包裝隱藏
[00:06:58.000 --> 00:07:01.000]  讓人看見的只是他做的好事
[00:07:01.000 --> 00:07:04.000]  做的侍奉
[00:07:04.000 --> 00:07:09.000]  而他沒有真真正正靈性上的改變和進步
[00:07:09.000 --> 00:07:12.000]  所以真正的屬神的子民
[00:07:12.000 --> 00:07:18.000]  其實是不怕別人對靈性有任何挑戰的
[00:07:18.000 --> 00:07:21.000]  正所謂真金不怕紅爐火
[00:07:21.000 --> 00:07:24.000]  即使信徒的靈性在上帝面前
[00:07:24.000 --> 00:07:27.000]  上帝試驗他的靈性也好
[00:07:27.000 --> 00:07:29.000]  他們也不會擔心
[00:07:29.000 --> 00:07:36.000]  但是假信的人往往就希望做很多事情
[00:07:36.000 --> 00:07:39.000]  不單止掩飾自己的靈性
[00:07:39.000 --> 00:07:42.000]  而且同時要在其他人身上
[00:07:42.000 --> 00:07:46.000]  透過這種虛情假意的靈性
[00:07:46.000 --> 00:07:52.000]  謀取一些屬靈群體的利益
[00:07:52.000 --> 00:07:57.000]  因為他希望在這個過程中不單止不丟臉
[00:07:57.000 --> 00:08:02.000]  而且希望用一些方法去收買人心
[00:08:02.000 --> 00:08:09.000]  讓人錯誤地了解他是一個虔誠的信徒
[00:08:09.000 --> 00:08:12.000]  今天在聖經裡我們發現
[00:08:12.000 --> 00:08:17.000]  又來這幾個人物我們應該很熟悉的
[00:08:17.000 --> 00:08:22.000]  就是文氏和法尼塞人
[00:08:22.000 --> 00:08:26.000]  這幾個文氏和法尼塞人又來做什麼呢?
[00:08:26.000 --> 00:08:30.000]  其實從上文我們一直知道
[00:08:30.000 --> 00:08:32.000]  這些文氏和法尼塞人
[00:08:32.000 --> 00:08:34.000]  經常想要除滅耶穌
[00:08:34.000 --> 00:08:36.000]  或者用方法踩耶穌
[00:08:36.000 --> 00:08:39.000]  踩到他只有這麼低
[00:08:39.000 --> 00:08:43.000]  特別是屬靈的事情或者宗教的層面
[00:08:43.000 --> 00:08:51.000]  他希望不想耶穌去取得他們宗教的優越地位
[00:08:51.000 --> 00:08:53.000]  所以在第十二章第十四節裡
[00:08:53.000 --> 00:08:56.000]  我們老早重複又重複地說
[00:08:56.000 --> 00:09:02.000]  法尼塞人即使他見到神跡騎士
[00:09:02.000 --> 00:09:07.000]  他仍然要用方法去否定耶穌基督的神跡騎士
[00:09:07.000 --> 00:09:10.000]  是從神而來的
[00:09:10.000 --> 00:09:14.000]  並且他們要設法想方法去除滅耶穌
[00:09:14.000 --> 00:09:17.000]  現在又來了又多一次
[00:09:17.000 --> 00:09:24.000]  在這個過程裡其實他有一個背後的計劃
[00:09:24.000 --> 00:09:31.000]  就是希望將他們的假信包裝得更加漂亮
[00:09:31.000 --> 00:09:33.000]  怎麼包裝呢?
[00:09:33.000 --> 00:09:35.000]  剛才我已經說過了
[00:09:35.000 --> 00:09:42.000]  最好的方法就是參與屬靈的事情或者宗教活動裡
[00:09:42.000 --> 00:09:44.000]  這次他想出了這個計劃
[00:09:44.000 --> 00:09:47.000]  希望怎樣踩低耶穌呢?
[00:09:47.000 --> 00:09:48.000]  我們來看看
[00:09:48.000 --> 00:09:49.000]  他對耶穌說了什麼呢?
[00:09:49.000 --> 00:09:50.000]  第38節
[00:09:50.000 --> 00:09:59.000]  他說:夫子,我們願意你見過神跡給我們看
[00:09:59.000 --> 00:10:01.000]  我們先看看第38節
[00:10:01.000 --> 00:10:03.000]  這一節的經文
