
[00:00:00.000 --> 00:00:11.440]  我們剛才讀那段聖經是保羅的一個對自己信仰
[00:00:11.440 --> 00:00:14.320]  和屬靈生命的一個自述
[00:00:14.320 --> 00:00:19.640]  他說我之前是一個認為行得很對
[00:00:19.640 --> 00:00:22.520]  並且是人所稱讚的一個人
[00:00:22.520 --> 00:00:26.920]  但是自從我碰見耶穌基督之後
[00:00:26.920 --> 00:00:31.080]  我看耶穌看作我的自保
[00:00:31.080 --> 00:00:35.960]  我用一個全新的、嶄新的角度再看我的人生
[00:00:35.960 --> 00:00:38.200]  我發覺我的人生改了
[00:00:38.200 --> 00:00:43.120]  以前認為最驕傲的東西現在看成廢物
[00:00:43.120 --> 00:00:45.760]  這是一個極大的轉變
[00:00:45.760 --> 00:00:49.200]  保羅的屬靈氣質我們可以說
[00:00:49.200 --> 00:00:53.480]  對於我們來說最深刻印象的是他自己生命
[00:00:53.480 --> 00:01:00.200]  由未信到信之後所帶來的一個很大的徹底的扭轉
[00:01:00.200 --> 00:01:01.600]  我們說屬靈氣質
[00:01:01.600 --> 00:01:04.440]  說保羅的屬靈氣質的時候
[00:01:04.440 --> 00:01:08.000]  我們就是集中在這個角度去理解
[00:01:08.000 --> 00:01:09.680]  大家都知道在過去這幾個月
[00:01:09.680 --> 00:01:14.480]  我和大家從耶穌基督、彼得和今天我們說保羅
[00:01:14.480 --> 00:01:20.200]  說聖經裡面這三個不同的屬靈氣質都很豐富
[00:01:20.200 --> 00:01:24.800]  耶穌基督當然他有一種越過他自己的生命
[00:01:24.800 --> 00:01:29.040]  如果大家那次有來崇拜一起有思想的話
[00:01:29.040 --> 00:01:33.760]  道成肉身他自己本身是擁有天上所有一切的榮耀
[00:01:33.760 --> 00:01:36.040]  全部放下成為人
[00:01:36.040 --> 00:01:39.080]  這種道成肉身的放下
[00:01:39.080 --> 00:01:44.600]  越過他自己這個神聖進入人間的世界
[00:01:44.600 --> 00:01:48.920]  經歷人那種的痛苦甚至死亡
[00:01:48.920 --> 00:01:52.240]  這種屬靈的氣質提醒我們
[00:01:52.240 --> 00:01:57.600]  讓我們知道我們的生命也是不斷要越過放下
[00:01:57.600 --> 00:02:01.520]  來進入不同的人的生命當中
[00:02:01.520 --> 00:02:03.920]  我們看到在歷史裡面
[00:02:03.920 --> 00:02:09.200]  十三世紀的法蘭西斯也表現出同樣的
[00:02:09.200 --> 00:02:13.600]  是貧窮願意服侍麻風病人
[00:02:13.600 --> 00:02:17.240]  要恕這種令我們感動的氣質
[00:02:17.240 --> 00:02:20.520]  不單止聖經裡面耶穌基督表現出來
[00:02:20.520 --> 00:02:24.400]  我們發覺在歷代歷世都有不少的信徒
[00:02:24.400 --> 00:02:26.960]  都實踐出這種的生命
[00:02:26.960 --> 00:02:30.560]  所以提醒我們這個不是一個唱高調
[00:02:30.560 --> 00:02:33.520]  不是聖經裡面只是他講的
[00:02:33.520 --> 00:02:35.080]  是這樣講的我們做不到
[00:02:35.080 --> 00:02:37.120]  不是的有人做到
[00:02:37.120 --> 00:02:39.680]  希望你和我成為一個鼓勵
[00:02:39.680 --> 00:02:41.760]  我們都願意去這樣做
[00:02:41.760 --> 00:02:44.640]  彼得是一個普通的愚夫
[00:02:44.640 --> 00:02:47.400]  但是竟然可以成為神大用的
[00:02:47.400 --> 00:02:49.440]  守一日子的大使徒
[00:02:49.440 --> 00:02:52.800]  是因為他的生命之錯就馬上改
[00:02:52.800 --> 00:02:55.040]  他是一種坦蕩蕩的人
[00:02:55.040 --> 00:02:56.800]  我們記得我們講過
[00:02:56.800 --> 00:02:59.600]  他是那種講得出做得到的人
[00:02:59.600 --> 00:03:01.880]  不怕犧牲不怕受苦
[00:03:01.880 --> 00:03:04.720]  受苦對於我來說就是神自己的榮耀
[00:03:04.720 --> 00:03:06.720]  因為我竟然可以學耶穌這樣
[00:03:06.720 --> 00:03:08.000]  都有機會受一下苦
[00:03:08.000 --> 00:03:08.800]  這個多好
[00:03:08.800 --> 00:03:12.720]  這種簡單貫徹的勇氣
[00:03:12.720 --> 00:03:16.360]  就產生了彼得那種的宿命的氣質
[00:03:16.360 --> 00:03:19.240]  我們又記得在我和大家分享
[00:03:19.240 --> 00:03:20.720]  就在十九世紀開始
[00:03:20.720 --> 00:03:23.400]  由戴德生開始的內地會裡面
[00:03:23.400 --> 00:03:26.680]  無數的一個又一個的宣教士
[00:03:26.680 --> 00:03:28.680]  他們就走上同樣的路
[00:03:28.680 --> 00:03:30.160]  他們那種犧牲
[00:03:30.160 --> 00:03:32.080]  毫不後悔的犧牲
[00:03:32.080 --> 00:03:35.040]  放下他們的生命來到中國
[00:03:35.040 --> 00:03:38.440]  成為今天你和我信仰裡面的先鋒
[00:03:38.440 --> 00:03:40.000]  我相信今天很多時候
[00:03:40.000 --> 00:03:41.680]  你和我作為基督徒
[00:03:41.680 --> 00:03:44.200]  多疏少少或直接或間接
[00:03:44.200 --> 00:03:46.720]  都是因為這一班十九二十世紀
[00:03:46.720 --> 00:03:48.720]  犧牲他們的生命一切
[00:03:48.720 --> 00:03:50.520]  來到中國的宣教士
[00:03:50.520 --> 00:03:53.640]  所留給我們的福音的種子
[00:03:53.640 --> 00:03:57.360]  今天我們講的是保羅
[00:03:57.360 --> 00:03:59.360]  保羅的生命有點不同的
[00:03:59.360 --> 00:04:00.360]  保羅的生命
[00:04:00.360 --> 00:04:01.800]  大家如果有請你打開
[00:04:01.800 --> 00:04:04.440]  今天我們這個港道大綱
[00:04:04.440 --> 00:04:06.520]  在我們的程序單裡面
[00:04:06.520 --> 00:04:09.000]  你看到很多
[00:04:09.000 --> 00:04:10.080]  這麼多東西怎麼說
[00:04:10.080 --> 00:04:11.640]  我都有點擔心怎麼說
[00:04:11.640 --> 00:04:12.840]  不過我不會過時的
[00:04:12.840 --> 00:04:14.600]  因為今天是港口培靈大會
[00:04:14.600 --> 00:04:16.120]  所以千萬不要過時
[00:04:16.120 --> 00:04:17.560]  我經常提醒自己
[00:04:17.560 --> 00:04:18.880]  說到多少就多少
[00:04:18.880 --> 00:04:21.640]  不過我盡量和大家分享
[00:04:21.640 --> 00:04:23.640]  我在神面前的領受
[00:04:23.640 --> 00:04:26.480]  所以大家看著這個講章
[00:04:26.480 --> 00:04:27.640]  我講不完的話
[00:04:27.640 --> 00:04:28.160]  不要緊
[00:04:28.160 --> 00:04:29.440]  回家你也可以看
[00:04:29.440 --> 00:04:35.480]  可以作為一個紀念和一個關閘
[00:04:35.480 --> 00:04:38.520]  保羅的屬性生命又很不同
[00:04:38.520 --> 00:04:40.440]  剛才說如果我們首先問
[00:04:40.440 --> 00:04:42.040]  保羅最獨特的是什麼
[00:04:42.040 --> 00:04:43.640]  就是剛才我們所讀的聖經
[00:04:43.640 --> 00:04:44.480]  他說道
[00:04:44.480 --> 00:04:46.160]  我自己本來不是這樣的
[00:04:46.160 --> 00:04:48.680]  因為信了耶穌之後和神和好了之後
[00:04:48.680 --> 00:04:50.240]  我變了另外一個人
[00:04:50.240 --> 00:04:53.680]  如果我們用一節的聖經來表達
[00:04:53.680 --> 00:04:55.920]  保羅他對自己的金句的話
[00:04:55.920 --> 00:04:57.560]  我就引用這一節聖經
[00:04:57.560 --> 00:04:59.320]  我覺得可能保羅都覺得
[00:04:59.320 --> 00:05:01.640]  這一句是最表達到他自己的
[00:05:01.640 --> 00:05:05.200]  就是哥倫多後書五章七節
[00:05:05.200 --> 00:05:06.320]  我們一起讀吧
[00:05:06.320 --> 00:05:08.160]  這麼好的金句
[00:05:08.160 --> 00:05:11.440]  若有人在基督裡
[00:05:11.440 --> 00:05:14.080]  他就是新造的人
[00:05:14.080 --> 00:05:18.720]  後事已過都變成新的了
[00:05:18.720 --> 00:05:21.480]  這一節的聖經所講到的
[00:05:21.480 --> 00:05:23.280]  其實有更深刻的
[00:05:23.280 --> 00:05:24.600]  比較我們中文翻譯
