
[00:00:00.000 --> 00:00:12.000]  今年粵語堂已經講了兩個系列,一個是有關天堂的系列,另一個就是雅歌的系列
[00:00:12.000 --> 00:00:21.000]  9月至12月,我們通常都會和英文堂和國語堂同步,講一樣的書
[00:00:21.000 --> 00:00:31.000]  我們知道今年英文堂和國語堂其中講的兩本書就是羅馬書和耶利米愛國
[00:00:31.000 --> 00:00:40.000]  我們在9月至12月就會講這兩本書,今天我們會講羅馬書的14章,1至12節
[00:00:40.000 --> 00:00:54.000]  我給的題目是《基督徒如何處理是非黑白》,這個事不是是否的事,這個事不是對與錯的事,這個字是事情的事
[00:00:54.000 --> 00:01:03.000]  意思是如果這件事和真理無關,不是黑白分明,我們應該如何處理
[00:01:03.000 --> 00:01:13.000]  基督徒在我們的生活上都會遇見很多的問題,有文化的問題,有習俗的問題,有社交的問題
[00:01:13.000 --> 00:01:23.000]  很多時候如果這些問題和真理無關,和神的道德觀念無關的時候,我們應該如何處理
[00:01:23.000 --> 00:01:34.000]  我叫這些事做是非黑白,就是不是黑不是白,即是在灰色的地帶我們應該如何處理
[00:01:34.000 --> 00:01:43.000]  通常基督徒遇見這些事都有兩個極端,一個極端就是律法主義,每樣都不可以做
[00:01:43.000 --> 00:01:53.000]  這個不是神的話語說不可以做,不是聖經說不可以做,而是人定出來,不可以做這個不可以做那個
[00:01:53.000 --> 00:02:02.000]  但另外一個極端就是解放主義,就是我們現在已經在神的恩典之下,每樣都不怕做
[00:02:02.000 --> 00:02:12.000]  你這頭做那頭神就赦免你,所以就算犯罪你都不怕,這個就是另外一個極端,是解放主義
[00:02:12.000 --> 00:02:20.000]  我們一起來看看究竟聖經是如何教我們,今天的經文是出自羅馬書十四十五章
[00:02:20.000 --> 00:02:27.000]  十四十五章就是講猶太人的禮儀節期,這些都和真理無關
[00:02:27.000 --> 00:02:37.000]  你說猶太人的禮儀節期和我也無關,我今天也會講的是離開了猶太人的禮儀節期
[00:02:37.000 --> 00:02:47.000]  是講到在我們的生活當中也有一些灰色地帶的事,例如可不可以喝酒,基督徒,可不可以吸煙
[00:02:47.000 --> 00:02:56.000]  可不可以吸食一些不健康的食物,可不可以看電影,電視,應該看什麼書,聽什麼音樂
[00:02:56.000 --> 00:03:06.000]  在禮拜日我們可不可以除了競拜有其他節目,我們可不可以打啤牌,可不可以打麻將
[00:03:06.000 --> 00:03:16.000]  我們的衣著又如何,我們的髮型又如何,我今天所講的都會給大家有答案,我們應該如何做
[00:03:16.000 --> 00:03:30.000]  首先看看什麼叫做黑白分明的事,黑白分明的事在聖經裡告訴我們是和真理有關,是和神的道德觀念有關的事
[00:03:30.000 --> 00:03:44.000]  其餘的事我們稱為灰色地帶,是非黑白,但是如果是黑白分明的,就是和神的道德觀念有關,和神的話語有關
[00:03:44.000 --> 00:03:56.000]  有人可能會問,聖經裡面有很多律例典章,除了道德觀念,還有給猶太人很多的禮儀,很多的節期
[00:03:56.000 --> 00:04:13.000]  難道不用守,這些已經是過去,這些已經被廢除,但是道德的律法就是舊約和新約都是一致,就是說舊約的人要守,新約的人一樣要守
[00:04:13.000 --> 00:04:29.000]  但是這些給猶太人的禮儀節期已經是過去,已經是被廢除,為什麼是被廢除,我們先要明白神給這些禮儀節期給猶太人的用意在哪裡
[00:04:29.000 --> 00:04:50.000]  神要以色列人進入加南地,神知道加南地是充滿幼滑充滿偶像的地方,神不要以色列人學這些加南人一起拜偶像,所以神說你們進入加南地要除去那些加南人
[00:04:50.000 --> 00:05:08.000]  以色列人不單沒有除去加南人,他們也沒有全部趕出加南人,甚至他們和加南人一起居住,就有很大的孕幼,學習加南人拜偶像,娶加南人的女子為妻
[00:05:08.000 --> 00:05:28.000]  就像索羅門王一樣,跟著妻接去拜偶像,就會離開神的律法,所以神給猶太人的節期禮儀,是要將猶太人分別出來,和外邦人和加南人是完全不同
[00:05:28.000 --> 00:05:40.000]  以至他們不能和加南人打成一片,學習他們的壞習慣,這就是神給禮儀節期給猶太人的用意
[00:05:40.000 --> 00:05:57.000]  現在已經是教會時期,耶穌基督已經為我們釘十字架,在《樹以佛》所書的三章六節告訴我們,外邦人和以色列人已經同為後至,同為一體,同盟應許
[00:05:57.000 --> 00:06:11.000]  不需要將他們分別為聖,我們已經成為在主內一家的人,所以猶太人如果信主的話,是不需要再接受這些禮儀節期
[00:06:11.000 --> 00:06:25.000]  在樹以佛所書的二章十四節,以前猶太人和外邦人當中有一道很厚的牆,就是他們在聖殿敬拜的時候,以色列人和外邦人都是分開
[00:06:25.000 --> 00:06:33.000]  現在因為耶穌基督在十字架上所成就,不再需要這道牆,這道牆已經被拆毀
[00:06:33.000 --> 00:06:46.000]  以北所書的二章十五節,也說這些將以色列人和外邦人分開的律例典章,這些節期禮儀已經被廢除
[00:06:46.000 --> 00:06:57.000]  另外有一個原因為什麼神將這些禮儀節期給以色列人,就是這一切都是指向耶穌基督
[00:06:57.000 --> 00:07:11.000]  在哥羅西書的二章十六節至十七節,說飲食上或節期,月朔,安息日,這些原是後事的影兒,那形體,卻是基督
[00:07:11.000 --> 00:07:20.000]  這些無論是節期,飲食,禮儀,安息日,都是指向耶穌基督
[00:07:20.000 --> 00:07:26.000]  現在耶穌基督已經來到,我們不再需要守這些禮儀節期
[00:07:26.000 --> 00:07:37.000]  我們看到飲食如何指向耶穌基督,耶穌基督就是我們生命之良,約翰福音的六章四十一節
[00:07:37.000 --> 00:07:48.000]  節期也是指向耶穌基督,我寫著說文素記的時候,我曾經和大家說過一個信息
[00:07:48.000 --> 00:08:07.000]  叫做憲祭節期,是文素記的二十八章二十九章,說到神將耶穌基督的第一次來臨和第二次來臨寫在猶太人的節期上,在他們的節日上
[00:08:07.000 --> 00:08:19.000]  我們知道猶太人的主要節期是在1月和7月,1月的節期是由逾月節開始,正月14日
[00:08:19.000 --> 00:08:25.000]  耶穌基督在那天為我們釘十字架,耶穌基督就是我們逾月節的羔羊
[00:08:25.000 --> 00:08:31.000]  所以他第一次來臨是和猶太人春季節期,1月份的節期有關
[00:08:31.000 --> 00:08:41.000]  第二次來臨和7月份秋季的節期有關,7月1日就是猶太人的新年,是吹號日
[00:08:41.000 --> 00:08:48.000]  我們知道在這帖薩羅尼加前書的四章,一聲號響是怎樣的?
[00:08:48.000 --> 00:09:02.000]  耶穌基督來迎接教會,來迎接他的新娘,所以我們看到耶穌基督第二次來臨是和猶太人秋季的節期,7月份的節期有關
[00:09:02.000 --> 00:09:10.000]  我今天不能夠重複所有,如果你有興趣可以聽這篇道,問數記的憲制節期
[00:09:10.000 --> 00:09:22.000]  你說安息日,在數希伯來書的第四章告訴我們,接受耶穌基督的人已經進入了耶穌基督的安息
[00:09:22.000 --> 00:09:36.000]  這就是為什麼神給安息日給猶太人,所以我們看到這些所有的飲食節期禮儀全部是成全在耶穌基督身上,是指向耶穌基督
[00:09:36.000 --> 00:09:49.000]  這個就有點像一個太太,她的丈夫去了外國做生意,她很思念她的丈夫,每天看著她丈夫的照片,懷念她丈夫
[00:09:49.000 --> 00:09:58.000]  這張照片像什麼?就是好像神給猶太人的節期禮儀,要來紀念指向耶穌基督
[00:09:58.000 --> 00:10:08.000]  如果當這個人的丈夫在外國回來,他太太仍然拿著照片,不理會丈夫拼命看著照片會怎樣
[00:10:08.000 --> 00:10:22.000]  那就奇怪了,當丈夫回來,你可以將這些東西放在一旁,這就是為什麼這些禮儀節期已經被廢除,已經是沒用
[00:10:22.000 --> 00:10:35.000]  另外我們看到舊約的十屆,在新約也有被重複,除了一屆,就是第四屆當守安息日
[00:10:35.000 --> 00:10:47.000]  除了第四屆之外,所有的十屆都是在新約被重複,也就是說仍然要遵守,但是當守安息日就不需要了
[00:10:47.000 --> 00:10:55.000]  為什麼?因為這些禮儀節期已經被廢除
[00:10:55.000 --> 00:11:07.000]  如果是這樣,有人會說我繼續想守這些節期可以嗎?當然可以,因為和真理無關,你喜歡守就守到夠
[00:11:07.000 --> 00:11:18.000]  你說我不喜歡守呢?也沒關係,和真理無關,守也好不守也好,這就是羅馬書十四十五章告訴我們
[00:11:18.000 --> 00:11:27.000]  我們要彼此接納,因為這些是和真理無關的事,不要在這些事上爭辯
[00:11:27.000 --> 00:11:38.000]  頭腦清的弟兄姊妹就會馬上問,牧師你又說這些已經過去,節期禮儀守又可以不守又可以
[00:11:38.000 --> 00:11:47.000]  為什麼保羅在加拉太書罵猶太人,變成了基督徒之後仍然守猶太人的禮儀節期
[00:11:47.000 --> 00:12:00.000]  為什麼他罵猶太人,如果你說守又可以不守又可以,其實這裡有很不同的地方,因為猶太人不單單守這些禮儀節期
[00:12:00.000 --> 00:12:09.000]  還要限制所有猶太人基督徒都要守,你不守這些禮儀節期他們說你不可以的
[00:12:09.000 --> 00:12:22.000]  這就出現問題了,本來是一樣和真理無關的事,你守又可以不守又可以,但是他們說如果你不守的話你就不能夠得救
[00:12:22.000 --> 00:12:31.000]  這就和真理有關,這就是保羅在加拉太書的一章六至九節和五章一節所說的
[00:12:31.000 --> 00:12:39.000]  這個是不一樣的福音,這個是和真理和福音有關的,如果你這樣做的話
[00:12:39.000 --> 00:12:48.000]  其實有一個很好的例子,這些禮儀節期已經是無關重要,就是在《使徒行傳》的第十六章
[00:12:48.000 --> 00:12:58.000]  記不記得提摩泰這個人,他的爸爸是希臘人,他的媽媽是猶太人,所以提摩泰沒有行到國禮
[00:12:58.000 --> 00:13:10.000]  但是保羅說因為要接近猶太人,使得猶太人容易接受提摩泰,所以他說提摩泰不如你走去行國禮
[00:13:10.000 --> 00:13:21.000]  所以我們看到國禮根本和真理無關,就好像加拉太書的五章六節說,沒有容處已經被廢除
[00:13:21.000 --> 00:13:29.000]  但是如果可以幫助猶太人接受提摩泰的福音信息,你就儘管去行
[00:13:29.000 --> 00:13:40.000]  所以我們看到這裡是有表面的矛盾,但是知道了這個意思之後,你就覺得聖經是完全沒有矛盾
[00:13:40.000 --> 00:13:53.000]  另外一個例子就是彼得,如果大家記得,當彼得看到沒有猶太人在的時候,他就和外邦人一起吃東西
[00:13:53.000 --> 00:13:58.000]  但是當有猶太人在的時候,他就不和外邦人吃東西
[00:13:58.000 --> 00:14:05.000]  其實彼得有沒有權不和外邦人吃東西,絕對有,和真理無關
[00:14:05.000 --> 00:14:11.000]  那他有沒有權和外邦人吃東西呢?都有權的,與真理無關
[00:14:11.000 --> 00:14:19.000]  但是如果他只看到沒有猶太人,他才和外邦人吃飯,有猶太人他就不和外邦人吃飯
[00:14:19.000 --> 00:14:24.000]  突然間這件事又和真理有關,因為他是假冒為善
[00:14:24.000 --> 00:14:33.000]  所以保羅在數加拉太書的二章十四節,他說這個是與福音的真理不合
[00:14:33.000 --> 00:14:41.000]  這件事本來和真理無關,現在和真理有關,因為他假冒為善
[00:14:41.000 --> 00:14:52.000]  所以我們看到一件事可以和真理無關,但是在某一個情形上變成和真理有關
[00:14:52.000 --> 00:15:00.000]  我們又要看看為什麼今年全教會三堂都要講羅馬書的十四章十五章
[00:15:00.000 --> 00:15:08.000]  就是因為去年有大選,某些大兄姊妹選了某一個候選人
[00:15:08.000 --> 00:15:18.000]  也有某些大兄姊妹選了另一個候選人,令教會的氣氛非常緊張,甚至好像有點分裂
[00:15:18.000 --> 00:15:25.000]  所以教會說要讀羅馬書的十四章十五章,以致我們能夠彼此接納
[00:15:25.000 --> 00:15:33.000]  但是很可惜,不是所有的政治都可以用十四章十五章來解釋
[00:15:33.000 --> 00:15:44.000]  有些政治的確和真理無關,但是不要忘記,和真理無關的事在某些場合都會和真理有關
[00:15:44.000 --> 00:15:53.000]  就好像我剛才給你兩個例子,而又有很多的政治真的和真理有直接的關係
[00:15:53.000 --> 00:16:01.000]  就好像墮胎合法化,就好像同性戀合法化,都是違背聖經的教導
[00:16:01.000 --> 00:16:11.000]  這個就和真理有直接的關係,所以我們不可以用羅馬書的十四章十五章來叫所有的弟兄姊妹
