
[00:00:00.000 --> 00:00:05.000]  各位頂姐妹早晨
[00:00:05.000 --> 00:00:10.000]  我相信很多教會的牧師傳道
[00:00:10.000 --> 00:00:15.000]  在這幾個月裏面講到是很難講的
[00:00:15.000 --> 00:00:18.000]  是非常之難講的
[00:00:18.000 --> 00:00:23.000]  很多聚會的頂姐妹聽到都很辛苦的
[00:00:23.000 --> 00:00:28.000]  但我相信上帝在這一代裏面
[00:00:28.000 --> 00:00:37.000]  將責任交給傳道 交給牧師 交給所有信據的弟兄姐妹
[00:00:37.000 --> 00:00:43.000]  我們都要在我們的生命之中做我們自己必須要做的事
[00:00:43.000 --> 00:00:51.000]  我經常都是這樣相信 每一個傳道人上了港台之後
[00:00:51.000 --> 00:00:53.000]  他是失去了部分的自由的
[00:00:53.000 --> 00:00:56.000]  你不是一個自由的人
[00:00:56.000 --> 00:01:00.000]  你上到這裏你就不是一個自由的人
[00:01:00.000 --> 00:01:03.000]  因為所有的神學都告訴我們
[00:01:03.000 --> 00:01:06.000]  你要講的不是出乎你自己的
[00:01:06.000 --> 00:01:10.000]  既然不是出乎你自己就不是由你控制的
[00:01:10.000 --> 00:01:15.000]  所以我們每一個港道的人 做傳道 做牧者的人
[00:01:15.000 --> 00:01:18.000]  我們要堅守一個真理
[00:01:18.000 --> 00:01:23.000]  那個真理就是凡是在聖經裏面所教導我們的虛心聆聽
[00:01:23.000 --> 00:01:25.000]  上帝將信息給過我們
[00:01:25.000 --> 00:01:29.000]  我們要專心一意的傳給上帝我們所講的信息
[00:01:29.000 --> 00:01:33.000]  因為這樣的緣故 你不是一個自由的人
[00:01:33.000 --> 00:01:35.000]  你只能夠遵從上帝自己的吩咐
[00:01:35.000 --> 00:01:38.000]  講上帝自己要我們所講的信息
[00:01:38.000 --> 00:01:42.000]  在聖經裏面比比皆 我們都見到很多這樣的人
[00:01:42.000 --> 00:01:44.000]  但他們的路不是一覽通信的
[00:01:44.000 --> 00:01:46.000]  我們可以提很多的人
[00:01:46.000 --> 00:01:49.000]  耶利米 他說未出無胎 未曾出世的時候
[00:01:49.000 --> 00:01:52.000]  上帝說我已經揀選了你
[00:01:52.000 --> 00:01:55.000]  耶利米被上帝自己呼召的時候
[00:01:55.000 --> 00:01:59.000]  他就跟上帝說我是絕口品順 我不會說話的
[00:01:59.000 --> 00:02:00.000]  你不要找我
[00:02:00.000 --> 00:02:02.000]  但是上帝怎樣跟他說呢
[00:02:02.000 --> 00:02:04.000]  你要講的東西我已經給過你了
[00:02:04.000 --> 00:02:05.000]  你的信息我已經給過你了
[00:02:05.000 --> 00:02:08.000]  你只要按照我叫你講的東西你去講
[00:02:08.000 --> 00:02:11.000]  就是說耶利米要講什麼東西 廣宗都給過他了
[00:02:11.000 --> 00:02:13.000]  所以他不是一個自由的人
[00:02:13.000 --> 00:02:16.000]  廣宗已經給過他了
[00:02:16.000 --> 00:02:20.000]  但是耶利米按照上帝自己的吩咐去講的時候
[00:02:20.000 --> 00:02:22.000]  是不是一帆風順呢 不是的
[00:02:22.000 --> 00:02:25.000]  他喜歡講 上帝給他的信息是被人打的
[00:02:25.000 --> 00:02:28.000]  被人插了鬍子來打的
[00:02:28.000 --> 00:02:30.000]  但是他說我不講行不行呢
[00:02:30.000 --> 00:02:32.000]  但是我覺得自己很痛苦
[00:02:32.000 --> 00:02:35.000]  因為上帝交代給我的使命 我做不到
[00:02:35.000 --> 00:02:39.000]  因此好像有火閉塞在骨裏面那樣 很痛苦
[00:02:39.000 --> 00:02:42.000]  但是我要講的話我是被人打
[00:02:42.000 --> 00:02:45.000]  甚至被人關在監牢裏面
[00:02:45.000 --> 00:02:47.000]  這是耶利米的經驗
[00:02:47.000 --> 00:02:50.000]  耶利米非常憤怒到耶利米第十二章的時候
[00:02:50.000 --> 00:02:53.000]  他就說上帝真的很不公平
[00:02:53.000 --> 00:02:55.000]  見到世界上發生這麼多的事
[00:02:55.000 --> 00:02:57.000]  如果大家願意回到家裏
[00:02:57.000 --> 00:02:59.000]  你可以讀耶利米第十二章
[00:02:59.000 --> 00:03:01.000]  然後在經文裏面
[00:03:01.000 --> 00:03:04.000]  他就說耶利米和上帝這樣講
[00:03:04.000 --> 00:03:07.000]  他說上帝為什麼你讓我見到強暴的事呢
[00:03:07.000 --> 00:03:10.000]  你見到公理顯然顛倒
[00:03:10.000 --> 00:03:13.000]  義人受苦 惡人不斷的囂張
[00:03:13.000 --> 00:03:15.000]  惡人越來越旺
[00:03:15.000 --> 00:03:17.000]  惡人越來越走下坡
[00:03:17.000 --> 00:03:19.000]  這是什麼道理呢 我受不了
[00:03:19.000 --> 00:03:24.000]  這個被上帝微出無態呼召的先知耶利米說
[00:03:24.000 --> 00:03:26.000]  上帝啊 我受不了
[00:03:26.000 --> 00:03:28.000]  但是上帝給他一句話
[00:03:28.000 --> 00:03:30.000]  在耶利米第十二章裏面
[00:03:30.000 --> 00:03:35.000]  我們匪夷所思上帝竟然會這樣回答一個先知
[00:03:35.000 --> 00:03:40.000]  上帝對耶利米說
