
[00:00:00.000 --> 00:00:06.000]  大家見開聖經 創世記27章
[00:00:06.000 --> 00:00:09.000]  創世記27章我們今天會思想的
[00:00:09.000 --> 00:00:13.000]  亦都是我們在今個季度重新一次
[00:00:13.000 --> 00:00:16.000]  從創世記去思想家庭生活
[00:00:16.000 --> 00:00:19.000]  大家記得我們在年初的一個季度
[00:00:19.000 --> 00:00:24.000]  亦都是從創世記的前半卷來思想家庭生活
[00:00:24.000 --> 00:00:27.000]  在這段時間我拍問大家不單單聽道
[00:00:27.000 --> 00:00:31.000]  你都會更加留意為你自己的家庭祈禱
[00:00:31.000 --> 00:00:34.000]  亦都在當中聽見訊息的時候
[00:00:34.000 --> 00:00:40.000]  去留意去反思神喜悅我的家庭是怎樣的
[00:00:40.000 --> 00:00:44.000]  神喜悅我怎樣待我的家人
[00:00:44.000 --> 00:00:49.000]  這段日子你再繼續禱告求神更多次福你的家
[00:00:49.000 --> 00:00:52.000]  所以你不單單聽道 你又留心祈禱
[00:00:52.000 --> 00:00:56.000]  讓所聽到的訊息成為你家庭真正的祝福
[00:00:56.000 --> 00:00:59.000]  在今天我們特別思想的就是27章
[00:00:59.000 --> 00:01:04.000]  如果大家有讀過有看過我們教會的中央查經資料
[00:01:04.000 --> 00:01:09.000]  亦都提及到這一章的經文是從一個偏激的角度去思想
[00:01:09.000 --> 00:01:11.000]  這位的李伯家媽媽
[00:01:11.000 --> 00:01:15.000]  似乎對兩個孩子有一種偏激的情況
[00:01:15.000 --> 00:01:20.000]  對其中雅各偏愛 但對耳掃似乎就不接受
[00:01:20.000 --> 00:01:23.000]  我們今天試一下從另一個角度去思想
[00:01:23.000 --> 00:01:29.000]  就是從慾望和操控來思想
[00:01:29.000 --> 00:01:32.000]  我的意思是很多時候在家庭當中
[00:01:32.000 --> 00:01:34.000]  你和我都有一些渴望
[00:01:34.000 --> 00:01:38.000]  很渴望能夠得到某一方面的感情的滿足
[00:01:38.000 --> 00:01:40.000]  或者物質的滿足
[00:01:40.000 --> 00:01:43.000]  在渴望的過程裏有些時候得不到
[00:01:43.000 --> 00:01:49.000]  內心不舒服 就用一些方法一些手段去控制結果
[00:01:49.000 --> 00:01:52.000]  能夠得到自己想得到的
[00:01:52.000 --> 00:01:55.000]  希望能夠得到自己的滿足
[00:01:55.000 --> 00:01:59.000]  而不期然出現一種叫做操控的情況
[00:01:59.000 --> 00:02:05.000]  一位男士經常都要拼命去進修
[00:02:05.000 --> 00:02:07.000]  有人問他你這麼拼命幹什麼
[00:02:07.000 --> 00:02:10.000]  他沒有辦法 太太要他
[00:02:10.000 --> 00:02:14.000]  太太跟他說如果你不用心去進修
[00:02:14.000 --> 00:02:18.000]  去提升你自己的質素 找一份好的工作
[00:02:18.000 --> 00:02:22.000]  就表示你不愛我了
[00:02:22.000 --> 00:02:25.000]  但這個太太沒有留意到丈夫他本身的能力
[00:02:25.000 --> 00:02:27.000]  他本身的喜好
[00:02:27.000 --> 00:02:32.000]  只是一種要求 希望丈夫能夠滿足他
[00:02:32.000 --> 00:02:37.000]  某方面來說這是一種控制
[00:02:37.000 --> 00:02:41.000]  讓對方能夠滿足到自己一些物質或者感情的需要
[00:02:41.000 --> 00:02:45.000]  而不理會到對對方是否有真正的好處
[00:02:45.000 --> 00:02:48.000]  只是覺得對自己有好處
[00:02:48.000 --> 00:02:50.000]  從這個角度我們試想想
[00:02:50.000 --> 00:02:53.000]  在聖經裏面其實常常鼓勵我們的心
[00:02:53.000 --> 00:02:57.000]  它說弟兄姊妹我們當敬畏耶和華
[00:02:57.000 --> 00:03:01.000]  敬畏耶和華的一無所缺
[00:03:01.000 --> 00:03:04.000]  當我們感受到有些需要的時候
[00:03:04.000 --> 00:03:08.000]  我們要留心尋求的對象是神自己
[00:03:08.000 --> 00:03:12.000]  幸好神會透過某些人給我們滿足
[00:03:12.000 --> 00:03:16.000]  但最終仍然是神給我們一切的需要
[00:03:16.000 --> 00:03:20.000]  何時用自己的方法 用自己的手段
[00:03:20.000 --> 00:03:23.000]  想得到想得 自己所得到的話
[00:03:23.000 --> 00:03:27.000]  很多時候所帶來的反而是一種惡果
[00:03:27.000 --> 00:03:31.000]  我們現在試試看聖經詩篇 《創世記》27章
[00:03:31.000 --> 00:03:34.000]  在當時我們見到的情況
[00:03:34.000 --> 00:03:38.000]  李百嘉很想能夠操縱著那個結果
[00:03:38.000 --> 00:03:41.000]  但帶來了很大的禍害
[00:03:41.000 --> 00:03:46.000]  大家先看聖經第27章第6節
[00:03:46.000 --> 00:03:55.000]  之前提及到耳塞請大兒子耳掃
[00:03:55.000 --> 00:04:00.000]  來為他打點野味 讓他可以為他祝福
[00:04:00.000 --> 00:04:03.000]  李百嘉聽到這個情況之下他不太接受
[00:04:03.000 --> 00:04:04.000]  因此第6節說到
[00:04:04.000 --> 00:04:07.000]  李百嘉對他兒子雅各說
[00:04:07.000 --> 00:04:10.000]  我聽見你父親對你哥哥耳掃這樣說
[00:04:10.000 --> 00:04:12.000]  然後第8節
[00:04:12.000 --> 00:04:15.000]  我兒啊 現在你要聽我的話
[00:04:15.000 --> 00:04:19.000]  照著我吩咐你的去做
[00:04:19.000 --> 00:04:24.000]  李百嘉似乎不太想他大兒子得到祝福
[00:04:24.000 --> 00:04:27.000]  他一心一意希望他小兒子得到祝福
[00:04:27.000 --> 00:04:30.000]  不知為何他對耳掃有些抗拒
[00:04:30.000 --> 00:04:32.000]  聖經沒有直接這樣說
[00:04:32.000 --> 00:04:35.000]  可能因為耳掃有一個太太
[00:04:35.000 --> 00:04:38.000]  這個大媳婦是嘉南人
[00:04:38.000 --> 00:04:41.000]  是本地一些外邦的人
[00:04:41.000 --> 00:04:44.000]  可能這個媳婦對他不太好
[00:04:44.000 --> 00:04:45.000]  比較難相處
[00:04:45.000 --> 00:04:48.000]  後來在聖經的最後都有提及
[00:04:48.000 --> 00:04:52.000]  或者因此媽媽不太喜歡這個大兒子
[00:04:52.000 --> 00:04:55.000]  又或者可能媽媽見到這個大兒子
[00:04:55.000 --> 00:04:57.000]  全身是毛
[00:04:57.000 --> 00:04:58.000]  毛上身
[00:04:58.000 --> 00:05:01.000]  不是很開心見到他這樣的情況
[00:05:01.000 --> 00:05:04.000]  喜歡這個兒子光滑的皮膚
[00:05:04.000 --> 00:05:05.000]  我們不知道
[00:05:05.000 --> 00:05:07.000]  可能有這樣的原因
[00:05:07.000 --> 00:05:09.000]  他很不高興知道
[00:05:09.000 --> 00:05:13.000]  自己的丈夫打算祝福大兒子
[00:05:13.000 --> 00:05:14.000]  其實大家會知道
[00:05:14.000 --> 00:05:19.000]  當時他大概可以和丈夫溝通
[00:05:19.000 --> 00:05:22.000]  你記不記得我們懷孕的時候
[00:05:22.000 --> 00:05:24.000]  有使者告訴我們
[00:05:24.000 --> 00:05:28.000]  將來大的要服侍小的
[00:05:28.000 --> 00:05:29.000]  是不是?
[00:05:29.000 --> 00:05:32.000]  整個生意都是讓眼覺得到祝福
[00:05:32.000 --> 00:05:33.000]  其實你可以想想
[00:05:33.000 --> 00:05:36.000]  不一定是祝福長子
[00:05:36.000 --> 00:05:37.000]  可以溝通一下
[00:05:37.000 --> 00:05:40.000]  但是似乎你家人沒有這樣做
[00:05:40.000 --> 00:05:43.000]  他反而用一種欺騙的方式
[00:05:43.000 --> 00:05:46.000]  要兒子扮哥哥
[00:05:46.000 --> 00:05:49.000]  兒子都體會到其實扮不到
[00:05:49.000 --> 00:05:50.000]  我的皮膚這麼光滑
[00:05:50.000 --> 00:05:52.000]  爸爸很快就會摸到
[00:05:52.000 --> 00:05:54.000]  雖然看不見但是摸到
[00:05:54.000 --> 00:05:55.000]  但他說不怕
[00:05:55.000 --> 00:05:56.000]  我有辦法
[00:05:56.000 --> 00:05:59.000]  你只管聽我的話
[00:05:59.000 --> 00:06:01.000]  我要媽媽的勸告
[00:06:01.000 --> 00:06:03.000]  或者媽媽的權威
[00:06:03.000 --> 00:06:07.000]  兒子就聽了媽媽所說的話
[00:06:07.000 --> 00:06:08.000]  各位靈姐妹
[00:06:08.000 --> 00:06:10.000]  可能你都會體會到
[00:06:10.000 --> 00:06:11.000]  在家庭裏面
[00:06:11.000 --> 00:06:15.000]  很多時候都會有一種情況出現
[00:06:15.000 --> 00:06:18.000]  一位男士當他心中覺得不安
[00:06:18.000 --> 00:06:21.000]  為什麼子女好像不尊敬他
[00:06:21.000 --> 00:06:23.000]  在那種不安的情緒裏面
[00:06:23.000 --> 00:06:26.000]  有些時候會想用一些暴力
[00:06:26.000 --> 00:06:28.000]  一些強權
[00:06:28.000 --> 00:06:33.000]  去要求子女太太尊重自己
[00:06:33.000 --> 00:06:35.000]  因此用一些自己的方法
[00:06:35.000 --> 00:06:40.000]  想得到所希望得到的一種尊重
[00:06:40.000 --> 00:06:42.000]  有些時候那種不安的情緒
[00:06:42.000 --> 00:06:44.000]  帶來的是一種操控
[00:06:44.000 --> 00:06:48.000]  多於一種愛護和關懷
[00:06:48.000 --> 00:06:50.000]  或者未必用一種暴力的方式
[00:06:50.000 --> 00:06:52.000]  可能用一種手段
[00:06:52.000 --> 00:06:53.000]  用一些方式
[00:06:53.000 --> 00:06:57.000]  讓對方能夠滿足自己的心願
[00:06:57.000 --> 00:07:00.000]  我不知道大家有沒有
[00:07:00.000 --> 00:07:02.000]  剛剛今早看報紙
[00:07:02.000 --> 00:07:04.000]  報紙說到一個大學生
[00:07:04.000 --> 00:07:06.000]  公開這樣說
[00:07:06.000 --> 00:07:07.000]  他說我女朋友跟我說
[00:07:07.000 --> 00:07:08.000]  如果我買不起房子
[00:07:08.000 --> 00:07:11.000]  就不會嫁給你了
[00:07:11.000 --> 00:07:13.000]  我一看的時候
[00:07:13.000 --> 00:07:16.000]  是一種操控
[00:07:16.000 --> 00:07:19.000]  很想得到一些自己想得到的安全感
[00:07:19.000 --> 00:07:21.000]  或者說物質的滿足
[00:07:21.000 --> 00:07:25.000]  因此要求對方滿足自己的心願
[00:07:25.000 --> 00:07:27.000]  然後才愛她
[00:07:27.000 --> 00:07:30.000]  用感情來交換一種安全感
[00:07:30.000 --> 00:07:32.000]  或者說交換一種物質
[00:07:32.000 --> 00:07:35.000]  不會得到真正的好處
[00:07:35.000 --> 00:07:36.000]  有些時候你會發覺
[00:07:36.000 --> 00:07:39.000]  不單止是一種手段
[00:07:39.000 --> 00:07:43.000]  亦會是彼此間互相操控的情況
[00:07:43.000 --> 00:07:44.000]  我的意思是說
[00:07:44.000 --> 00:07:49.000]  一些子女有些時候都懂得控制父母
[00:07:49.000 --> 00:07:52.000]  有些父母沒時間陪伴子女
[00:07:52.000 --> 00:07:54.000]  很內疚
[00:07:54.000 --> 00:07:56.000]  然後有一次跟女兒說
[00:07:56.000 --> 00:07:57.000]  女兒真不好意思
[00:07:57.000 --> 00:08:00.000]  爸爸經常都不能陪伴你
[00:08:00.000 --> 00:08:03.000]  很內疚 很怯懼
