
[00:00:00.000 --> 00:00:05.000]  以色列記、尼西米記又來到第三次
[00:00:05.000 --> 00:00:08.000]  雖然只是上兩次
[00:00:08.000 --> 00:00:12.000]  在五月份我們看了以色列記一至六章
[00:00:12.000 --> 00:00:22.000]  那個已經代表了這兩卷書合起來的三分一的內容
[00:00:22.000 --> 00:00:27.000]  重建耶路撒冷有三部分
[00:00:27.000 --> 00:00:32.000]  第一部分就是重建聖殿
[00:00:32.000 --> 00:00:37.000]  記載在以色列記開頭的六章經文
[00:00:37.000 --> 00:00:47.000]  公元前515年聖殿在耶路撒冷就重建起來了
[00:00:47.000 --> 00:00:50.000]  第七章第一節這裡記載說
[00:00:50.000 --> 00:00:55.000]  「這事以後」四個很簡單的字
[00:00:55.000 --> 00:01:00.000]  好像我們小時候聽廣播劇在電台那裡
[00:01:00.000 --> 00:01:02.000]  燈燈燈燈燈燈
[00:01:02.000 --> 00:01:04.000]  現在不流行了
[00:01:04.000 --> 00:01:05.000]  以前很流行的
[00:01:05.000 --> 00:01:09.000]  一聽那個音樂就知道男主角出國讀書
[00:01:09.000 --> 00:01:12.000]  女主角在香港等
[00:01:12.000 --> 00:01:14.000]  音訊全無
[00:01:14.000 --> 00:01:16.000]  燈燈燈燈燈燈
[00:01:16.000 --> 00:01:19.000]  之後機場重遇了
[00:01:19.000 --> 00:01:22.000]  已經隔了很多年了
[00:01:22.000 --> 00:01:25.000]  「這事以後」有沒有留意到
[00:01:25.000 --> 00:01:30.000]  波斯王阿達薩西年間
[00:01:30.000 --> 00:01:37.000]  由古列大利烏現在來到阿達薩西
[00:01:37.000 --> 00:01:42.000]  我們不熟悉馬代波斯伊朗的歷史
[00:01:42.000 --> 00:01:46.000]  只記中國的皇帝名字都頭都大了
[00:01:46.000 --> 00:01:55.000]  這裡說的其實已經是50年以後的事情了
[00:01:55.000 --> 00:01:58.000]  從公元前的第六世紀
[00:01:58.000 --> 00:02:03.000]  現在來到公元前的第五世紀
[00:02:03.000 --> 00:02:09.000]  阿達薩西王是公元前465年登基的
[00:02:09.000 --> 00:02:13.000]  距離聖殿重建515年
[00:02:13.000 --> 00:02:17.000]  倒數減一減50年就過去了
[00:02:17.000 --> 00:02:22.000]  以色列是在阿達薩西王第七年
[00:02:22.000 --> 00:02:26.000]  5月1日來到耶路撒冷
[00:02:26.000 --> 00:02:28.000]  所以57年了
[00:02:28.000 --> 00:02:30.000]  如果這樣計算的話
[00:02:30.000 --> 00:02:34.000]  大概這些年份在古代不可以這麼準確
[00:02:34.000 --> 00:02:37.000]  不過這裡說的是一段很長的日子
[00:02:37.000 --> 00:02:39.000]  可能我們會問
[00:02:39.000 --> 00:02:41.000]  為什麼要等這麼久
[00:02:41.000 --> 00:02:43.000]  這是一個很好的問題
[00:02:43.000 --> 00:02:46.000]  或者你讀完聖經之後
[00:02:46.000 --> 00:02:50.000]  可能你會有一個答案都未定
[00:02:50.000 --> 00:02:52.000]  50年之後
[00:02:52.000 --> 00:02:58.000]  聖經就介紹有一個以斯拉
[00:02:58.000 --> 00:03:00.000]  這個名字中文譯得很差
[00:03:00.000 --> 00:03:03.000]  什麼斯拉我們真的想錯了
[00:03:03.000 --> 00:03:09.000]  Ezra這個名字代表著一個什麼人呢
[00:03:09.000 --> 00:03:16.000]  聖經就用了一個很長又很長的家譜去介紹他
[00:03:16.000 --> 00:03:19.000]  今天我們不會這樣介紹人的
[00:03:19.000 --> 00:03:21.000]  我們都沒有自己的族譜
[00:03:21.000 --> 00:03:22.000]  那怎麼這樣介紹呢
[00:03:22.000 --> 00:03:23.000]  我們今天介紹的當然是說
[00:03:23.000 --> 00:03:25.000]  他是鼎鼎大名
[00:03:25.000 --> 00:03:27.000]  沒有人不認識的
[00:03:27.000 --> 00:03:29.000]  我們都有很多成語
[00:03:29.000 --> 00:03:32.000]  來介紹一個我們覺得很重要的人
[00:03:32.000 --> 00:03:36.000]  猶太人當他要介紹一個人的時候
[00:03:36.000 --> 00:03:40.000]  最有力的介紹
[00:03:40.000 --> 00:03:42.000]  我們不熟悉這個規矩
[00:03:42.000 --> 00:03:44.000]  所以我們要明白他在做什麼事
[00:03:44.000 --> 00:03:46.000]  就是告訴你
[00:03:46.000 --> 00:03:48.000]  他的世系
[00:03:48.000 --> 00:03:51.000]  他的家庭背景
[00:03:51.000 --> 00:03:54.000]  他的先祖
[00:03:54.000 --> 00:03:57.000]  能夠追得上去誰的
[00:03:57.000 --> 00:04:00.000]  我現在說笑而已
[00:04:00.000 --> 00:04:02.000]  你姓什麼的
[00:04:02.000 --> 00:04:03.000]  我姓孔的
[00:04:03.000 --> 00:04:07.000]  我是孔子第87世孫
[00:04:07.000 --> 00:04:08.000]  真的假的
[00:04:08.000 --> 00:04:09.000]  真的
[00:04:09.000 --> 00:04:11.000]  在香港有些姓孔的家族
[00:04:11.000 --> 00:04:13.000]  他真的在祠堂裏面
[00:04:13.000 --> 00:04:15.000]  他能夠追得上去
[00:04:15.000 --> 00:04:17.000]  在山東曲埠
[00:04:17.000 --> 00:04:19.000]  那個先祖
[00:04:19.000 --> 00:04:23.000]  這樣的一條世系的線
[00:04:23.000 --> 00:04:25.000]  連到今天他第幾代
[00:04:25.000 --> 00:04:27.000]  他都能夠肯定的
[00:04:27.000 --> 00:04:28.000]  你有沒有留意到
[00:04:28.000 --> 00:04:30.000]  剛才那些很難聽的名字
[00:04:30.000 --> 00:04:32.000]  讀完之後
[00:04:32.000 --> 00:04:36.000]  最終停留在哪一個名字身上
[00:04:36.000 --> 00:04:38.000]  阿倫
[00:04:38.000 --> 00:04:40.000]  不得了
[00:04:40.000 --> 00:04:43.000]  這個就是摩西的兄長
[00:04:43.000 --> 00:04:44.000]  不是
[00:04:44.000 --> 00:04:47.000]  這個就是上帝在西乃
[00:04:47.000 --> 00:04:50.000]  設立祭司
[00:04:50.000 --> 00:04:53.000]  就是將阿倫
[00:04:53.000 --> 00:04:55.000]  這一家人
[00:04:55.000 --> 00:04:59.000]  就給他們以後世世代代
[00:04:59.000 --> 00:05:01.000]  都在以色列人當中
[00:05:01.000 --> 00:05:03.000]  在利微的支派裏面
[00:05:03.000 --> 00:05:05.000]  有祭司
[00:05:05.000 --> 00:05:07.000]  在祭司的家族當中
[00:05:07.000 --> 00:05:10.000]  唯有阿倫的子孫
[00:05:10.000 --> 00:05:12.000]  才有資格
[00:05:12.000 --> 00:05:15.000]  擔任大祭司
[00:05:15.000 --> 00:05:18.000]  用今天A城的說法
[00:05:18.000 --> 00:05:20.000]  這個就是高木斯的家族
[00:05:20.000 --> 00:05:22.000]  他拿獎
[00:05:22.000 --> 00:05:24.000]  我們大家都有榮譽的
[00:05:24.000 --> 00:05:25.000]  是這樣的
[00:05:25.000 --> 00:05:27.000]  一提到阿倫的名字的時候
[00:05:27.000 --> 00:05:29.000]  我們馬上就要站起來
[00:05:29.000 --> 00:05:31.000]  整個以色列
[00:05:31.000 --> 00:05:33.000]  哪一個代表他
[00:05:33.000 --> 00:05:36.000]  來到上帝的面前獻祭
[00:05:36.000 --> 00:05:38.000]  哪一個代表上帝
[00:05:38.000 --> 00:05:42.000]  來祝福以色列12個支派的百姓
[00:05:42.000 --> 00:05:44.000]  阿倫
[00:05:44.000 --> 00:05:46.000]  大祭司這個身份
[00:05:46.000 --> 00:05:49.000]  非同小可
[00:05:49.000 --> 00:05:51.000]  當然阿倫有幾個兒子
[00:05:51.000 --> 00:05:55.000]  一直來到以斯拉這一代
[00:05:55.000 --> 00:05:56.000]  你可以想像到
[00:05:56.000 --> 00:05:59.000]  每一個阿倫的後代
[00:05:59.000 --> 00:06:03.000]  都有機會做大祭司
[00:06:03.000 --> 00:06:05.000]  對不對
[00:06:05.000 --> 00:06:06.000]  有些
[00:06:06.000 --> 00:06:07.000]  他有這個資格
[00:06:07.000 --> 00:06:09.000]  他就可以成為大祭司
[00:06:09.000 --> 00:06:11.000]  但是在當時
[00:06:11.000 --> 00:06:14.000]  每一個年代
[00:06:14.000 --> 00:06:17.000]  只有一位大祭司
[00:06:17.000 --> 00:06:20.000]  當其中一個兄弟
[00:06:20.000 --> 00:06:21.000]  他的族譜
[00:06:21.000 --> 00:06:24.000]  能夠證明他是阿倫的子孫
[00:06:24.000 --> 00:06:26.000]  就算他做了大祭司
[00:06:26.000 --> 00:06:29.000]  其他的兄弟做什麼
[00:06:29.000 --> 00:06:32.000]  所以他有資格做大祭司
[00:06:32.000 --> 00:06:37.000]  但不是保證他一定要做大祭司
[00:06:37.000 --> 00:06:39.000]  也不用爭
[00:06:39.000 --> 00:06:40.000]  那就做吧
[00:06:40.000 --> 00:06:42.000]  那就不做
[00:06:42.000 --> 00:06:50.000]  以斯拉是一個這樣的背景出身的人物
[00:06:50.000 --> 00:06:52.000]  這裡介紹他的時候
[00:06:52.000 --> 00:06:54.000]  是怎樣說呢
[00:06:54.000 --> 00:06:55.000]  說完
[00:06:55.000 --> 00:06:58.000]  去到阿倫第五節
[00:06:58.000 --> 00:06:59.000]  第六節就說
[00:06:59.000 --> 00:07:01.000]  這個以斯拉
[00:07:01.000 --> 00:07:05.000]  他是敏捷的文士
[00:07:05.000 --> 00:07:07.000]  這兩個字
[00:07:07.000 --> 00:07:09.000]  我們都要解釋一點
[00:07:09.000 --> 00:07:11.000]  第一就是敏捷
[00:07:11.000 --> 00:07:13.000]  今天我們聽到這個說法
[00:07:13.000 --> 00:07:15.000]  就是身手很敏捷
[00:07:15.000 --> 00:07:18.000]  他上台不用走樓梯
[00:07:18.000 --> 00:07:21.000]  他一按手就跳上去
[00:07:21.000 --> 00:07:24.000]  老夫子畫漫畫經常都有這樣的情況
[00:07:24.000 --> 00:07:25.000]  可惜老夫子比較笨
[00:07:25.000 --> 00:07:27.000]  當然是掉下來
[00:07:27.000 --> 00:07:28.000]  不夠敏捷
[00:07:28.000 --> 00:07:29.000]  身手敏捷
[00:07:29.000 --> 00:07:30.000]  這是一個說法
[00:07:30.000 --> 00:07:34.000]  不過做文士就不需要身手敏捷
[00:07:34.000 --> 00:07:37.000]  文士是做什麼的
[00:07:37.000 --> 00:07:38.000]  簡單來說
[00:07:38.000 --> 00:07:40.000]  我知道這個不是一個好的比喻
[00:07:40.000 --> 00:07:42.000]  不過你馬上就會明白
[00:07:42.000 --> 00:07:46.000]  文士就是今天神學院的教授
[00:07:46.000 --> 00:07:48.000]  清楚了吧
[00:07:48.000 --> 00:07:51.000]  又不是辦公室裡的職位
[00:07:51.000 --> 00:07:53.000]  不是大社
[00:07:53.000 --> 00:07:55.000]  不是CO1
[00:07:55.000 --> 00:07:57.000]  那個不是文士
[00:07:57.000 --> 00:07:59.000]  雖然他也是做抄寫
[00:07:59.000 --> 00:08:01.000]  文士不是做抄寫這麼簡單
[00:08:01.000 --> 00:08:02.000]  你看看
[00:08:02.000 --> 00:08:12.000]  這裡介紹他通達耶和華以色列神所賜摩西的律法書
[00:08:12.000 --> 00:08:15.000]  所以這個敏捷我們就明白了
[00:08:15.000 --> 00:08:18.000]  第一是身手很敏捷
[00:08:18.000 --> 00:08:20.000]  不過不是說跳上港台的身手
[00:08:20.000 --> 00:08:23.000]  是找聖經找得很快
[00:08:23.000 --> 00:08:25.000]  剛才你找了多久才找到以色列的
[00:08:25.000 --> 00:08:27.000]  我來之前已經夾住了
[00:08:27.000 --> 00:08:29.000]  一剪就剪開了
[00:08:29.000 --> 00:08:31.000]  好,蓋上它,補劍練習
[00:08:31.000 --> 00:08:33.000]  又從頭大家試試再找
[00:08:33.000 --> 00:08:35.000]  找另一卷小仙之書
[00:08:35.000 --> 00:08:37.000]  哎呀,手忙腳亂
[00:08:37.000 --> 00:08:40.000]  你明白敏捷的意思了
[00:08:40.000 --> 00:08:42.000]  你要找得快
[00:08:42.000 --> 00:08:44.000]  你就要熟
[00:08:44.000 --> 00:08:47.000]  你要熟你就要有好的記性
[00:08:47.000 --> 00:08:53.000]  有好的記性就不是去到36歲才能背聖經目錄
[00:08:53.000 --> 00:08:55.000]  6歲就要懂得背了
[00:08:55.000 --> 00:08:56.000]  你明白我的意思嗎
[00:08:56.000 --> 00:08:58.000]  所以你們的下一代有機會
[00:08:58.000 --> 00:09:00.000]  你沒有機會了
[00:09:00.000 --> 00:09:02.000]  你要信主信得早還好
[00:09:02.000 --> 00:09:07.000]  信主遲的真的有段時間都追不上
[00:09:07.000 --> 00:09:10.000]  記憶力16歲開始衰退
[00:09:10.000 --> 00:09:12.000]  你退了多少年
[00:09:12.000 --> 00:09:13.000]  你都數得到
[00:09:13.000 --> 00:09:15.000]  下次說你沒有記性
[00:09:15.000 --> 00:09:17.000]  應該啦,數一數
[00:09:17.000 --> 00:09:18.000]  看看身份證
[00:09:18.000 --> 00:09:20.000]  記得年出世的
[00:09:20.000 --> 00:09:27.000]  所以以色列敏捷於上帝的說話
[00:09:27.000 --> 00:09:31.000]  就等於保羅和提摩泰說
[00:09:31.000 --> 00:09:36.000]  你是從小明白聖經
[00:09:36.000 --> 00:09:38.000]  記得這句話嗎
[00:09:38.000 --> 00:09:41.000]  不是每個人都有這個機會的
[00:09:41.000 --> 00:09:45.000]  要通達耶和華的律法書
[00:09:45.000 --> 00:09:47.000]  他要識字
[00:09:47.000 --> 00:09:49.000]  要讀書
[00:09:49.000 --> 00:09:51.000]  今天就教育普及
[00:09:51.000 --> 00:09:58.000]  上一代你知道農村社會識字就等於不去耕田
[00:09:58.000 --> 00:10:00.000]  那就少了收入
[00:10:00.000 --> 00:10:02.000]  所以很大代價的
[00:10:02.000 --> 00:10:08.000]  在中國人識字的歷史演變過程當中
[00:10:08.000 --> 00:10:10.000]  是牽涉到經濟的
[00:10:10.000 --> 00:10:14.000]  少了對手到田裡插秧
[00:10:14.000 --> 00:10:15.000]  為什麼呢
[00:10:15.000 --> 00:10:16.000]  他要墨書
[00:10:16.000 --> 00:10:18.000]  墨書能給你飯吃嗎
[00:10:18.000 --> 00:10:20.000]  一句就行了
[00:10:20.000 --> 00:10:23.000]  所以婦女多數不識字
[00:10:23.000 --> 00:10:26.000]  傳教士來到中國
[00:10:26.000 --> 00:10:27.000]  第一件事情
[00:10:27.000 --> 00:10:29.000]  在美國來的尤其是
[00:10:29.000 --> 00:10:31.000]  我父親在孤兒院長大
[00:10:31.000 --> 00:10:34.000]  養大她的是一個美國加利福尼亞州
[00:10:34.000 --> 00:10:37.000]  Santa Barbara的女傳教士
[00:10:37.000 --> 00:10:40.000]  她在Stanford大學讀完一年班
[00:10:40.000 --> 00:10:42.000]  然後來中國旅行
[00:10:42.000 --> 00:10:44.000]  她媽媽送她一條船票
[00:10:44.000 --> 00:10:47.000]  在西雅圖坐船去到上海
[00:10:47.000 --> 00:10:50.000]  後來留在中國傳道
[00:10:50.000 --> 00:10:54.000]  她就發現中國的婦女全部都不識字
[00:10:54.000 --> 00:10:55.000]  那怎麼讀聖經呢
[00:10:55.000 --> 00:10:58.000]  於是第一件事就開識字班
[00:10:58.000 --> 00:11:02.000]  就教女士們讀聖經
[00:11:02.000 --> 00:11:05.000]  後來就叫做Bible Woman
[00:11:05.000 --> 00:11:07.000]  女傳道就是這樣來的
[00:11:07.000 --> 00:11:08.000]  她們識字了
[00:11:08.000 --> 00:11:11.000]  她就教其他人讀聖經
[00:11:11.000 --> 00:11:13.000]  就賣本聖經給她
[00:11:13.000 --> 00:11:16.000]  在中國的宣教歷史上
[00:11:16.000 --> 00:11:18.000]  這一班的姐妹
[00:11:18.000 --> 00:11:21.000]  做了很多傳福音的工作
[00:11:21.000 --> 00:11:22.000]  要識字
[00:11:22.000 --> 00:11:24.000]  你才能讀到聖經
[00:11:24.000 --> 00:11:25.000]  讀到聖經
[00:11:25.000 --> 00:11:28.000]  你才有機會去成為一個
[00:11:28.000 --> 00:11:34.000]  通達上帝的說話的人
[00:11:34.000 --> 00:11:38.000]  所以這個敏捷的文士
[00:11:38.000 --> 00:11:41.000]  你現在識得解了嗎
[00:11:41.000 --> 00:11:45.000]  他真是一個對神的話語
[00:11:45.000 --> 00:11:48.000]  很明白、很清楚
[00:11:48.000 --> 00:11:50.000]  你問他問題
[00:11:50.000 --> 00:11:52.000]  他不會兒兒耶耶的
[00:11:52.000 --> 00:11:54.000]  那個又不夠敏捷
[00:11:54.000 --> 00:11:57.000]  他馬上就能夠回答你的
[00:11:57.000 --> 00:11:59.000]  嘩,你想得這麼快
[00:11:59.000 --> 00:12:00.000]  其實說穿了
[00:12:00.000 --> 00:12:01.000]  熟而已
[00:12:01.000 --> 00:12:02.000]  熟了
[00:12:02.000 --> 00:12:04.000]  這樣就能回答你的問題
[00:12:04.000 --> 00:12:08.000]  這個敏捷的文士
[00:12:08.000 --> 00:12:11.000]  以色列的背景
[00:12:11.000 --> 00:12:13.000]  是祭司的家族
[00:12:13.000 --> 00:12:18.000]  而且他是大祭司的後代
[00:12:18.000 --> 00:12:22.000]  他從小明白聖經
[00:12:22.000 --> 00:12:26.000]  因為這個也是祭司的工作
[00:12:26.000 --> 00:12:29.000]  如果你打開利美記
[00:12:29.000 --> 00:12:31.000]  看看大家敏不敏捷
[00:12:31.000 --> 00:12:36.000]  利美記第十章
[00:12:36.000 --> 00:12:39.000]  創出利民生
[00:12:39.000 --> 00:12:43.000]  第三卷舊樣摩西五經的書卷
[00:12:43.000 --> 00:12:49.000]  利美記第十章
[00:12:49.000 --> 00:12:52.000]  第十一節
[00:12:52.000 --> 00:12:54.000]  我讀給大家聽
[00:12:54.000 --> 00:12:58.000]  這個是耶和華對亞倫說的一句話
[00:12:58.000 --> 00:13:01.000]  由使你們可以將耶和華
[00:13:01.000 --> 00:13:07.000]  植摩西曉遇以色列人的一切律例
[00:13:07.000 --> 00:13:10.000]  教訓他們
[00:13:10.000 --> 00:13:12.000]  祭司的工作
[00:13:12.000 --> 00:13:14.000]  換一句說話說
[00:13:14.000 --> 00:13:17.000]  不只是獻祭的
[00:13:17.000 --> 00:13:19.000]  所以有時我們聽名字
[00:13:19.000 --> 00:13:22.000]  我們就有些誤會
[00:13:22.000 --> 00:13:24.000]  我以前在教會侍奉
[00:13:24.000 --> 00:13:26.000]  做Pastor
[00:13:26.000 --> 00:13:27.000]  做傳道人
[00:13:27.000 --> 00:13:32.000]  在這邊也叫做Pastor
[00:13:32.000 --> 00:13:39.000]  有試過一個微信主的新朋友問我
[00:13:39.000 --> 00:13:42.000]  牧師牧師
[00:13:42.000 --> 00:13:45.000]  我知道你星期日很忙碌
[00:13:45.000 --> 00:13:49.000]  那你平日一至六做什麼
[00:13:49.000 --> 00:13:51.000]  你明白這句說話背後
[00:13:51.000 --> 00:13:53.000]  其實他想問什麼嗎
[00:13:53.000 --> 00:13:55.000]  他只是說你都沒什麼事做
[00:13:55.000 --> 00:13:57.000]  你只是星期日工作
[00:13:57.000 --> 00:14:00.000]  他顧名思義
[00:14:00.000 --> 00:14:01.000]  他見到牧師
[00:14:01.000 --> 00:14:05.000]  他就是在星期日主日崇拜那裡見到他
[00:14:05.000 --> 00:14:10.000]  他就只會知道牧師在主日崇拜裡很忙碌
[00:14:10.000 --> 00:14:12.000]  祭司沒錯
[00:14:12.000 --> 00:14:14.000]  在獻祭的場合
