
[00:00:00.000 --> 00:00:08.380]  今天晚上很特別可以回來北角宣道會
[00:00:08.380 --> 00:00:12.420]  我回來是因為我在這個地方長大
[00:00:12.420 --> 00:00:17.540]  我自己本身的教會就在這裡隔離的北角科音堂
[00:00:17.540 --> 00:00:21.140]  我很小的時候就已經來過北角宣道會
[00:00:21.140 --> 00:00:26.220]  今天是一個很特別的時刻來到這裡
[00:00:26.220 --> 00:00:29.140]  跟大家分享一些聖經的說話
[00:00:29.140 --> 00:00:32.640]  和我自己的一個體驗
[00:00:32.640 --> 00:00:38.720]  根據我面前這個Google的數字
[00:00:38.720 --> 00:00:46.080]  今天全球新的疫症這個肺炎
[00:00:46.080 --> 00:00:57.920]  只是今天就有多了23萬人感染了這個病
[00:00:57.920 --> 00:01:04.160]  到目前為止全世界有3650萬人感染了
[00:01:04.160 --> 00:01:07.400]  死亡人數是超過了100萬
[00:01:07.400 --> 00:01:11.480]  是160萬人死亡
[00:01:11.480 --> 00:01:22.760]  所以在這裡我是對著一個暫時沒有會眾的禮拜堂來分享
[00:01:22.760 --> 00:01:25.840]  但是我覺得這個很有意思
[00:01:25.840 --> 00:01:27.960]  因為我記得幾個月前
[00:01:27.960 --> 00:01:33.480]  我聽過一個很出名的男高音叫做Andrea Bocelli
[00:01:33.480 --> 00:01:38.880]  他在米蘭的Domino Church Cathedral
[00:01:38.880 --> 00:01:40.960]  一個很大的禮拜堂
[00:01:40.960 --> 00:01:43.840]  一個人都沒有的 只有一個風琴
[00:01:43.840 --> 00:01:48.640]  他就站在這個禮拜堂裡面唱了一系列的聖詩
[00:01:48.640 --> 00:01:52.080]  最後一首就是奇異恩典
[00:01:52.080 --> 00:01:54.240]  Amazing Grace
[00:01:54.240 --> 00:01:55.720]  Absolutely Amazing
[00:01:55.720 --> 00:01:58.200]  因為是一個空的禮拜堂
[00:01:58.200 --> 00:02:02.120]  完全沒有人的米蘭市
[00:02:02.120 --> 00:02:05.960]  整個城市都是一個死城
[00:02:05.960 --> 00:02:10.800]  唱出一首詩歌叫做Amazing Grace
[00:02:10.800 --> 00:02:17.160]  就令我回想起17年前在沙士的時候
[00:02:17.160 --> 00:02:22.840]  其實我們面對的那個疫情
[00:02:22.840 --> 00:02:27.200]  我覺得和這次是非常不同的
[00:02:27.200 --> 00:02:29.840]  但是當年那個疫情
[00:02:29.840 --> 00:02:32.680]  是讓我體會了很多東西
[00:02:32.680 --> 00:02:35.800]  特別作為一個基督徒的時候
[00:02:35.800 --> 00:02:40.640]  它教了我體會了很多很重要的人生的教訓
[00:02:40.640 --> 00:02:47.280]  今天我就想藉著兩段聖經和一些我的回憶
[00:02:47.280 --> 00:02:50.400]  跟大家分享一下
[00:02:50.400 --> 00:02:55.640]  當時香港有三千多名的人
[00:02:55.640 --> 00:03:00.600]  是感染了非典或者我們叫沙士
[00:03:00.600 --> 00:03:06.560]  全香港有299人喪失了生命
[00:03:06.560 --> 00:03:12.200]  所以大約算起來死亡率是10%
[00:03:12.200 --> 00:03:16.480]  但是更加令我們震驚的是
[00:03:16.480 --> 00:03:20.920]  在感染的人當中有25%是醫護人員
[00:03:20.920 --> 00:03:24.320]  就是說他們是醫生或者護士
[00:03:24.320 --> 00:03:26.520]  或者物理治療員
[00:03:26.520 --> 00:03:34.240]  甚至乎是在醫院裡面幫忙換床單的那些阿姐
[00:03:34.240 --> 00:03:39.280]  總之有25%的沙士感染的人
[00:03:39.280 --> 00:03:43.080]  其實是在醫院裡面工作的
[00:03:43.080 --> 00:03:47.720]  於是面對這個突如其來的疫情
[00:03:47.720 --> 00:03:55.040]  其實我照顧的人當中有一半是我自己的同事
[00:03:55.040 --> 00:03:57.360]  昨天還在跟他打球的
[00:03:57.360 --> 00:04:02.080]  還是一個很年輕的20多30歲的醫生
[00:04:02.080 --> 00:04:05.360]  今天就睡在一張病床那裡
[00:04:05.360 --> 00:04:08.520]  喘氣喘到一個地步
[00:04:08.520 --> 00:04:11.720]  他連說一句話的氣力都沒有
[00:04:11.720 --> 00:04:14.080]  他的家人打電話給他拿著手機
[00:04:14.080 --> 00:04:16.680]  他講不出他想說的那句話
[00:04:16.680 --> 00:04:18.680]  在一兩天之內
[00:04:18.680 --> 00:04:23.200]  當年的經歷是歷歷在目
[00:04:23.200 --> 00:04:27.760]  我記得當第一個醫生感染了非典
[00:04:27.760 --> 00:04:30.280]  而進入深切治療部的時候
[00:04:30.280 --> 00:04:32.480]  我們心裡面都很擔心
[00:04:32.480 --> 00:04:40.720]  因為如果當時有一個醫生這麼早就去世的話
[00:04:40.720 --> 00:04:44.360]  一定會引起整個醫院很大的恐慌
[00:04:44.360 --> 00:04:49.920]  其他的人就會離開醫院
[00:04:49.920 --> 00:04:54.960]  其實就算那個醫生沒有離開這個世界
[00:04:54.960 --> 00:04:56.720]  我還記得我去到瑪嘉烈醫院
[00:04:56.720 --> 00:04:59.480]  去到伊利沙伯醫院分享的時候
[00:04:59.480 --> 00:05:03.120]  一邊說的時候我看到台下的護士和醫生
[00:05:03.120 --> 00:05:04.720]  特別是護士都在哭
[00:05:04.720 --> 00:05:06.040]  因為他們很害怕
[00:05:06.040 --> 00:05:10.280]  他們知道這個疫情一定會來到我們中間
[00:05:10.280 --> 00:05:15.200]  於是瑪嘉烈醫院最後變成了整間沙士醫院
[00:05:15.200 --> 00:05:16.920]  很多很多的病人
[00:05:16.920 --> 00:05:18.920]  伊利沙伯醫院如是
[00:05:18.920 --> 00:05:20.240]  聯合醫院如是
[00:05:20.240 --> 00:05:23.200]  其實香港當時差不多所有的醫院
[00:05:23.200 --> 00:05:25.800]  都成為了沙士的醫院
[00:05:25.800 --> 00:05:28.320]  但是我今天想和大家分享的
[00:05:28.320 --> 00:05:30.640]  不是當日的疫情
[00:05:30.640 --> 00:05:34.400]  而是當日我看到一個很奇怪的現象
[00:05:34.400 --> 00:05:40.360]  是令我想起究竟信耶穌是一個怎樣的一回事
[00:05:40.360 --> 00:05:45.240]  我在這裡有幾張幻燈
[00:05:45.240 --> 00:05:48.080]  是想和大家介紹一個病
[00:05:48.080 --> 00:05:52.480]  這個病是在幾百年前
[00:05:52.480 --> 00:05:57.240]  甚至乎在幾十年前都還在這個世界上
[00:05:57.240 --> 00:06:00.840]  而且對人類來說是一個很大的威脅
[00:06:00.840 --> 00:06:04.520]  這個病在聖經裡面出現過幾次
[00:06:04.520 --> 00:06:07.000]  而是一個很特別的病
[00:06:07.000 --> 00:06:09.160]  而我今天想和大家分享的
[00:06:09.160 --> 00:06:13.560]  是耶穌在兩個不同的場合裡面
[00:06:13.560 --> 00:06:15.320]  怎樣去治療這個病
[00:06:15.320 --> 00:06:17.920]  而在當中我有一個體會
[00:06:17.920 --> 00:06:19.560]  這個病的英文
[00:06:19.560 --> 00:06:21.680]  在當中有些醫生在這裡
[00:06:21.680 --> 00:06:24.080]  這個病的英文叫做Hansen's Disease
[00:06:24.080 --> 00:06:27.360]  是Hansen這個醫生發現的
[00:06:27.360 --> 00:06:31.360]  我們今天叫它做麻風
[00:06:31.360 --> 00:06:34.320]  這幅圖給你看的是什麼呢
[00:06:34.320 --> 00:06:41.200]  右邊就是細胞旁邊紅色一條一條的
[00:06:41.200 --> 00:06:44.160]  就是麻風的病菌
[00:06:44.160 --> 00:06:48.520]  這是一種細菌進入我們的身體裡面
[00:06:48.520 --> 00:06:51.240]  侵蝕了我們的細胞之後
[00:06:51.240 --> 00:06:54.720]  特別是破壞了他們的神經線
[00:06:54.720 --> 00:06:56.680]  於是乎在左邊的圖
[00:06:56.680 --> 00:06:59.920]  我們看到這個人患了麻風
[00:06:59.920 --> 00:07:03.560]  他的手腳是沒有了很多隻手指
[00:07:03.560 --> 00:07:05.840]  以及沒有了大塊的腳
[00:07:05.840 --> 00:07:08.360]  以及沒有了腳趾
[00:07:08.360 --> 00:07:14.240]  我們叫這種麻風叫做Tuberculoid leprosy
[00:07:14.240 --> 00:07:19.800]  因為它和肺癆是有點相似的
[00:07:19.800 --> 00:07:24.400]  這個病人為什麼會沒有了這麼多手指腳趾
[00:07:24.400 --> 00:07:26.760]  是因為他已經沒有了那種感覺
[00:07:26.760 --> 00:07:29.160]  他的手指腳趾是沒有了知覺
[00:07:29.160 --> 00:07:32.440]  於是乎他被火燒傷又不知道
[00:07:32.440 --> 00:07:36.080]  或者是刺了一口釘進去弄傷了
[00:07:36.080 --> 00:07:38.640]  或者甚至是被車子滾動了兩隻腳趾
[00:07:38.640 --> 00:07:40.560]  他都不知道他沒有感覺
[00:07:40.560 --> 00:07:43.840]  於是乎這種麻風的病人
[00:07:43.840 --> 00:07:49.040]  他最慘的就是他對於這個世界的東西
[00:07:49.040 --> 00:07:50.920]  是沒有了知覺沒有了感覺
[00:07:50.920 --> 00:07:58.000]  而引致他失去了他自己身體的重要部位
[00:07:58.000 --> 00:08:00.080]  而在耶穌那個年代
[00:08:00.080 --> 00:08:05.920]  二千年前猶太人就有這樣的一個規定
[00:08:05.920 --> 00:08:07.120]  因為聖經裏面說
[00:08:07.120 --> 00:08:09.840]  如果你患了這個病
[00:08:09.840 --> 00:08:14.920]  你要告訴別人你是有麻風
[00:08:14.920 --> 00:08:17.840]  於是乎在利美記裏面就提到
[00:08:17.840 --> 00:08:19.760]  凡是有人有這個病
[00:08:19.760 --> 00:08:22.960]  一走出來的時候他要大聲喊
[00:08:22.960 --> 00:08:24.760]  Unclean
[00:08:24.760 --> 00:08:27.640]  我是不潔的
[00:08:27.640 --> 00:08:30.040]  我是會惹給別人的
[00:08:30.040 --> 00:08:33.240]  我是危險的
[00:08:33.240 --> 00:08:34.840]  有沒有想過我們今天
[00:08:34.840 --> 00:08:36.040]  如果有個人走出來說
[00:08:36.040 --> 00:08:36.840]  COVID
[00:08:36.840 --> 00:08:40.840]  你馬上就彈了他幾呎遠
[00:08:40.840 --> 00:08:42.480]  我記得在沙士的時候
[00:08:42.480 --> 00:08:46.560]  我們經常都說一個笑話
[00:08:46.560 --> 00:08:49.240]  如果你每天坐地鐵
[00:08:49.240 --> 00:08:50.840]  如果你想找位置坐很容易
[00:08:50.840 --> 00:08:51.840]  只要你咳嗽一聲
[00:08:51.840 --> 00:08:54.120]  三呎之內所有的位置都給你坐了
[00:08:54.120 --> 00:08:55.720]  因為沒有人敢站過來
[00:08:55.720 --> 00:08:57.680]  Unclean
[00:08:57.680 --> 00:08:59.640]  當時的以色列人
[00:08:59.640 --> 00:09:02.440]  他們知道這個病是很危險
[00:09:02.440 --> 00:09:04.160]  而他知道是會傳染
[00:09:04.160 --> 00:09:07.840]  所以他們就要大聲告訴別人
[00:09:07.840 --> 00:09:10.200]  是Unclean
[00:09:10.200 --> 00:09:12.600]  而另外一種更加恐怖的麻風
[00:09:12.600 --> 00:09:14.880]  叫做Lepromatous leprosy
[00:09:14.880 --> 00:09:16.560]  就是好像這樣
[00:09:16.560 --> 00:09:20.560]  他們的手腳都會爛
[00:09:20.560 --> 00:09:24.280]  其實他全身很多皮很多肉都會爛
[00:09:24.280 --> 00:09:26.880]  典型的麻風的人
[00:09:26.880 --> 00:09:30.160]  他們的鼻子會變扁
[00:09:30.160 --> 00:09:32.320]  因為他的骨頭都會開始腐蝕
[00:09:32.320 --> 00:09:35.000]  於是他的鼻子整個變扁了
[00:09:35.000 --> 00:09:37.560]  他的眼皮是會反出來的
[00:09:37.560 --> 00:09:41.440]  因為他的皮膚受損
[00:09:41.440 --> 00:09:44.640]  以及他已經開始沒有眼淚線
[00:09:44.640 --> 00:09:46.920]  所以他的眼睛會發炎
[00:09:46.920 --> 00:09:51.000]  他的皮膚好像會流出一些水
[00:09:51.000 --> 00:09:55.360]  而那些水會令人感染麻風
[00:09:55.360 --> 00:09:59.400]  在下面的圖片中那些綠色的細菌
[00:09:59.400 --> 00:10:01.560]  當然這些是電腦製造出來的
[00:10:01.560 --> 00:10:04.760]  這些就是麻風的細菌
[00:10:04.760 --> 00:10:08.440]  以前的人如果患了這個病
[00:10:08.440 --> 00:10:13.520]  他們就除了要大聲喊Unclean
[00:10:13.520 --> 00:10:18.200]  其實他們是不可以住在別人聚居的地方
[00:10:18.200 --> 00:10:20.160]  他們不可以住在城市
[00:10:20.160 --> 00:10:23.280]  不得已他們就要趕出去城市裏面
[00:10:23.280 --> 00:10:26.000]  要在山洞裏面住
[00:10:26.000 --> 00:10:29.320]  在我們當中如果年紀有上下的人
[00:10:29.320 --> 00:10:31.920]  可能看過一套電影叫做《奔驅》
