
[00:00:00.000 --> 00:00:07.120]  觀眾姐妹讓我們心思意念去聆聽主的說話
[00:00:07.120 --> 00:00:10.240]  讓我們再次低頭同心的禱告
[00:00:10.240 --> 00:00:14.880]  護神多謝你讓我們再次回到你寶貴說話的根前
[00:00:14.880 --> 00:00:20.960]  在你的啟示當中認識如何做一個合神心意的基督徒生命
[00:00:20.960 --> 00:00:23.120]  我們為此再次獻上禱告
[00:00:23.120 --> 00:00:25.680]  特別當我們打開你的啟示的時候
[00:00:25.680 --> 00:00:33.360]  求聖靈幫助我們準確去拿捏上主你當中的教訓
[00:00:33.360 --> 00:00:38.000]  也都讓我們當認識主你的真道的時候
[00:00:38.000 --> 00:00:43.280]  能夠在平日的生活上面辨別諸靈
[00:00:43.280 --> 00:00:47.680]  有很多的誤導錯誤的訊息
[00:00:47.680 --> 00:00:51.440]  影響到我們在數靈生命上面成長的時候
[00:00:51.440 --> 00:00:54.880]  都求主你藉著對你的認知
[00:00:54.880 --> 00:01:00.240]  而且更加能夠準確透析到當中他們的錯誤
[00:01:00.240 --> 00:01:06.160]  也都從而讓我們看到我們在信的上面種種的挑戰
[00:01:06.160 --> 00:01:15.600]  很想我們鍛鍊出一個能夠常常明白主你的真道的觸覺
[00:01:15.600 --> 00:01:21.760]  在每一天的生命生活上面能夠活出一個有智慧的熟練人的樣式
[00:01:21.760 --> 00:01:26.240]  禱告奉靠主耶穌基督得勝的明智以求
[00:01:26.240 --> 00:01:27.280]  阿們
[00:01:27.280 --> 00:01:32.320]  在開始今天的講道的時候我先問大家一條問題
[00:01:32.320 --> 00:01:42.480]  大家還有多少的時候在吃飯之前有謝飯禱告呢?
[00:01:42.480 --> 00:01:45.440]  還有多少個?
[00:01:45.440 --> 00:01:54.400]  會不會你在公眾地方的時候就說不要了
[00:01:54.400 --> 00:02:00.080]  在公眾地方只有我一個人沒有人看見牧師不在場
[00:02:00.080 --> 00:02:02.080]  所以我就不祈禱呢?
[00:02:02.080 --> 00:02:12.080]  或者會不會是說當你出街的時候和一班未信的朋友或者家人聚餐的時候
[00:02:12.080 --> 00:02:19.520]  如果我說在聚餐之前要祈禱的話會不會是挺好意思呢?
[00:02:19.520 --> 00:02:27.280]  或者甚至可能當你在公司的時候吃中午飯包了一個午餐包
[00:02:27.280 --> 00:02:30.480]  又沒有同事在身邊
[00:02:30.480 --> 00:02:34.400]  那我祈禱也都沒有人知道的
[00:02:34.400 --> 00:02:39.360]  那就沒有人知道就得過且過
[00:02:39.360 --> 00:02:44.240]  在這種情況種種的情形
[00:02:44.240 --> 00:02:50.400]  很多基督徒在今天吃飯之前都沒有禱告
[00:02:50.400 --> 00:02:56.000]  問題是吃飯是不是一定要禱告呢?
[00:02:56.000 --> 00:02:59.600]  為什麼你吃飯之前會謝飯呢?
[00:02:59.600 --> 00:03:02.800]  我用英文講會比較好一點
[00:03:02.800 --> 00:03:08.000]  英文就叫做Say Grace
[00:03:08.000 --> 00:03:12.000]  你是帶著感恩的心去領受
[00:03:12.000 --> 00:03:19.360]  其實這種心智不只是在宗教層面上才有的
[00:03:19.360 --> 00:03:24.000]  如果大家喜歡看日劇的話
[00:03:24.000 --> 00:03:27.520]  你們都有一句經常見到日本人去吃飯
[00:03:27.520 --> 00:03:31.680]  就算在公眾地方他都仍然講那句
[00:03:31.680 --> 00:03:34.880]  就是Itadakimasu
[00:03:34.880 --> 00:03:38.640]  或者我的日文不是很好
[00:03:38.640 --> 00:03:46.080]  很多香港人去到日本旅行或者去到日本餐廳吃東西
[00:03:46.080 --> 00:03:48.640]  都一樣照著這個傳統去做的
[00:03:48.640 --> 00:03:52.160]  從來不覺得有尷尬的
[00:03:52.160 --> 00:04:00.960]  為什麼基督徒就覺得吃飯祈禱是一種很尷尬的事情呢?
[00:04:00.960 --> 00:04:07.360]  我列出這件事情也是讓大家去反思一下
[00:04:07.360 --> 00:04:15.280]  我們今天其實對於我們所信的上帝有多少的感恩在裡面呢?
[00:04:15.280 --> 00:04:19.200]  凡是信主還信主 得救還得救
[00:04:19.200 --> 00:04:25.920]  但是如果在這個世界上做一些事情而不是主流的話
[00:04:25.920 --> 00:04:27.520]  我們就不要做了
[00:04:27.520 --> 00:04:33.360]  演得做了出來使人覺得你有點奇奇怪怪
[00:04:33.360 --> 00:04:37.520]  或者阻礙地球轉的現象
[00:04:37.520 --> 00:04:45.680]  不過實質上在今天有很多的基督徒信仰的狀態是這樣的
[00:04:45.680 --> 00:04:56.080]  因為他們覺得真正的信仰是要在這個世界上賺得這個世界的人的喜悅
[00:04:56.080 --> 00:04:58.320]  或者可以這麼說
[00:04:58.320 --> 00:05:06.560]  當你能夠在這個世界上做到識時務為進階的態度
[00:05:06.560 --> 00:05:09.360]  你才是一個成功的人物
[00:05:09.360 --> 00:05:12.880]  於是就不要說這麼多宗教的事情
[00:05:12.880 --> 00:05:15.120]  不要做這麼多宗教的活動
[00:05:15.120 --> 00:05:18.240]  但是在聖經裡面
[00:05:18.240 --> 00:05:22.160]  是不是這些就是我們學到的東西
[00:05:22.160 --> 00:05:24.880]  做一個基督徒的原則呢?
[00:05:24.880 --> 00:05:29.040]  今天我們就將一個這樣的題目拿了出來
[00:05:29.040 --> 00:05:32.800]  就是說神的子民在這個世界裡面
[00:05:32.800 --> 00:05:37.520]  其實抱著一種什麼樣的原則在這裡生活下去
[00:05:37.520 --> 00:05:44.720]  而我的講題呢就更加進一步去發現到將那個結果說了出來
[00:05:44.720 --> 00:05:47.040]  認為神的子民在主的裡面
[00:05:47.040 --> 00:05:48.880]  如果願意跟從主行的
[00:05:48.880 --> 00:05:51.360]  你是很輕散的
[00:05:51.360 --> 00:05:54.000]  沒有尷尬沒有重擔的
[00:05:54.000 --> 00:05:58.080]  只不過那個重擔尷尬是你自己覺得不好的
[00:05:58.080 --> 00:06:01.280]  問題就是為什麼你覺得不好呢?
[00:06:01.280 --> 00:06:02.480]  這個就是問題了
[00:06:02.480 --> 00:06:05.200]  所以我希望透過今天這段聖經
[00:06:05.200 --> 00:06:08.880]  很多基督徒都熟悉的一段經文
[00:06:08.880 --> 00:06:17.200]  來看看神的子民是不是需要活到像一群非信徒的狀態一樣
[00:06:17.200 --> 00:06:19.760]  直著妥協直著隱藏
[00:06:19.760 --> 00:06:23.440]  才能夠賺得在這個世界的亨通的人生
[00:06:23.440 --> 00:06:29.200]  還是原來當我們全然委身在上帝的裡面
[00:06:29.200 --> 00:06:33.920]  按照上帝給我們的心智和生命
[00:06:33.920 --> 00:06:39.040]  這樣的活著的心靈才是一個輕散的屬靈生命呢?
[00:06:39.040 --> 00:06:45.840]  讓我們一起去直著這個但爾理書第六章第十至十八節
[00:06:45.840 --> 00:06:47.920]  我們一起去探討這個題目
[00:06:47.920 --> 00:06:53.520]  神的子民是不是活在主的裡面的輕散
[00:06:53.520 --> 00:06:55.920]  讓我們一起打開聖經
[00:06:55.920 --> 00:07:00.720]  但爾理書第六章第十至十八節
[00:07:00.720 --> 00:07:03.920]  讓我們一起去讀一下這段聖經好不好?
[00:07:03.920 --> 00:07:07.680]  找到之後我們一起讀
[00:07:07.680 --> 00:07:09.680]  我先拿一張大字聖經
[00:07:09.680 --> 00:07:11.680]  我們一起讀
[00:07:11.680 --> 00:07:17.440]  但爾理知道這禁令蓋了玉璽
[00:07:17.440 --> 00:07:24.480]  就到自己家裡他樓上的窗戶開向耶路撒冷
[00:07:24.480 --> 00:07:31.600]  一日三次相室跪在地上帝的面前
[00:07:31.600 --> 00:07:35.680]  禱告感謝與素常一樣
[00:07:35.680 --> 00:07:38.640]  那些人就紛紛聚集
[00:07:38.640 --> 00:07:44.480]  見但爾理在地他神面前祈禱懇求
[00:07:44.480 --> 00:07:47.280]  他們便進到王前
[00:07:47.280 --> 00:07:49.280]  提王的禁令
[00:07:49.280 --> 00:07:54.240]  說:王啊!三十日內不拘何人
[00:07:54.240 --> 00:07:59.760]  若在王以外或向神或向人求甚麼
[00:07:59.760 --> 00:08:03.440]  必被困在獅子坑中
[00:08:03.440 --> 00:08:08.080]  王不是在這禁令上蓋了玉璽嗎?
[00:08:08.080 --> 00:08:11.920]  王回答說:實有者是
[00:08:11.920 --> 00:08:17.920]  照米底亞和波斯人的例是不可更改的
[00:08:17.920 --> 00:08:26.960]  他們對王說:王啊!那被老子猶大人中的但爾理不理你
[00:08:26.960 --> 00:08:30.640]  也不准你蓋了玉璽的禁令
[00:08:30.640 --> 00:08:33.680]  他竟一日三次祈禱
[00:08:33.680 --> 00:08:37.760]  王聽見這話就心受患
[00:08:37.760 --> 00:08:40.560]  一心要救但爾理
[00:08:40.560 --> 00:08:43.040]  籌劃解救他
[00:08:43.040 --> 00:08:45.680]  直到日落的時候
[00:08:45.680 --> 00:08:50.240]  那些人就紛紛聚集來見王說:
[00:08:50.240 --> 00:08:55.920]  王啊!當知道米底亞人和波斯人有例
[00:08:55.920 --> 00:09:01.840]  凡王所立的禁令和律例都不可更改
[00:09:01.840 --> 00:09:06.400]  王下令人就把但爾理帶來
[00:09:06.400 --> 00:09:08.960]  困在獅子坑中
[00:09:08.960 --> 00:09:11.200]  王對但爾理說:
[00:09:11.200 --> 00:09:15.920]  你所常侍奉的神他必救你
[00:09:15.920 --> 00:09:19.200]  有人搬石頭放在坑口
[00:09:19.200 --> 00:09:25.440]  王用自己的骰子和大神的印封閉那坑
[00:09:25.440 --> 00:09:30.320]  使懲辦但爾理時毫無更改
[00:09:30.320 --> 00:09:31.920]  王回宮
[00:09:31.920 --> 00:09:33.760]  中夜禁食
[00:09:33.760 --> 00:09:37.040]  無人拿樂器到他面前
[00:09:37.040 --> 00:09:39.600]  並且睡不著覺
[00:09:39.600 --> 00:09:43.600]  看看上文說了些什麼
[00:09:43.600 --> 00:09:48.240]  我們說到已經進入一個新的時代
[00:09:48.240 --> 00:09:51.120]  一個王朝的誕生
[00:09:51.120 --> 00:09:55.280]  就是馬代波斯的時代
[00:09:55.280 --> 00:10:01.600]  我們會發覺在這個年代裏面的君王
[00:10:01.600 --> 00:10:04.480]  大家都是糊里糊塗的
[00:10:04.480 --> 00:10:08.240]  他們隨隨便便就立法
[00:10:08.240 --> 00:10:11.280]  並且沒有心去管治
[00:10:11.280 --> 00:10:14.000]  要立法隨便扔一隻戒指給你印個印
[00:10:14.000 --> 00:10:16.960]  隨便隨意怎麼做就怎麼做
[00:10:16.960 --> 00:10:17.920]  為什麼呢?
[00:10:17.920 --> 00:10:22.800]  這班人最重要的是自己開心
[00:10:22.800 --> 00:10:30.000]  所以你會在所謂的秘魯回歸期的經文裏面
[00:10:30.000 --> 00:10:32.720]  除了我們所看的但爾理書
[00:10:32.720 --> 00:10:35.760]  或者你可以看到的爾賽亞書之外
[00:10:35.760 --> 00:10:39.120]  最顯赫的其中三本書就是
[00:10:39.120 --> 00:10:43.280]  以斯拉、以斯帖和尼希米記
[00:10:43.280 --> 00:10:46.400]  你會看到在當中的君王
[00:10:46.400 --> 00:10:50.160]  其實都是隨隨便便的生活
[00:10:50.160 --> 00:10:53.440]  在政治上的運作
[00:10:53.440 --> 00:10:55.600]  他們最重要的是自己開心
[00:10:55.600 --> 00:10:57.600]  飲飲食食他們最厲害
[00:10:57.600 --> 00:10:59.600]  經常開流水宴
[00:10:59.600 --> 00:11:03.360]  在這種狀態之下
[00:11:03.360 --> 00:11:07.760]  很容易有些人有惡意
[00:11:07.760 --> 00:11:13.600]  就能夠輕易地操控這個君王
[00:11:13.600 --> 00:11:15.920]  我們今天已經看了
[00:11:15.920 --> 00:11:17.440]  上個星期我們看過
[00:11:17.440 --> 00:11:21.680]  有一班所謂的官員
[00:11:21.680 --> 00:11:28.560]  總督、省督、巡撫
[00:11:28.560 --> 00:11:30.000]  他們來到
[00:11:30.000 --> 00:11:34.880]  好像獻殷勤一樣
[00:11:34.880 --> 00:11:37.200]  王啊我為了你的好處
[00:11:37.200 --> 00:11:38.720]  所以你拿了條例
[00:11:38.720 --> 00:11:40.240]  30天內
[00:11:40.240 --> 00:11:43.920]  如果有任何人除了向你求之外
[00:11:43.920 --> 00:11:48.560]  向其他神或者人去祈求的話
[00:11:48.560 --> 00:11:51.360]  就一律扔進獅子坑
[00:11:51.360 --> 00:11:54.240]  所以波斯馬代的王
[00:11:54.240 --> 00:11:57.120]  就很輕易地將他的戒指
[00:11:57.120 --> 00:12:02.160]  扔到律例典章上
[00:12:02.160 --> 00:12:04.160]  扔一個人
[00:12:04.160 --> 00:12:08.000]  這個君王就叫做大劉氏
[00:12:08.000 --> 00:12:09.280]  但他原來不知道
[00:12:09.280 --> 00:12:11.200]  原來自己在不經不覺間
[00:12:11.200 --> 00:12:15.040]  已經被牢籠在這班人的控制之下
[00:12:15.040 --> 00:12:18.960]  其實當我們看回這種情況
[00:12:18.960 --> 00:12:22.560]  你不要以為只是一些政治上的表現
[00:12:22.560 --> 00:12:26.640]  基督徒也是這樣表現的
[00:12:26.640 --> 00:12:31.760]  這種叫做脅天子以掠領諸侯的手段
[00:12:31.760 --> 00:12:33.840]  是很普遍地運用的
[00:12:33.840 --> 00:12:39.120]  甚至用在屬靈的情況之下
[00:12:39.120 --> 00:12:40.720]  很多基督徒就說
[00:12:40.720 --> 00:12:44.240]  我們的神是很大能力的
[00:12:44.240 --> 00:12:46.480]  是至高無比的神
[00:12:46.480 --> 00:12:48.240]  你不信他
[00:12:48.240 --> 00:12:52.080]  你就會被他所懲罰的
[00:12:52.080 --> 00:12:54.880]  因為你會死在罪惡過犯當中
[00:12:54.880 --> 00:12:58.240]  用這種方法去嘗試牢籠其他人
[00:12:58.240 --> 00:13:01.440]  上帝是不是這樣去做呢
[00:13:01.440 --> 00:13:03.920]  我經常說
[00:13:03.920 --> 00:13:07.760]  上帝的拯救和公義是並行的
[00:13:07.760 --> 00:13:09.680]  雖然上帝要懲罰
[00:13:09.680 --> 00:13:15.280]  但上帝同時是想拯救人離開這個被罪的困所
[00:13:15.280 --> 00:13:18.320]  很多時候人就不是用這種方法
[00:13:18.320 --> 00:13:20.720]  反而是用人在罪的困所
[00:13:20.720 --> 00:13:23.280]  上帝要對付罪的這件事
[00:13:23.280 --> 00:13:24.880]  反過來控制人
[00:13:24.880 --> 00:13:26.160]  要逼人入教會
[00:13:26.160 --> 00:13:31.600]  或者叫人擇家醫信上帝
[00:13:31.600 --> 00:13:34.240]  這種就是魔鬼的手段
[00:13:34.240 --> 00:13:38.000]  以一種好像很好的理由
[00:13:38.000 --> 00:13:39.600]  我為你好而已
[00:13:39.600 --> 00:13:41.760]  我不想你死在罪惡過犯當中
[00:13:41.760 --> 00:13:43.520]  刀過來去控制人
[00:13:44.400 --> 00:13:47.680]  我們看到政治上在運作
[00:13:47.680 --> 00:13:51.200]  但以你所知不是純粹說一些異象那麼簡單
[00:13:51.200 --> 00:13:54.080]  是在說一些在屬靈的上面
[00:13:54.080 --> 00:13:56.640]  很多信徒的生命的問題
[00:13:56.640 --> 00:14:00.160]  進入到第七章第八章裡面
[00:14:00.160 --> 00:14:01.840]  我們就看到一個信徒
[00:14:01.840 --> 00:14:04.560]  但以他是怎樣的心路歷程
[00:14:04.560 --> 00:14:05.600]  他出了一個否白出來
[00:14:05.600 --> 00:14:06.720]  但我們現在還沒看
[00:14:06.720 --> 00:14:07.920]  我們還在看第六章
[00:14:07.920 --> 00:14:10.400]  我們看看第六章裡面
[00:14:11.360 --> 00:14:14.720]  當一個信徒肯跟隨神的時候
[00:14:14.720 --> 00:14:16.240]  活在這個地上
[00:14:16.240 --> 00:14:17.440]  他的遭遇
[00:14:17.440 --> 00:14:20.000]  以及他身邊的人他們的遭遇
[00:14:20.000 --> 00:14:24.640]  就讓我們去作一個正反兩面的一種反思
[00:14:24.640 --> 00:14:26.720]  我們今天就嘗試看看
[00:14:26.720 --> 00:14:30.240]  怎樣反思在這段聖經裡面的記載
[00:14:30.240 --> 00:14:32.160]  分開三個部分來看
[00:14:32.160 --> 00:14:33.280]  第一個部分
[00:14:33.280 --> 00:14:35.440]  第六章的第十節
[00:14:35.440 --> 00:14:37.600]  在這段聖經裡面我們看到
[00:14:38.560 --> 00:14:41.440]  在罪惡的世界當中
[00:14:41.440 --> 00:14:48.000]  恆常仍然需要依賴上帝而活的神子民
[00:14:48.000 --> 00:14:49.120]  他的表現
[00:14:49.120 --> 00:14:52.240]  我再讀一次第十節說什麼
[00:14:52.240 --> 00:14:53.760]  第十節這樣說
[00:14:53.760 --> 00:14:58.160]  但以你知道者禁令蓋了玉璽
[00:14:58.160 --> 00:14:59.840]  就到自己家
[00:14:59.840 --> 00:15:03.360]  他樓上的窗戶開向耶路撒冷
[00:15:03.360 --> 00:15:07.440]  一日三次相室跪在
[00:15:08.400 --> 00:15:10.480]  他神的面前
[00:15:10.480 --> 00:15:16.720]  好告感謝與素常一樣
[00:15:16.720 --> 00:15:23.520]  這裡這一節告訴我們知道
[00:15:23.520 --> 00:15:25.360]  這幫朝臣
[00:15:25.360 --> 00:15:28.880]  拿著一個理由說
[00:15:28.880 --> 00:15:31.760]  不想皇受虧損
[00:15:31.760 --> 00:15:34.480]  於是就立了一條這樣的例
[00:15:35.200 --> 00:15:38.320]  這幫人不是純粹立例
[00:15:38.320 --> 00:15:42.160]  這幫人是一幫同謀的人
[00:15:42.160 --> 00:15:45.440]  他們盯得很緊
[00:15:45.440 --> 00:15:50.640]  盯得很緊
[00:15:50.640 --> 00:15:53.440]  但以你究竟在做什麼
[00:15:53.440 --> 00:15:55.760]  但以你在這裡
[00:15:55.760 --> 00:15:57.680]  他藉著作者
[00:15:57.680 --> 00:15:58.960]  自己
[00:15:58.960 --> 00:16:00.720]  告訴我們知道
