
[00:00:00.000 --> 00:00:05.720]  各位聽眾你們好,歡迎大家收聽神州百年風雲人晚
[00:00:05.720 --> 00:00:07.720]  我是蘇永睿牧師
[00:00:07.720 --> 00:00:10.720]  和我一起主持這個節目的是羅應權
[00:00:10.720 --> 00:00:12.000]  各位聽眾你們好
[00:00:12.000 --> 00:00:13.000]  Roger你好
[00:00:13.000 --> 00:00:14.320]  蘇牧師你好
[00:00:14.320 --> 00:00:18.000]  上次我們討論到曾國藩的生平
[00:00:18.000 --> 00:00:20.000]  你怎樣看呢?
[00:00:20.000 --> 00:00:24.000]  我看完曾國藩的生平
[00:00:24.000 --> 00:00:29.000]  似乎他有名副其實的儒家學者
[00:00:29.000 --> 00:00:33.000]  但為什麼又有這樣的名字叫做曾剃頭
[00:00:33.000 --> 00:00:35.000]  為什麼呢?
[00:00:35.000 --> 00:00:37.000]  這個很有趣的問題
[00:00:37.000 --> 00:00:41.000]  有很多歷史學家都稱曾國藩是一個名副其實的儒家學者
[00:00:41.000 --> 00:00:43.000]  但是我覺得這個不是很正確
[00:00:43.000 --> 00:00:46.000]  反而我贊成歐陽少雄所說
[00:00:46.000 --> 00:00:50.000]  他認為曾國藩一生有三變
[00:00:50.000 --> 00:00:55.000]  早年他的確是崇明理學
[00:00:55.000 --> 00:00:57.000]  而儒家正統的思想
[00:00:57.000 --> 00:01:02.000]  他組織商君和太平天國交手的時候
[00:01:02.000 --> 00:01:04.000]  他就開始變了
[00:01:04.000 --> 00:01:06.000]  轉向法家的思想
[00:01:06.000 --> 00:01:07.000]  韓非子的思想
[00:01:07.000 --> 00:01:09.000]  到了晚年的時候
[00:01:09.000 --> 00:01:11.000]  似乎看破紅塵
[00:01:11.000 --> 00:01:13.000]  崇尚老莊的思想
[00:01:13.000 --> 00:01:16.000]  所以歐陽少雄就認為
[00:01:16.000 --> 00:01:19.000]  如果你詳細來看看
[00:01:19.000 --> 00:01:21.000]  無論是他的行事為人
[00:01:21.000 --> 00:01:22.000]  或者他的著作
[00:01:22.000 --> 00:01:24.000]  或者他的生平
[00:01:24.000 --> 00:01:25.000]  你會看到他有三變
[00:01:25.000 --> 00:01:28.000]  先是儒家思想
[00:01:28.000 --> 00:01:30.000]  接著是法家思想
[00:01:30.000 --> 00:01:32.000]  接著就是老莊的道家思想
[00:01:32.000 --> 00:01:35.000]  那你可不可以解釋一下
[00:01:35.000 --> 00:01:37.000]  為什麼他會有這個轉變呢?
[00:01:37.000 --> 00:01:39.000]  什麼讓他從儒家轉為法家
[00:01:39.000 --> 00:01:41.000]  又再轉為道家呢?
[00:01:41.000 --> 00:01:44.000]  早期的曾國藩的確是滿有大志的
[00:01:44.000 --> 00:01:50.000]  企圖用他的才幹服侍中國
[00:01:50.000 --> 00:01:53.000]  他曾經寫過一個咒書給咸豐皇帝
[00:01:53.000 --> 00:01:55.000]  他曾經寫給曾國家三大要害
[00:01:55.000 --> 00:01:57.000]  第一,他說銀價太高
[00:01:57.000 --> 00:02:01.000]  錢糧太難交
[00:02:01.000 --> 00:02:03.000]  很難交稅
[00:02:03.000 --> 00:02:05.000]  經濟不景,民怨甚多
[00:02:05.000 --> 00:02:07.000]  第二,盜賊太多,良民不安
[00:02:07.000 --> 00:02:09.000]  第三,冤獄太多
[00:02:09.000 --> 00:02:12.000]  政氣難以伸張
[00:02:12.000 --> 00:02:15.000]  他真的挺像我們中國的忠臣
[00:02:15.000 --> 00:02:17.000]  尚書皇帝
[00:02:17.000 --> 00:02:20.000]  好像十足我們儒家忠臣
[00:02:20.000 --> 00:02:23.000]  他就是受儒家思想
[00:02:23.000 --> 00:02:25.000]  以人政來統治這個國家
[00:02:25.000 --> 00:02:27.000]  所以他考取功名
[00:02:27.000 --> 00:02:29.000]  做官
[00:02:29.000 --> 00:02:31.000]  但是他漸漸發覺事情不是這麼簡單
[00:02:31.000 --> 00:02:33.000]  他始終是一個漢人
[00:02:33.000 --> 00:02:36.000]  咸豐皇帝對他不可不用
[00:02:36.000 --> 00:02:38.000]  但不可重用
[00:02:38.000 --> 00:02:40.000]  他始終得不到信任
[00:02:40.000 --> 00:02:43.000]  直到1853年
[00:02:43.000 --> 00:02:45.000]  眼見太平天國示弱
[00:02:45.000 --> 00:02:47.000]  他不能夠不站起來
[00:02:47.000 --> 00:02:48.000]  要抵抗
[00:02:48.000 --> 00:02:51.000]  他還抱有那種布國忠貞的思想
[00:02:51.000 --> 00:02:54.000]  所以他開始建立商軍的時候
[00:02:54.000 --> 00:02:57.000]  仍然堅持儒家思想
[00:02:57.000 --> 00:02:59.000]  不殺腦,不殺少
[00:02:59.000 --> 00:03:02.000]  不搶掠,莫依
[00:03:02.000 --> 00:03:06.000]  他有很多很有趣的教訓
[00:03:06.000 --> 00:03:08.000]  好像練兵的時候
[00:03:08.000 --> 00:03:11.000]  要講一大輪儒家的思想
[00:03:11.000 --> 00:03:15.000]  但這只不過始終是早期
[00:03:15.000 --> 00:03:18.000]  到了戰場,他就變了
[00:03:18.000 --> 00:03:20.000]  完全變了
[00:03:20.000 --> 00:03:22.000]  你想想也是
[00:03:22.000 --> 00:03:27.000]  你想想我們對著無休止的屠殺
[00:03:27.000 --> 00:03:31.000]  各樣的殺戮,而你又要參加這個殺戮
[00:03:31.000 --> 00:03:33.000]  是不是儒家的人政
[00:03:33.000 --> 00:03:36.000]  變成了婦人之仁呢?
[00:03:36.000 --> 00:03:41.000]  就發覺他開始拋棄了這個儒家思想
[00:03:41.000 --> 00:03:45.000]  反而接受一個無情的法家思想
[00:03:45.000 --> 00:03:50.000]  這個似乎也是
[00:03:50.000 --> 00:03:52.000]  明白和體諒
[00:03:52.000 --> 00:03:54.000]  為什麼他有這樣的改變
[00:03:54.000 --> 00:03:57.000]  好像到了戰場上
[00:03:57.000 --> 00:03:59.000]  他要管理軍隊
[00:03:59.000 --> 00:04:03.000]  一定要用黑白分明,想白分明
[00:04:03.000 --> 00:04:05.000]  殺無赦
[00:04:05.000 --> 00:04:07.000]  所以變成了另外一個人
[00:04:07.000 --> 00:04:09.000]  你看他去南京的時候,大屠殺
[00:04:09.000 --> 00:04:11.000]  這是一個很有趣的
[00:04:11.000 --> 00:04:14.000]  很難接受的一件事
[00:04:14.000 --> 00:04:16.000]  但是殺戮之後
[00:04:16.000 --> 00:04:18.000]  贏了又如何呢?
[00:04:18.000 --> 00:04:21.000]  到了朝廷,發覺朝廷內弱無比
[00:04:21.000 --> 00:04:23.000]  中間不分,自私自利
[00:04:23.000 --> 00:04:25.000]  對自己又不信任
[00:04:25.000 --> 00:04:26.000]  他有什麼留戀呢?
[00:04:26.000 --> 00:04:29.000]  所以到了後期,他就走向老莊思想
[00:04:29.000 --> 00:04:31.000]  但是有一樣很有趣的
[00:04:31.000 --> 00:04:36.000]  陳耀南教授,是一個很出名的中國漢學家
[00:04:36.000 --> 00:04:38.000]  他講到不單是曾國藩是這樣
[00:04:38.000 --> 00:04:41.000]  這麼少的中國文人都是走這條路的
[00:04:41.000 --> 00:04:45.000]  開始他們是奉送儒家思想
[00:04:45.000 --> 00:04:47.000]  為國效忠
[00:04:47.000 --> 00:04:49.000]  漸漸失意了
[00:04:49.000 --> 00:04:52.000]  於是就搞這個所謂道家的思想
[00:04:52.000 --> 00:04:57.000]  後期更加成為了佛家思想
[00:04:57.000 --> 00:04:59.000]  漢破紅塵
[00:04:59.000 --> 00:05:01.000]  陳耀南自己也是
[00:05:01.000 --> 00:05:04.000]  發覺人生裡面有很多矛盾悲哀
[00:05:04.000 --> 00:05:06.000]  移民到澳洲之後
[00:05:06.000 --> 00:05:08.000]  他就篤信了基督
[00:05:08.000 --> 00:05:10.000]  成為了一個基督徒
[00:05:10.000 --> 00:05:12.000]  我們見到不少的風雲人物
[00:05:12.000 --> 00:05:15.000]  好像張學良、張國燾
[00:05:15.000 --> 00:05:17.000]  都似乎走上同一個道路
[00:05:17.000 --> 00:05:19.000]  在晚年的時候篤信了基督教
[00:05:19.000 --> 00:05:23.000]  好像這些有名的人
[00:05:23.000 --> 00:05:25.000]  歷史上有名的人
[00:05:25.000 --> 00:05:30.000]  面對這麼多社會上的事
[00:05:30.000 --> 00:05:32.000]  都要經過很多的掙扎
[00:05:32.000 --> 00:05:36.000]  經過不同的心路歷程
[00:05:36.000 --> 00:05:40.000]  我聽到曾國藩
[00:05:40.000 --> 00:05:43.000]  很多晚年的行為、寫作
[00:05:43.000 --> 00:05:46.000]  都好像他變成了抑鬱症
[00:05:46.000 --> 00:05:48.000]  你覺得是不是呢?
[00:05:48.000 --> 00:05:50.000]  這個真的很有趣
[00:05:50.000 --> 00:05:52.000]  我們沒有足夠的資料
[00:05:52.000 --> 00:05:54.000]  來跟他斷過症
[00:05:54.000 --> 00:05:58.000]  但是從他的表現和遺留下來的著作看
[00:05:58.000 --> 00:06:01.000]  他的確有不少悲觀和失落的心態
[00:06:01.000 --> 00:06:03.000]  來度過晚年
[00:06:03.000 --> 00:06:05.000]  我想一下有什麼原因呢?
[00:06:05.000 --> 00:06:07.000]  我想有幾個原因
[00:06:07.000 --> 00:06:09.000]  第一,面對死亡的事實
[00:06:09.000 --> 00:06:12.000]  在戰場裡面見到浮屍不斷
[00:06:12.000 --> 00:06:15.000]  實在是不容易的
[00:06:15.000 --> 00:06:18.000]  曾國藩率領的商軍曾經在田家鎮
[00:06:18.000 --> 00:06:20.000]  和太平軍對壘
[00:06:20.000 --> 00:06:22.000]  雙方死傷甚大
[00:06:22.000 --> 00:06:27.000]  雖然商軍終於攻克了田家鎮
[00:06:27.000 --> 00:06:30.000]  但是自己軍隊的死傷也很厲害
[00:06:30.000 --> 00:06:33.000]  當有人報信給他們
[00:06:33.000 --> 00:06:35.000]  商軍死了多少人的時候
[00:06:35.000 --> 00:06:36.000]  他們嚇了一跳
[00:06:36.000 --> 00:06:39.000]  不禁在大帳裡面失色
[00:06:39.000 --> 00:06:41.000]  失聲、痛哭
[00:06:41.000 --> 00:06:43.000]  戰爭是很殘酷的
[00:06:43.000 --> 00:06:46.000]  他開始厭倦戰爭
[00:06:46.000 --> 00:06:48.000]  尤其是見到自己的同袍
[00:06:48.000 --> 00:06:51.000]  見到自己的親生兄弟
[00:06:51.000 --> 00:06:53.000]  死的時候對他影響很大
[00:06:53.000 --> 00:06:55.000]  所以當他聽到曾國華
[00:06:55.000 --> 00:06:57.000]  就是他的弟弟
[00:06:57.000 --> 00:06:58.000]  戰死的時候
[00:06:58.000 --> 00:07:00.000]  找不到他
[00:07:00.000 --> 00:07:02.000]  終於找到一個所謂的無頭屍
[00:07:02.000 --> 00:07:03.000]  認為這個就是曾國藩
[00:07:03.000 --> 00:07:05.000]  他就寫了一首詩
[00:07:05.000 --> 00:07:07.000]  骨不可收
[00:07:07.000 --> 00:07:09.000]  魂不可召
[00:07:09.000 --> 00:07:12.000]  爭泳廢壘
[00:07:12.000 --> 00:07:14.000]  雪積風飄
[00:07:14.000 --> 00:07:16.000]  生也何洪
[00:07:16.000 --> 00:07:18.000]  死也何苦
[00:07:18.000 --> 00:07:19.000]  我實父帝
[00:07:19.000 --> 00:07:21.000]  餘恨中古
[00:07:21.000 --> 00:07:24.000]  贏了又如何
[00:07:24.000 --> 00:07:25.000]  死了又如何
[00:07:25.000 --> 00:07:27.000]  宋牧師
[00:07:27.000 --> 00:07:29.000]  這個可能和我們今時今日
[00:07:29.000 --> 00:07:31.000]  我們伊拉克的那些
[00:07:31.000 --> 00:07:33.000]  戰爭後遺症
[00:07:33.000 --> 00:07:35.000]  引導很多退伍軍人回來
[00:07:35.000 --> 00:07:36.000]  都有憂鬱症
[00:07:36.000 --> 00:07:39.000]  同樣的情形也不一定
[00:07:39.000 --> 00:07:40.000]  是的
[00:07:40.000 --> 00:07:44.000]  我覺得經歷過這些戰爭的場面
[00:07:44.000 --> 00:07:46.000]  無論是打贏仗
[00:07:46.000 --> 00:07:48.000]  或者打輸仗也好
[00:07:48.000 --> 00:07:50.000]  心理影響很大
[00:07:50.000 --> 00:07:52.000]  這些所謂的後遺症
[00:07:52.000 --> 00:07:53.000]  真的影響一生
[00:07:53.000 --> 00:07:56.000]  再加上不單是面對死亡的事實
[00:07:56.000 --> 00:07:58.000]  還有孤單寂寞
[00:07:58.000 --> 00:08:00.000]  一生離家
[00:08:00.000 --> 00:08:01.000]  自己孤單一個人
[00:08:01.000 --> 00:08:02.000]  太太身體又不好
[00:08:02.000 --> 00:08:04.000]  又不在身旁
[00:08:04.000 --> 00:08:05.000]  後來忍不住寂寞
[00:08:05.000 --> 00:08:07.000]  娶了一個年輕的妾侍
[00:08:07.000 --> 00:08:09.000]  但不久妾侍又死去
[00:08:09.000 --> 00:08:11.000]  回復這個孤單寂寞的一個人
[00:08:11.000 --> 00:08:14.000]  孤單寂寞真的不簡單
[00:08:14.000 --> 00:08:17.000]  所以曾國藩也有很多心理負擔
[00:08:17.000 --> 00:08:20.000]  心理的問題也很難應付
[00:08:20.000 --> 00:08:21.000]  在某個程度
[00:08:21.000 --> 00:08:22.000]  不單是曾國藩
[00:08:22.000 --> 00:08:24.000]  我們很多人一樣
[00:08:24.000 --> 00:08:25.000]  面對死亡的事實
[00:08:25.000 --> 00:08:27.000]  面對孤單寂寞
[00:08:27.000 --> 00:08:29.000]  兩老還在更好
[00:08:29.000 --> 00:08:30.000]  一個人沒了
[00:08:30.000 --> 00:08:32.000]  剩下自己在美國的地方
[00:08:32.000 --> 00:08:34.000]  其實也很可憐
[00:08:34.000 --> 00:08:35.000]  還有
[00:08:35.000 --> 00:08:37.000]  他得不到朝廷的信任
[00:08:37.000 --> 00:08:39.000]  根據記載
[00:08:39.000 --> 00:08:42.000]  他弟弟曾國全
[00:08:42.000 --> 00:08:45.000]  在他打贏了太平軍的時候
[00:08:45.000 --> 00:08:47.000]  曾經跟他說
[00:08:47.000 --> 00:08:49.000]  推翻滿清
[00:08:49.000 --> 00:08:51.000]  但他拒絕
[00:08:51.000 --> 00:08:53.000]  他為了自保
[00:08:53.000 --> 00:08:55.000]  更加撤了這個商軍
[00:08:55.000 --> 00:08:58.000]  因為他知道朝廷
[00:08:58.000 --> 00:08:59.000]  是不會信任
[00:08:59.000 --> 00:09:01.000]  在他最成功的時候
[00:09:01.000 --> 00:09:03.000]  也可以說是最危險的時候
[00:09:03.000 --> 00:09:05.000]  這個就是
[00:09:05.000 --> 00:09:07.000]  他始終都可以說
[00:09:07.000 --> 00:09:08.000]  是度過晚年
[00:09:08.000 --> 00:09:11.000]  所以要經常在戰場裡面
[00:09:11.000 --> 00:09:12.000]  在爭霸
[00:09:12.000 --> 00:09:14.000]  不過這樣很慘
[00:09:14.000 --> 00:09:16.000]  為清朝打生打死
[00:09:16.000 --> 00:09:17.000]  最後結果
[00:09:17.000 --> 00:09:19.000]  都是得不到信任
[00:09:19.000 --> 00:09:21.000]  還得不到獎賞
[00:09:21.000 --> 00:09:23.000]  好像我們上班
[00:09:23.000 --> 00:09:25.000]  被老闆不喜歡
[00:09:25.000 --> 00:09:27.000]  天天工作
[00:09:27.000 --> 00:09:28.000]  老闆也不喜歡
[00:09:28.000 --> 00:09:30.000]  很多人都有心理問題
[00:09:30.000 --> 00:09:31.000]  憂鬱
[00:09:31.000 --> 00:09:33.000]  事實上你看看
[00:09:33.000 --> 00:09:35.000]  自古以來都是這樣
[00:09:35.000 --> 00:09:37.000]  不知道多少
[00:09:37.000 --> 00:09:39.000]  輔助皇帝或領袖
[00:09:39.000 --> 00:09:41.000]  當位的時候
[00:09:41.000 --> 00:09:43.000]  聰明的就馬上
[00:09:43.000 --> 00:09:45.000]  身退
[00:09:45.000 --> 00:09:47.000]  愚蠢的繼續下去的時候
[00:09:47.000 --> 00:09:49.000]  中國好收場
[00:09:49.000 --> 00:09:51.000]  你看看近代史裡面
[00:09:51.000 --> 00:09:53.000]  中國十大元帥當中
[00:09:53.000 --> 00:09:55.000]  有多少個好收場呢
[00:09:55.000 --> 00:09:57.000]  真是
[00:09:57.000 --> 00:09:59.000]  好唏噓
[00:09:59.000 --> 00:10:01.000]  十大元帥彭德懷林彪
[00:10:01.000 --> 00:10:03.000]  朱德
[00:10:03.000 --> 00:10:05.000]  個個都是慘淡收場
[00:10:05.000 --> 00:10:07.000]  真是不容易
[00:10:07.000 --> 00:10:09.000]  這些好像是一些
[00:10:09.000 --> 00:10:15.000]  好奇怪的事
[00:10:15.000 --> 00:10:17.000]  人生就是這樣
[00:10:17.000 --> 00:10:19.000]  還有一樣東西
[00:10:19.000 --> 00:10:21.000]  小為人知
[00:10:21.000 --> 00:10:23.000]  曾國藩本身有病
[00:10:23.000 --> 00:10:25.000]  皮膚病
[00:10:25.000 --> 00:10:27.000]  痕癢難以抵受
[00:10:27.000 --> 00:10:29.000]  他曾經寫過一首詩
[00:10:29.000 --> 00:10:31.000]  給他弟弟
[00:10:31.000 --> 00:10:33.000]  人間隨處有成趣
[00:10:33.000 --> 00:10:35.000]  人生裡有得得失失
[00:10:35.000 --> 00:10:37.000]  萬事浮雲
[00:10:37.000 --> 00:10:39.000]  過太虛
[00:10:39.000 --> 00:10:41.000]  人生就像浮雲
[00:10:41.000 --> 00:10:43.000]  人生唏噓
[00:10:43.000 --> 00:10:45.000]  人生唏噓
[00:10:45.000 --> 00:10:47.000]  我想我們很多時候都像曾國藩
[00:10:47.000 --> 00:10:49.000]  差不多的時候
[00:10:49.000 --> 00:10:51.000]  有些迷惑
[00:10:51.000 --> 00:10:53.000]  會想想做人為了什麼呢
[00:10:53.000 --> 00:10:55.000]  是啊
[00:10:55.000 --> 00:10:57.000]  如果不是你
[00:10:57.000 --> 00:10:59.000]  講那麼多故事給我們聽
[00:10:59.000 --> 00:11:01.000]  都不知道
[00:11:01.000 --> 00:11:03.000]  曾國藩是歷史上一個
[00:11:03.000 --> 00:11:05.000]  風雲人物
[00:11:05.000 --> 00:11:07.000]  雖然他有上有落
[00:11:07.000 --> 00:11:09.000]  但是
[00:11:09.000 --> 00:11:11.000]  原來心裡面都有那麼多痛苦
[00:11:11.000 --> 00:11:13.000]  而有憂鬱
[00:11:13.000 --> 00:11:15.000]  我想事實上不單止這樣
[00:11:15.000 --> 00:11:17.000]  我們何嘗不是這樣呢
[00:11:17.000 --> 00:11:19.000]  我想到
[00:11:19.000 --> 00:11:21.000]  我寫過一首打油詩
[00:11:21.000 --> 00:11:23.000]  我是台山阿伯
[00:11:23.000 --> 00:11:25.000]  五十年來金山客
[00:11:25.000 --> 00:11:27.000]  生命如煙
[00:11:27.000 --> 00:11:29.000]  誓與一殺
[00:11:29.000 --> 00:11:31.000]  終到頭來如夢一發
[00:11:31.000 --> 00:11:33.000]  年行二十三拖住李一山
[00:11:33.000 --> 00:11:35.000]  來到舊金山
[00:11:35.000 --> 00:11:37.000]  見到個老犯
[00:11:37.000 --> 00:11:39.000]  捉住去Angel Island坐大監
[00:11:39.000 --> 00:11:41.000]  來到China Town
[00:11:41.000 --> 00:11:43.000]  見到個大班捉住去餐館坐大餐
[00:11:43.000 --> 00:11:45.000]  年行四十三死硬又死坑
[00:11:45.000 --> 00:11:47.000]  離開China Town
