
[00:00:00.000 --> 00:00:04.000]  各位觀眾早安
[00:00:04.000 --> 00:00:08.000]  讓我們一起再次聆聽主導以先同心低頭禱告
[00:00:08.000 --> 00:00:10.000]  仰望愛主愛祢神
[00:00:10.000 --> 00:00:16.000]  父神多謝祢讓我們能夠再次回來在祢的寶貴說話當中學習
[00:00:16.000 --> 00:00:28.000]  並且從當中學習如何在末世時代所見到的種種歪曲、缽謀的事情
[00:00:28.000 --> 00:00:32.000]  我們仍然對上主祢不離不棄
[00:00:32.000 --> 00:00:39.000]  並且從當中學習如何測驗上主祢的心思意念
[00:00:39.000 --> 00:00:45.000]  從而我們在這個世界當中活出一個合神心意應有的生命
[00:00:45.000 --> 00:00:50.000]  並從當中見證出一個真正相信上主的人應有的生命
[00:00:50.000 --> 00:00:52.000]  我們為此獻上感恩
[00:00:52.000 --> 00:00:55.000]  給我們有這樣的福氣能夠有這樣的涉獵
[00:00:55.000 --> 00:00:57.000]  求祢的聖名與我們同在
[00:00:57.000 --> 00:01:05.000]  無論在上或下每一個弟兄姊妹都能夠蒙受聖靈的引導
[00:01:05.000 --> 00:01:10.000]  能夠準確掌握上主祢的心思
[00:01:10.000 --> 00:01:16.000]  還能夠在我們每一天的生命中一同仰望祢
[00:01:16.000 --> 00:01:19.000]  禱告奉靠主耶穌的名字而求
[00:01:19.000 --> 00:01:20.000]  阿們
[00:01:22.000 --> 00:01:27.000]  在聖經當中記載到一位人物
[00:01:27.000 --> 00:01:29.000]  他的名字叫摩西
[00:01:29.000 --> 00:01:33.000]  摩西是一個很特別的領袖
[00:01:33.000 --> 00:01:36.000]  他特別在哪一件事呢
[00:01:36.000 --> 00:01:46.000]  他是承諾上帝的使命帶領神的子民離開這個圍爐的埃及地
[00:01:46.000 --> 00:01:51.000]  進入到上帝的應許之地當中
[00:01:51.000 --> 00:01:57.000]  但是在整個四十年的帶領過程中
[00:01:57.000 --> 00:02:05.000]  最終他換來的卻是不能夠進入到這個應許地的裏面
[00:02:05.000 --> 00:02:08.000]  從很多人的角度看
[00:02:08.000 --> 00:02:13.000]  一個這麼忠心在上帝裏的僕人
[00:02:13.000 --> 00:02:17.000]  竟然落得這樣的下場
[00:02:17.000 --> 00:02:19.000]  好像替他很不值得
[00:02:19.000 --> 00:02:26.000]  但是當我們看回聖經文素記第27章
[00:02:26.000 --> 00:02:32.000]  尤其是從第12至23節裏面的記載
[00:02:32.000 --> 00:02:35.000]  卻又給我們一幅很不同的圖畫
[00:02:35.000 --> 00:02:40.000]  我們的上帝當時帶領摩西
[00:02:40.000 --> 00:02:49.000]  當他到達了所謂阿巴林山的地方的時候
[00:02:49.000 --> 00:02:54.000]  耶和華神就帶領這位的僕人
[00:02:54.000 --> 00:03:02.000]  去到看一下上帝要賜給所有以色列人的應許地
[00:03:02.000 --> 00:03:06.000]  究竟是怎樣的一塊地
[00:03:06.000 --> 00:03:15.000]  而後來我們可以參考在生命記第34章第1至第4節裏面
[00:03:15.000 --> 00:03:22.000]  上帝甚至帶摩西上到尼泊爾山
[00:03:22.000 --> 00:03:30.000]  與耶利哥相對的一個山頂叫做比斯加山的上面
[00:03:30.000 --> 00:03:35.000]  向摩西逐一親自介紹
[00:03:35.000 --> 00:03:44.000]  上帝賜給以色列人這一片應許之地究竟是怎樣的一片土地
[00:03:44.000 --> 00:03:49.000]  而在生命記第34章第1至第4節裏面
[00:03:49.000 --> 00:03:51.000]  有一個很精準的記載
[00:03:51.000 --> 00:04:02.000]  在當中講到耶和華正在遠遠的瞭望著這片應許地的摩西
[00:04:02.000 --> 00:04:07.000]  向摩西說我已經給你看見了
[00:04:07.000 --> 00:04:12.000]  但你沒有進入到應許地
[00:04:12.000 --> 00:04:21.000]  上帝雖然讓摩西看到這個應許地是怎樣的一回事
[00:04:21.000 --> 00:04:28.000]  也清楚介紹給摩西知道這片應許地有什麼特色
[00:04:28.000 --> 00:04:35.000]  是上帝特別賜給猶太人或希伯來人
[00:04:35.000 --> 00:04:40.000]  但卻向他宣告了一個判決
[00:04:40.000 --> 00:04:44.000]  你沒有進入到這個應許地
[00:04:44.000 --> 00:04:51.000]  其實這個判決不是在這一刻才落實的
[00:04:51.000 --> 00:04:56.000]  早在摩西去打盤石出水的時候
[00:04:56.000 --> 00:05:03.000]  上帝已經把判決交給摩西並告知給他們
[00:05:03.000 --> 00:05:16.000]  但為什麼上帝最後臨門前一腳踢進去就入球的時候
[00:05:16.000 --> 00:05:23.000]  卻要向他宣告一個這麼不友善的決定呢
[00:05:23.000 --> 00:05:32.000]  很多弟兄姊妹讀摩西的人生的時候很不明白
[00:05:32.000 --> 00:05:38.000]  有很多弟兄姊妹甚至為摩西抱打不平
[00:05:38.000 --> 00:05:42.000]  當然他們也不敢再說了
[00:05:42.000 --> 00:05:45.000]  用廣東話說不敢「衣牙鬆槓」
[00:05:45.000 --> 00:05:47.000]  因為這是上帝的決定
[00:05:47.000 --> 00:05:55.000]  為什麼摩西無份而上帝還要再說一次呢
[00:05:55.000 --> 00:06:03.000]  當我們看到上帝和他的僕人交往的時候
[00:06:03.000 --> 00:06:06.000]  我們來看但以理
[00:06:06.000 --> 00:06:11.000]  但以理同樣有一個類似的經歷
[00:06:11.000 --> 00:06:20.000]  但以理可以從上帝的僕人包括我們一會兒所看的加伯列
[00:06:20.000 --> 00:06:29.000]  知道很多有關於上帝將要發生在以色列人身上的異象
[00:06:29.000 --> 00:06:32.000]  將要怎樣逐一發生
[00:06:32.000 --> 00:06:38.000]  但是卻同樣說給但以理知道
[00:06:38.000 --> 00:06:46.000]  雖然整個秘魯的計劃在70年這個時間空間裡發生
[00:06:46.000 --> 00:06:51.000]  而且已經將近到要發生的時間
[00:06:51.000 --> 00:06:57.000]  也就是接近70年這個時間的最後一段時間
[00:06:57.000 --> 00:07:03.000]  但同樣上帝卻要告訴但以理知道
[00:07:03.000 --> 00:07:14.000]  你沒有份經歷回歸以色列應許地這片土地
[00:07:14.000 --> 00:07:24.000]  這種有得看有份知卻沒有份參與
[00:07:24.000 --> 00:07:34.000]  似乎上帝和他的僕人有一個獨特的關係
[00:07:34.000 --> 00:07:42.000]  是在他有生侍奉的時間要發生的事情
[00:07:42.000 --> 00:07:47.000]  當我們看到聖經有這樣的記載的時候
[00:07:47.000 --> 00:08:00.000]  我們就會問難道上帝只是叫他的工人或僕人有份做而沒有份分享那份成果嗎
[00:08:00.000 --> 00:08:11.000]  這個聖經的陳述對於今天我們很多的基督徒來算是很大的衝突
[00:08:11.000 --> 00:08:16.000]  因為在基督教會裡很多時候我們所聽的傳道人說
[00:08:16.000 --> 00:08:20.000]  你信了耶穌之後能夠專心仰望侍奉主
[00:08:20.000 --> 00:08:26.000]  參與教會的侍奉然後你就可以同樣得道進入天國
[00:08:26.000 --> 00:08:32.000]  為什麼好像似乎這個未必是上帝的做法呢
[00:08:32.000 --> 00:08:37.000]  上帝是不是不讓屬神的子民相信他的人進入天國
[00:08:37.000 --> 00:08:44.000]  不是 同樣但以理都能夠享受在上帝的裡面一個很特殊的新聞
[00:08:44.000 --> 00:08:46.000]  我們一會兒會去看
[00:08:46.000 --> 00:08:54.000]  但是當我們看到侍奉的過程當中能夠參與在上帝侍奉的侍奉人士
