
[00:00:00.000 --> 00:00:04.600]  各位大兄姐妹早晨
[00:00:04.600 --> 00:00:06.140]  很久不見了
[00:00:06.140 --> 00:00:07.940]  我查一查我記錄
[00:00:07.940 --> 00:00:10.760]  我上一次在粵語堂崇拜港島
[00:00:10.760 --> 00:00:11.780]  你猜是幾時呢
[00:00:11.780 --> 00:00:13.560]  是2008年
[00:00:13.560 --> 00:00:16.120]  16年前 很久不見了
[00:00:16.120 --> 00:00:19.200]  但是在座很多都是嘉年團
[00:00:19.200 --> 00:00:20.740]  哪些是嘉年團的
[00:00:20.740 --> 00:00:23.040]  我去嘉年團比較多
[00:00:23.040 --> 00:00:25.600]  我今天都很懷念你們的茶點
[00:00:25.600 --> 00:00:30.200]  是非常國際化的
[00:00:30.200 --> 00:00:33.540]  每一年他們都會請我分享有關中國時功
[00:00:33.540 --> 00:00:34.820]  所以印象很深
[00:00:34.820 --> 00:00:39.680]  很多年前我和姚牧師一起去中國南京培訓
[00:00:39.680 --> 00:00:41.480]  姚牧師姚師母兩個一起
[00:00:41.480 --> 00:00:44.800]  所以對美經堂都有很多淵源
[00:00:44.800 --> 00:00:48.900]  剛才Josilla 讀錯了 阿Joe
[00:00:48.900 --> 00:00:51.720]  她說在冬年會識我
[00:00:51.720 --> 00:00:55.300]  那年我做主席 她去參加
[00:00:55.300 --> 00:00:57.300]  我說真的 我就不認得了
[00:00:57.300 --> 00:00:58.500]  不過她認得我
[00:00:58.500 --> 00:01:01.400]  很感恩和大家相聚
[00:01:01.400 --> 00:01:04.460]  剛才進來很多人都問我身體如何
[00:01:04.460 --> 00:01:06.000]  有些人知道有些人不知道
[00:01:06.000 --> 00:01:08.820]  有多少人知道我曾經病的
[00:01:08.820 --> 00:01:10.520]  都不是很多
[00:01:10.520 --> 00:01:13.680]  我去年十月尾就驗到有個瘤
[00:01:13.680 --> 00:01:15.380]  驗到的時候已經痛了
[00:01:15.380 --> 00:01:18.140]  已經是十成六成六公分了
[00:01:18.140 --> 00:01:19.060]  真的挺大
[00:01:19.060 --> 00:01:21.460]  但我第二天就要回中國做培訓
[00:01:21.460 --> 00:01:24.020]  因為等了幾年 疫情回不來
[00:01:24.020 --> 00:01:25.380]  我問醫生可否回去
[00:01:25.380 --> 00:01:26.980]  他說你回去小心點
[00:01:26.980 --> 00:01:28.580]  發高燒 入院
[00:01:28.580 --> 00:01:30.100]  如果很痛 入院
[00:01:30.100 --> 00:01:31.380]  不要拖延
[00:01:31.380 --> 00:01:32.780]  我說好 我回去
[00:01:32.780 --> 00:01:35.140]  回去幾個星期
[00:01:35.140 --> 00:01:37.180]  講了45堂
[00:01:37.180 --> 00:01:38.740]  講完之後就回來
[00:01:38.740 --> 00:01:40.220]  回來之後再去驗
[00:01:40.220 --> 00:01:42.140]  醫生說很嚴重
[00:01:42.140 --> 00:01:46.420]  我最大的時候是20x11x12公分
[00:01:46.420 --> 00:01:48.500]  20公分是很大
[00:01:48.500 --> 00:01:50.260]  我太太也很害怕
[00:01:50.260 --> 00:01:53.420]  因為那個專科在Princess Margaret和曼山南
[00:01:53.420 --> 00:01:56.540]  總柳科醫院
[00:01:56.540 --> 00:01:57.980]  醫生說了兩次
[00:01:57.980 --> 00:01:58.980]  他說很嚴重
[00:01:58.980 --> 00:02:00.980]  Very serious
[00:02:00.980 --> 00:02:02.140]  就跟我做了Biopsy
[00:02:02.140 --> 00:02:03.780]  我總共做了七次CT Scan
[00:02:03.780 --> 00:02:05.500]  做了一次PET Scan
[00:02:05.500 --> 00:02:06.860]  但一直在大
[00:02:06.860 --> 00:02:07.700]  個人很弱
[00:02:07.700 --> 00:02:08.500]  吃不了東西
[00:02:08.500 --> 00:02:09.220]  沒胃口
[00:02:09.220 --> 00:02:09.820]  很痛
[00:02:09.820 --> 00:02:11.020]  沒力
[00:02:11.020 --> 00:02:13.340]  取消了五個月的講道
[00:02:13.340 --> 00:02:15.940]  到今天我站在這裡的意思就是
[00:02:15.940 --> 00:02:18.500]  我可以說好了
[00:02:18.500 --> 00:02:19.900]  但我沒做過化療
[00:02:19.900 --> 00:02:20.740]  沒做過電療
[00:02:20.740 --> 00:02:21.460]  沒開過刀
[00:02:21.460 --> 00:02:22.980]  沒吃過藥
[00:02:22.980 --> 00:02:25.580]  6月12號再去做第七次CT Scan
[00:02:25.580 --> 00:02:27.780]  是一公分
[00:02:27.780 --> 00:02:30.140]  最後我問醫生
[00:02:30.140 --> 00:02:32.020]  26號去曼山來看醫生
[00:02:32.020 --> 00:02:33.060]  我問你們結論是什麼
[00:02:33.060 --> 00:02:34.420]  他說一個字
[00:02:34.420 --> 00:02:36.180]  Obey
[00:02:36.180 --> 00:02:37.060]  他說Mystery
[00:02:37.060 --> 00:02:39.460]  他說We don't know
[00:02:39.460 --> 00:02:40.420]  他將我的案子
[00:02:40.420 --> 00:02:41.580]  不過他叫Sarcoma
[00:02:41.580 --> 00:02:43.380]  大家知道總柳就是Sarcoma
[00:02:43.380 --> 00:02:46.420]  他將我的案子放上Sarcoma International Board
[00:02:46.420 --> 00:02:48.340]  就是國際會議那裡
[00:02:48.340 --> 00:02:49.620]  給其他醫生看
[00:02:49.620 --> 00:02:51.540]  沒有人有答案
[00:02:51.540 --> 00:02:53.140]  我只能說感恩
[00:02:53.140 --> 00:02:54.660]  好回來了
[00:02:54.660 --> 00:02:56.860]  4月底可以出來講道
[00:02:56.860 --> 00:03:00.060]  那時候取消講道很心痛
[00:03:00.060 --> 00:03:00.620]  對不起
[00:03:00.620 --> 00:03:01.100]  不能來
[00:03:01.100 --> 00:03:01.620]  對不起
[00:03:01.620 --> 00:03:02.380]  不能來
[00:03:02.380 --> 00:03:03.500]  所以現在
[00:03:03.500 --> 00:03:04.740]  你聽到我都很精神
[00:03:04.740 --> 00:03:06.220]  很多人告訴我
[00:03:06.220 --> 00:03:07.060]  徐弟兄
[00:03:07.060 --> 00:03:07.900]  你病完之後
[00:03:07.900 --> 00:03:09.340]  你瘦了一點
[00:03:09.340 --> 00:03:10.460]  我以前很胖嗎
[00:03:10.460 --> 00:03:11.620]  我又不覺得
[00:03:11.620 --> 00:03:13.180]  我以前很圓滿
[00:03:13.180 --> 00:03:14.660]  我不是很胖
[00:03:14.660 --> 00:03:15.660]  但我老婆說
[00:03:15.660 --> 00:03:17.100]  瘦一點也好
[00:03:17.100 --> 00:03:19.460]  都很感恩
[00:03:19.460 --> 00:03:21.380]  一直都很感謝弟兄姐妹的代祖
[00:03:21.380 --> 00:03:22.860]  很多人為我紀念
[00:03:22.860 --> 00:03:23.420]  在中國
[00:03:23.420 --> 00:03:24.340]  在香港
[00:03:24.340 --> 00:03:25.220]  在歐洲
[00:03:25.220 --> 00:03:26.460]  在加拿大
[00:03:26.460 --> 00:03:27.540]  我都很感恩
[00:03:27.540 --> 00:03:28.780]  在大家當中
[00:03:28.780 --> 00:03:29.940]  能夠再一次分享
[00:03:29.940 --> 00:03:33.180]  我都很珍惜每一次的機會
[00:03:33.180 --> 00:03:34.940]  我們先做個祈禱
[00:03:34.940 --> 00:03:35.860]  天父我們感謝你
[00:03:35.860 --> 00:03:37.060]  讓我們大家相聚
[00:03:37.060 --> 00:03:39.660]  很感恩你在孩子的身上
[00:03:39.660 --> 00:03:41.220]  你顯示你的恩典
[00:03:41.220 --> 00:03:42.340]  人不明白
[00:03:42.340 --> 00:03:43.740]  但我很清楚
[00:03:43.740 --> 00:03:44.940]  是主你的憐憫
[00:03:44.940 --> 00:03:46.340]  也是主你的加力
[00:03:46.340 --> 00:03:47.900]  讓我身體康復
[00:03:47.900 --> 00:03:50.820]  也讓我對自己更加小心
[00:03:50.820 --> 00:03:52.140]  更加慎重
[00:03:52.140 --> 00:03:54.140]  所以求主使用我們每一個人
[00:03:54.140 --> 00:03:55.340]  我們無論身體
[00:03:55.340 --> 00:03:56.340]  我們今天怎麼樣
[00:03:56.340 --> 00:03:57.340]  我們知道每一天
[00:03:57.340 --> 00:03:58.700]  我們都要為主而活
[00:03:58.700 --> 00:03:59.420]  幫助我們
[00:03:59.420 --> 00:04:00.300]  聆聽你的話
[00:04:00.300 --> 00:04:00.900]  幫助我們
[00:04:00.900 --> 00:04:01.860]  遵循你的話
[00:04:01.860 --> 00:04:03.500]  帶領以下聆聽你的話語的時間
[00:04:03.500 --> 00:04:04.220]  聽我們祈禱
[00:04:04.220 --> 00:04:05.780]  奉耶穌的名祈禱
[00:04:05.780 --> 00:04:06.820]  阿們
[00:04:06.820 --> 00:04:07.700]  有些人說
[00:04:07.700 --> 00:04:09.380]  有些人有多重性格
[00:04:09.380 --> 00:04:10.460]  有沒有聽過
[00:04:10.460 --> 00:04:12.220]  有些人說有多副面孔
[00:04:12.220 --> 00:04:13.100]  對你一個樣
[00:04:13.100 --> 00:04:14.300]  對他一個樣
[00:04:14.300 --> 00:04:15.900]  基督徒都有很多身份
[00:04:15.900 --> 00:04:16.980]  比如比特前書提到
[00:04:16.980 --> 00:04:17.500]  大家都知道
[00:04:17.500 --> 00:04:17.860]  很熟悉
[00:04:17.860 --> 00:04:19.100]  第二章說
[00:04:19.100 --> 00:04:20.460]  我們是揀選的族類
[00:04:20.460 --> 00:04:21.500]  是君尊的祭司
[00:04:21.500 --> 00:04:22.500]  聖潔的國度
[00:04:22.500 --> 00:04:24.500]  和屬神的子民
[00:04:24.500 --> 00:04:25.820]  但同樣我們都要明白
[00:04:25.820 --> 00:04:27.500]  其實我們有兩重的身份
[00:04:27.500 --> 00:04:29.100]  一個我們是信徒
[00:04:29.100 --> 00:04:30.060]  我們是信耶穌的
[00:04:30.060 --> 00:04:31.460]  一個我們是門徒
[00:04:31.460 --> 00:04:33.140]  我們是跟耶穌的
[00:04:33.140 --> 00:04:34.620]  所以不單止一個信徒
[00:04:34.620 --> 00:04:36.540]  信了耶穌有新的生命
[00:04:36.540 --> 00:04:38.980]  一個信徒都要跟耶穌成為門徒
[00:04:38.980 --> 00:04:42.060]  要有新的生活
