
[00:00:00.000 --> 00:00:07.520]  上次和大家開始了已不鎖書的第三章
[00:00:07.520 --> 00:00:10.560]  說了一至十三節
[00:00:10.560 --> 00:00:13.440]  我們說教會是一個奧秘
[00:00:13.440 --> 00:00:15.680]  以前是沒有人知道的
[00:00:15.680 --> 00:00:19.520]  但是現在神要世人知道教會的奧秘
[00:00:19.520 --> 00:00:22.720]  就是我們能夠在主內來合一
[00:00:22.720 --> 00:00:25.120]  我們都是耶穌基督的身體
[00:00:25.120 --> 00:00:28.720]  今天在第三章尾
[00:00:28.720 --> 00:00:33.440]  保羅就是為了這件事再一次獻上禱告
[00:00:33.440 --> 00:00:36.400]  他希望我們基督徒能夠合一
[00:00:36.400 --> 00:00:39.360]  能夠活出耶穌基督的愛
[00:00:39.360 --> 00:00:41.920]  讓世人能夠見得到
[00:00:41.920 --> 00:00:44.720]  我叫今天的這個訊息
[00:00:44.720 --> 00:00:48.880]  做超越賞和球的禱告
[00:00:48.880 --> 00:00:52.720]  上個星期應該是說過聖誕的訊息
[00:00:52.720 --> 00:00:55.760]  我就說了教會的奧秘
[00:00:55.760 --> 00:01:00.240]  我就說不單是在二千年前耶穌基督來到世上
[00:01:00.240 --> 00:01:05.840]  是神的旨意要世人在任何時間
[00:01:05.840 --> 00:01:09.520]  都能夠見到耶穌基督在這個世上
[00:01:09.520 --> 00:01:13.200]  在教會時期就是耶穌基督升天之後
[00:01:13.200 --> 00:01:16.320]  在他還沒回來的這段時間
[00:01:16.320 --> 00:01:20.000]  是要我們基督徒將耶穌基督表現出來
[00:01:20.000 --> 00:01:21.680]  讓世人能夠見得到
[00:01:21.680 --> 00:01:25.200]  這是一個美好的聖誕訊息
[00:01:25.200 --> 00:01:28.400]  這次應該是說一個新年的訊息
[00:01:28.400 --> 00:01:31.280]  為什麼又說保羅的禱告呢
[00:01:31.280 --> 00:01:35.120]  因為保羅的禱告是要我們得到
[00:01:35.120 --> 00:01:38.480]  比我們所想所求的更好
[00:01:38.480 --> 00:01:42.640]  你想想這是不是一個真是很好的新年的訊息
[00:01:42.640 --> 00:01:47.440]  怎樣能夠比我們所想所求更好
[00:01:47.440 --> 00:01:49.440]  我們一起來看看
[00:01:49.440 --> 00:01:53.680]  其實在《耳窟所書》裡面
[00:01:53.680 --> 00:01:57.760]  不單止在第三章美保羅禱告
[00:01:57.760 --> 00:02:01.600]  早在第一章美保羅已經是禱告
[00:02:01.600 --> 00:02:05.520]  我們說過第一章是說到個人立場
[00:02:05.520 --> 00:02:07.520]  我們每一個基督徒
[00:02:07.520 --> 00:02:10.320]  都是被神大大祝福我們
[00:02:10.320 --> 00:02:11.920]  很有福氣
[00:02:11.920 --> 00:02:14.480]  所以第一章美保羅的禱告
[00:02:14.480 --> 00:02:17.680]  就是希望我們能夠明白我們的福氣
[00:02:17.680 --> 00:02:20.800]  明白我們的身份地位
[00:02:20.800 --> 00:02:24.080]  現在去到第二章第三章
[00:02:24.080 --> 00:02:26.080]  是集體的立場
[00:02:26.080 --> 00:02:28.480]  我們是耶穌基督的身體
[00:02:28.480 --> 00:02:32.320]  我們應該在主內合一彼此相愛
[00:02:32.320 --> 00:02:35.360]  所以保羅在第三章的美
[00:02:35.360 --> 00:02:39.360]  又一次為基督徒來禱告
[00:02:39.360 --> 00:02:43.840]  其實保羅在第三章美的禱告
[00:02:43.840 --> 00:02:46.880]  是在聖經裡面除了耶穌基督
[00:02:46.880 --> 00:02:52.000]  在道瑪太福音第六章主禱文的禱告之外
[00:02:52.000 --> 00:02:55.200]  是最重要的一個禱告
[00:02:55.200 --> 00:02:57.280]  保羅究竟這個禱告
[00:02:57.280 --> 00:03:00.720]  希望達到什麼樣的目的呢?
[00:03:00.720 --> 00:03:06.000]  在《耳窟所書》的三章20和21節
[00:03:06.000 --> 00:03:07.520]  說得很清楚
[00:03:07.520 --> 00:03:08.560]  保羅說
[00:03:08.560 --> 00:03:13.280]  願神能照著運行在我們心裡的大能
[00:03:13.280 --> 00:03:16.560]  充充足足的成就一切
[00:03:16.560 --> 00:03:19.680]  超過我們所求所想的
[00:03:19.680 --> 00:03:21.760]  願他在教會中
[00:03:21.760 --> 00:03:26.080]  並在基督耶穌裡得著榮耀
[00:03:26.080 --> 00:03:27.840]  保羅就是要我們
[00:03:27.840 --> 00:03:32.000]  得到比我們所想所求的更加好
[00:03:32.000 --> 00:03:36.560]  我們一起來看看保羅禱告的力量
[00:03:36.560 --> 00:03:39.520]  它的力量從哪裡來?
[00:03:39.520 --> 00:03:43.200]  其實保羅兩次在《耳窟所書》的禱告
[00:03:43.200 --> 00:03:48.320]  他所倚靠的都是三位一體神的力量
[00:03:48.320 --> 00:03:50.480]  在他第一次的禱告
[00:03:50.480 --> 00:03:53.040]  在《耳窟所書》的一章17節
[00:03:53.040 --> 00:03:56.640]  他已經是倚靠三位一體的神
[00:03:56.640 --> 00:03:58.160]  一章17節說
[00:03:58.160 --> 00:04:01.440]  求我們主耶穌基督的神
[00:04:01.440 --> 00:04:02.720]  榮耀的父
[00:04:02.720 --> 00:04:06.720]  將那賜人智慧和啟示的靈賞給你們
[00:04:06.720 --> 00:04:09.360]  使你們真摯道他
[00:04:09.360 --> 00:04:11.840]  他是靠耶穌基督
[00:04:11.840 --> 00:04:13.760]  靠榮耀的父
[00:04:13.760 --> 00:04:17.280]  靠賜人智慧和啟示的靈
[00:04:17.280 --> 00:04:19.600]  有沒有看到三位一體的神
[00:04:19.600 --> 00:04:22.320]  在他的禱告裡面
[00:04:22.320 --> 00:04:25.440]  第二次的禱告就是今天的經文
[00:04:25.440 --> 00:04:29.040]  在《耳窟所書》的三章14-16節
[00:04:29.040 --> 00:04:33.040]  保羅再一次用到三位一體的神
[00:04:33.040 --> 00:04:36.000]  他說我在父的面前屈膝
[00:04:36.000 --> 00:04:38.560]  求他按著他豐盛的榮耀
[00:04:38.560 --> 00:04:40.080]  藉著他的靈
[00:04:40.080 --> 00:04:43.920]  叫你們心裡的力量剛強起來
[00:04:43.920 --> 00:04:45.920]  使基督因你們的信
[00:04:45.920 --> 00:04:47.680]  住在你們的心裡
[00:04:47.680 --> 00:04:51.120]  叫你們的愛心有根有記
[00:04:51.120 --> 00:04:55.600]  他說求父藉著神的靈
[00:04:55.600 --> 00:05:00.000]  藉著住在我們裡面的耶穌基督
[00:05:00.000 --> 00:05:02.080]  能夠幫助我們
[00:05:02.080 --> 00:05:06.160]  使我們有愛的根和記
[00:05:06.160 --> 00:05:10.880]  其實兩個禱告都有連帶關係
[00:05:10.880 --> 00:05:12.240]  在第一個禱告
[00:05:12.240 --> 00:05:14.640]  保羅是要我們真認識他
[00:05:14.640 --> 00:05:17.440]  真正認識耶穌基督
[00:05:17.440 --> 00:05:19.920]  當我們真真正正的認識耶穌基督
[00:05:19.920 --> 00:05:24.080]  我們就真真正正的能夠活出耶穌基督的愛
[00:05:24.080 --> 00:05:29.680]  這就是三章16節告訴我們
[00:05:29.680 --> 00:05:34.720]  我們接著看看保羅禱告的姿勢
[00:05:34.720 --> 00:05:38.560]  保羅說他在父的面前屈膝
[00:05:38.560 --> 00:05:41.920]  他跪在那裡禱告
[00:05:41.920 --> 00:05:48.000]  跪在那裡不是聖經裡唯一一個禱告的姿勢
[00:05:48.000 --> 00:05:52.960]  我們知道猶太人他們的習慣是站著禱告
[00:05:52.960 --> 00:05:57.040]  猶太人喜歡舉起兩隻手站著禱告
[00:05:57.040 --> 00:05:58.960]  我們怎麼知道呢
[00:05:58.960 --> 00:06:01.520]  在《路加福音》第18章
[00:06:01.520 --> 00:06:05.200]  我們看到法利塞人和瑞利的禱告
[00:06:05.200 --> 00:06:06.800]  他們去到聖殿那裡
[00:06:06.800 --> 00:06:11.120]  兩個人就站著向神來禱告
[00:06:11.120 --> 00:06:14.640]  在《樹創世紀》第18章第22節
[00:06:14.640 --> 00:06:21.680]  也說到伯拉罕站著向神來禱告
[00:06:21.680 --> 00:06:24.080]  大衛呢?大衛很有趣
[00:06:24.080 --> 00:06:26.480]  在《歷代至上》第17章第16節
[00:06:26.480 --> 00:06:31.280]  他坐著和神來禱告
[00:06:31.280 --> 00:06:35.760]  而在《馬太福音》第26章第39節
[00:06:35.760 --> 00:06:38.640]  耶穌基督在那裡吃西馬利園
[00:06:38.640 --> 00:06:43.600]  他是俯伏在神的面前來禱告
[00:06:43.600 --> 00:06:51.440]  究竟在聖經裡跪在那裡禱告是什麼意思呢?
[00:06:51.440 --> 00:06:55.120]  第一是敬拜的意思
[00:06:55.120 --> 00:06:58.080]  在詩篇第95篇第6節
[00:06:58.080 --> 00:07:01.280]  詩人說:我們要屈身敬拜
[00:07:01.280 --> 00:07:05.120]  在做我們的耶和華面前跪下
[00:07:05.120 --> 00:07:08.640]  所以當我們跪下來禱告的時候
[00:07:08.640 --> 00:07:11.680]  就代表我們是敬拜神
[00:07:11.680 --> 00:07:15.360]  我們也看到在聖經裡
[00:07:15.360 --> 00:07:17.760]  羅馬書第14章第11節
[00:07:17.760 --> 00:07:21.600]  保羅說:萬失必向他跪拜
[00:07:21.600 --> 00:07:24.560]  萬口必向他承認
[00:07:24.560 --> 00:07:27.200]  而在菲勒比書第2章第10節
[00:07:27.200 --> 00:07:32.720]  也說到:叫一切天上的、地上的和地下的
[00:07:32.720 --> 00:07:35.680]  因為耶穌的名無不屈膝
[00:07:35.680 --> 00:07:38.000]  屈膝就是敬拜的意思
[00:07:38.000 --> 00:07:39.440]  這是第一點
[00:07:39.440 --> 00:07:42.000]  第二點當我們跪下敬拜
[00:07:42.000 --> 00:07:45.040]  就代表是虔誠
[00:07:45.040 --> 00:07:47.680]  在《但以理書》第6章第10節
[00:07:47.680 --> 00:07:52.720]  說到但以理是相失跪在神的面前
[00:07:52.720 --> 00:07:55.280]  來禱告感謝
[00:07:55.280 --> 00:07:58.160]  所以代表他的虔誠
[00:07:58.160 --> 00:08:01.440]  還有第三點是代表認罪
[00:08:01.440 --> 00:08:06.000]  在《以斯拉記》第9章第5節
[00:08:06.000 --> 00:08:07.840]  他為了人民的罪
[00:08:07.840 --> 00:08:12.640]  屈膝地在神的面前禱告
[00:08:12.640 --> 00:08:17.520]  所以我們說保羅屈膝在神的面前禱告
[00:08:17.520 --> 00:08:20.720]  是代表保羅的虔誠
[00:08:20.720 --> 00:08:24.240]  是代表保羅的敬拜
[00:08:24.240 --> 00:08:27.600]  所以當我們禱告的時候
[00:08:27.600 --> 00:08:33.040]  就算我們的姿勢不是跪在這裡禱告
[00:08:33.040 --> 00:08:36.400]  我們的心裡應該是下跪
[00:08:36.400 --> 00:08:41.680]  就是代表我們願意馴服在神的旨意裡
[00:08:41.680 --> 00:08:44.080]  願意服從神
[00:08:44.080 --> 00:08:45.600]  跪在這裡敬拜
[00:08:45.600 --> 00:08:47.760]  就是一個外在的姿勢
[00:08:47.760 --> 00:08:53.840]  代表我們內在的馴服的心
[00:08:53.840 --> 00:08:56.080]  我們剛才說到
[00:08:56.080 --> 00:08:58.960]  保羅在這個禱告裡面
[00:08:58.960 --> 00:09:04.720]  是希望我們基督徒能夠得到比我們所想所求的更加好
[00:09:04.720 --> 00:09:07.200]  我們怎樣能夠做得到呢?
[00:09:07.200 --> 00:09:09.280]  一共有四點
[00:09:09.280 --> 00:09:12.240]  跟著四點去做我們就能夠得到
[00:09:12.240 --> 00:09:14.640]  第一點是要藉著聖靈
[00:09:14.640 --> 00:09:18.320]  叫裡面的人剛強起來
[00:09:18.320 --> 00:09:21.600]  在《以不所書》的三章十六
[00:09:21.600 --> 00:09:26.240]  保羅說:求祂按著祂豐盛的榮耀
[00:09:26.240 --> 00:09:31.200]  藉著祂的靈叫你們心裡的力量剛強起來
[00:09:31.200 --> 00:09:34.400]  這是一個很有力量的禱告
[00:09:34.400 --> 00:09:37.440]  是按著神的豐盛和榮耀
[00:09:37.440 --> 00:09:40.480]  還藉著聖靈來禱告
[00:09:40.480 --> 00:09:42.560]  非常有力
[00:09:42.560 --> 00:09:44.960]  保羅說要我們心裡的力量
[00:09:44.960 --> 00:09:48.960]  或者裡面的人剛強起來
[00:09:48.960 --> 00:09:51.760]  很可惜 很有趣
[00:09:51.760 --> 00:09:54.560]  世人也好 基督徒也好
[00:09:54.560 --> 00:09:58.560]  我們很喜歡將注意力花在外面的人
[00:09:58.560 --> 00:10:01.840]  而不是將時間花在裡面的人
[00:10:01.840 --> 00:10:04.480]  我們花很少時間在裡面的人
[00:10:04.480 --> 00:10:07.440]  但我們花很多時間在外面的人
[00:10:07.440 --> 00:10:09.840]  外面的人是誰呀?
[00:10:09.840 --> 00:10:11.920]  我現在站在你面前
[00:10:11.920 --> 00:10:15.120]  你所見到的這個就是外面的我
[00:10:15.120 --> 00:10:19.600]  這個不是裡面的我 是外面的我
[00:10:19.600 --> 00:10:21.840]  我和大家說過很多次
[00:10:21.840 --> 00:10:24.560]  我從小被女人包圍
[00:10:24.560 --> 00:10:26.960]  我小時候有三個姐姐
[00:10:26.960 --> 00:10:30.560]  所以經常被三個女士包圍我
[00:10:30.560 --> 00:10:33.840]  長大之後我有一個太太和兩個女兒
[00:10:33.840 --> 00:10:37.120]  也是被三個女士包圍我
[00:10:37.120 --> 00:10:41.200]  所以我對女士用多少時間在外表
[00:10:41.200 --> 00:10:44.720]  在外面的人身上是很熟悉
[00:10:44.720 --> 00:10:47.040]  只是說面相
[00:10:47.040 --> 00:10:52.080]  有漂白霜 有乳液 有爽膚水
[00:10:52.080 --> 00:10:54.640]  有去皺紋水
[00:10:54.640 --> 00:10:56.800]  只是面相而已
[00:10:56.800 --> 00:10:59.120]  還有頭髮呢?
[00:10:59.120 --> 00:11:01.040]  還有穿什麼衣服呢?
[00:11:01.040 --> 00:11:02.800]  穿什麼鞋呢?
[00:11:02.800 --> 00:11:05.040]  配什麼手袋呢?
[00:11:05.040 --> 00:11:10.880]  我們真的花很多很多時間在外面的人身上
[00:11:10.880 --> 00:11:15.280]  裡面的人我們有沒有花那麼多時間呢?
[00:11:15.280 --> 00:11:18.160]  究竟裡面的人是誰呢?
[00:11:18.160 --> 00:11:23.440]  裡面的人就是我們靈或者魂所在的地方
[00:11:23.440 --> 00:11:26.000]  有很多神學家他們都說
[00:11:26.000 --> 00:11:28.320]  靈和魂是不同的
[00:11:28.320 --> 00:11:30.800]  其實我覺得靈和魂都是一樣
[00:11:30.800 --> 00:11:34.720]  就是我們裡面的那一位
[00:11:34.720 --> 00:11:36.640]  有很多人認為
[00:11:36.640 --> 00:11:39.280]  外面那個才是真正的我
[00:11:39.280 --> 00:11:41.040]  是因為讓你看得到
[00:11:41.040 --> 00:11:43.920]  很多人認為這個才是真正的我
[00:11:43.920 --> 00:11:47.360]  但其實裡面那個才是真正的我
[00:11:47.360 --> 00:11:49.760]  你有沒有想過
[00:11:49.760 --> 00:11:52.960]  外面的人當我們死的時候
[00:11:52.960 --> 00:11:55.920]  是會塵歸塵 土歸土
[00:11:55.920 --> 00:11:58.000]  是會回到地裏面
[00:11:58.000 --> 00:12:02.080]  但我們的靈魂是永遠不會滅亡
[00:12:02.080 --> 00:12:04.160]  我們的靈魂不會滅亡
[00:12:04.160 --> 00:12:06.080]  只是差在哪裡
[00:12:06.080 --> 00:12:08.560]  永遠是與神同在
[00:12:08.560 --> 00:12:11.440]  還是永遠是與神分開
[00:12:11.440 --> 00:12:14.720]  這個就是值得我們去思考
[00:12:14.720 --> 00:12:19.120]  所以真正的我在裡面的我不是在外面
[00:12:19.120 --> 00:12:23.120]  其實這個世界是非常無常
[00:12:23.120 --> 00:12:25.920]  早上起床都可能好好的
[00:12:25.920 --> 00:12:29.520]  到了下午已經是天翻地覆
[00:12:29.520 --> 00:12:31.680]  不單止非基督徒
[00:12:31.680 --> 00:12:33.840]  基督徒都是一樣
[00:12:33.840 --> 00:12:36.400]  基督徒都不會例外
[00:12:36.400 --> 00:12:42.160]  不會說對困難 對逆境會有免疫
[00:12:42.160 --> 00:12:48.800]  所以我們是很需要來鍛鍊我們裏面的人
[00:12:48.800 --> 00:12:52.880]  當有困難來到我們身上的時候
[00:12:52.880 --> 00:12:56.400]  是裏面的人來支撐著
[00:12:56.400 --> 00:12:59.120]  是我們外面的人
[00:12:59.120 --> 00:13:01.760]  有很多基督徒都有經驗
[00:13:01.760 --> 00:13:04.800]  他們說當我們有困難
[00:13:04.800 --> 00:13:06.800]  有逆境來到的時候
[00:13:06.800 --> 00:13:12.720]  是我們的靈 是我們裏面的人來承擔一切
[00:13:12.720 --> 00:13:14.560]  很多的基督徒
