
[00:00:00.000 --> 00:00:07.800]  感謝主 今天還有機會和大家一起思想神自己的話語
[00:00:07.800 --> 00:00:12.560]  《獵王記》上這個記載可能大家都熟悉的
[00:00:12.560 --> 00:00:14.980]  因為以利亞的生平
[00:00:14.980 --> 00:00:18.360]  以利亞是神一個在舊路裏面一個很重要的先知
[00:00:18.360 --> 00:00:22.740]  神是透過不同的先知在不同的時代做不同的事情
[00:00:22.740 --> 00:00:26.080]  以利亞的先知比較多是行神蹟的
[00:00:26.080 --> 00:00:30.540]  最出名的當然就是天上降火下來
[00:00:30.540 --> 00:00:32.040]  燒了一些祭物
[00:00:32.040 --> 00:00:36.420]  然後就是另外一個事蹟就是這個羅漢樹下的禱告
[00:00:36.420 --> 00:00:40.800]  今天就和大家分享一個神的僕人
[00:00:40.800 --> 00:00:45.140]  很累的時候 在很累的時候
[00:00:45.140 --> 00:00:48.080]  究竟上帝應許了他些什麼呢?
[00:00:48.080 --> 00:00:50.740]  今天和大家一起來看的時候
[00:00:50.740 --> 00:00:53.880]  我們讀多一次好嗎?這次我們一起讀
[00:00:53.880 --> 00:00:58.980]  《獵王記》上19章
[00:00:58.980 --> 00:01:02.260]  我們看第一至第八節 不用找了 一起讀
[00:01:02.260 --> 00:01:03.400]  預備起
[00:01:03.400 --> 00:01:06.200]  「阿哈將以利亞一切所行的
[00:01:06.200 --> 00:01:10.800]  和他用刀殺眾先知的事都告訴耶駒別
[00:01:10.800 --> 00:01:14.040]  耶駒別就差人去見以利亞
[00:01:14.040 --> 00:01:17.260]  告訴他說明日若在這時候
[00:01:17.260 --> 00:01:21.120]  我若不使你的性命像那些人的性命一樣
[00:01:21.120 --> 00:01:24.080]  願神明重重的降伐於我
[00:01:24.080 --> 00:01:25.840]  以利亞見者光景
[00:01:25.840 --> 00:01:29.560]  就起來逃命到了猶大的別世吧
[00:01:29.560 --> 00:01:31.600]  將僕人留在那裡
[00:01:31.600 --> 00:01:34.320]  自己在曠野走了一日的路程
[00:01:34.320 --> 00:01:36.400]  來到一個羅藤樹下
[00:01:36.400 --> 00:01:39.440]  就坐在那裡求死說
[00:01:39.440 --> 00:01:41.840]  耶駒說 罷了
[00:01:41.840 --> 00:01:43.560]  求你取我的性命
[00:01:43.560 --> 00:01:45.840]  因為我不勝於我的列祖
[00:01:45.840 --> 00:01:48.720]  他就躺在羅藤樹下睡著了
[00:01:48.720 --> 00:01:51.000]  有一個天使拍他說
[00:01:51.000 --> 00:01:52.160]  起來吃吧
[00:01:52.160 --> 00:01:56.560]  他觀看見頭旁有一瓶水與炭火燒的餅
[00:01:56.560 --> 00:02:00.040]  他就吃了喝了仍然躺下
[00:02:00.040 --> 00:02:02.680]  耶駒說的使者第二次來拍他說
[00:02:02.680 --> 00:02:03.880]  起來吃吧
[00:02:03.880 --> 00:02:06.200]  因為你裝走的路甚遠
[00:02:06.200 --> 00:02:08.600]  他就起來吃了喝了
[00:02:08.600 --> 00:02:10.040]  像藥酒飲食的力
[00:02:10.040 --> 00:02:11.760]  走了四十晝夜
[00:02:11.760 --> 00:02:15.640]  到了神的山就是荷列山」
[00:02:17.760 --> 00:02:21.880]  以利亞先知可以說是一個很傳奇的先知
[00:02:21.880 --> 00:02:24.520]  他一出來第一件事做什麼呢?
[00:02:24.520 --> 00:02:25.760]  就是去見皇帝
[00:02:25.760 --> 00:02:28.720]  告訴他我不禱告就不下雨
[00:02:28.720 --> 00:02:31.080]  國家就會有旱災
[00:02:31.080 --> 00:02:33.040]  就從那個時候開始
[00:02:33.040 --> 00:02:37.720]  先知以利亞就被追殺
[00:02:37.720 --> 00:02:39.840]  做先知做到被追殺
[00:02:39.840 --> 00:02:42.160]  他都算是一個表表者
[00:02:42.160 --> 00:02:44.320]  不是誰追殺他
[00:02:44.320 --> 00:02:47.000]  是王要追殺他
[00:02:47.000 --> 00:02:52.720]  當時的以利亞的處境
[00:02:52.720 --> 00:02:55.920]  其實有點像我們加拿大
[00:02:55.920 --> 00:02:58.000]  為什麼呢?
[00:02:58.000 --> 00:03:01.520]  當時北國以色列國
[00:03:01.520 --> 00:03:03.240]  以色列國是一個什麼國家呢?
[00:03:03.240 --> 00:03:06.160]  以色列國是一個上帝的國家
[00:03:06.160 --> 00:03:08.120]  奉上帝之名
[00:03:08.120 --> 00:03:09.200]  對不對?
[00:03:09.200 --> 00:03:10.480]  他還叫以色列
[00:03:10.480 --> 00:03:11.480]  不是叫猶大
[00:03:11.480 --> 00:03:13.000]  請大家記住
[00:03:13.000 --> 00:03:20.240]  瓦國在瓦博道口和上帝率交
[00:03:20.240 --> 00:03:21.920]  率完交之後
[00:03:21.920 --> 00:03:25.080]  以色列這個名是上帝給瓦國的
[00:03:25.080 --> 00:03:27.080]  叫做Israel
[00:03:27.080 --> 00:03:29.640]  我們英文就叫Israel
[00:03:29.640 --> 00:03:31.640]  如果希伯來話就叫Israel
[00:03:31.640 --> 00:03:33.000]  L代表什麼呢?
[00:03:33.000 --> 00:03:35.000]  L就是上帝
[00:03:35.000 --> 00:03:38.440]  意思是中文聖經寫出來了
[00:03:38.440 --> 00:03:40.720]  他就是與上帝和人交替
[00:03:40.720 --> 00:03:42.080]  獨得了聖
[00:03:42.080 --> 00:03:44.680]  意思不是說連上帝都被他打倒
[00:03:44.680 --> 00:03:45.160]  不是
[00:03:45.160 --> 00:03:46.440]  是因為他扭上帝
[00:03:46.440 --> 00:03:47.160]  扭到一個地步
[00:03:47.160 --> 00:03:49.160]  上帝都服了你了
[00:03:49.160 --> 00:03:53.080]  所以就為他改了這個名
[00:03:53.080 --> 00:03:55.560]  由瓦國改做以色列
[00:03:55.560 --> 00:04:00.000]  當南北國因為羅波安和耶羅波安
[00:04:00.000 --> 00:04:02.000]  這兩個波安哥
[00:04:02.000 --> 00:04:05.600]  搞到南北國分裂之後
[00:04:05.600 --> 00:04:09.880]  北國就叫做以色列國
[00:04:10.400 --> 00:04:12.400]  不過這個以色列國
[00:04:12.400 --> 00:04:15.280]  就再不是原本那個與人
[00:04:15.280 --> 00:04:18.200]  與上帝交替獨得了聖的以色列國
[00:04:18.200 --> 00:04:22.080]  而是一個徹徹底底背叛上帝的以色列國
[00:04:22.080 --> 00:04:23.880]  就好像我們經常說
[00:04:23.880 --> 00:04:26.880]  我們北美洲是用基督教立國
[00:04:26.880 --> 00:04:29.200]  我們經常說現在很多西方國家
[00:04:29.200 --> 00:04:31.520]  都是以基督教的背景立國
[00:04:31.520 --> 00:04:33.520]  但是現在看新聞大家都知道
[00:04:33.520 --> 00:04:35.520]  兵敗如山倒
[00:04:35.520 --> 00:04:37.000]  是不是
[00:04:37.040 --> 00:04:39.000]  整個西方世界
[00:04:39.000 --> 00:04:40.440]  嚎啕一聲地倒
[00:04:40.440 --> 00:04:42.440]  我們叫做政治正確的時候
[00:04:42.440 --> 00:04:44.920]  其實我們都知道根本就是離經叛道
[00:04:44.920 --> 00:04:46.280]  大家祈禱的時候
[00:04:46.280 --> 00:04:48.280]  有沒有聽到我們的主席說什麼
[00:04:48.280 --> 00:04:50.920]  你啞了門
[00:04:50.920 --> 00:04:53.200]  什麼叫啞門
[00:04:53.200 --> 00:04:55.200]  啞門就是你簽了名在那裡
[00:04:55.200 --> 00:04:56.880]  你和上帝說完簽了名
[00:04:56.880 --> 00:04:58.880]  你記得我們主席剛才說了什麼嗎
[00:04:58.880 --> 00:05:02.360]  主席剛才說了好幾樣很重要的東西
[00:05:02.360 --> 00:05:04.360]  在屬靈的國度上
[00:05:04.800 --> 00:05:07.840]  貴差會的宣教部
[00:05:07.840 --> 00:05:09.360]  缺經費
[00:05:09.360 --> 00:05:11.360]  我們除了祈禱之外
[00:05:11.360 --> 00:05:13.360]  我們有沒有每天喝一杯咖啡呢
[00:05:13.360 --> 00:05:17.760]  其實都不用喝一杯咖啡了
[00:05:17.760 --> 00:05:18.320]  是不是
[00:05:18.320 --> 00:05:21.520]  這樣就已經搞定了
[00:05:21.520 --> 00:05:23.880]  剛才有個弟兄和我說
[00:05:23.880 --> 00:05:25.880]  我們以前香港第一間教會
[00:05:25.880 --> 00:05:26.880]  我回到第一間教會
[00:05:26.880 --> 00:05:28.880]  我們那時候信心盈獻
[00:05:28.880 --> 00:05:30.880]  不知道你們有沒有玩過信心盈獻這個遊戲
[00:05:30.880 --> 00:05:32.880]  知道什麼叫信心盈獻嗎
[00:05:33.880 --> 00:05:37.360]  信心盈獻的意思不是我盡力去奉獻
[00:05:37.360 --> 00:05:39.880]  信心盈獻的意思就是看著錢包
[00:05:39.880 --> 00:05:41.880]  這筆錢是沒有的
[00:05:41.880 --> 00:05:43.880]  沒有的
[00:05:43.880 --> 00:05:45.880]  我拿出來的錢都沒有
[00:05:45.880 --> 00:05:48.880]  不過我祈禱主給我信心
[00:05:48.880 --> 00:05:50.880]  我只有一萬而已
[00:05:50.880 --> 00:05:52.880]  我捐五萬
[00:05:52.880 --> 00:05:54.880]  我贏五萬
[00:05:54.880 --> 00:05:56.880]  信心是沒有的
[00:05:56.880 --> 00:05:57.880]  成功了
[00:05:57.880 --> 00:05:59.880]  不知道為什麼錢就不知道
[00:05:59.880 --> 00:06:02.880]  上帝很多時候有時候我們都不明白的
[00:06:02.880 --> 00:06:03.880]  上帝總是有辦法
[00:06:03.880 --> 00:06:05.880]  就是你有信心
[00:06:05.880 --> 00:06:07.880]  我們不是玩成功神學
[00:06:07.880 --> 00:06:09.880]  但是當你有信心
[00:06:09.880 --> 00:06:12.880]  你祈禱之後上帝給你有這個信心去領受一刀
[00:06:12.880 --> 00:06:14.880]  我再說一次
[00:06:14.880 --> 00:06:16.880]  信心盈獻不同努力盈獻
[00:06:16.880 --> 00:06:17.880]  不同努力奉獻
[00:06:17.880 --> 00:06:19.880]  努力奉獻就是我已經有了
[00:06:19.880 --> 00:06:20.880]  我在我的預算裡
[00:06:20.880 --> 00:06:21.880]  其實我有一萬
[00:06:21.880 --> 00:06:22.880]  我拿五千出來
[00:06:22.880 --> 00:06:23.880]  都算是很有愛心
[00:06:23.880 --> 00:06:24.880]  這叫愛心奉獻
[00:06:24.880 --> 00:06:26.880]  就不是信心奉獻
[00:06:26.880 --> 00:06:29.880]  信心奉獻是要超過你自己的能力
[00:06:29.880 --> 00:06:31.880]  然後擺上
[00:06:31.880 --> 00:06:33.880]  然後看上帝的作為
[00:06:33.880 --> 00:06:34.880]  那種叫信心
[00:06:34.880 --> 00:06:36.880]  我們那時候見完一間堂
[00:06:36.880 --> 00:06:37.880]  有一間堂
[00:06:37.880 --> 00:06:39.880]  全部都是信心盈獻
[00:06:39.880 --> 00:06:41.880]  我自己出來的那間律師堂
[00:06:41.880 --> 00:06:43.880]  全部都是學生
[00:06:43.880 --> 00:06:44.880]  哪有錢去扣堂
[00:06:44.880 --> 00:06:46.880]  我們就拼命祈禱
[00:06:46.880 --> 00:06:48.880]  上帝就有不同的方法
[00:06:48.880 --> 00:06:50.880]  給我們錢
[00:06:50.880 --> 00:06:51.880]  每個給法都不同
[00:06:51.880 --> 00:06:53.880]  今天說不完
[00:06:53.880 --> 00:06:54.880]  但是什麼叫信心
[00:06:54.880 --> 00:06:56.880]  信心就是我們願意去跟從上帝
[00:06:56.880 --> 00:06:57.880]  但是當我們沒有信心的時候
[00:06:57.880 --> 00:06:59.880]  我們就左推右躺
[00:06:59.880 --> 00:07:01.880]  給盡藉口
[00:07:01.880 --> 00:07:02.880]  這又不行得通
[00:07:02.880 --> 00:07:03.880]  那又不可行
[00:07:03.880 --> 00:07:04.880]  這又不可以
[00:07:04.880 --> 00:07:05.880]  你明白嗎
[00:07:05.880 --> 00:07:07.880]  當你不願意做那件事的時候
[00:07:07.880 --> 00:07:08.880]  你一定找到藉口
[00:07:08.880 --> 00:07:09.880]  你不用擔心
[00:07:09.880 --> 00:07:11.880]  所有人都知道你那是藉口
[00:07:11.880 --> 00:07:12.880]  但是沒有人幫到你
[00:07:12.880 --> 00:07:13.880]  因為這個是藉口
[00:07:13.880 --> 00:07:15.880]  你一定是很完美的藉口
[00:07:15.880 --> 00:07:17.880]  沒有人可以否定你的
[00:07:17.880 --> 00:07:19.880]  但是唯一看得出的就是沒有信心
[00:07:19.880 --> 00:07:21.880]  當時
[00:07:21.880 --> 00:07:23.880]  以色列國就是這樣
[00:07:23.880 --> 00:07:26.880]  有上帝之名立的國
[00:07:26.880 --> 00:07:28.880]  但是呢
[00:07:28.880 --> 00:07:30.880]  他徹徹底底背棄上帝
[00:07:30.880 --> 00:07:33.880]  我們今天移民來加拿大
[00:07:33.880 --> 00:07:34.880]  可能我們想到
[00:07:34.880 --> 00:07:36.880]  都有個背景在這裡
[00:07:36.880 --> 00:07:37.880]  對不起
[00:07:37.880 --> 00:07:38.880]  現在背景都拆了
[00:07:38.880 --> 00:07:40.880]  徹徹底底拆了
[00:07:40.880 --> 00:07:42.880]  所以第二個主席祈禱的時候
[00:07:42.880 --> 00:07:44.880]  不知道大家有沒有留意
[00:07:44.880 --> 00:07:46.880]  說到三一神學院
[00:07:46.880 --> 00:07:47.880]  是不是
[00:07:47.880 --> 00:07:48.880]  訓練一班專業人員出來
[00:07:48.880 --> 00:07:49.880]  一班律師
[00:07:49.880 --> 00:07:50.880]  是不是
[00:07:50.880 --> 00:07:52.880]  因為我們要承認一男一女
[00:07:52.880 --> 00:07:53.880]  一夫一妻
[00:07:53.880 --> 00:07:54.880]  一生一世
[00:07:54.880 --> 00:07:56.880]  他不合格
[00:07:56.880 --> 00:07:58.880]  你拗了頭
[00:07:58.880 --> 00:07:59.880]  什麼解救
[00:07:59.880 --> 00:08:01.880]  其實我們這段聖經就是在說
[00:08:01.880 --> 00:08:02.880]  十九章是在說什麼
