
[00:00:00.000 --> 00:00:02.000]  (字幕組: 請勿模仿)
[00:00:03.000 --> 00:00:05.000]  早晨各位
[00:00:05.000 --> 00:00:08.000]  牧師兄昨晚睡得好嗎?
[00:00:08.000 --> 00:00:11.000]  多謝你們祈禱,我相信很多人為我祈禱了
[00:00:11.000 --> 00:00:14.000]  昨晚睡得非常好,沒有蚊子
[00:00:14.000 --> 00:00:16.000]  那我這樣了
[00:00:16.000 --> 00:00:18.000]  那…
[00:00:18.000 --> 00:00:20.000]  全都坐在你們那裡
[00:00:20.000 --> 00:00:26.000]  我們在開始之前想問牧師兄一些問題
[00:00:26.000 --> 00:00:27.000]  好的
[00:00:27.000 --> 00:00:32.000]  我想知道牧師兄你信了主那麼久
[00:00:32.000 --> 00:00:35.000]  你可不可以跟我們分享一件…
[00:00:35.000 --> 00:00:39.000]  因為我們昨天說先求他的國和他的義
[00:00:39.000 --> 00:00:44.000]  我們也說到有什麼難阻我們的事情去親近主
[00:00:44.000 --> 00:00:47.000]  你可不可以跟我們分享一件…
[00:00:47.000 --> 00:00:51.000]  當中你經歷過很深…
[00:00:51.000 --> 00:00:54.000]  有掙扎的事情
[00:00:56.000 --> 00:00:58.000]  有難阻的時候
[00:00:58.000 --> 00:01:00.000]  你怎樣去…
[00:01:00.000 --> 00:01:03.000]  解決這個事情
[00:01:03.000 --> 00:01:06.000]  難阻…難阻自己什麼?
[00:01:06.000 --> 00:01:09.000]  你去親近神
[00:01:09.000 --> 00:01:18.000]  我想有些事情會難阻我們尋求神
[00:01:18.000 --> 00:01:21.000]  是一件很自然會出現的事情
[00:01:21.000 --> 00:01:23.000]  大家都會經歷到,我也經歷過
[00:01:23.000 --> 00:01:31.000]  我想很多時候疲倦是一個很重要的原因
[00:01:31.000 --> 00:01:33.000]  如果說回我自己
[00:01:33.000 --> 00:01:39.000]  有些時候有一段時間比較多的工作
[00:01:39.000 --> 00:01:42.000]  有不同的人有不同的事
[00:01:42.000 --> 00:01:44.000]  會很累
[00:01:44.000 --> 00:01:46.000]  而疲倦就是…
[00:01:46.000 --> 00:01:49.000]  我記得有一段時間教會剛剛在抗彈期間
[00:01:49.000 --> 00:01:51.000]  很多方面的工作
[00:01:51.000 --> 00:01:53.000]  比較累
[00:01:53.000 --> 00:01:59.000]  累得自己的情緒開始容易波動
[00:01:59.000 --> 00:02:03.000]  有少少挫折就覺得很不開心
[00:02:03.000 --> 00:02:08.000]  有一段時間就察覺自己為什麼會這樣反應
[00:02:08.000 --> 00:02:12.000]  我就問自己是靈性出了問題還是什麼問題
[00:02:12.000 --> 00:02:17.000]  後來發覺很簡單很明顯的原因
[00:02:17.000 --> 00:02:19.000]  就是太累
[00:02:20.000 --> 00:02:23.000]  在那個時候我就提醒自己要留心
[00:02:23.000 --> 00:02:26.000]  要休息,不單找時間睡覺
[00:02:26.000 --> 00:02:28.000]  而是給自己一些空間
[00:02:28.000 --> 00:02:32.000]  不需要再掛心教會的事情
[00:02:32.000 --> 00:02:37.000]  不要理會,真的放下手
[00:02:37.000 --> 00:02:41.000]  之後的情況就會覺得不同了
[00:02:41.000 --> 00:02:43.000]  心境也不同了
[00:02:43.000 --> 00:02:46.000]  多謝牧師
[00:02:46.000 --> 00:02:48.000]  我把時間交給牧師
[00:02:48.000 --> 00:02:50.000]  各位電影姊妹早安
[00:02:50.000 --> 00:02:59.000]  我自己很明白通常去到營會的第一個晚上之後的早上
[00:02:59.000 --> 00:03:01.000]  挑戰是特別大的
[00:03:01.000 --> 00:03:04.000]  很多人不習慣新的床
[00:03:04.000 --> 00:03:06.000]  或者第一天很興奮
[00:03:06.000 --> 00:03:12.000]  第二天就開始回歸平常
[00:03:12.000 --> 00:03:16.000]  但是人的精神就會有困難
[00:03:16.000 --> 00:03:19.000]  所以待會可能會累
[00:03:19.000 --> 00:03:22.000]  我會特別為你祈禱
[00:03:22.000 --> 00:03:25.000]  神給你恩典,我聽到你要聽
[00:03:25.000 --> 00:03:27.000]  是神喜歡你聽
[00:03:27.000 --> 00:03:29.000]  不是牧師喜歡你聽
[00:03:29.000 --> 00:03:35.000]  另外你會發覺現在是第二天
[00:03:35.000 --> 00:03:37.000]  明天是第三天
[00:03:37.000 --> 00:03:39.000]  很快就會離營
[00:03:39.000 --> 00:03:41.000]  當你在第二天的時候
[00:03:41.000 --> 00:03:44.000]  你要準備自己的心靈
[00:03:44.000 --> 00:03:49.000]  要開始進入和神接近的心境
[00:03:49.000 --> 00:03:51.000]  好像心機一樣
[00:03:51.000 --> 00:03:54.000]  如果你想去接收某些波段
[00:03:54.000 --> 00:03:57.000]  但如果沒有調整對的波度
[00:03:57.000 --> 00:03:59.000]  你接收不到
[00:03:59.000 --> 00:04:01.000]  你明白我的意思嗎
[00:04:01.000 --> 00:04:05.000]  所以你要幫自己調整好音
[00:04:05.000 --> 00:04:07.000]  這個98.9
[00:04:07.000 --> 00:04:09.000]  你知道調整對了
[00:04:09.000 --> 00:04:13.000]  然後你會發覺你接收到那些訊息
[00:04:13.000 --> 00:04:15.000]  你的心靈有些時候
[00:04:15.000 --> 00:04:17.000]  如果不調向神
[00:04:17.000 --> 00:04:19.000]  你聽多少都沒有用
[00:04:19.000 --> 00:04:21.000]  你不會接收到
[00:04:21.000 --> 00:04:25.000]  所以第二天你開始要留心
[00:04:25.000 --> 00:04:28.000]  怎樣調整自己的心向神
[00:04:28.000 --> 00:04:30.000]  或者在講道的時候
[00:04:30.000 --> 00:04:31.000]  或者在查經的時候
[00:04:31.000 --> 00:04:32.000]  或者其他場合
[00:04:32.000 --> 00:04:35.000]  可能是你自己走路返當的時候
[00:04:35.000 --> 00:04:37.000]  突然會有一些很重要的訊息
[00:04:37.000 --> 00:04:39.000]  會提醒你
[00:04:39.000 --> 00:04:40.000]  會臨到你
[00:04:40.000 --> 00:04:41.000]  所以你準備好你的心
[00:04:41.000 --> 00:04:44.000]  預備去接收訊息
[00:04:44.000 --> 00:04:46.000]  大家明白我的意思嗎
[00:04:46.000 --> 00:04:48.000]  今天早上和下午的講座
[00:04:48.000 --> 00:04:51.000]  下午在晚飯之前會有第二個講座
[00:04:51.000 --> 00:04:54.000]  今天是唯一一天有兩次講座
[00:04:54.000 --> 00:04:56.000]  和有其他一些分享
[00:04:56.000 --> 00:04:58.000]  所以今天你需要精神
[00:04:58.000 --> 00:05:01.000]  去領受神給你的訊息
[00:05:01.000 --> 00:05:03.000]  今天我有一個期望
[00:05:03.000 --> 00:05:05.000]  我的期望就是
[00:05:05.000 --> 00:05:07.000]  今天早上當你聽訊息的時候
[00:05:07.000 --> 00:05:11.000]  你試著放下其他的關注
[00:05:11.000 --> 00:05:15.000]  哎呀,好像我當時忘記關窗
[00:05:15.000 --> 00:05:18.000]  不知道會不會把水潑進來
[00:05:18.000 --> 00:05:20.000]  哎呀,今天早上好像打了電話
[00:05:20.000 --> 00:05:22.000]  要通知哪一個人
[00:05:22.000 --> 00:05:24.000]  將其他事情暫時放下
[00:05:24.000 --> 00:05:29.000]  包括後面的committee
[00:05:29.000 --> 00:05:31.000]  他們很忙碌,在做很多事情
[00:05:31.000 --> 00:05:34.000]  但我盼望你們在兩次的講道時間
[00:05:34.000 --> 00:05:37.000]  你們都可以有神給你們的訊息
[00:05:37.000 --> 00:05:39.000]  如果可以,當然未必一定能夠
[00:05:39.000 --> 00:05:43.000]  如果可以,都放下一些其他的事情
[00:05:43.000 --> 00:05:46.000]  不是太關注其他事情
[00:05:46.000 --> 00:05:49.000]  集中,你可以聽神要你聽的
[00:05:49.000 --> 00:05:51.000]  我再說,都不是人的說話
[00:05:51.000 --> 00:05:53.000]  人的說話很快就會過去
[00:05:53.000 --> 00:05:55.000]  但如果神給你的說話
[00:05:55.000 --> 00:05:59.000]  是對你的生命是重要的
[00:05:59.000 --> 00:06:01.000]  如果你要去洗手間
[00:06:01.000 --> 00:06:03.000]  你不要介意
[00:06:03.000 --> 00:06:05.000]  如果你不必要立即去
[00:06:05.000 --> 00:06:07.000]  你也不用立即去
[00:06:07.000 --> 00:06:12.000]  當然如果你發覺自己已經撞到隔離
[00:06:12.000 --> 00:06:14.000]  你去洗手間洗個臉
[00:06:14.000 --> 00:06:16.000]  大家可以隨便
[00:06:16.000 --> 00:06:19.000]  但重點是你試著幫自己
[00:06:19.000 --> 00:06:22.000]  可以在神面前預備好心
[00:06:22.000 --> 00:06:24.000]  來領受訊息
