
[00:00:00.000 --> 00:00:02.000]  丁姐妹早晨
[00:00:02.000 --> 00:00:04.500]  感謝主讓我繼續有機會和大家分享
[00:00:04.500 --> 00:00:10.000]  過去兩晚我相信報告丁姐妹參加星期五、六的講座
[00:00:10.000 --> 00:00:11.500]  希望對大家有幫助
[00:00:11.500 --> 00:00:14.000]  可否舉手給我知道有多少人有來
[00:00:14.000 --> 00:00:16.000]  或許至少來早上一晚
[00:00:16.000 --> 00:00:17.500]  感謝主
[00:00:17.500 --> 00:00:20.000]  李牧師的數算也差不多
[00:00:20.000 --> 00:00:23.000]  應該也有三分之一是我們自己人
[00:00:23.000 --> 00:00:27.000]  牧人認識自己的樣子
[00:00:28.000 --> 00:00:34.000]  在未來的每一個月
[00:00:34.000 --> 00:00:35.500]  多謝李牧師給我的機會
[00:00:35.500 --> 00:00:37.000]  在這裏和大家分享
[00:00:37.000 --> 00:00:39.000]  《朱雅松拜》裏面的分享信息
[00:00:39.000 --> 00:00:42.000]  我打算用一個主題的形式和大家分享
[00:00:42.000 --> 00:00:45.000]  我選了《素羅》《舊約素羅王》
[00:00:45.000 --> 00:00:48.000]  它的一些生平片段和大家的思想
[00:00:48.000 --> 00:00:51.500]  正如我在星期五晚、星期六晚講的《成聖之旅》
[00:00:51.500 --> 00:00:54.000]  可以這樣說,素羅是一個具體的
[00:00:54.000 --> 00:00:58.000]  它如何跟從神,如何去完成
[00:00:58.000 --> 00:01:00.000]  上帝在心裏面的託付
[00:01:00.000 --> 00:01:03.000]  我相信這也是很多弟兄姊妹心裏面所期望的
[00:01:03.000 --> 00:01:06.000]  我不想只是單單等上天堂
[00:01:06.000 --> 00:01:07.500]  或者我是得救了
[00:01:07.500 --> 00:01:09.000]  我也很想在現在
[00:01:09.000 --> 00:01:11.000]  無論人生甚麼階段也好
[00:01:11.000 --> 00:01:14.000]  我都想被神使用,那個有意人生
[00:01:14.000 --> 00:01:17.000]  我估計這是大部分弟兄姊妹心裏面的心聲
