
[00:00:00.000 --> 00:00:03.000]  在一個這麼不平安的時代裏面
[00:00:03.000 --> 00:00:04.000]  日子裏面
[00:00:04.000 --> 00:00:06.000]  再來思考一下
[00:00:06.000 --> 00:00:09.000]  哈佛局的訊息
[00:00:09.000 --> 00:00:11.000]  我在不同的場合都說過
[00:00:11.000 --> 00:00:13.000]  這幾個月講到是艱難的
[00:00:13.000 --> 00:00:15.000]  所有教會的傳道
[00:00:15.000 --> 00:00:18.000]  都和我表達相同的意願
[00:00:18.000 --> 00:00:22.000]  艱難的原因就是
[00:00:22.000 --> 00:00:24.000]  社會裏面的局長
[00:00:24.000 --> 00:00:25.000]  他們都說
[00:00:25.000 --> 00:00:30.000]  各種動盪的事件
[00:00:30.000 --> 00:00:34.000]  好像哈佛局書自己所說的
[00:00:34.000 --> 00:00:37.000]  上帝好像看不到
[00:00:37.000 --> 00:00:39.000]  上帝好像聽不到
[00:00:39.000 --> 00:00:43.000]  上帝好像令我們很失望
[00:00:43.000 --> 00:00:46.000]  所以哈佛局書的訊息
[00:00:46.000 --> 00:00:47.000]  在現在的場合
[00:00:47.000 --> 00:00:51.000]  都可以給我們一些提醒
[00:00:51.000 --> 00:00:56.000]  有時候聖經裏面的提醒
[00:00:56.000 --> 00:00:59.000]  和我們的思想意願
[00:00:59.000 --> 00:01:04.000]  是很背道而馳的
[00:01:04.000 --> 00:01:05.000]  但是
[00:01:05.000 --> 00:01:07.000]  我也在不同的場合裏面
[00:01:07.000 --> 00:01:10.000]  都提出這樣的說話
[00:01:10.000 --> 00:01:12.000]  傳道人上到講台上
[00:01:12.000 --> 00:01:16.000]  你是失去了部分的自由
[00:01:16.000 --> 00:01:18.000]  有些事是
[00:01:18.000 --> 00:01:21.000]  這裏不讓你說的
[00:01:21.000 --> 00:01:23.000]  這裏不讓你說
[00:01:23.000 --> 00:01:25.000]  不是說這裏不讓我們說
[00:01:25.000 --> 00:01:27.000]  這裏不讓你說的
[00:01:27.000 --> 00:01:28.000]  你是沒辦法說的
[00:01:28.000 --> 00:01:30.000]  有時候這裏要你說的
[00:01:30.000 --> 00:01:33.000]  你是不能不說的
[00:01:33.000 --> 00:01:35.000]  所以從神學上來說
[00:01:35.000 --> 00:01:37.000]  一個傳道人上到這裏
[00:01:37.000 --> 00:01:41.000]  就不是在表達自己想說甚麼
[00:01:41.000 --> 00:01:45.000]  但有時候上帝叫我們所傳的訊息
[00:01:45.000 --> 00:01:46.000]  有時候的訊息
[00:01:46.000 --> 00:01:48.000]  整本聖經在這裏
[00:01:48.000 --> 00:01:51.000]  有時候上帝給我們的訊息
[00:01:51.000 --> 00:01:54.000]  是和事下我們見到的現象
[00:01:54.000 --> 00:01:58.000]  是很相左的
[00:01:58.000 --> 00:02:00.000]  但我們見到聖經裏面有很多人
[00:02:00.000 --> 00:02:04.000]  上帝差遣他們去傳一些這樣的訊息
[00:02:04.000 --> 00:02:08.000]  領受的人一點都不領情的
[00:02:08.000 --> 00:02:09.000]  而你不就被人打了
[00:02:09.000 --> 00:02:11.000]  被人關在監裏面
[00:02:11.000 --> 00:02:12.000]  以賽亞也是
[00:02:12.000 --> 00:02:13.000]  最終結的時候
[00:02:13.000 --> 00:02:16.000]  按照希伯來書裏面的訊息說
[00:02:16.000 --> 00:02:18.000]  有人被木鋸鋸死
[00:02:18.000 --> 00:02:23.000]  以賽亞可能是被木鋸鋸死的人
[00:02:23.000 --> 00:02:26.000]  但傳統有這樣的說法
[00:02:26.000 --> 00:02:28.000]  所以我們今天來看
[00:02:28.000 --> 00:02:31.000]  《哈佛書》一章一到四
[00:02:31.000 --> 00:02:32.000]  二章一到四
[00:02:32.000 --> 00:02:35.000]  加上詩篇120篇
[00:02:35.000 --> 00:02:41.000]  我們先看詩篇120篇
[00:02:41.000 --> 00:02:45.000]  詩篇120篇也是《上行之詩》裏面的其中一首
[00:02:45.000 --> 00:02:48.000]  一共有15篇的《上行之詩》
[00:02:48.000 --> 00:02:51.000]  詩篇120篇一開始的時候
[00:02:51.000 --> 00:02:52.000]  他就這樣說
[00:02:52.000 --> 00:02:55.000]  我在急難中求告耶和華
[00:02:55.000 --> 00:02:58.000]  他就應運我
[00:02:58.000 --> 00:03:02.000]  耶和華求你救我脫離雪荒的嘴唇
[00:03:02.000 --> 00:03:04.000]  和詭詐的舌頭
[00:03:04.000 --> 00:03:07.000]  詭詐的舌頭要給你什麼呢
[00:03:07.000 --> 00:03:09.000]  要拿什麼加給你呢
[00:03:09.000 --> 00:03:11.000]  就像勇士的利箭
[00:03:11.000 --> 00:03:13.000]  羅藤木的炭火
[00:03:13.000 --> 00:03:16.000]  我寄居在米切住在基達像華之中
[00:03:16.000 --> 00:03:17.000]  有餓了
[00:03:17.000 --> 00:03:21.000]  我願恨惡和睦的人許久同住
[00:03:21.000 --> 00:03:22.000]  我願和睦
[00:03:22.000 --> 00:03:25.000]  但我發現他們就要征戰
[00:03:25.000 --> 00:03:30.000]  處在一個非常不安全不平安的環境裏面
[00:03:30.000 --> 00:03:32.000]  詩篇120篇第一次
[00:03:32.000 --> 00:03:34.000]  他就說我在急難中求告耶和華
[00:03:34.000 --> 00:03:35.000]  他就應運我
[00:03:35.000 --> 00:03:38.000]  這些聖經有幾個不同的翻譯
[00:03:38.000 --> 00:03:44.000]  有位叫馮丈
[00:03:44.000 --> 00:03:46.000]  達文像的丈
[00:03:46.000 --> 00:03:52.000]  馮丈是在美國一間很出色的大學
[00:03:52.000 --> 00:03:55.000]  在那裏讀古代語文
[00:03:55.000 --> 00:04:00.000]  所以他的希伯來文和古希臘文造詞很深
[00:04:00.000 --> 00:04:03.000]  但他不是一個信徒
[00:04:03.000 --> 00:04:05.000]  但他就忽發奇想
[00:04:05.000 --> 00:04:06.000]  不知道做什麼
[00:04:06.000 --> 00:04:08.000]  他就翻譯聖經
[00:04:08.000 --> 00:04:12.000]  翻譯了摩西五經給他翻譯了
[00:04:12.000 --> 00:04:14.000]  詩歌自慰書給他翻譯了
[00:04:14.000 --> 00:04:17.000]  即是詩篇、真言、約伯記
[00:04:17.000 --> 00:04:18.000]  他就翻譯了
[00:04:18.000 --> 00:04:22.000]  在那些翻譯裏面
[00:04:22.000 --> 00:04:24.000]  他是將詩篇120篇
[00:04:24.000 --> 00:04:27.000]  第一次他就做了這樣的翻譯
[00:04:27.000 --> 00:04:32.000]  他說危難中向耶和華歡呼
[00:04:32.000 --> 00:04:35.000]  求他快來垂憐
[00:04:35.000 --> 00:04:43.000]  和詩篇120篇有很明顯的差異
[00:04:43.000 --> 00:04:48.000]  詩篇120篇說我在急難中求告他
[00:04:48.000 --> 00:04:50.000]  他就應問我
[00:04:50.000 --> 00:04:54.000]  詩篇120篇給我們看到的情況
[00:04:54.000 --> 00:04:58.000]  在很不安全很困難的環境裏面向神呼求
[00:04:58.000 --> 00:05:02.000]  這裏呼求那裏上就應問他
[00:05:02.000 --> 00:05:05.000]  但我們都知道學習古語文的時候
[00:05:05.000 --> 00:05:09.000]  我們都知道有時候古典語文
[00:05:09.000 --> 00:05:11.000]  希伯來文、希臘文
[00:05:11.000 --> 00:05:12.000]  特別是希臘文
[00:05:12.000 --> 00:05:15.000]  他是將verb、noun、adjective
[00:05:15.000 --> 00:05:17.000]  搬到亂了
[00:05:17.000 --> 00:05:21.000]  不是說一定要搬到亂了
[00:05:21.000 --> 00:05:23.000]  他為了詞式的結構
[00:05:23.000 --> 00:05:25.000]  tense,sentence的結構
[00:05:25.000 --> 00:05:29.000]  有時候要表達某些因素
[00:05:29.000 --> 00:05:32.000]  所以他會將一些特別的字眼放在前面
[00:05:32.000 --> 00:05:34.000]  但如果按照英文講
[00:05:34.000 --> 00:05:36.000]  那些特別字眼可能放在後面都不一定
[00:05:36.000 --> 00:05:39.000]  比方說危難中向耶和華呼求
[00:05:39.000 --> 00:05:43.000]  詩篇120篇他就說我在急難中求告耶和華
[00:05:43.000 --> 00:05:45.000]  前面有我在
[00:05:45.000 --> 00:05:49.000]  但在古典的希伯來文裏面
[00:05:49.000 --> 00:05:51.000]  一開手他的字眼就危難
[00:05:51.000 --> 00:05:55.000]  危難中被人想到他的情況危急
[00:05:55.000 --> 00:06:00.000]  但翻譯的人要將他的上額文揣摸了之後
[00:06:00.000 --> 00:06:02.000]  詞句安排好了之後
[00:06:02.000 --> 00:06:03.000]  整理了之後
[00:06:03.000 --> 00:06:05.000]  他就會做一些翻譯
[00:06:05.000 --> 00:06:07.000]  所以馮仗的翻譯就說
[00:06:07.000 --> 00:06:09.000]  危難中向耶和華呼求
[00:06:09.000 --> 00:06:10.000]  求他快來遂列
[00:06:10.000 --> 00:06:13.000]  好像上帝未曾答應他的禱告
[00:06:13.000 --> 00:06:17.000]  但在他之前有另外一個作家
[00:06:17.000 --> 00:06:19.000]  就是Eugene Peterson
[00:06:19.000 --> 00:06:23.000]  Eugene Peterson是John Hopkins畢業的
[00:06:23.000 --> 00:06:26.000]  那位靈修學大師
[00:06:26.000 --> 00:06:31.000]  尤金彼得生
[00:06:31.000 --> 00:06:36.000]  那個名字翻譯得好像一般般
[00:06:36.000 --> 00:06:38.000]  所以通常我都叫他Eugene Peterson
[00:06:38.000 --> 00:06:41.000]  那Peterson翻譯那本書叫The Message
[00:06:41.000 --> 00:06:43.000]  那本翻譯得很好
[00:06:43.000 --> 00:06:46.000]  如果你想操練一下你的英文
[00:06:46.000 --> 00:06:50.000]  那他的英文文句是很通脹
[00:06:50.000 --> 00:06:53.000]  很淺白
[00:06:53.000 --> 00:06:56.000]  但他自己很喜歡寫詩
[00:06:56.000 --> 00:06:59.000]  所以他以詩人自居
[00:06:59.000 --> 00:07:02.000]  我們知道詩人用字比較精準
[00:07:02.000 --> 00:07:04.000]  比較省水
[00:07:04.000 --> 00:07:06.000]  但他表達的意願
[00:07:06.000 --> 00:07:09.000]  表達的思維是心碎很多
[00:07:09.000 --> 00:07:12.000]  那Eugene Peterson在CB120篇第一節
[00:07:12.000 --> 00:07:13.000]  他怎樣翻譯呢
[00:07:13.000 --> 00:07:14.000]  I am in trouble
[00:07:14.000 --> 00:07:16.000]  I am in trouble
[00:07:16.000 --> 00:07:18.000]  I cry to God
[00:07:18.000 --> 00:07:20.000]  I am in trouble
[00:07:20.000 --> 00:07:22.000]  Desperate for the answer
[00:07:22.000 --> 00:07:24.000]  Desperate
[00:07:24.000 --> 00:07:25.000]  我們中文翻譯
[00:07:25.000 --> 00:07:28.000]  我在急難中我在危難中求告耶華
[00:07:28.000 --> 00:07:29.000]  他下就應運
[00:07:29.000 --> 00:07:32.000]  我在危難中在急難中
[00:07:32.000 --> 00:07:34.000]  但Eugene Peterson用了一個這樣的字眼
[00:07:34.000 --> 00:07:37.000]  I am desperate for the answer
[00:07:37.000 --> 00:07:39.000]  在未曾得到答案之前
[00:07:39.000 --> 00:07:41.000]  很desperate
[00:07:41.000 --> 00:07:43.000]  到底怎樣算好呢
[00:07:43.000 --> 00:07:47.000]  好像我們考DSE的同學放榜的時候
[00:07:47.000 --> 00:07:49.000]  Desperate for the answer
[00:07:49.000 --> 00:07:51.000]  希望榜上有名
[00:07:51.000 --> 00:07:53.000]  還去到自己心儀的學校
[00:07:53.000 --> 00:07:55.000]  如果榜上沒有名的話
[00:07:55.000 --> 00:07:57.000]  就更加desperate
[00:07:57.000 --> 00:07:59.000]  但Eugene Peterson這樣解釋
[00:07:59.000 --> 00:08:01.000]  他就說
[00:08:01.000 --> 00:08:03.000]  I am in trouble
[00:08:03.000 --> 00:08:07.000]  在危難中我向上帝呼救
[00:08:07.000 --> 00:08:09.000]  但我呼救來呼救去
[00:08:09.000 --> 00:08:11.000]  呼救來呼救去
[00:08:11.000 --> 00:08:13.000]  上帝都沒有給答案
[00:08:13.000 --> 00:08:15.000]  在我的desperation裏面
[00:08:15.000 --> 00:08:17.000]  我要怎樣算好呢
[00:08:17.000 --> 00:08:19.000]  我要求上帝給我有答案
[00:08:19.000 --> 00:08:21.000]  但在CP120篇裏面
[00:08:21.000 --> 00:08:23.000]  繼續放進去的情況就見到
[00:08:23.000 --> 00:08:25.000]  耶華求你救我出來
[00:08:25.000 --> 00:08:27.000]  雪荒的嘴唇
[00:08:27.000 --> 00:08:29.000]  和鬼咋的舌頭
[00:08:29.000 --> 00:08:31.000]  似乎這些雪荒的嘴唇
[00:08:31.000 --> 00:08:33.000]  鬼咋的舌頭
[00:08:33.000 --> 00:08:35.000]  不公平的事情
[00:08:35.000 --> 00:08:37.000]  黑暗的事情
[00:08:37.000 --> 00:08:39.000]  鬼咋的事情不斷在他周圍發生
[00:08:39.000 --> 00:08:41.000]  在不斷發生的時候
[00:08:41.000 --> 00:08:43.000]  他不斷向上帝呼救
[00:08:43.000 --> 00:08:45.000]  I am in trouble
[00:08:45.000 --> 00:08:47.000]  在一個黑暗的世界
[00:08:47.000 --> 00:08:49.000]  煞風的世界
[00:08:49.000 --> 00:08:51.000]  鬼咋的世界裏面
[00:08:51.000 --> 00:08:53.000]  斯人就說我在困難之中
[00:08:53.000 --> 00:08:55.000]  我在困苦之中
[00:08:55.000 --> 00:08:57.000]  我在危難之中
[00:08:57.000 --> 00:08:59.000]  但我堅持
[00:08:59.000 --> 00:09:01.000]  我不放棄
[00:09:01.000 --> 00:09:03.000]  I cry to God
[00:09:03.000 --> 00:09:05.000]  這個給我們有很多提醒
[00:09:05.000 --> 00:09:07.000]  在我們的急難裏面
[00:09:07.000 --> 00:09:09.000]  可能禱告向上帝尋救
[00:09:09.000 --> 00:09:11.000]  是我們last resort
[00:09:11.000 --> 00:09:13.000]  是我們的last resort
[00:09:13.000 --> 00:09:15.000]  但經文就很老實不懈地跟我們說
[00:09:15.000 --> 00:09:17.000]  當我們在困難之中
[00:09:17.000 --> 00:09:19.000]  我們cry to God
[00:09:19.000 --> 00:09:21.000]  在我的desperation裏面
[00:09:21.000 --> 00:09:23.000]  極端的危困
[00:09:23.000 --> 00:09:25.000]  極端的不足
[00:09:25.000 --> 00:09:27.000]  極端的無助
[00:09:27.000 --> 00:09:29.000]  極端的無奈
[00:09:29.000 --> 00:09:31.000]  極端的氣餒裏面
[00:09:31.000 --> 00:09:33.000]  desperate
[00:09:33.000 --> 00:09:35.000]  desperate for an answer
[00:09:35.000 --> 00:09:37.000]  but I still cry to God
[00:09:37.000 --> 00:09:39.000]  但我仍然在哭
[00:09:39.000 --> 00:09:47.000]  CPG820的經文給我們看到一個情況
[00:09:47.000 --> 00:09:51.000]  斯人就說我在危急之中
[00:09:51.000 --> 00:09:55.000]  危急的形容就是我在鬼咋人之中
[00:09:55.000 --> 00:09:57.000]  我在雪荒的人中
[00:09:57.000 --> 00:09:59.000]  那些人雪荒雪到離債大補
[00:09:59.000 --> 00:10:01.000]  他們的舌頭就是謊言
[00:10:01.000 --> 00:10:05.000]  他們所說的話全部都是謊言
[00:10:05.000 --> 00:10:07.000]  他們的口裏面充滿的都是謊言
[00:10:07.000 --> 00:10:09.000]  以謊言來掩蓋謊言
[00:10:09.000 --> 00:10:11.000]  用鬼咋來製造更多的謊言
[00:10:11.000 --> 00:10:13.000]  生命就是如此
[00:10:13.000 --> 00:10:15.000]  社會就是這樣黑暗
[00:10:15.000 --> 00:10:17.000]  所以斯人就說我真是苦
[00:10:17.000 --> 00:10:19.000]  我住在城市之中
[00:10:19.000 --> 00:10:21.000]  最繁華的城市
[00:10:21.000 --> 00:10:23.000]  住在米哲
[00:10:23.000 --> 00:10:25.000]  在基達
[00:10:25.000 --> 00:10:27.000]  在那個地方有和了
[00:10:27.000 --> 00:10:29.000]  在繁華的都市
[00:10:29.000 --> 00:10:31.000]  在窮鄉僻壤裏面
[00:10:31.000 --> 00:10:33.000]  在那個地方有和了
[00:10:33.000 --> 00:10:35.000]  在那個地方有和了
[00:10:35.000 --> 00:10:37.000]  在窮鄉僻壤裏面
[00:10:37.000 --> 00:10:39.000]  似乎鬼咋
[00:10:39.000 --> 00:10:41.000]  似乎煞荒
[00:10:41.000 --> 00:10:43.000]  處處都是我要怎樣算好呢
[00:10:43.000 --> 00:10:45.000]  I am in trouble
[00:10:45.000 --> 00:10:47.000]  I am in trouble
[00:10:47.000 --> 00:10:49.000]  But I cry to God
[00:10:49.000 --> 00:10:51.000]  I am desperate for an answer
[00:10:51.000 --> 00:10:53.000]  他互相呼應的就是
[00:10:53.000 --> 00:10:55.000]  哈伯谷書第一章
[00:10:55.000 --> 00:10:57.000]  哈伯谷先知
[00:10:57.000 --> 00:10:59.000]  是一個頗無名的先知
[00:10:59.000 --> 00:11:01.000]  我們只是透過哈伯谷書
[00:11:01.000 --> 00:11:03.000]  認識哈伯谷
[00:11:03.000 --> 00:11:05.000]  哈伯谷書
[00:11:05.000 --> 00:11:07.000]  只有一章一到四
[00:11:07.000 --> 00:11:09.000]  二章一到四裏面
[00:11:09.000 --> 00:11:11.000]  提到哈伯谷是一個先知
[00:11:11.000 --> 00:11:13.000]  站在網樓上
[00:11:13.000 --> 00:11:15.000]  遼網樓上
[00:11:15.000 --> 00:11:17.000]  為他關心的前程
[00:11:17.000 --> 00:11:19.000]  警醒
[00:11:19.000 --> 00:11:21.000]  為他所關心的人警醒
[00:11:21.000 --> 00:11:23.000]  除此之外
[00:11:23.000 --> 00:11:25.000]  舊約聖經裏面再沒有提到
[00:11:25.000 --> 00:11:27.000]  哈伯谷
[00:11:27.000 --> 00:11:29.000]  所以連哈伯谷的名字
[00:11:29.000 --> 00:11:31.000]  我們都是
[00:11:31.000 --> 00:11:33.000]  靠一些語文專家
[00:11:33.000 --> 00:11:35.000]  來猜測
[00:11:35.000 --> 00:11:37.000]  可能他的名字叫做Embrace
[00:11:37.000 --> 00:11:39.000]  不知道是不是我們沒有辦法去印證
[00:11:39.000 --> 00:11:41.000]  因為沒有其他地方可以再印證給我們看
[00:11:41.000 --> 00:11:45.000]  哈伯谷是一個先知
[00:11:45.000 --> 00:11:47.000]  但他的背景
[00:11:47.000 --> 00:11:49.000]  到底是怎樣呢
[00:11:49.000 --> 00:11:51.000]  可能是很戰亂的背景
[00:11:51.000 --> 00:11:53.000]  我們手上
[00:11:53.000 --> 00:11:55.000]  唯一有的證據
[00:11:55.000 --> 00:11:57.000]  或者唯一有的資料
[00:11:57.000 --> 00:11:59.000]  就是主前612年的時候
[00:11:59.000 --> 00:12:01.000]  巴比倫
[00:12:01.000 --> 00:12:03.000]  巴比倫
[00:12:03.000 --> 00:12:05.000]  攻打
[00:12:05.000 --> 00:12:07.000]  尼尼美城
[00:12:07.000 --> 00:12:09.000]  尼尼美城是亞述帝國的首都
[00:12:09.000 --> 00:12:11.000]  當時的亞述帝國的首都
[00:12:11.000 --> 00:12:13.000]  那個年代是
[00:12:13.000 --> 00:12:15.000]  群雄爭霸的年代
[00:12:15.000 --> 00:12:17.000]  亞述的勢力
[00:12:17.000 --> 00:12:19.000]  慢慢的薄弱
[00:12:19.000 --> 00:12:21.000]  巴比倫的勢力慢慢的興起
