
[00:00:00.000 --> 00:00:07.520]  大家好,今天有一個故事是關於宣教士
[00:00:07.520 --> 00:00:10.480]  宣教士是一百多年前的事
[00:00:10.480 --> 00:00:14.240]  他去了一個很遙遠的地方宣教
[00:00:14.240 --> 00:00:17.040]  開始有人信主
[00:00:17.040 --> 00:00:22.640]  開始教他們基督教的節日
[00:00:22.640 --> 00:00:24.480]  那時候差不多是十一、二月
[00:00:24.480 --> 00:00:27.840]  跟他們說現在我們會慶祝聖誕
[00:00:27.840 --> 00:00:30.960]  聖誕的時候我們會交換禮物
[00:00:30.960 --> 00:00:32.960]  因為主人是基督,是最好的禮物
[00:00:32.960 --> 00:00:37.920]  我們也要找個禮物送給別人
[00:00:37.920 --> 00:00:43.360]  有一個信徒想了一段時間後
[00:00:43.360 --> 00:00:47.040]  他去了一個湖
[00:00:47.040 --> 00:00:49.920]  這個湖要走幾天路程才能到達
[00:00:49.920 --> 00:00:52.560]  那裡有一種石頭
[00:00:52.560 --> 00:00:54.560]  只有那裡才有
[00:00:54.560 --> 00:00:58.080]  所以很難得,要很辛苦才能拿到
[00:00:58.080 --> 00:01:00.800]  他走了幾天就拿到那塊石頭
[00:01:00.800 --> 00:01:02.800]  再走了幾天回來
[00:01:02.800 --> 00:01:05.280]  到聖誕那天就給宣教士
[00:01:05.280 --> 00:01:07.760]  宣教士看到之後很開心
[00:01:07.760 --> 00:01:12.400]  尤其是這麼遠的水路送回來給他
[00:01:12.400 --> 00:01:14.400]  他就多謝這個信徒
[00:01:14.400 --> 00:01:15.840]  這個信徒說
[00:01:15.840 --> 00:01:22.080]  牧師,實在長長的路程都是禮物的一部分
[00:01:22.080 --> 00:01:25.200]  我覺得很有意思
[00:01:25.200 --> 00:01:27.200]  不只是拿在手上
[00:01:27.200 --> 00:01:30.400]  路程怎樣得到禮物
[00:01:30.400 --> 00:01:33.600]  都是禮物的一部分
[00:01:33.600 --> 00:01:35.120]  如果這樣說
[00:01:35.120 --> 00:01:37.120]  神給我們的禮物是什麼呢?
[00:01:37.120 --> 00:01:39.920]  我相信大家都會說是救恩
[00:01:39.920 --> 00:01:42.880]  但大家有沒有想過
[00:01:42.880 --> 00:01:44.880]  要給我們救恩
[00:01:44.880 --> 00:01:48.240]  神也走了很長的路程才給我們救恩呢?
[00:01:48.240 --> 00:01:51.920]  如果我們在阿巴拉罕開始
[00:01:51.920 --> 00:01:53.920]  和選民開始
[00:01:53.920 --> 00:01:56.960]  也要一千多二千年
[00:01:56.960 --> 00:01:58.960]  不過我跟你說
[00:01:58.960 --> 00:02:00.960]  這個路程還沒走完
[00:02:00.960 --> 00:02:02.960]  神給了我們這個禮物
[00:02:02.960 --> 00:02:04.960]  不是給了就走了
[00:02:04.960 --> 00:02:08.560]  神也繼續和我們走這條長長的路程
[00:02:08.560 --> 00:02:10.560]  所以今天我們說
[00:02:10.560 --> 00:02:12.560]  對教會來說
[00:02:12.560 --> 00:02:14.560]  這個路程的開始是什麼時候呢?
[00:02:14.560 --> 00:02:17.440]  這個開始就是我們剛才讀的經文
[00:02:17.440 --> 00:02:19.440]  剛才的經文是
[00:02:19.440 --> 00:02:21.920]  《士徒行傳》第二章
[00:02:21.920 --> 00:02:24.720]  如果你要真正明白第二章的意義
[00:02:24.720 --> 00:02:26.720]  你要先看第一章
[00:02:26.720 --> 00:02:28.720]  第一章說什麼呢?
[00:02:28.720 --> 00:02:30.720]  第一章是耶穌已經復活了
[00:02:30.720 --> 00:02:32.720]  和他們四十天
[00:02:32.720 --> 00:02:34.720]  在這裡傾談和教導他們
[00:02:34.720 --> 00:02:37.920]  講到關於聖靈的降臨
[00:02:37.920 --> 00:02:39.920]  在第一章第五節
[00:02:39.920 --> 00:02:41.920]  他們聽到這件事的時候
[00:02:41.920 --> 00:02:45.040]  就開始問關於世界末日
[00:02:45.040 --> 00:02:47.840]  你不要以為今天我們才會談這些
[00:02:47.840 --> 00:02:49.840]  原來很多很多年前
[00:02:49.840 --> 00:02:51.840]  那些人已經在問這個問題
[00:02:51.840 --> 00:02:55.840]  耶穌就回答了他們兩個問題
[00:02:55.840 --> 00:02:59.840]  一 耶穌說不要猜測世界末日是什麼時候
[00:02:59.840 --> 00:03:01.840]  這是第一章第七節
[00:03:01.840 --> 00:03:05.840]  第二 聖靈的降臨不是代表了世界的末日
[00:03:05.840 --> 00:03:09.120]  而是代表了猜拳的開始
[00:03:09.120 --> 00:03:11.840]  基本上教會歷史的開始
[00:03:11.840 --> 00:03:13.840]  就是他們之後
[00:03:13.840 --> 00:03:15.840]  我們今天讀的經文
[00:03:15.840 --> 00:03:17.840]  教會的開始
[00:03:17.840 --> 00:03:21.840]  第二節就應驗了第一章
[00:03:21.840 --> 00:03:23.840]  所以我們剛才讀的經文
[00:03:23.840 --> 00:03:25.840]  教會的開始
[00:03:25.840 --> 00:03:27.840]  也可以說是教會的猜拳
[00:03:27.840 --> 00:03:31.840]  剛才我們讀的是猜拳例
[00:03:31.840 --> 00:03:33.840]  不過這個猜拳例
[00:03:33.840 --> 00:03:35.840]  不是人組織去猜拳
[00:03:35.840 --> 00:03:37.840]  也沒有人計劃去做什麼
[00:03:37.840 --> 00:03:39.840]  是神自己策劃
[00:03:39.840 --> 00:03:41.840]  神開始一個猜拳例
[00:03:41.840 --> 00:03:43.840]  猜拳我們教會
[00:03:43.840 --> 00:03:45.840]  出去傳福音
[00:03:45.840 --> 00:03:47.840]  既然這樣說
[00:03:47.840 --> 00:03:49.840]  猜拳例也有一個時間
[00:03:49.840 --> 00:03:51.840]  是什麼時候呢
[00:03:51.840 --> 00:03:53.840]  實際上是五旬節
[00:03:53.840 --> 00:03:55.840]  一說到五旬節
[00:03:55.840 --> 00:03:57.840]  就要計數了
[00:03:57.840 --> 00:03:59.840]  名字也要計數了
[00:03:59.840 --> 00:04:01.840]  什麼時候開始計呢
[00:04:01.840 --> 00:04:03.840]  有幾個計法
[00:04:03.840 --> 00:04:05.840]  當時的薩都哥人和法利賽人
[00:04:05.840 --> 00:04:07.840]  都有些不同的計法
[00:04:07.840 --> 00:04:09.840]  不過因為今天薩都哥人沒有了
[00:04:09.840 --> 00:04:11.840]  我們說猶太教
[00:04:11.840 --> 00:04:13.840]  薩都哥人是法利賽人的後人
[00:04:13.840 --> 00:04:15.840]  所以今天
[00:04:15.840 --> 00:04:17.840]  如果問一個猶太人
[00:04:17.840 --> 00:04:19.840]  他的計法是跟當時的法利賽人計法
[00:04:19.840 --> 00:04:21.840]  法利賽人怎麼計呢
[00:04:21.840 --> 00:04:23.840]  他們就跟利未記
[00:04:23.840 --> 00:04:25.840]  23章15到17節計算
[00:04:25.840 --> 00:04:27.840]  就是如意節之後的第一天
[00:04:27.840 --> 00:04:29.840]  如意節之後的第一天
[00:04:29.840 --> 00:04:31.840]  如意節之後的第一天
[00:04:31.840 --> 00:04:33.840]  如意節之後的第一天
[00:04:33.840 --> 00:04:35.840]  就是無孝節的第一天開始
[00:04:35.840 --> 00:04:37.840]  就是節期的第二天
[00:04:37.840 --> 00:04:39.840]  就是無孝節的第一天
[00:04:39.840 --> 00:04:41.840]  就是如意節之後的第一天
[00:04:41.840 --> 00:04:43.840]  計算下去
[00:04:43.840 --> 00:04:45.840]  就算出了五旬節的意思
[00:04:45.840 --> 00:04:47.840]  就算出了五旬節的意思
[00:04:47.840 --> 00:04:49.840]  因為你看看
[00:04:49.840 --> 00:04:51.840]  我們在聖經裡
[00:04:51.840 --> 00:04:53.840]  一看就知道
[00:04:53.840 --> 00:04:55.840]  紀念他們在抗疫漂流
[00:04:55.840 --> 00:04:57.840]  預節
[00:04:57.840 --> 00:04:59.840]  不用說了
[00:04:59.840 --> 00:05:01.840]  五旬節是說什麼呢
[00:05:01.840 --> 00:05:03.840]  如果你回去看
[00:05:03.840 --> 00:05:05.840]  在聖經裡
[00:05:05.840 --> 00:05:07.840]  沒有解釋為什麼要慶祝五旬節
[00:05:07.840 --> 00:05:09.840]  在聖經裡沒有解釋為什麼要慶祝五旬節
[00:05:09.840 --> 00:05:11.840]  他們覺得有意思
[00:05:11.840 --> 00:05:13.840]  他們覺得有意思
[00:05:13.840 --> 00:05:15.840]  他們就用數字計算
[00:05:15.840 --> 00:05:17.840]  他們就用數字計算
[00:05:17.840 --> 00:05:19.840]  他們出埃及
[00:05:19.840 --> 00:05:21.840]  就是那個月的第15號
[00:05:21.840 --> 00:05:23.840]  因為14號晚
