
[00:00:00.000 --> 00:00:20.000]  (主席向天父致謝)
[00:00:21.000 --> 00:00:23.000]  英國有個好出名嘅作家叫做George Orwell
[00:00:23.000 --> 00:00:27.000]  喺1950年代呢佢寫過兩本非常有趣嘅小說
[00:00:27.000 --> 00:00:29.000]  一本叫1984
[00:00:29.000 --> 00:00:31.000]  一本就叫做The Animal Farm
[00:00:31.000 --> 00:00:33.000]  1984呢我唔講啦
[00:00:33.000 --> 00:00:35.000]  即係我覺得唔係咁精彩啫
[00:00:35.000 --> 00:00:38.000]  但係呀The Animal Farm呢係非常精彩嘅一本書
[00:00:38.000 --> 00:00:41.000]  呢本書可以從三個唔同嘅層次去睇
[00:00:41.000 --> 00:00:44.000]  第一個層次呢係小朋友用嚟做卡通片
[00:00:44.000 --> 00:00:47.000]  所以迪士尼呢亦都將呢一個Animal Farm呢
[00:00:47.000 --> 00:00:49.000]  係轉為一套嘅卡通片
[00:00:49.000 --> 00:00:52.000]  呢個好耐好耐之前我細個時都睇過
[00:00:52.000 --> 00:00:57.000]  咁第二個層面呢原來佢唔係講故仔咁簡單
[00:00:57.000 --> 00:01:01.000]  原來呢一本書呢佢係諷刺呢個蘇俄嘅革命
[00:01:01.000 --> 00:01:03.000]  蘇聯嘅革命佢就一個諷刺
[00:01:03.000 --> 00:01:06.000]  佢藉著呢一個嘅寓言嘅方式
[00:01:06.000 --> 00:01:09.000]  諷刺呢一個蘇聯嘅一個嘅革命
[00:01:09.000 --> 00:01:12.000]  但係更高嘅層次呢
[00:01:12.000 --> 00:01:14.000]  其實佢唔單止係諷刺蘇聯嘅革命
[00:01:14.000 --> 00:01:16.000]  唔單止諷刺中國嘅革命
[00:01:16.000 --> 00:01:20.000]  佢所有嘅革命都係一個諷刺
[00:01:20.000 --> 00:01:23.000]  係好多革命開始嘅時候係好有理想
[00:01:23.000 --> 00:01:25.000]  但當佢有權有勢嘅時候
[00:01:25.000 --> 00:01:28.000]  當佢有位嘅時候就開始腐化
[00:01:28.000 --> 00:01:31.000]  跟住我哋就睇一路墮落落去
[00:01:31.000 --> 00:01:33.000]  呢本史說講咩呢
[00:01:33.000 --> 00:01:35.000]  喺英國有一個農莊
[00:01:35.000 --> 00:01:37.000]  個莊主叫Mr. Jones
[00:01:37.000 --> 00:01:39.000]  成日掛住飲酒醉昏昏
[00:01:39.000 --> 00:01:42.000]  飲完酒就唔會餵豬呀
[00:01:42.000 --> 00:01:44.000]  唔會餵牛呀
[00:01:44.000 --> 00:01:46.000]  唔會餵牛奶
[00:01:46.000 --> 00:01:48.000]  完全唔做
[00:01:48.000 --> 00:01:51.000]  一唔開心發起脾氣就拳打腳踢
[00:01:51.000 --> 00:01:53.000]  踢嗰啲動物
[00:01:53.000 --> 00:01:55.000]  所以嗰啲動物苦不堪言
[00:01:55.000 --> 00:01:58.000]  俾呢個Mr. Jones糟蹋到真係好忍唔順
[00:01:58.000 --> 00:02:00.000]  當時有一隻豬呢
[00:02:00.000 --> 00:02:02.000]  呢隻豬就諗下聰明啲
[00:02:02.000 --> 00:02:04.000]  英國人啲豬係聰明嘅
[00:02:04.000 --> 00:02:06.000]  我哋中國人啲豬就蠢啲
[00:02:06.000 --> 00:02:07.000]  呢隻豬就聰明啦
[00:02:07.000 --> 00:02:09.000]  於是就召集所有嗰啲人
[00:02:09.000 --> 00:02:11.000]  嗰啲動物出嚟呢
[00:02:11.000 --> 00:02:13.000]  就開始秘密會議啦
[00:02:13.000 --> 00:02:15.000]  開始呢就係謀求呢
[00:02:15.000 --> 00:02:17.000]  有一日呢就推翻呢一個Mr. Jones
[00:02:17.000 --> 00:02:19.000]  要成立佢自己獨立嘅國家
[00:02:19.000 --> 00:02:21.000]  皇天就不負有心人
[00:02:21.000 --> 00:02:23.000]  結果呢
[00:02:23.000 --> 00:02:25.000]  有兩隻好聰明嘅豬
[00:02:25.000 --> 00:02:26.000]  有啲領導嘅才幹
[00:02:26.000 --> 00:02:27.000]  一個叫拿破崙
[00:02:27.000 --> 00:02:28.000]  一個叫Snowball
[00:02:28.000 --> 00:02:29.000]  呢兩隻豬呢
[00:02:29.000 --> 00:02:30.000]  喺領導之下呢
[00:02:30.000 --> 00:02:32.000]  就趁住一個晚上
[00:02:32.000 --> 00:02:33.000]  呢一個Jones呢
[00:02:33.000 --> 00:02:35.000]  飲到醉昏昏嘅時候呢
[00:02:35.000 --> 00:02:36.000]  就揭竿起義
[00:02:36.000 --> 00:02:38.000]  然後呢就
[00:02:38.000 --> 00:02:39.000]  鼓動
[00:02:39.000 --> 00:02:40.000]  推動所有嘅動物
[00:02:40.000 --> 00:02:42.000]  就將呢個Mr. Jones
[00:02:42.000 --> 00:02:44.000]  踢出呢一個動物園
[00:02:44.000 --> 00:02:45.000]  趕走佢
[00:02:45.000 --> 00:02:47.000]  於是呢就成立咗呢一個動物王國
[00:02:47.000 --> 00:02:49.000]  叫The Animal Farm
[00:02:49.000 --> 00:02:51.000]  成立國家點算呀
[00:02:51.000 --> 00:02:53.000]  第一樣好緊要就咩
[00:02:53.000 --> 00:02:54.000]  製造憲法啦
[00:02:54.000 --> 00:02:55.000]  有個基本法
[00:02:55.000 --> 00:02:56.000]  有個憲法
[00:02:56.000 --> 00:02:57.000]  所以佢哋嗱嗱聲開會呢
[00:02:57.000 --> 00:02:59.000]  就建立咗一個憲法
[00:02:59.000 --> 00:03:00.000]  就將個憲法呢
[00:03:00.000 --> 00:03:02.000]  擺喺個農莊嘅前面
[00:03:02.000 --> 00:03:03.000]  呢個憲法叫咩
[00:03:03.000 --> 00:03:04.000]  七條界命
[00:03:04.000 --> 00:03:06.000]  七條界命呢就係我哋
[00:03:06.000 --> 00:03:07.000]  立法
[00:03:07.000 --> 00:03:09.000]  就係我哋呢一個動物王國嘅
[00:03:09.000 --> 00:03:10.000]  最基本法嚟嘅
[00:03:10.000 --> 00:03:12.000]  我哋個個都要跟隨嘅
[00:03:12.000 --> 00:03:14.000]  呢一個係我哋嘅constitution
[00:03:14.000 --> 00:03:16.000]  呢個七條界命係咩界命呢
[00:03:16.000 --> 00:03:17.000]  我只係講幾條呢
[00:03:17.000 --> 00:03:18.000]  第一條界命係咩呢
[00:03:18.000 --> 00:03:19.000]  佢話呢
[00:03:19.000 --> 00:03:21.000]  四隻腳係好人
[00:03:21.000 --> 00:03:23.000]  兩隻腳係衰人
[00:03:23.000 --> 00:03:26.000]  Four legs good
[00:03:26.000 --> 00:03:27.000]  Two legs bad
[00:03:27.000 --> 00:03:29.000]  當時嗰啲雞呀
[00:03:29.000 --> 00:03:30.000]  嗰啲鴨呀
[00:03:30.000 --> 00:03:32.000]  嗰啲鵝一聽到嘅時候呢
[00:03:32.000 --> 00:03:33.000]  即刻舉手抗議
[00:03:33.000 --> 00:03:34.000]  抗議 抗議 抗議 咁樣
[00:03:34.000 --> 00:03:36.000]  咁呢啲豬肉好聰明呀
[00:03:36.000 --> 00:03:37.000]  你唔使抗議
[00:03:37.000 --> 00:03:39.000]  你有翼㗎嘛係咪
[00:03:39.000 --> 00:03:41.000]  你啲翼都係手嚟㗎
[00:03:41.000 --> 00:03:42.000]  都係腳嚟㗎
[00:03:42.000 --> 00:03:43.000]  你係四腳動物
[00:03:43.000 --> 00:03:45.000]  你唔係呢係兩腳動物
[00:03:45.000 --> 00:03:48.000]  所以Four legs good係包括你在內㗎
[00:03:48.000 --> 00:03:49.000]  咁嗰啲雞話
[00:03:49.000 --> 00:03:50.000]  好好好
[00:03:50.000 --> 00:03:51.000]  啲鴨又好好
[00:03:51.000 --> 00:03:52.000]  啲鵝又好好
[00:03:52.000 --> 00:03:53.000]  係人先係衰人
[00:03:53.000 --> 00:03:54.000]  咁呢個係第一條界命
[00:03:54.000 --> 00:03:55.000]  有另外一條界命呢
[00:03:55.000 --> 00:03:56.000]  就更加有趣
[00:03:56.000 --> 00:03:58.000]  佢話冇一隻動物
[00:03:58.000 --> 00:04:00.000]  可以瞓喺床上
[00:04:00.000 --> 00:04:04.000]  No animal is allowed to sleep on the bed
[00:04:04.000 --> 00:04:06.000]  床呢啲嘢呀
[00:04:06.000 --> 00:04:08.000]  無論你床褥點樣靚法呢
[00:04:08.000 --> 00:04:10.000]  都係屬於人嘅
[00:04:10.000 --> 00:04:13.000]  我哋唔開床嘅
[00:04:13.000 --> 00:04:15.000]  我哋分地下嘅
[00:04:15.000 --> 00:04:16.000]  塔塔米都唔愛嘅
[00:04:16.000 --> 00:04:19.000]  所以呢就係呢條界命
[00:04:19.000 --> 00:04:22.000]  個個動物覺得啱有道理
[00:04:22.000 --> 00:04:25.000]  而最尾一條呢就更加精彩
[00:04:25.000 --> 00:04:28.000]  所有動物呢都係平等嘅
[00:04:28.000 --> 00:04:31.000]  All animals are equal
[00:04:31.000 --> 00:04:33.000]  定立咗呢一個基本法
[00:04:33.000 --> 00:04:35.000]  定立咗呢一個嘅憲法
[00:04:35.000 --> 00:04:37.000]  個個好開心
[00:04:37.000 --> 00:04:40.000]  咁不止成立咗呢個動物國
[00:04:40.000 --> 00:04:43.000]  冇幾耐突然之間
[00:04:43.000 --> 00:04:44.000]  歡樂嘅氣氛
[00:04:44.000 --> 00:04:46.000]  自由嘅氣氛
[00:04:46.000 --> 00:04:48.000]  就突然間唔同咗
[00:04:48.000 --> 00:04:50.000]  變得緊張
[00:04:50.000 --> 00:04:53.000]  變得個個人呢就喺度恐懼
[00:04:53.000 --> 00:04:56.000]  原來呢派系鬥爭
[00:04:56.000 --> 00:04:58.000]  我話有兩隻豬
[00:04:58.000 --> 00:04:59.000]  一隻係拿破崙
[00:04:59.000 --> 00:05:00.000]  一隻係snowball
