
[00:00:00.000 --> 00:00:05.600]  平靜風浪這件事
[00:00:05.600 --> 00:00:11.360]  耶穌平靜風浪這件事不單單記載在馬克福音
[00:00:11.360 --> 00:00:15.360]  馬太福音第八章 路加福音第八章
[00:00:15.360 --> 00:00:16.720]  都是記載這件事
[00:00:16.720 --> 00:00:20.000]  不過記載的角度有少少不同
[00:00:20.000 --> 00:00:25.600]  還有所講的話互相補充
[00:00:25.600 --> 00:00:28.400]  一會兒我講到的時候會參考其他
[00:00:28.400 --> 00:00:31.360]  大家不需要看其他經文
[00:00:31.360 --> 00:00:37.840]  聽著我講和看著大綱就可以了
[00:00:37.840 --> 00:00:41.920]  我相信平靜風浪這件事
[00:00:41.920 --> 00:00:44.880]  大家如果是基督徒應該都很熟悉
[00:00:44.880 --> 00:00:48.160]  也是耶穌比較出名的其中一件事
[00:00:48.160 --> 00:00:52.720]  今天我們拿這件事件來說
[00:00:52.720 --> 00:00:58.800]  我們很想試一下將我們很明白的這件事件
[00:00:58.800 --> 00:01:02.640]  帶到二千年前的現場
[00:01:02.640 --> 00:01:07.200]  來看看耶穌的心路歷程是怎樣
[00:01:07.200 --> 00:01:09.760]  又看看門徒的掙扎是怎樣
[00:01:09.760 --> 00:01:11.360]  當然更加重要的是
[00:01:11.360 --> 00:01:19.600]  將它看在我們有共同或共鳴的掙扎和學習到的事
[00:01:19.600 --> 00:01:22.800]  所以這就是我們今天要做的功夫
[00:01:22.800 --> 00:01:24.080]  短短的幾節
[00:01:24.080 --> 00:01:25.440]  但你看下去的時候
[00:01:25.440 --> 00:01:27.920]  有很多事你會沒有留意
[00:01:27.920 --> 00:01:29.920]  其實不是那麼簡單
[00:01:29.920 --> 00:01:31.520]  不如我們一起祈禱
[00:01:31.520 --> 00:01:36.000]  我們求耶穌基督教我們這件關於祂自己的事
[00:01:36.000 --> 00:01:38.960]  我們的主耶穌基督我們求祢今天
[00:01:38.960 --> 00:01:42.880]  帶我們去到祢當日的現場
[00:01:42.880 --> 00:01:45.440]  讓我們體貼祢的心意
[00:01:45.440 --> 00:01:51.600]  亦體會門徒的掙扎和恐懼
[00:01:51.600 --> 00:01:59.760]  主啊!今天我們落在這些困境、掙扎、恐懼、煩惱和無助之中
[00:01:59.760 --> 00:02:04.640]  我們也求祢自己透過祢當日要教導門徒的功課
[00:02:04.640 --> 00:02:06.480]  同樣教導我們
[00:02:06.480 --> 00:02:12.800]  主啊!我們很需要祢自己親自開啟我們明白並且改變我們
[00:02:12.800 --> 00:02:14.560]  奉耶穌名祈禱
[00:02:14.560 --> 00:02:15.840]  Amen
[00:02:15.840 --> 00:02:23.280]  好!現在我們進入當日的現場
[00:02:23.280 --> 00:02:25.520]  我選了《馬可福音》第四章
[00:02:25.520 --> 00:02:32.640]  因為《馬可福音》第四章不單止記載耶穌平靜風浪的事件
[00:02:32.640 --> 00:02:38.720]  還記載了平靜風浪之前究竟發生了什麼事
[00:02:38.720 --> 00:02:43.600]  如果大家從《馬可福音》第四章第一節開始
[00:02:43.600 --> 00:02:50.640]  我們會發現當日是耶穌講道日
[00:02:50.640 --> 00:02:52.560]  講完道之後
[00:02:52.560 --> 00:03:00.800]  可以說是黃昏的時候才去過加利利海
[00:03:00.800 --> 00:03:02.000]  有什麼特別呢?
[00:03:02.000 --> 00:03:04.720]  一會兒講下去你們就會留意到
[00:03:04.720 --> 00:03:08.000]  我第一個分題想跟大家說
[00:03:08.000 --> 00:03:10.480]  當然耶穌有耶穌門徒有門徒
[00:03:10.480 --> 00:03:14.080]  當時他們的生活和面對的問題
[00:03:14.080 --> 00:03:17.120]  但今天你和我人生都有面對這些問題
[00:03:17.120 --> 00:03:22.160]  首先我們看看平靜風浪這件事發生之前
[00:03:22.160 --> 00:03:23.520]  都有些問題
[00:03:23.520 --> 00:03:24.800]  什麼問題呢?
[00:03:24.800 --> 00:03:26.800]  就是耶穌開始講道就已經有問題
[00:03:26.800 --> 00:03:31.200]  可以看到我引用了第四章第一節和第二節
[00:03:31.200 --> 00:03:35.440]  那裡說耶穌又在海邊教導人
[00:03:35.440 --> 00:03:38.640]  有一大群人聚集在他那裡
[00:03:38.640 --> 00:03:43.120]  因此他就要上船坐下來講
[00:03:43.120 --> 00:03:45.120]  船在海中
[00:03:45.120 --> 00:03:48.880]  群眾都朝著海站在岸上
[00:03:48.880 --> 00:03:53.040]  他就用比喻教訓他們很多事情
[00:03:53.040 --> 00:03:55.680]  這件事我們發覺
[00:03:55.680 --> 00:03:58.880]  如果我們可以進入當日的現場
[00:03:58.880 --> 00:04:02.640]  我們可以想像當日其實開始耶穌講道
[00:04:02.640 --> 00:04:04.080]  正如很普通的每天
[00:04:04.080 --> 00:04:06.320]  有時可能那天就是很多群眾
[00:04:06.320 --> 00:04:08.080]  甚至有很大群的人
[00:04:08.080 --> 00:04:10.640]  耶穌就開始講道
[00:04:10.640 --> 00:04:14.480]  尤其是我們看到的那些天國偉大的比喻
[00:04:14.480 --> 00:04:16.000]  很有意思的教訓
[00:04:16.000 --> 00:04:18.480]  但我相信講得不夠多
[00:04:18.480 --> 00:04:19.920]  後面有人喊
[00:04:19.920 --> 00:04:21.920]  聽不到,人太多
[00:04:21.920 --> 00:04:24.720]  那時候又沒有麥克風
[00:04:24.720 --> 00:04:26.720]  於是後面可能起哄
[00:04:26.720 --> 00:04:32.240]  前面說我沒理由你們站著聽
[00:04:32.240 --> 00:04:33.520]  很難的
[00:04:33.520 --> 00:04:35.920]  有少許混亂
[00:04:35.920 --> 00:04:37.520]  有少許擾攘
[00:04:37.520 --> 00:04:41.120]  擾攘怎麼辦呢
[00:04:41.120 --> 00:04:43.120]  不知道誰出的主意
[00:04:43.120 --> 00:04:44.080]  但無論如何
[00:04:44.080 --> 00:04:45.280]  像我所說的
[00:04:45.280 --> 00:04:47.280]  人生總有些小麻煩
[00:04:47.280 --> 00:04:49.280]  你和我都會有小麻煩
[00:04:49.280 --> 00:04:50.800]  有時是我們工作上的麻煩
[00:04:50.800 --> 00:04:52.160]  有時是家庭上的麻煩
[00:04:52.160 --> 00:04:53.920]  有時是經濟上的麻煩
[00:04:53.920 --> 00:04:56.400]  但我們這麼有經驗的人生
[00:04:56.400 --> 00:04:58.640]  就想想辦法
[00:04:58.640 --> 00:05:02.080]  總是可以解決的
[00:05:02.080 --> 00:05:04.960]  當時就想了一個辦法
[00:05:04.960 --> 00:05:07.280]  叫耶穌上船
[00:05:07.280 --> 00:05:09.680]  在岸邊撐開一點
[00:05:09.680 --> 00:05:11.680]  在船上面對著岸邊
[00:05:11.680 --> 00:05:13.680]  這些很大的群眾來講道
[00:05:13.680 --> 00:05:15.680]  這個做法比較奇怪
[00:05:15.680 --> 00:05:18.320]  其實不是很奇怪
[00:05:18.320 --> 00:05:20.880]  因為當時是習慣這樣做
[00:05:20.880 --> 00:05:24.080]  我看過一篇論文
[00:05:24.080 --> 00:05:25.120]  真的是論文
[00:05:25.120 --> 00:05:25.920]  很認真的
[00:05:25.920 --> 00:05:28.160]  是Biblical Archaeology
[00:05:28.160 --> 00:05:30.800]  即是聖經考古學
[00:05:30.800 --> 00:05:36.160]  這個比較著名的期刊
[00:05:36.160 --> 00:05:39.040]  有一個人真的這麼認真
[00:05:39.040 --> 00:05:43.200]  帶著儀器去加利利海邊
[00:05:43.200 --> 00:05:45.920]  去探索一下聲線
[00:05:45.920 --> 00:05:47.120]  當耶穌
[00:05:47.120 --> 00:05:49.120]  如果一個人站在岸邊講
[00:05:49.120 --> 00:05:52.480]  後面很多人看他傳了多遠
[00:05:52.480 --> 00:05:56.640]  還有他自己撐開船
[00:05:56.640 --> 00:06:00.240]  在岸邊的船上講
[00:06:00.240 --> 00:06:05.200]  竟然他再加上物理學的研究
[00:06:05.200 --> 00:06:07.760]  做完實驗
[00:06:07.760 --> 00:06:09.520]  真的聽得很清楚
[00:06:09.520 --> 00:06:11.280]  並且遠很多
[00:06:11.280 --> 00:06:12.480]  這個真是厲害
[00:06:12.480 --> 00:06:14.160]  當時可能他們不懂這些科學
[00:06:14.160 --> 00:06:15.680]  但他們經驗過
[00:06:15.680 --> 00:06:17.200]  即是有人提出
[00:06:17.200 --> 00:06:19.200]  聽不到怎麼辦
[00:06:19.200 --> 00:06:20.000]  不要緊的
[00:06:20.000 --> 00:06:22.240]  人生總有些小麻煩
[00:06:22.240 --> 00:06:23.360]  小麻煩的時候
[00:06:23.360 --> 00:06:24.720]  大家合作
[00:06:24.720 --> 00:06:26.080]  有些人出主意
[00:06:26.080 --> 00:06:27.200]  有些人讓下
[00:06:27.200 --> 00:06:28.080]  大家靜下
[00:06:28.080 --> 00:06:29.520]  又參加船出去
[00:06:29.520 --> 00:06:30.320]  可以啊
[00:06:30.320 --> 00:06:31.440]  又講得到
[00:06:31.440 --> 00:06:34.000]  這個就是我剛才想和大家講的
[00:06:34.000 --> 00:06:36.560]  我們可以說是一個前奏
[00:06:36.560 --> 00:06:39.520]  於是耶穌就大半天的時間
[00:06:39.520 --> 00:06:42.480]  和他們講了很多精彩的
[00:06:42.480 --> 00:06:44.720]  天國的真理
[00:06:44.720 --> 00:06:49.680]  和當時的比喻
[00:06:49.680 --> 00:06:50.480]  好了
[00:06:50.480 --> 00:06:54.480]  現在我們去到真正的事件
[00:06:54.480 --> 00:06:56.160]  就是聖經剛才我們讀的時候
[00:06:56.160 --> 00:06:57.360]  你會知道
[00:06:57.360 --> 00:06:58.320]  黃昏
[00:06:58.320 --> 00:06:59.840]  差不多大半天
[00:06:59.840 --> 00:07:01.280]  於是
[00:07:01.280 --> 00:07:03.040]  耶穌就對門徒說
[00:07:03.040 --> 00:07:04.560]  是耶穌提議的
[00:07:04.560 --> 00:07:06.560]  這些有什麼特別
[00:07:06.560 --> 00:07:08.160]  你等一下賣個關子
[00:07:08.160 --> 00:07:08.960]  你會看到
[00:07:08.960 --> 00:07:10.960]  耶穌就提議給門徒
[00:07:10.960 --> 00:07:14.080]  不如我們過去加利利海對面那裡
[00:07:14.080 --> 00:07:15.280]  或者那裡住
[00:07:15.280 --> 00:07:16.640]  或者在那裡講道
[00:07:16.640 --> 00:07:17.920]  門徒說好
[00:07:17.920 --> 00:07:19.040]  老師你叫到了
[00:07:19.040 --> 00:07:19.840]  當然好
[00:07:19.840 --> 00:07:23.440]  於是就參加船過去
[00:07:23.440 --> 00:07:26.480]  他和門徒一起過去
[00:07:26.480 --> 00:07:29.920]  耶穌已經在船上
[00:07:29.920 --> 00:07:32.640]  也有別的船和他和他
[00:07:32.640 --> 00:07:35.440]  你想想當時的場面
[00:07:35.440 --> 00:07:36.960]  也有些浩浩蕩蕩的
[00:07:36.960 --> 00:07:38.720]  幾架船這樣去的
[00:07:38.720 --> 00:07:39.680]  還有一件事
[00:07:39.680 --> 00:07:43.120]  我又和大家作為一個不是最重要
[00:07:43.120 --> 00:07:46.080]  不過也是稍微交代一下
[00:07:46.080 --> 00:07:50.720]  12個門徒加上耶穌13個人
[00:07:50.720 --> 00:07:55.280]  其實13個人坐的船不是很小的
[00:07:55.440 --> 00:07:57.920]  通常有些我們現在的
[00:07:57.920 --> 00:08:00.800]  小小的遊河船
