
[00:00:00.000 --> 00:00:06.000]  第一次來到大家當中
[00:00:06.000 --> 00:00:09.500]  通常會介紹一下我的講言
[00:00:09.500 --> 00:00:11.000]  不過你們沒有介紹
[00:00:11.000 --> 00:00:12.000]  我介紹一下自己
[00:00:12.000 --> 00:00:14.000]  我是中神的講師
[00:00:14.000 --> 00:00:16.000]  教神學的
[00:00:16.000 --> 00:00:18.000]  也教過Horace
[00:00:18.000 --> 00:00:22.000]  講一下我的神學就會出來
[00:00:22.000 --> 00:00:24.000]  神學老師自然會講神學的
[00:00:24.000 --> 00:00:29.000]  我也是五十歲了
[00:00:29.000 --> 00:00:32.000]  拋point是屬於年輕人的
[00:00:32.000 --> 00:00:34.000]  所以就不拋point了
[00:00:34.000 --> 00:00:36.000]  不過希望講到也有point的
[00:00:36.000 --> 00:00:39.000]  不過沒有拋point的好處
[00:00:39.000 --> 00:00:42.000]  其實有些話是今天跟大家分享的
[00:00:42.000 --> 00:00:45.000]  是這兩天才在反省的
[00:00:45.000 --> 00:00:47.000]  沒有拋point就可以隨時爆肚
[00:00:47.000 --> 00:00:49.000]  不過跟大家
[00:00:49.000 --> 00:00:51.000]  為什麼這兩天有什麼反省
[00:00:51.000 --> 00:00:53.000]  你聽到你就知道了
[00:00:53.000 --> 00:00:55.000]  開始的時候我們再做一個討論
[00:00:55.000 --> 00:00:58.000]  主要是神我們求你對我們的說話
[00:00:58.000 --> 00:01:02.000]  讓我們看到大自然所宣講的那份明媚
[00:01:02.000 --> 00:01:04.000]  讓我們對你的律法
[00:01:04.000 --> 00:01:07.000]  有那種讚嘆、學慕的心
[00:01:07.000 --> 00:01:09.000]  今天一段聽到的時間
[00:01:09.000 --> 00:01:11.000]  求你祝福土高富庸、受基督命
[00:01:11.000 --> 00:01:15.000]  書篇第十九篇
[00:01:15.000 --> 00:01:17.000]  其實如果講分段
[00:01:17.000 --> 00:01:19.000]  如果你是中神讀神學
[00:01:19.000 --> 00:01:22.000]  聖經老師就很喜歡跟你講分段的
[00:01:22.000 --> 00:01:24.000]  今天是神學主日
[00:01:24.000 --> 00:01:25.000]  都跟你講一下神學
[00:01:25.000 --> 00:01:27.000]  聖經老師經常講分段的
[00:01:27.000 --> 00:01:30.000]  分完段之後就好像解了經
[00:01:30.000 --> 00:01:32.000]  那些神學老師就經常很不滿意
[00:01:32.000 --> 00:01:35.000]  覺得聖經老師剛剛開波就完了
[00:01:35.000 --> 00:01:38.000]  不過都玩一下聖經老師的遊戲
[00:01:38.000 --> 00:01:40.000]  這個十九篇如果你要分段的話
[00:01:40.000 --> 00:01:42.000]  其實都很明顯的
[00:01:42.000 --> 00:01:46.000]  書篇十九篇第一節到第四節
[00:01:46.000 --> 00:01:50.000]  其實後兩個phrase
[00:01:50.000 --> 00:01:52.000]  其實叫第一件
[00:01:52.000 --> 00:01:54.000]  應該這麼講
[00:01:54.000 --> 00:01:58.000]  應該說包起來
[00:01:58.000 --> 00:02:00.000]  第一到第六節是第一段
[00:02:00.000 --> 00:02:03.000]  不過第一段都可以分兩部分的
[00:02:03.000 --> 00:02:04.000]  再來一次
[00:02:04.000 --> 00:02:07.000]  第一到第六節是第一部分
[00:02:07.000 --> 00:02:11.000]  第一部分就講到大自然的美麗
[00:02:11.000 --> 00:02:17.000]  第七節到第十節就是第二部分
[00:02:17.000 --> 00:02:19.000]  講到耶和華的律法
[00:02:19.000 --> 00:02:22.000]  第十一節到第十四節
[00:02:22.000 --> 00:02:25.000]  講到私人自己見到耶和華的律法
[00:02:25.000 --> 00:02:27.000]  這麼美麗的時候
[00:02:27.000 --> 00:02:30.000]  他心中對自己生命的一些反省
[00:02:30.000 --> 00:02:33.000]  接著十四節就是一個總結的討告
[00:02:33.000 --> 00:02:35.000]  這個書篇大概就是這樣分段
[00:02:35.000 --> 00:02:37.000]  我們都還要這三部分
[00:02:37.000 --> 00:02:40.000]  去反映書篇的內容
[00:02:40.000 --> 00:02:42.000]  書篇第一部分
[00:02:42.000 --> 00:02:46.000]  就是由第一節到第六節
[00:02:46.000 --> 00:02:48.000]  講這個大自然
[00:02:48.000 --> 00:02:52.000]  第一部分其實又可以分兩個小部分
[00:02:52.000 --> 00:02:54.000]  第一到第六節又可以拆分到
[00:02:54.000 --> 00:02:58.000]  第一節到第四節的頭三分二
[00:02:58.000 --> 00:03:00.000]  他的量大,前遍天下
[00:03:00.000 --> 00:03:02.000]  他的言語傳到地極
[00:03:02.000 --> 00:03:05.000]  這是第一段的第一部分
[00:03:05.000 --> 00:03:06.000]  接著講太陽
[00:03:06.000 --> 00:03:08.000]  這是第一段的第二部分
[00:03:08.000 --> 00:03:11.000]  第一段的第一部分就講到
[00:03:11.000 --> 00:03:14.000]  整個世界都在跟我們講話
[00:03:14.000 --> 00:03:20.000]  和合本的翻譯反映以前的中文
[00:03:20.000 --> 00:03:22.000]  「窮倉存陽他的手段」
[00:03:22.000 --> 00:03:26.000]  我們今天的人講「手段」這個字
[00:03:26.000 --> 00:03:29.000]  就好像想起什麼奸人有什麼手段
[00:03:29.000 --> 00:03:33.000]  有什麼手段來騙人
[00:03:33.000 --> 00:03:35.000]  不過當然新譯本也好一點
[00:03:35.000 --> 00:03:37.000]  就是「窮倉存陽他的作為」
[00:03:37.000 --> 00:03:39.000]  英文叫做「handiwork」
[00:03:39.000 --> 00:03:41.000]  其實手段的意思就是
[00:03:41.000 --> 00:03:43.000]  耶和華手所作的事情
[00:03:43.000 --> 00:03:45.000]  好像耶和華的手工
[00:03:45.000 --> 00:03:48.000]  所以舊中文也有一個手段
[00:03:48.000 --> 00:03:51.000]  接著第二到第三、第四節
[00:03:51.000 --> 00:03:53.000]  其實就這樣照字面解
[00:03:53.000 --> 00:03:55.000]  就有些矛盾的
[00:03:55.000 --> 00:03:57.000]  「這一日到那日發出言語」
[00:03:57.000 --> 00:04:00.000]  「這一夜到那夜傳出知識」
[00:04:00.000 --> 00:04:03.000]  這個如果我不知道有沒有人看
[00:04:03.000 --> 00:04:05.000]  「The Message」
[00:04:05.000 --> 00:04:07.000]  這個Youtube Peterson的翻譯
[00:04:07.000 --> 00:04:09.000]  一個英文的翻譯
[00:04:09.000 --> 00:04:11.000]  大概的翻譯就是說
[00:04:11.000 --> 00:04:13.000]  「Speak all the time and professor night」
[00:04:13.000 --> 00:04:15.000]  「Lecture all night」
[00:04:15.000 --> 00:04:17.000]  這個意思這兩節講到
[00:04:17.000 --> 00:04:19.000]  「日頭和夜晚」好像一個老師
[00:04:19.000 --> 00:04:21.000]  跟我們講課
[00:04:21.000 --> 00:04:25.000]  在教我們神的榮美
[00:04:25.000 --> 00:04:29.000]  第三節就好像自己打自己嘴巴
[00:04:29.000 --> 00:04:33.000]  「無言無語也無聲音可聽」
[00:04:33.000 --> 00:04:35.000]  那個教授一直在講話
[00:04:35.000 --> 00:04:37.000]  但是沒有聲音
[00:04:37.000 --> 00:04:40.000]  你想像有個講員上來上港台
[00:04:40.000 --> 00:04:42.000]  然後
[00:04:42.000 --> 00:04:44.000]  你就開始懷疑這個講員是不是
[00:04:44.000 --> 00:04:46.000]  「痴了線」還是音響有問題
[00:04:46.000 --> 00:04:48.000]  還是做什麼
[00:04:48.000 --> 00:04:50.000]  照字面解兩個是有些矛盾的
[00:04:50.000 --> 00:04:52.000]  「日夜在那裡講話」
[00:04:52.000 --> 00:04:54.000]  但是其實沒有聲音的
[00:04:54.000 --> 00:04:57.000]  但是第四節又打第三節的嘴巴了
[00:04:57.000 --> 00:05:00.000]  Jazz Taddex 兩大
[00:05:00.000 --> 00:05:02.000]  如果是分譯本的翻譯
[00:05:02.000 --> 00:05:04.000]  他的聲音
[00:05:04.000 --> 00:05:06.000]  他的聲音全面地下
[00:05:06.000 --> 00:05:09.000]  他的言語全到地極
[00:05:09.000 --> 00:05:11.000]  雖然是無言無語
[00:05:11.000 --> 00:05:13.000]  但是已經講了出來的
[00:05:13.000 --> 00:05:15.000]  已經全世界都聽到
[00:05:15.000 --> 00:05:17.000]  沒有人聽不到的
[00:05:17.000 --> 00:05:18.000]  如果你聽不到
[00:05:18.000 --> 00:05:20.000]  這個是你的問題
[00:05:20.000 --> 00:05:22.000]  私人其實在講什麼呢
[00:05:22.000 --> 00:05:24.000]  到底日夜有沒有聲音的呢
[00:05:24.000 --> 00:05:25.000]  為什麼是無言無語
[00:05:25.000 --> 00:05:27.000]  但是人人都聽到的呢
[00:05:27.000 --> 00:05:29.000]  講一個比喻就是說
[00:05:29.000 --> 00:05:33.000]  有時私人強調一樣東西就是說
[00:05:33.000 --> 00:05:36.000]  這個大自然那種的美
[00:05:36.000 --> 00:05:38.000]  或者那種的榮耀
[00:05:38.000 --> 00:05:41.000]  其實是客觀地存在的
[00:05:41.000 --> 00:05:43.000]  不過不是人人看得到
[00:05:43.000 --> 00:05:47.000]  需要有一種主觀的心態
[00:05:47.000 --> 00:05:49.000]  或者可以這麼說
[00:05:49.000 --> 00:05:51.000]  大地宣講那種榮美
[00:05:51.000 --> 00:05:53.000]  就不是像地盤那些
[00:05:53.000 --> 00:05:55.000]  作地的聲音那樣
[00:05:55.000 --> 00:05:58.000]  你多不喜歡那個風筒的聲音
[00:05:58.000 --> 00:06:01.000]  它都要塞進你的耳朵裡
[00:06:01.000 --> 00:06:03.000]  大地發出的聲音不是這樣的
[00:06:03.000 --> 00:06:05.000]  你不想聽的話
[00:06:05.000 --> 00:06:07.000]  可以聽不到的
[00:06:07.000 --> 00:06:09.000]  不過如果你要聽的話
[00:06:09.000 --> 00:06:11.000]  其實它是在那裡的
[00:06:11.000 --> 00:06:13.000]  你聽不到就不是它不存在
[00:06:13.000 --> 00:06:15.000]  是你不想聽的
[00:06:15.000 --> 00:06:18.000]  其實人間的東西都有一些類似的
[00:06:18.000 --> 00:06:20.000]  譬如舉個例子來說
[00:06:20.000 --> 00:06:22.000]  我不知道你喜歡什麼音樂
[00:06:22.000 --> 00:06:25.000]  我女兒喜歡有個團隊叫power of war
[00:06:25.000 --> 00:06:27.000]  有沒有人聽的
[00:06:27.000 --> 00:06:29.000]  大家不知道
[00:06:29.000 --> 00:06:30.000]  我發現學校
[00:06:30.000 --> 00:06:32.000]  我女兒在珍道讀的
[00:06:32.000 --> 00:06:35.000]  她學校都分開台灣幫和英文幫
[00:06:35.000 --> 00:06:37.000]  我女兒是英文幫聽英文歌
[00:06:37.000 --> 00:06:38.000]  聽power of war
[00:06:38.000 --> 00:06:40.000]  就不聽羅志祥那些歌
[00:06:40.000 --> 00:06:43.000]  無論如何她是喜歡power of war
[00:06:43.000 --> 00:06:45.000]  我不喜歡的
[00:06:45.000 --> 00:06:47.000]  我屬於這些古典幫
[00:06:47.000 --> 00:06:49.000]  我喜歡聽那些古典
[00:06:49.000 --> 00:06:53.000]  巴哈、貝多芬、莫扎特、拉姆斯
[00:06:53.000 --> 00:06:55.000]  那些音樂
[00:06:55.000 --> 00:06:58.000]  我譬如其中一個很欣賞的
[00:06:58.000 --> 00:07:00.000]  就是這個
[00:07:00.000 --> 00:07:01.000]  隨便說一個
[00:07:01.000 --> 00:07:04.000]  巴哈的高berd variation
[00:07:04.000 --> 00:07:05.000]  有沒有人聽過
[00:07:05.000 --> 00:07:07.000]  一個也沒有
[00:07:07.000 --> 00:07:08.000]  回去聽
[00:07:08.000 --> 00:07:09.000]  YouTube 有得聽的
[00:07:09.000 --> 00:07:12.000]  巴哈的高berd variation
[00:07:12.000 --> 00:07:14.000]  我覺得很好聽
[00:07:14.000 --> 00:07:17.000]  不過我太太一聽這些音樂
[00:07:17.000 --> 00:07:19.000]  就會睡覺
[00:07:19.000 --> 00:07:21.000]  結婚20年
[00:07:21.000 --> 00:07:24.000]  我還沒有教育她
[00:07:24.000 --> 00:07:25.000]  不過我不放棄
