
[00:00:00.000 --> 00:00:03.000]  各位聽眾,平安!
[00:00:03.000 --> 00:00:07.000]  很開心在星期六跟大家分享華語
[00:00:07.000 --> 00:00:10.000]  剛才劉牧師介紹我是城北的好朋友
[00:00:10.000 --> 00:00:14.000]  剛好經過多倫多,其實不是,我是住在多倫多
[00:00:14.000 --> 00:00:16.000]  我是城北的會友
[00:00:16.000 --> 00:00:20.000]  很多時候星期日崇拜都會見到我
[00:00:20.000 --> 00:00:24.000]  所以希望大家知道我不單是好朋友,也是好會友
[00:00:24.000 --> 00:00:27.000]  我都是和大家一起在教會裡敬拜
[00:00:27.000 --> 00:00:31.000]  這次是第三次在星期六的崇拜和大家一起
[00:00:31.000 --> 00:00:35.000]  每一次我都會帶我的作品和大家介紹
[00:00:35.000 --> 00:00:38.000]  因為剛才外面有姐妹說不知道下一次何時來
[00:00:38.000 --> 00:00:41.000]  這次有兩樣是你們以前可能沒見過的
[00:00:41.000 --> 00:00:45.000]  有一本叫做人生隨筆,有沒有人看過的?
[00:00:45.000 --> 00:00:48.000]  一個都沒有?
[00:00:48.000 --> 00:00:52.000]  這本是在版的,因為我去年來的時候這本書賣光了
[00:00:52.000 --> 00:00:55.000]  剛剛兩個月前香港弘道
[00:00:55.000 --> 00:00:58.000]  人生隨筆是我寫的第一本生活的系列
[00:00:58.000 --> 00:01:01.000]  第二本叫做毫筆留情,有些人可能看過
[00:01:01.000 --> 00:01:06.000]  第三本叫做毛筆留言,是還沒寫的,下年才寫
[00:01:06.000 --> 00:01:09.000]  這三本寫完用我隨母號三個字
[00:01:09.000 --> 00:01:12.000]  這本書是講人生,人與人,人與自己,人與事
[00:01:12.000 --> 00:01:15.000]  52篇文章全部都是兩樣兩樣的
[00:01:15.000 --> 00:01:18.000]  兩種遮,兩種出口,兩種運動,兩種廚具
[00:01:18.000 --> 00:01:21.000]  全部都是兩樣兩樣的,是講人生
[00:01:21.000 --> 00:01:25.000]  我有位醫生我去看他,他買了十本,有一次
[00:01:25.000 --> 00:01:28.000]  我買這麼多幹什麼呢?他說給病人看
[00:01:28.000 --> 00:01:31.000]  有些病人不是身體有病,是心有病
[00:01:31.000 --> 00:01:34.000]  他說看這本書能治他的心病
[00:01:34.000 --> 00:01:37.000]  在香港有一次我在港福堂看到梁錦松弟兄
[00:01:37.000 --> 00:01:41.000]  他拿著成棟這些書,我們買這麼多幹什麼?拿去炒嗎?
[00:01:41.000 --> 00:01:44.000]  他說不是,拿去送給人
[00:01:44.000 --> 00:01:47.000]  他說很多朋友需要認識一下人生應該怎樣過
[00:01:47.000 --> 00:01:50.000]  所以這本書是有關人生的,在外面有
[00:01:50.000 --> 00:01:53.000]  另外一個就是剛剛上個月才拿到來
[00:01:53.000 --> 00:01:56.000]  叫《進深認識主耶穌四福音道論》
[00:01:56.000 --> 00:01:58.000]  是我幫漢語聖經講的講座
[00:01:58.000 --> 00:02:01.000]  講完之後有弟兄姊妹要求可不可以出光碟
[00:02:01.000 --> 00:02:04.000]  他們出了,上個禮拜剛剛到
[00:02:04.000 --> 00:02:06.000]  但是第一版已經賣完了
[00:02:06.000 --> 00:02:09.000]  所以現在剩下的就是外面有幾十盒
[00:02:09.000 --> 00:02:12.000]  我帶過來,應該沒有了
[00:02:12.000 --> 00:02:15.000]  他們現在在作第二版,如果大家想聽
[00:02:15.000 --> 00:02:18.000]  就不只是講四福音的內容,最重要是四福音的內容
[00:02:18.000 --> 00:02:21.000]  有什麼關係和怎樣形容
[00:02:21.000 --> 00:02:24.000]  主耶穌給我們留下的言行,我們可以怎樣來形容在我們生活當中
[00:02:24.000 --> 00:02:27.000]  這兩個都在外面,我其他的書都有少量在外面
[00:02:27.000 --> 00:02:30.000]  歡迎大家一出去可以去買
[00:02:30.000 --> 00:02:33.000]  我們做個簡單祈禱,然後我們開始
[00:02:33.000 --> 00:02:36.000]  天父我們將以下時間帶到主的面前
[00:02:36.000 --> 00:02:39.000]  我們求主你幫助我們能夠靜心聽
[00:02:39.000 --> 00:02:42.000]  又能夠真是有個很柔順的心去領受
[00:02:42.000 --> 00:02:45.000]  而且真是有一個很謙卑的心我們去遵行
[00:02:45.000 --> 00:02:48.000]  我們聽所講,不只是一些耳裏面的聲音
[00:02:48.000 --> 00:02:51.000]  不是一支腦裏面的思想,而是真是生活裏面的一些律例
[00:02:51.000 --> 00:02:54.000]  一些的典章,他能夠明白
[00:02:54.000 --> 00:02:57.000]  知道,能夠清楚,能夠遵行
[00:02:57.000 --> 00:03:00.000]  就將以下時間仰望,求主你恩代,聽我們禱告
[00:03:00.000 --> 00:03:03.000]  奉耶穌的名祈禱,阿們
[00:03:03.000 --> 00:03:06.000]  有四句話先和大家分享一下,就是
[00:03:06.000 --> 00:03:09.000]  豐富的生活不代表豐盛的生命
[00:03:09.000 --> 00:03:12.000]  忙碌的生活又不等同充實的生命
[00:03:12.000 --> 00:03:15.000]  人生命的好壞不在乎環境的好壞
[00:03:15.000 --> 00:03:18.000]  乃是在乎你怎樣來回應環境的好壞
[00:03:18.000 --> 00:03:21.000]  人生命的豐富又不在乎擁有的多少
[00:03:21.000 --> 00:03:24.000]  乃在乎使用的錯對
[00:03:24.000 --> 00:03:27.000]  大家寫完沒有
[00:03:27.000 --> 00:03:30.000]  最重要的這四句
[00:03:30.000 --> 00:03:33.000]  我已經講完了,第一個就是
[00:03:33.000 --> 00:03:36.000]  豐富的生活不等同豐盛的生命
[00:03:36.000 --> 00:03:39.000]  今天很多人追求豐富,盼望擁有
[00:03:39.000 --> 00:03:42.000]  希望屋子越來越大,希望車子越來越快
[00:03:42.000 --> 00:03:45.000]  但是屋子大呢,有時只是
[00:03:45.000 --> 00:03:48.000]  多地方集,車子快呢
[00:03:48.000 --> 00:03:51.000]  只是容易些抄牌而已
[00:03:51.000 --> 00:03:54.000]  但人們都希望大些的屋,靚些的車
[00:03:54.000 --> 00:03:57.000]  有一本書叫做Car and Driver
[00:03:57.000 --> 00:04:00.000]  一本雜誌,他說現在的車越來越靚,不過開車的人
[00:04:00.000 --> 00:04:03.000]  就越來越差,屋再大
[00:04:03.000 --> 00:04:06.000]  不表示家庭美滿,豐富生活不代表豐盛的生命
[00:04:06.000 --> 00:04:09.000]  忙碌的生活又不等同
[00:04:09.000 --> 00:04:12.000]  充實的生命,今天人很喜歡忙
[00:04:12.000 --> 00:04:15.000]  不忙不行的,試過有一次,幾年前
[00:04:15.000 --> 00:04:18.000]  這裡停電,是否兵部停電
[00:04:18.000 --> 00:04:21.000]  一停電坐在家裏,很空虛,不知怎辦
[00:04:21.000 --> 00:04:24.000]  因為坐在這裏沒有事做,不知怎辦
[00:04:24.000 --> 00:04:27.000]  總是希望忙些才是,其實忙些不一定
[00:04:27.000 --> 00:04:30.000]  是充實的,忙你要問為甚麼忙才行
[00:04:30.000 --> 00:04:33.000]  人生好壞不在乎環境好壞
[00:04:33.000 --> 00:04:36.000]  乃在乎回應的好壞,有些人環境不是那麼好
[00:04:36.000 --> 00:04:39.000]  但你發現他心態很好
[00:04:39.000 --> 00:04:42.000]  有些人環境非常之好,但心態不是那麼好
[00:04:42.000 --> 00:04:45.000]  有些人有很多,但遲遲多多
[00:04:45.000 --> 00:04:48.000]  很久都不滿足,有些人不是有很多
[00:04:48.000 --> 00:04:51.000]  但他很滿足,活得很開心
[00:04:51.000 --> 00:04:54.000]  第四,人生命的豐富不在乎擁有多少
[00:04:54.000 --> 00:04:57.000]  乃在乎使用的對錯
[00:04:57.000 --> 00:05:00.000]  擁有再多不是最重要,問題是你怎樣用
[00:05:00.000 --> 00:05:03.000]  有一次我家吃飯的時候
[00:05:03.000 --> 00:05:06.000]  我兒子突然問一個問題,那時他很小
[00:05:06.000 --> 00:05:09.000]  他問一個問題,他說Daddy,How high is the sky?
[00:05:09.000 --> 00:05:12.000]  小朋友問這些問題,我們想都沒有想過
[00:05:12.000 --> 00:05:15.000]  哪有空去想天有多高
[00:05:15.000 --> 00:05:18.000]  我兒子問,他說Daddy,天有多高
[00:05:18.000 --> 00:05:21.000]  我記得那時很快回答他,我說Very high
[00:05:21.000 --> 00:05:24.000]  吃飯吧,吃了不久他又再問
[00:05:24.000 --> 00:05:27.000]  Then how high is it?
[00:05:27.000 --> 00:05:30.000]  我說Very very high
[00:05:30.000 --> 00:05:33.000]  咦,不要說了
[00:05:33.000 --> 00:05:36.000]  我沒有再回答他,之後我回房間
[00:05:36.000 --> 00:05:39.000]  想想我兒子問的問題,給我很多啟發
[00:05:39.000 --> 00:05:42.000]  我想一想,這個世界真的很大
[00:05:42.000 --> 00:05:46.000]  當你想天有多高的時候,即是這個宇宙有多大
[00:05:46.000 --> 00:05:49.000]  最近新聞不停報告
[00:05:49.000 --> 00:05:52.000]  有一個不知甚麼號的衛星,不知探索船
[00:05:52.000 --> 00:05:55.000]  去到冥王星,拍了些相,要很長時間送回來
[00:05:55.000 --> 00:05:58.000]  這個宇宙真的很大
[00:05:58.000 --> 00:06:01.000]  當我坐在房間想我兒子這個問題
[00:06:01.000 --> 00:06:04.000]  當這個宇宙這麼大的時候,我突然之間會問一個問題
[00:06:04.000 --> 00:06:07.000]  到底我這個人活在世界是做甚麼
[00:06:07.000 --> 00:06:10.000]  不單止我很渺小,而且我一生的年日也很短
[00:06:10.000 --> 00:06:13.000]  在這個這麼大的宇宙裏面
[00:06:13.000 --> 00:06:16.000]  到底我一生有甚麼角色,有甚麼作用呢
[00:06:16.000 --> 00:06:19.000]  我又再想一想,如果這個宇宙我們明白是神所創造的時候
[00:06:19.000 --> 00:06:22.000]  這位這麼偉大的神,我這麼渺小的人
[00:06:22.000 --> 00:06:25.000]  能夠對這位偉大的神,有甚麼能夠給他呢
[00:06:25.000 --> 00:06:28.000]  能夠做些甚麼呢,這個問題我自己想了很久
[00:06:28.000 --> 00:06:31.000]  到底人生應該怎樣過
[00:06:31.000 --> 00:06:34.000]  雖然我人生很有限,人生怎樣過呢
[00:06:34.000 --> 00:06:37.000]  是不是一年復一年這樣過呢
[00:06:37.000 --> 00:06:40.000]  前幾天我和我太太散步就說起了,現在已經七月了
[00:06:40.000 --> 00:06:43.000]  原來2015年很快又過了一半
[00:06:43.000 --> 00:06:46.000]  很快2016年又來了,原來眨眼要很小心
[00:06:46.000 --> 00:06:49.000]  因為眨眼時間就過了
[00:06:49.000 --> 00:06:52.000]  人生應該怎樣過呢
[00:06:52.000 --> 00:06:55.000]  今天我和大家看傳道書十一章第一節至到第六節
[00:06:55.000 --> 00:06:58.000]  有人說傳道書不要勸人看,因為很消極
[00:06:58.000 --> 00:07:01.000]  有人說傳道書說來說去就是虛空的虛空
[00:07:01.000 --> 00:07:04.000]  其實不是的,傳道書是在虛空當中能夠充滿的
[00:07:04.000 --> 00:07:07.000]  傳道書十一章第一節至到第六節
[00:07:07.000 --> 00:07:10.000]  我們看看這六節給我們看看
[00:07:10.000 --> 00:07:13.000]  人生當中應該怎樣過
[00:07:13.000 --> 00:07:16.000]  我們先從第一節至到第三節
[00:07:16.000 --> 00:07:19.000]  一開始就說
[00:07:19.000 --> 00:07:22.000]  當將你的糧食撒在水面,因為日久必能得著
[00:07:22.000 --> 00:07:25.000]  你要分給七人或分給八人
