
[00:00:00.000 --> 00:00:03.000]  今天很榮幸又很歡欣
[00:00:03.000 --> 00:00:07.000]  能夠參加季會季堂很多的第一
[00:00:07.000 --> 00:00:10.500]  好像剛才大家姐妹提起
[00:00:10.500 --> 00:00:12.500]  新十一原來是一
[00:00:12.500 --> 00:00:14.500]  即是堂歷的一二十一
[00:00:14.500 --> 00:00:19.500]  又是大家第一次晚堂也好黃昏堂也好
[00:00:19.500 --> 00:00:20.500]  的崇拜
[00:00:20.500 --> 00:00:26.000]  實際上還是自治物業的第一次啟用
[00:00:26.000 --> 00:00:28.500]  總之很多第一
[00:00:28.500 --> 00:00:32.500]  我竟然有榮幸來做一個報告者
[00:00:32.500 --> 00:00:35.500]  恭喜大家新春喜樂
[00:00:35.500 --> 00:00:38.500]  由季會季堂掃起臨門
[00:00:38.500 --> 00:00:44.500]  能夠以後上帝一路賜福保守發展迅速
[00:00:44.500 --> 00:00:49.500]  我今天剛才看到程序表才知道
[00:00:49.500 --> 00:00:51.500]  我大早提議的題目
[00:00:51.500 --> 00:00:53.500]  追隨上帝與同行
[00:00:53.500 --> 00:00:56.500]  原來和今天大家的季會總題目
[00:00:56.500 --> 00:00:59.500]  是互相呼應的
[00:00:59.500 --> 00:01:02.500]  做基督的精兵為主爭戰
[00:01:02.500 --> 00:01:03.500]  整裝待發
[00:01:03.500 --> 00:01:05.500]  這是非常之好
[00:01:05.500 --> 00:01:08.500]  我們知道我們所謂為主爭戰
[00:01:08.500 --> 00:01:12.500]  為耶穌基督的載臨
[00:01:12.500 --> 00:01:14.500]  來這個世界和載臨
[00:01:14.500 --> 00:01:16.500]  原來這件事早有預告
[00:01:16.500 --> 00:01:19.500]  這個預言其實天下後世
[00:01:19.500 --> 00:01:22.500]  很多人都不斷引用和歌唱
[00:01:22.500 --> 00:01:26.500]  很多正義和平的人
[00:01:26.500 --> 00:01:29.500]  從這句預言得到很多鼓舞
[00:01:29.500 --> 00:01:31.500]  哪句呢
[00:01:31.500 --> 00:01:33.500]  伯利恆的發他
[00:01:33.500 --> 00:01:36.500]  你在猶大諸城中為少
[00:01:36.500 --> 00:01:39.500]  將來必有一位從你那裡出來
[00:01:39.500 --> 00:01:43.500]  在以色列中為我作掌權的
[00:01:43.500 --> 00:01:47.500]  他的根源從耿古從太初就有
[00:01:47.500 --> 00:01:48.500]  你不用著急
[00:01:48.500 --> 00:01:51.500]  不講經節我不知道在哪裡
[00:01:51.500 --> 00:01:54.500]  不過信息好像熟悉
[00:01:54.500 --> 00:01:55.500]  不用急
[00:01:55.500 --> 00:01:58.500]  誰可以堪當做這一位
[00:01:58.500 --> 00:02:02.500]  從伯利恆出來的永恆的主宰
[00:02:02.500 --> 00:02:03.500]  當然是
[00:02:03.500 --> 00:02:07.500]  而且也只能是耶穌基督
[00:02:07.500 --> 00:02:08.500]  問題就是
[00:02:08.500 --> 00:02:11.500]  這句說話這預言是誰說的呢
[00:02:11.500 --> 00:02:13.500]  知不知道是誰說的
[00:02:13.500 --> 00:02:16.500]  其實就不用回答
[00:02:16.500 --> 00:02:18.500]  一定是湄加
[00:02:18.500 --> 00:02:19.500]  就是湄加
[00:02:19.500 --> 00:02:22.500]  因為這出於湄加書五章二節
[00:02:22.500 --> 00:02:23.500]  大家知道嗎
[00:02:23.500 --> 00:02:25.500]  這裡我的職業病又發作
[00:02:25.500 --> 00:02:27.500]  什麼職業病又發作呢
[00:02:27.500 --> 00:02:29.500]  每逢提起這個湄加就想提提
[00:02:29.500 --> 00:02:31.500]  我們現在很多人都讀「尼加」
[00:02:31.500 --> 00:02:32.500]  不是錯誤
[00:02:32.500 --> 00:02:33.500]  不要誤會
[00:02:33.500 --> 00:02:34.500]  沒有讀錯
[00:02:34.500 --> 00:02:36.500]  這是現在的普通音
[00:02:36.500 --> 00:02:38.500]  我們來自香港
[00:02:38.500 --> 00:02:41.500]  由尖沙咀到旺角都有條
[00:02:41.500 --> 00:02:43.500]  尼敦道
[00:02:43.500 --> 00:02:44.500]  有英文遺症
[00:02:44.500 --> 00:02:45.500]  NATHAN
[00:02:45.500 --> 00:02:46.500]  是不是
[00:02:47.500 --> 00:02:49.500]  但是你想想
[00:02:49.500 --> 00:02:51.500]  我們說「彌賽亞」
[00:02:51.500 --> 00:02:53.500]  很多人唱歌都是「你是彌賽亞」
[00:02:53.500 --> 00:02:54.500]  我又是N
[00:02:54.500 --> 00:02:57.500]  其實那個原文是Messiah
[00:02:57.500 --> 00:02:58.500]  M
[00:02:58.500 --> 00:03:01.500]  天主教那些彌撒
[00:03:01.500 --> 00:03:02.500]  MAS
[00:03:02.500 --> 00:03:03.500]  是不是
[00:03:03.500 --> 00:03:06.500]  佛教那個阿彌陀佛
[00:03:06.500 --> 00:03:07.500]  阿彌陀佛
[00:03:07.500 --> 00:03:08.500]  都是M
[00:03:08.500 --> 00:03:10.500]  還有什麼呢
[00:03:10.500 --> 00:03:12.500]  舉個例子
[00:03:12.500 --> 00:03:14.500]  就是說這個字本來是M發音
[00:03:14.500 --> 00:03:15.500]  到現在還是是的
[00:03:15.500 --> 00:03:17.500]  你千萬不要以為
[00:03:17.500 --> 00:03:19.500]  是不是從深圳游水過來的
[00:03:19.500 --> 00:03:20.500]  這些人是湄加
[00:03:20.500 --> 00:03:22.500]  我們明明是尼加
[00:03:22.500 --> 00:03:23.500]  MN任你
[00:03:23.500 --> 00:03:24.500]  無所謂
[00:03:24.500 --> 00:03:26.500]  但是你看中國傳統的字
[00:03:26.500 --> 00:03:28.500]  凡是籠罩住一切
[00:03:28.500 --> 00:03:30.500]  蓋住一切的字
[00:03:30.500 --> 00:03:31.500]  通常都是M發音
[00:03:31.500 --> 00:03:32.500]  一個幕
[00:03:32.500 --> 00:03:34.500]  夜幕低垂
[00:03:34.500 --> 00:03:36.500]  大霧瀰漫
[00:03:36.500 --> 00:03:37.500]  是不是
[00:03:37.500 --> 00:03:39.500]  眉高眉尖
[00:03:39.500 --> 00:03:41.500]  是個湄加
[00:03:41.500 --> 00:03:42.500]  你看原文
[00:03:42.500 --> 00:03:43.500]  但是MICAH
[00:03:43.500 --> 00:03:45.500]  M I C H
[00:03:45.500 --> 00:03:47.500]  所以你看到人讀湄加
[00:03:47.500 --> 00:03:49.500]  你不要以為他那些鄉下音
[00:03:49.500 --> 00:03:51.500]  他那個才是正音
[00:03:51.500 --> 00:03:54.500]  你這個湄加
[00:03:54.500 --> 00:03:56.500]  都正音
[00:03:56.500 --> 00:03:58.500]  不是不正
[00:03:58.500 --> 00:04:00.500]  好了無所謂
[00:04:00.500 --> 00:04:02.500]  又搞了一分鐘
[00:04:02.500 --> 00:04:04.500]  好了
[00:04:04.500 --> 00:04:06.500]  這個湄加
[00:04:06.500 --> 00:04:09.500]  和以塞雅差不多時間
[00:04:09.500 --> 00:04:12.500]  在聖經中分別列於
[00:04:12.500 --> 00:04:15.500]  小仙芝大仙芝
[00:04:15.500 --> 00:04:16.500]  大家當然知道
[00:04:16.500 --> 00:04:18.500]  牧師早就和大家說過
[00:04:18.500 --> 00:04:20.500]  大小仙芝的分別
[00:04:20.500 --> 00:04:22.500]  是因為他的篇幅
[00:04:22.500 --> 00:04:23.500]  絕對和價值無關
[00:04:23.500 --> 00:04:25.500]  千萬不要以為大仙芝就大一點
[00:04:25.500 --> 00:04:27.500]  小仙芝就小一點
[00:04:27.500 --> 00:04:28.500]  不是的
[00:04:28.500 --> 00:04:29.500]  一樣的價值
[00:04:29.500 --> 00:04:30.500]  都是聖經
[00:04:30.500 --> 00:04:31.500]  而且
[00:04:31.500 --> 00:04:33.500]  書卷的長度
[00:04:33.500 --> 00:04:35.500]  那個訊息
[00:04:35.500 --> 00:04:37.500]  其實都是上帝默示的華語
[00:04:37.500 --> 00:04:39.500]  這個湄加經歷
[00:04:39.500 --> 00:04:42.500]  由約坦到希西加
[00:04:42.500 --> 00:04:43.500]  三個和
[00:04:43.500 --> 00:04:45.500]  他語重心長
[00:04:45.500 --> 00:04:47.500]  義正詞嚴地指陳
[00:04:47.500 --> 00:04:49.500]  當時是南北朝
[00:04:49.500 --> 00:04:51.500]  當時分開南北兩國
[00:04:51.500 --> 00:04:54.500]  指陳南北兩國的社會罪惡
[00:04:54.500 --> 00:04:56.500]  商業詐欺
[00:04:56.500 --> 00:04:57.500]  政治腐敗
[00:04:57.500 --> 00:04:58.500]  等等
[00:04:58.500 --> 00:05:00.500]  其實和這幾天暴動
[00:05:00.500 --> 00:05:01.500]  不是暴動
[00:05:01.500 --> 00:05:02.500]  是巡行示威
[00:05:02.500 --> 00:05:03.500]  埃及
[00:05:03.500 --> 00:05:06.500]  以及很多地方
[00:05:06.500 --> 00:05:07.500]  那個情況差不多
[00:05:07.500 --> 00:05:09.500]  凡是有人類的地方
[00:05:09.500 --> 00:05:12.500]  凡是有政治的地方
[00:05:12.500 --> 00:05:13.500]  就有這些不良的東西
[00:05:13.500 --> 00:05:14.500]  不是說只是一時一地
[00:05:14.500 --> 00:05:17.500]  所以有時有些人的軟弱
[00:05:17.500 --> 00:05:18.500]  有些罪惡
[00:05:18.500 --> 00:05:19.500]  真是永恆的
[00:05:19.500 --> 00:05:22.500]  就好像我們今天所看的世界一樣
[00:05:22.500 --> 00:05:25.500]  不過同時
[00:05:25.500 --> 00:05:27.500]  他除了指責罪惡
[00:05:27.500 --> 00:05:30.500]  還宣示了神的憐憫
[00:05:30.500 --> 00:05:32.500]  有公義有憐憫
[00:05:32.500 --> 00:05:34.500]  呼籲眾人悔改
[00:05:34.500 --> 00:05:37.500]  這就是我們今天共同研讀的主題
[00:05:37.500 --> 00:05:39.500]  六章八節
[00:05:39.500 --> 00:05:41.500]  我覺得對今天來說
[00:05:41.500 --> 00:05:43.500]  大家貴會貴堂
[00:05:43.500 --> 00:05:44.500]  這是一個新的開始
[00:05:44.500 --> 00:05:48.500]  是很值得看這個總綱式的宣示
[00:05:48.500 --> 00:05:50.500]  這節聖經被認為是
[00:05:50.500 --> 00:05:53.500]  舊約啟示之中
[00:05:53.500 --> 00:05:55.500]  最重要的一句
[00:05:55.500 --> 00:05:57.500]  舊約這麼多
[00:05:57.500 --> 00:05:58.500]  甚至整部聖經裡面
[00:05:58.500 --> 00:06:01.500]  都是極之重要的一個經節
[00:06:01.500 --> 00:06:04.500]  亦可謂是金句中的金句
[00:06:04.500 --> 00:06:07.500]  也就是先知信息中的總綱
[00:06:07.500 --> 00:06:10.500]  所以這段話很值得我們記得
[00:06:10.500 --> 00:06:12.500]  幸好很精簡
[00:06:12.500 --> 00:06:15.500]  幾乎你讀三四次就已經唸出來了
[00:06:15.500 --> 00:06:18.500]  我們一起讀一下西人
[00:06:18.500 --> 00:06:20.500]  西人啊
[00:06:20.500 --> 00:06:24.500]  耶和華已指示你何為善
[00:06:24.500 --> 00:06:27.500]  他向你要的是什麼呢
[00:06:27.500 --> 00:06:28.500]  只要你
[00:06:28.500 --> 00:06:29.500]  四樣東西
[00:06:29.500 --> 00:06:33.500]  行公義 好憐憫 全謙卑的心
[00:06:33.500 --> 00:06:35.500]  與你的神同行
[00:06:35.500 --> 00:06:36.500]  四樣東西
[00:06:36.500 --> 00:06:39.500]  行公義 好憐憫 全謙卑的心
[00:06:39.500 --> 00:06:41.500]  與你的神同行
[00:06:41.500 --> 00:06:42.500]  四樣東西
[00:06:42.500 --> 00:06:47.500]  公義 什麼叫公義呢
[00:06:47.500 --> 00:06:53.500]  公義就是公眾認為正義的原理原則
[00:06:53.500 --> 00:06:55.500]  公就是公眾的公
[00:06:55.500 --> 00:06:58.500]  不是某一批人奉他為主公
[00:06:58.500 --> 00:07:00.500]  這樣的公
[00:07:00.500 --> 00:07:03.500]  就如我們很多人來自香港
[00:07:03.500 --> 00:07:05.500]  關心華人的消息
[00:07:05.500 --> 00:07:08.500]  例如最近司徒華先生去世
[00:07:08.500 --> 00:07:11.500]  包括他生前的政敵
[00:07:11.500 --> 00:07:15.500]  都真心或半真心半假意
[00:07:15.500 --> 00:07:17.500]  讚他
[00:07:17.500 --> 00:07:21.500]  起碼讚他個人的操守
[00:07:21.500 --> 00:07:23.500]  不才不識
