
[00:00:00.000 --> 00:00:06.000]  多謝過去兩晚你們的回應
[00:00:06.000 --> 00:00:15.000]  我知道你們寫的時候大概都沒有什麼盼望會回答到你們的問題
[00:00:15.000 --> 00:00:21.000]  所以我提議今晚你們拿了一張印得很漂亮的紙出來的時候
[00:00:21.000 --> 00:00:27.000]  你們考慮給我一些回應
[00:00:27.000 --> 00:00:30.000]  你可以用問題的方式來回應
[00:00:30.000 --> 00:00:34.000]  這也是一個很好的回應途徑
[00:00:34.000 --> 00:00:42.000]  不過我看的時候對我自己是有很大的鼓勵和幫助
[00:00:42.000 --> 00:00:44.000]  所以多謝你們
[00:00:44.000 --> 00:00:53.000]  我們來到舊約聖經第三個主要的部分
[00:00:53.000 --> 00:01:00.000]  我們用智慧文學來界定這個範圍
[00:01:00.000 --> 00:01:09.000]  必須要指出智慧文學的界定
[00:01:09.000 --> 00:01:21.000]  其實都是近代西方的舊約聖經學者所主張的一個類別
[00:01:21.000 --> 00:01:27.000]  為什麼他們會這樣定出這個範疇呢?
[00:01:27.000 --> 00:01:32.000]  其實就是基於一個很簡單的數字
[00:01:32.000 --> 00:01:37.000]  根據一位天主教的聖經學者
[00:01:37.000 --> 00:01:44.000]  他是相當受尊敬的一位舊約智慧文學的專家
[00:01:44.000 --> 00:01:53.000]  Roland Murphy在Anchor Bible Dictionary
[00:01:53.000 --> 00:02:01.000]  他指出舊約聖經出現過318次
[00:02:01.000 --> 00:02:10.000]  和智慧這個名詞有直接的詞彙
[00:02:10.000 --> 00:02:15.000]  其中超過一半183次
[00:02:15.000 --> 00:02:23.000]  集中出現在三卷舊約聖經的書卷
[00:02:23.000 --> 00:02:28.000]  《針研》、《約伯記》和《傳道書》
[00:02:28.000 --> 00:02:32.000]  基於這樣的觀察
[00:02:32.000 --> 00:02:41.000]  Roland Murphy說我們就稱這三卷舊約的書卷為智慧文學
[00:02:41.000 --> 00:02:47.000]  除了這個共同的立論之外
[00:02:47.000 --> 00:02:49.000]  Roland Murphy也承認
[00:02:49.000 --> 00:02:55.000]  事實上這三卷書的內容、技巧
[00:02:55.000 --> 00:03:06.000]  以至其主題等等都沒有一個相似的地方
[00:03:06.000 --> 00:03:11.000]  我們還可以加多一個問題
[00:03:11.000 --> 00:03:17.000]  183次智慧這個詞彙出現在這三卷書
[00:03:17.000 --> 00:03:21.000]  318-183 馬上就心酸了
[00:03:21.000 --> 00:03:24.000]  其他那些出現在哪裡呢?
[00:03:24.000 --> 00:03:27.000]  為什麼其他出現的書卷
[00:03:27.000 --> 00:03:33.000]  我們不將它歸入智慧文學的範圍呢?
[00:03:33.000 --> 00:03:36.000]  所以我說這幾晚是講座
[00:03:36.000 --> 00:03:38.000]  不是《釋經講道》
[00:03:38.000 --> 00:03:40.000]  《釋經講道》就不跟你講這些了
[00:03:40.000 --> 00:03:43.000]  你就覺得聖經裡面有智慧文學
[00:03:43.000 --> 00:03:45.000]  怎麼來的呢?
[00:03:45.000 --> 00:03:51.000]  這個過程其實都是很值得我們去留意的
[00:03:51.000 --> 00:04:03.000]  我提議我們回到最早期舊約書卷的分類
[00:04:03.000 --> 00:04:09.000]  西方學者的分類是很值得我們注意的
[00:04:09.000 --> 00:04:14.000]  不過其實舊約聖經在歷史上
[00:04:14.000 --> 00:04:20.000]  它也有很遠遠留長的分類
[00:04:20.000 --> 00:04:24.000]  我講的是舊約的正典
[00:04:24.000 --> 00:04:30.000]  正典給我們的印象往往是在護教的時候
[00:04:30.000 --> 00:04:41.000]  我們要區別哪一卷書是聖經、是神的道、真理的儲石、根基
[00:04:41.000 --> 00:04:45.000]  於是正典就成為了一個標準
[00:04:45.000 --> 00:04:50.000]  我們說canon這個字不是說相機、不是說影印機
[00:04:50.000 --> 00:04:56.000]  是說那個標準、那個路位作為一個標準
[00:04:56.000 --> 00:05:02.000]  這個是一個對正典的入手方法
[00:05:02.000 --> 00:05:06.000]  不過在歷史的事實上
[00:05:06.000 --> 00:05:10.000]  不是在理論層次上
[00:05:10.000 --> 00:05:17.000]  舊約聖經不止一個的正典
[00:05:17.000 --> 00:05:23.000]  直接說我們手上的中文聖經
[00:05:23.000 --> 00:05:25.000]  舊約三十九卷
[00:05:25.000 --> 00:05:30.000]  從摩西五經到十二卷歷史書
[00:05:30.000 --> 00:05:36.000]  中間五卷的我們稱為詩歌、詩歌智慧書
[00:05:36.000 --> 00:05:41.000]  然後五卷大先之書、十二卷小先之書
[00:05:41.000 --> 00:05:46.000]  這個舊約的正典
[00:05:46.000 --> 00:05:54.000]  其實是十六世紀改教運動才第一次出現的
[00:05:54.000 --> 00:06:00.000]  這是馬丁路德將聖經翻譯成為德文
[00:06:00.000 --> 00:06:08.000]  他不是第一個將聖經翻譯成不同的語文
[00:06:08.000 --> 00:06:12.000]  所以從羅馬天主教傳統的拉丁文譯本
[00:06:12.000 --> 00:06:20.000]  普及到只要你識字就可以讀到聖經的階段
[00:06:20.000 --> 00:06:25.000]  不過馬丁路德的翻譯的影響很深遠
[00:06:25.000 --> 00:06:31.000]  因為他在翻譯舊約聖經的時候
[00:06:31.000 --> 00:06:43.000]  他選擇了一方面跟隨希臘文七十事譯本的舊約書卷次序
[00:06:43.000 --> 00:06:54.000]  但同時他決定採納猶太希伯來的正典書卷的數目
[00:06:54.000 --> 00:07:00.000]  所以我們一般印象中的所謂次經
[00:07:00.000 --> 00:07:04.000]  即是不在聖經裏面出現的書卷
[00:07:04.000 --> 00:07:07.000]  不過不知如何塞進聖經裏面
[00:07:07.000 --> 00:07:09.000]  即是囊進入羊群
[00:07:09.000 --> 00:07:11.000]  你誤會了
[00:07:11.000 --> 00:07:15.000]  次經不等於次貨
[00:07:15.000 --> 00:07:19.000]  如果你從次字入手
[00:07:19.000 --> 00:07:23.000]  就有少少穿鑿附會的感覺
[00:07:23.000 --> 00:07:30.000]  次經只是不同的正典的差額而已
[00:07:30.000 --> 00:07:36.000]  即是希臘七十事譯本的舊約書卷
[00:07:36.000 --> 00:07:45.000]  是比希伯來正典書卷的數目要多
[00:07:45.000 --> 00:07:51.000]  所以兩者相差的經卷
[00:07:51.000 --> 00:07:57.000]  我們在歷史傳統上稱為次經
[00:07:57.000 --> 00:08:00.000]  如果我們追溯一下
[00:08:00.000 --> 00:08:06.000]  我們手上的中文聖經舊約正典的歷史來源
[00:08:06.000 --> 00:08:14.000]  我們就已經有三個舊約正典在我們手上
[00:08:14.000 --> 00:08:17.000]  我們可以做一個比較
[00:08:17.000 --> 00:08:20.000]  題外話,做一個註腳
[00:08:20.000 --> 00:08:23.000]  在教會歷史上
[00:08:23.000 --> 00:08:27.000]  教會定為異端的
[00:08:27.000 --> 00:08:34.000]  二千年來就只有馬吉安的提議
[00:08:34.000 --> 00:08:42.000]  即是將舊約聖經從教會的聖經當中剔除
[00:08:42.000 --> 00:08:48.000]  將舊約的難題歸還給猶太人去回答
[00:08:48.000 --> 00:08:55.000]  我們只說十字架和上帝愛世人就足夠
[00:08:55.000 --> 00:08:57.000]  這是異端
[00:08:57.000 --> 00:08:59.000]  所以我經常說小心
[00:08:59.000 --> 00:09:02.000]  新約傅斯篇
[00:09:02.000 --> 00:09:09.000]  那是馬吉安先生夢寐以求的聖經
[00:09:09.000 --> 00:09:14.000]  那是方便我們攜帶
[00:09:14.000 --> 00:09:19.000]  但是那個不足夠
[00:09:19.000 --> 00:09:26.000]  二千年來教會從來都沒有開大公會議
[00:09:26.000 --> 00:09:35.000]  來判別哪一個舊約的正典才是正統
[00:09:35.000 --> 00:09:39.000]  哪一個舊約正典是異端
[00:09:39.000 --> 00:09:41.000]  從來都沒有
[00:09:41.000 --> 00:09:49.000]  所以那條線,即是異端和正統信仰的界線
[00:09:49.000 --> 00:09:55.000]  是劃在有沒有舊約聖經的分別之上
[00:09:55.000 --> 00:10:02.000]  而反而不是哪一個舊約的正典之上
[00:10:02.000 --> 00:10:05.000]  所以我們可以稍為放鬆一點
[00:10:05.000 --> 00:10:10.000]  來看這幾個不同的舊約聖經正典
[00:10:10.000 --> 00:10:15.000]  所以我提議我們用另外一個角度
[00:10:15.000 --> 00:10:20.000]  來處理正典的概念
[00:10:20.000 --> 00:10:26.000]  與其看哪一本書屬於聖經
[00:10:26.000 --> 00:10:28.000]  哪一本書不屬於聖經
[00:10:28.000 --> 00:10:31.000]  這是一個好的對正典的了解
[00:10:31.000 --> 00:10:37.000]  但是其實另外一個我們可以討論正典的入手方法
[00:10:37.000 --> 00:10:43.000]  就是不同的舊約的目錄編排
[00:10:43.000 --> 00:10:50.000]  將舊約的書卷有不同的歸類
[00:10:50.000 --> 00:10:54.000]  前兩晚有其中一個回應問
[00:10:54.000 --> 00:10:57.000]  我們是否需要將中文聖經拆開
[00:10:57.000 --> 00:11:01.000]  然後按照希伯來正典重新釘裝呢?
[00:11:01.000 --> 00:11:04.000]  這個問題問得好
[00:11:04.000 --> 00:11:12.000]  這個痛苦是來自印刷術和現代的出版
[00:11:12.000 --> 00:11:18.000]  請問以前的聖經是怎樣釘裝的?
[00:11:18.000 --> 00:11:21.000]  是卷軸來的
[00:11:21.000 --> 00:11:23.000]  不是釘在一管上的
[00:11:23.000 --> 00:11:25.000]  所以不用拆的
[00:11:25.000 --> 00:11:27.000]  你只是拿出來的
[00:11:27.000 --> 00:11:31.000]  那幾本書放在一格呢?
[00:11:31.000 --> 00:11:35.000]  《創世記》、《春安及記》、《利未記》、《文素記》、《生命記》
[00:11:35.000 --> 00:11:38.000]  這些書屬於五經
[00:11:38.000 --> 00:11:42.000]  你看看歸類的重要
[00:11:42.000 --> 00:11:46.000]  五經裡面不會放《約書雅記》進去
[00:11:46.000 --> 00:11:50.000]  雖然20世紀從Von Rath開始
[00:11:50.000 --> 00:11:53.000]  德國的學者很想提出六經
[00:11:53.000 --> 00:11:56.000]  他旁邊的同事Martin Roth說
[00:11:56.000 --> 00:11:58.000]  不是,《生命記》應該拆出來
[00:11:58.000 --> 00:12:00.000]  插進歷史書裡
[00:12:00.000 --> 00:12:02.000]  於是變成四經
[00:12:02.000 --> 00:12:05.000]  神學院就立即出了題目考同學
[00:12:05.000 --> 00:12:07.000]  四經、五經、六經
[00:12:07.000 --> 00:12:09.000]  請問哪本才是聖經?
[00:12:09.000 --> 00:12:16.000]  看到分類的幫助
[00:12:16.000 --> 00:12:22.000]  正典其實是幫助我們對於書卷的類別
[00:12:22.000 --> 00:12:29.000]  有一個深入一層的了解和認識
[00:12:29.000 --> 00:12:34.000]  比較我們手上這三個舊約聖經的正典
[00:12:34.000 --> 00:12:37.000]  可以幫助我們去界定
[00:12:37.000 --> 00:12:42.000]  嘗試去了解智慧文學到底是一回什麼事
[00:12:42.000 --> 00:12:49.000]  Martin Roth的正典也是我們手頭上中文聖經的正典
[00:12:49.000 --> 00:12:53.000]  在舊約的編排中間的五卷書
[00:12:53.000 --> 00:12:56.000]  《白詩》、《針》、《傳歌》
[00:12:56.000 --> 00:13:00.000]  由《約法記》開始到《雅歌》結束
[00:13:00.000 --> 00:13:04.000]  多數的悼論、多數的參考書
[00:13:04.000 --> 00:13:09.000]  如果不是稱這五卷書為詩歌書
[00:13:09.000 --> 00:13:13.000]  最多是稱他們為詩歌智慧書
[00:13:13.000 --> 00:13:18.000]  很少見到稱這五卷書為智慧書
[00:13:18.000 --> 00:13:26.000]  事實上是詩篇和雅歌在這五卷書中非常突出
[00:13:26.000 --> 00:13:29.000]  詩篇是最長的篇幅
[00:13:29.000 --> 00:13:32.000]  雅歌是最難解釋的
[00:13:32.000 --> 00:13:37.000]  不過他放在最後的標題引起我們的注意
[00:13:37.000 --> 00:13:43.000]  以詩歌為主的中間這五卷
[00:13:43.000 --> 00:13:47.000]  在我們熟悉的舊約目錄中
[00:13:47.000 --> 00:13:51.000]  但事實上五卷中三卷
[00:13:51.000 --> 00:13:53.000]  《約法記》、《針研》、《傳道書》
[00:13:53.000 --> 00:13:57.000]  就是剛才所說的智慧文學書卷
[00:13:57.000 --> 00:13:59.000]  不過你的印象不是這樣的
[00:13:59.000 --> 00:14:01.000]  所以昨晚很抱歉
[00:14:01.000 --> 00:14:07.000]  當我們將詩歌文學的焦點轉移到先知書的時候
[00:14:07.000 --> 00:14:10.000]  我知道有些弟兄姊妹不太習慣
[00:14:10.000 --> 00:14:12.000]  我們心目中的詩歌書
[00:14:12.000 --> 00:14:15.000]  一定是中間這五卷
[00:14:15.000 --> 00:14:20.000]  《約法記》、《詩篇》、《針研》、《傳道書》和《雅歌》
[00:14:20.000 --> 00:14:27.000]  所以詩歌體材成為這五卷書的特色
[00:14:27.000 --> 00:14:33.000]  智慧極其亮只不過是搭單
[00:14:33.000 --> 00:14:36.000]  如果我們今天說的食藥
