
[00:00:00.000 --> 00:00:05.000]  讓我們一起在聆聽主導儀
[00:00:05.000 --> 00:00:07.000]  我們一起和心低頭禱告
[00:00:07.000 --> 00:00:09.000]  讓我們主愛的神
[00:00:09.000 --> 00:00:11.000]  初日父神多謝你
[00:00:11.000 --> 00:00:13.000]  讓我們能夠再次來到你的說話
[00:00:13.000 --> 00:00:14.000]  啟示當中
[00:00:14.000 --> 00:00:17.000]  即將你獨生兒子在地上的教導
[00:00:17.000 --> 00:00:20.000]  讓我們更加認識上主你的心思
[00:00:20.000 --> 00:00:22.000]  令我們明白你是怎樣的一位神
[00:00:22.000 --> 00:00:25.000]  保生我們不是去到將來
[00:00:25.000 --> 00:00:27.000]  才面對一個陌生的上帝
[00:00:27.000 --> 00:00:30.000]  而是一個從今天我們已經開始
[00:00:30.000 --> 00:00:33.000]  逐步去認識愛我們的一位主愛的神
[00:00:33.000 --> 00:00:35.000]  我們為此而獻上感謝
[00:00:35.000 --> 00:00:38.000]  我們將在接下來這段時間
[00:00:38.000 --> 00:00:40.000]  聆聽主導的每一位
[00:00:40.000 --> 00:00:42.000]  無論是說的聽的
[00:00:42.000 --> 00:00:44.000]  線上線下的每一個
[00:00:44.000 --> 00:00:47.000]  都能夠真正在上主你的當中
[00:00:47.000 --> 00:00:49.000]  同樣得到上帝你的造就
[00:00:49.000 --> 00:00:53.000]  讓我們能夠有堅實的一個屬靈的基礎
[00:00:53.000 --> 00:00:57.000]  能夠在今天這個浮動不安的世界裏
[00:00:57.000 --> 00:00:59.000]  能夠站立得穩
[00:00:59.000 --> 00:01:03.000]  我們求你的大靈禱告奉靠
[00:01:03.000 --> 00:01:05.000]  主耶穌基督得勝的名字
[00:01:05.000 --> 00:01:06.000]  阿們
[00:01:06.000 --> 00:01:10.000]  我曾經認識過一個青年人
[00:01:10.000 --> 00:01:17.000]  有一次他和一大班的大學同學
[00:01:17.000 --> 00:01:21.000]  大家都知道年輕人都做過年輕人
[00:01:21.000 --> 00:01:23.000]  當然是周到去威風一下
[00:01:23.000 --> 00:01:26.000]  吃啦 去玩啦
[00:01:26.000 --> 00:01:29.000]  有一次有一晚他們同樣
[00:01:29.000 --> 00:01:32.000]  習慣去飲飲食食
[00:01:32.000 --> 00:01:37.000]  吃完之後就有一個其中一個的朋友
[00:01:37.000 --> 00:01:40.000]  在他們當中都頗有影響力的
[00:01:40.000 --> 00:01:43.000]  他就忽發奇想
[00:01:43.000 --> 00:01:47.000]  他就建議不如我們去一間店舖裏面
[00:01:47.000 --> 00:01:50.000]  偷偷地走進去這間店舖
[00:01:50.000 --> 00:01:54.000]  看看裏面有什麼東西
[00:01:54.000 --> 00:01:59.000]  大家覺得很新奇
[00:01:59.000 --> 00:02:03.000]  而且這個很有影響力的朋友
[00:02:03.000 --> 00:02:05.000]  為什麼不去呢
[00:02:05.000 --> 00:02:08.000]  於是他就覺得不要那麼壞
[00:02:08.000 --> 00:02:11.000]  不如跟著一起去
[00:02:11.000 --> 00:02:15.000]  但去到的時候他就有點腳軟
[00:02:15.000 --> 00:02:17.000]  有點矛盾
[00:02:17.000 --> 00:02:19.000]  他就說
[00:02:19.000 --> 00:02:21.000]  我都好害怕
[00:02:21.000 --> 00:02:23.000]  為什麼要偷偷地進去別人的店舖裏面
[00:02:23.000 --> 00:02:25.000]  去看別人的東西
[00:02:25.000 --> 00:02:27.000]  光明正大走進去就可以了
[00:02:27.000 --> 00:02:30.000]  為什麼要等人家收工
[00:02:30.000 --> 00:02:32.000]  正正的爬進去
[00:02:32.000 --> 00:02:34.000]  那個朋友就說你沒有膽量
[00:02:34.000 --> 00:02:36.000]  在外面等吧
[00:02:36.000 --> 00:02:39.000]  於是這個年輕人就站在店舖門口
[00:02:39.000 --> 00:02:43.000]  的後巷的位置
[00:02:43.000 --> 00:02:45.000]  等那班朋友走出來
[00:02:45.000 --> 00:02:52.000]  當他們一起爬進店舖後門的時候
[00:02:52.000 --> 00:02:56.000]  就觸動了後門的警鐘
[00:02:56.000 --> 00:03:00.000]  原來警鐘都很有效
[00:03:00.000 --> 00:03:02.000]  我不知道加拿大那些
[00:03:02.000 --> 00:03:05.000]  因為這件事發生不是在這裏
[00:03:05.000 --> 00:03:07.000]  響了沒多久
[00:03:07.000 --> 00:03:09.000]  這班年輕人就很害怕
[00:03:09.000 --> 00:03:11.000]  想馬上離開
[00:03:11.000 --> 00:03:15.000]  原來警車已經到了店舖入口處
[00:03:15.000 --> 00:03:17.000]  攔住所有人
[00:03:17.000 --> 00:03:19.000]  然後捉了所有人
[00:03:19.000 --> 00:03:25.000]  後來這個年輕人就被告
[00:03:25.000 --> 00:03:27.000]  在這個事件上
[00:03:27.000 --> 00:03:33.000]  說非法闖入其他人的物業裏面
[00:03:33.000 --> 00:03:38.000]  但是他自己很蠢
[00:03:38.000 --> 00:03:39.000]  他自己覺得
[00:03:39.000 --> 00:03:44.000]  為什麼我會和一班這樣的朋友走在一起呢
[00:03:44.000 --> 00:03:46.000]  他沒有爬進去
[00:03:46.000 --> 00:03:48.000]  只是站在那裏
[00:03:48.000 --> 00:03:52.000]  但別人就說他負責通風報信
[00:03:52.000 --> 00:03:57.000]  當你聽過一個這樣的故事之後
[00:03:57.000 --> 00:04:00.000]  如果你會說這個人和我沒有什麼關係
[00:04:00.000 --> 00:04:02.000]  特別是看報紙
[00:04:02.000 --> 00:04:04.000]  看報紙的時候有這樣的新聞
[00:04:04.000 --> 00:04:05.000]  都不關我的事
[00:04:05.000 --> 00:04:07.000]  我只是報義一舉
[00:04:07.000 --> 00:04:09.000]  這個年輕人真是蠢
[00:04:09.000 --> 00:04:10.000]  怎麼會呢
[00:04:10.000 --> 00:04:13.000]  你有份偷進去都說犯罪
[00:04:13.000 --> 00:04:16.000]  你只是站在外面等那班朋友
[00:04:16.000 --> 00:04:19.000]  你應該蠢到快點離開那裏
[00:04:19.000 --> 00:04:23.000]  現在又被人一起逮捕
[00:04:23.000 --> 00:04:25.000]  你可能會這樣想
[00:04:25.000 --> 00:04:30.000]  但如果那個人和你有些少關係
[00:04:30.000 --> 00:04:36.000]  或者甚至和你自小玩大
[00:04:36.000 --> 00:04:40.000]  很熟悉這個人的脾性
[00:04:40.000 --> 00:04:43.000]  他不是做壞事的人
[00:04:43.000 --> 00:04:45.000]  那你就會覺得
[00:04:45.000 --> 00:04:51.000]  在這件事上真的很值得你去同情這個男孩
[00:04:51.000 --> 00:04:53.000]  但也會同時抱怨
[00:04:53.000 --> 00:04:56.000]  為什麼他不聰明一點呢
[00:04:56.000 --> 00:05:00.000]  結果可以告訴大家
[00:05:00.000 --> 00:05:03.000]  去到法庭裏面
[00:05:03.000 --> 00:05:06.000]  法庭最後放了他出來
[00:05:06.000 --> 00:05:12.000]  因為沒有證據說他曾經進去過這個地方
[00:05:12.000 --> 00:05:15.000]  也從他的口供說
[00:05:15.000 --> 00:05:18.000]  他根本就很怕不想去
[00:05:18.000 --> 00:05:20.000]  但也不捨得那班朋友
[00:05:20.000 --> 00:05:23.000]  於是他才留在那裏
[00:05:23.000 --> 00:05:25.000]  在這樣的情況下
[00:05:25.000 --> 00:05:28.000]  就引申了一個問題
[00:05:28.000 --> 00:05:32.000]  如果那個人和你有關係
[00:05:32.000 --> 00:05:38.000]  你會很不捨得他做一些錯事
[00:05:38.000 --> 00:05:41.000]  也留下了那個人
[00:05:41.000 --> 00:05:45.000]  但怎樣做才是最恰當的方法呢
[00:05:45.000 --> 00:05:52.000]  這就是我們今天想看的這段經文的一個矛盾地方
[00:05:52.000 --> 00:05:56.000]  主耶穌基督在這段經文裏面
[00:05:56.000 --> 00:06:01.000]  要展示出進一步他對於當時一班民事發離賽人
[00:06:01.000 --> 00:06:03.000]  甚至我可以這樣說
[00:06:03.000 --> 00:06:11.000]  整個猶太人的工會活在耶路撒冷為核心的宗教信仰的領袖
[00:06:11.000 --> 00:06:16.000]  耶穌覺得這班人真是很叛逆的人
[00:06:16.000 --> 00:06:17.000]  在前文我們已經說過
[00:06:17.000 --> 00:06:20.000]  有七個和了
[00:06:20.000 --> 00:06:26.000]  展示出耶穌對於這班人不是覺得活該他們死
[00:06:26.000 --> 00:06:31.000]  而是耶穌覺得這班人為何這麼蠢呢
[00:06:31.000 --> 00:06:33.000]  我已經說了這麼多次
[00:06:33.000 --> 00:06:35.000]  解釋了這麼多次
[00:06:35.000 --> 00:06:38.000]  甚至他們要求的來討論聖經的問題
[00:06:38.000 --> 00:06:42.000]  耶穌都說了很多次給他們知道
[00:06:42.000 --> 00:06:45.000]  但為何這班人仍然這麼活躍
[00:06:45.000 --> 00:06:48.000]  不聽耶穌基督的話呢
[00:06:48.000 --> 00:06:54.000]  這種矛盾就是我們在馬大福音裏面
[00:06:54.000 --> 00:06:57.000]  要去領略上帝的心思意念
[00:06:57.000 --> 00:06:59.000]  所以今天我想透過這段經文
[00:06:59.000 --> 00:07:03.000]  23章第37至39節
[00:07:03.000 --> 00:07:05.000]  短短的三節經文裏面
[00:07:05.000 --> 00:07:08.000]  和大家一起思想歸納出的題目
[00:07:08.000 --> 00:07:14.000]  為所愛故的活躍者忍辱負重
[00:07:14.000 --> 00:07:17.000]  我相信當你聽了這個題目之後
[00:07:17.000 --> 00:07:22.000]  對於你面對自己的兒女
[00:07:22.000 --> 00:07:25.000]  亦有這份掙扎
[00:07:25.000 --> 00:07:28.000]  尤其是兒女聽話時
[00:07:28.000 --> 00:07:30.000]  都會有些時間不聽
[00:07:30.000 --> 00:07:34.000]  如何作為一個愛他的人
[00:07:34.000 --> 00:07:39.000]  做些甚麼才能幫助他歸回正軌呢
[00:07:39.000 --> 00:07:44.000]  這就是今天這段聖經集中要看的題目
[00:07:44.000 --> 00:07:48.000]  剛才姐妹Karen幫我們讀了一次
[00:07:48.000 --> 00:07:50.000]  聖經不怕讀得多
[00:07:50.000 --> 00:07:52.000]  我們再自己讀一下
[00:07:52.000 --> 00:07:56.000]  打開馬大福音第23章
[00:07:56.000 --> 00:08:00.000]  從第37至39節
[00:08:00.000 --> 00:08:02.000]  我們一起讀一下這段聖經
