
[00:00:00.000 --> 00:00:04.640]  各位聽眾姐妹平安
[00:00:04.640 --> 00:00:07.600]  我們來到《馬拉基書》第四講
[00:00:07.600 --> 00:00:09.200]  亦是最後一講
[00:00:09.200 --> 00:00:13.040]  比喻的題目是「頂撞與憐憫」
[00:00:13.040 --> 00:00:15.800]  當然不是來到這一次
[00:00:15.800 --> 00:00:19.840]  我們才看到以色列人如何頂撞上帝
[00:00:19.840 --> 00:00:22.240]  在一章二節上
[00:00:22.240 --> 00:00:23.760]  上主這樣說
[00:00:23.760 --> 00:00:25.760]  我一直愛你們
[00:00:25.760 --> 00:00:28.480]  但竟然他們反問上帝
[00:00:28.480 --> 00:00:30.000]  是否真的?
[00:00:30.000 --> 00:00:32.640]  你如何愛我們?
[00:00:32.640 --> 00:00:35.120]  在一章十二節
[00:00:35.120 --> 00:00:38.800]  他們說如何褻瀆上帝的名呢?
[00:00:38.800 --> 00:00:41.600]  就說主的公桌是不潔淨的
[00:00:41.600 --> 00:00:46.400]  連公桌上的果子和食物都可以藐視
[00:00:46.400 --> 00:00:49.040]  而且在工作上
[00:00:49.040 --> 00:00:50.720]  他們竟然埋怨說
[00:00:50.720 --> 00:00:53.840]  看!這些事何等繁瑣
[00:00:53.840 --> 00:00:56.000]  還嗤之以鼻
[00:00:56.000 --> 00:00:58.240]  竟然說這些
[00:00:58.240 --> 00:01:00.960]  難怪在二章十七節
[00:01:00.960 --> 00:01:01.920]  他們說
[00:01:01.920 --> 00:01:05.360]  你們用言語洗耶和華厭煩
[00:01:05.360 --> 00:01:10.400]  卻說我們在何事上使他厭煩呢?
[00:01:10.400 --> 00:01:11.520]  因為他們說
[00:01:11.520 --> 00:01:13.440]  凡行惡的耶和華堪為善
[00:01:13.440 --> 00:01:15.840]  並且喜愛他們
[00:01:15.840 --> 00:01:19.520]  又說公平的神在哪裡呢?
[00:01:19.520 --> 00:01:22.400]  其實公平的神一直都在
[00:01:22.400 --> 00:01:25.280]  上帝一直都愛他們
[00:01:25.280 --> 00:01:32.720]  但他們竟然不斷說一些傷上帝心的說話
[00:01:32.720 --> 00:01:34.880]  但上帝仍然很有憐憫
[00:01:34.880 --> 00:01:37.840]  很想他們能夠回轉
[00:01:37.840 --> 00:01:39.760]  在《馬拉基書》三章七節說
[00:01:39.760 --> 00:01:41.440]  從你們祖先的日子以來
[00:01:41.440 --> 00:01:44.080]  你們就偏離我的律例而不遵守
[00:01:44.080 --> 00:01:46.720]  現在你們要轉向我
[00:01:46.720 --> 00:01:48.320]  我就轉向你們
[00:01:48.320 --> 00:01:51.040]  這是萬君之耀華說的
[00:01:51.040 --> 00:01:52.400]  當上帝說到這樣的時候
[00:01:52.400 --> 00:01:54.880]  很想他們能夠回頭
[00:01:54.880 --> 00:01:58.240]  很想他們能夠轉向上帝
[00:01:58.240 --> 00:02:03.120]  但他們又問我們怎樣轉向呢?
[00:02:03.120 --> 00:02:07.360]  而上一次我相信大家都仍然記憶猶新
[00:02:07.360 --> 00:02:13.200]  就是說到關於他們竟然搶奪神
[00:02:13.200 --> 00:02:18.560]  不單在言語上使上帝厭煩
[00:02:18.560 --> 00:02:22.320]  不單在言語上去頂撞上帝
[00:02:22.320 --> 00:02:27.440]  而且在行動上竟然搶奪神的東西
[00:02:27.440 --> 00:02:29.040]  然後他們仍然再問
[00:02:29.040 --> 00:02:33.200]  我們在什麼事上搶奪你呢?
