
[00:00:00.000 --> 00:00:04.920]  羅馬書第十一講
[00:00:04.920 --> 00:00:06.920]  羅馬書第四章
[00:00:06.920 --> 00:00:10.800]  上次我們已經講了阿伯拉罕的故事
[00:00:10.800 --> 00:00:12.800]  其實還沒講完的
[00:00:12.800 --> 00:00:13.800]  第四章
[00:00:13.800 --> 00:00:15.800]  所以我們現在要繼續講
[00:00:15.800 --> 00:00:18.800]  今天就是要和大家講信心
[00:00:18.800 --> 00:00:21.800]  我本來給他的題目叫做
[00:00:21.800 --> 00:00:24.200]  怎樣才是真正的信心
[00:00:24.200 --> 00:00:27.000]  但是講到怎樣的時候
[00:00:27.000 --> 00:00:29.800]  就是教你們怎樣做的了
[00:00:29.800 --> 00:00:31.800]  就變成了行為了
[00:00:31.800 --> 00:00:34.800]  所以後來我想這個題目不是很妥
[00:00:34.800 --> 00:00:37.800]  因為信心絕對不是行為
[00:00:37.800 --> 00:00:38.800]  不是出於行為
[00:00:38.800 --> 00:00:40.800]  所以我改了它做
[00:00:40.800 --> 00:00:43.800]  怎樣才是真正的信心
[00:00:43.800 --> 00:00:45.800]  就是我們今天的題目
[00:00:45.800 --> 00:00:49.800]  世上一共有四種不同的事情
[00:00:49.800 --> 00:00:51.800]  包括一切的事
[00:00:51.800 --> 00:00:53.800]  我先講惡事
[00:00:53.800 --> 00:00:55.800]  然後再講善事
[00:00:55.800 --> 00:00:57.800]  惡事是什麼呢
[00:00:57.800 --> 00:01:02.800]  惡事就是所有不榮耀神的事都是惡事
[00:01:02.800 --> 00:01:05.800]  所以惡事是包括所有人
[00:01:05.800 --> 00:01:09.800]  未接受耶穌基督之前所做的事
[00:01:09.800 --> 00:01:10.800]  無論好壞
[00:01:10.800 --> 00:01:13.800]  正如以弗所書的二章三節
[00:01:13.800 --> 00:01:16.800]  說他們放縱肉體的私慾
[00:01:16.800 --> 00:01:20.800]  隨著肉體和心中所喜好的去行
[00:01:20.800 --> 00:01:24.800]  本為可怒之子和別人一樣
[00:01:24.800 --> 00:01:29.800]  我們未接受耶穌基督之前所做的事都是不榮耀神
[00:01:29.800 --> 00:01:32.800]  但這些都是壞事
[00:01:32.800 --> 00:01:35.800]  我未做基督徒之前
[00:01:35.800 --> 00:01:37.800]  我做了很多好事
[00:01:37.800 --> 00:01:41.800]  但你做好事是不是榮耀神呢
[00:01:41.800 --> 00:01:44.800]  當時你絕對不是榮耀神
[00:01:44.800 --> 00:01:47.800]  但你說我不榮耀神
[00:01:47.800 --> 00:01:50.800]  也是做了很多好事
[00:01:50.800 --> 00:01:53.800]  為什麼你說是惡事
[00:01:53.800 --> 00:01:55.800]  原因很簡單
[00:01:55.800 --> 00:01:57.800]  因為你做好事
[00:01:57.800 --> 00:01:59.800]  為什麼你會做好事呢
[00:01:59.800 --> 00:02:03.800]  因為是神先將良知將良心放在你的心裡
[00:02:03.800 --> 00:02:06.800]  否則你也不會做好事
[00:02:06.800 --> 00:02:11.800]  如果是神將良知良心放在你的心裡
[00:02:11.800 --> 00:02:13.800]  而你不去認識這位神
[00:02:13.800 --> 00:02:16.800]  你不去將榮耀歸給他
[00:02:16.800 --> 00:02:18.800]  我不管你做什麼
[00:02:18.800 --> 00:02:21.800]  結果也不是真正的善事
[00:02:21.800 --> 00:02:24.800]  說完壞的惡事
[00:02:24.800 --> 00:02:27.800]  我們不妨說說好的惡事
[00:02:27.800 --> 00:02:29.800]  你說什麼有好的惡事呢
[00:02:29.800 --> 00:02:32.800]  惡事是不榮耀神
[00:02:32.800 --> 00:02:34.800]  你說這樣也好嗎
[00:02:34.800 --> 00:02:36.800]  不是我們做的
[00:02:36.800 --> 00:02:37.800]  是神做的
[00:02:37.800 --> 00:02:41.800]  神將我們做的惡事變成好事
[00:02:41.800 --> 00:02:45.800]  一個很典型的例子就是弱失的故事
[00:02:45.800 --> 00:02:47.800]  記不記得弱失
[00:02:47.800 --> 00:02:49.800]  他的兄弟要害他
[00:02:49.800 --> 00:02:51.800]  將他賣到埃及
[00:02:51.800 --> 00:02:53.800]  本來還想殺了他
[00:02:53.800 --> 00:02:56.800]  後來想賣了他算了
[00:02:56.800 --> 00:02:57.800]  拿回一筆錢
[00:02:57.800 --> 00:02:59.800]  去到埃及
[00:02:59.800 --> 00:03:01.800]  結果弱失成為了宰相
[00:03:01.800 --> 00:03:04.800]  還救了他一家人
[00:03:04.800 --> 00:03:07.800]  在《創世紀》的五十章二十節
[00:03:07.800 --> 00:03:11.800]  弱失說:從前你們的意思是要害我
[00:03:11.800 --> 00:03:13.800]  但神的意思是好的
[00:03:13.800 --> 00:03:16.800]  要保存許多人的性命
[00:03:16.800 --> 00:03:18.800]  來成就今天的光景
[00:03:18.800 --> 00:03:20.800]  什麼光景呢?
[00:03:20.800 --> 00:03:23.800]  就是弱失救了雅各一家
[00:03:23.800 --> 00:03:25.800]  救了他的弟兄姊妹
[00:03:25.800 --> 00:03:29.800]  本來這件事你怎麼看也是壞事
[00:03:29.800 --> 00:03:32.800]  現在神將它變成好事
[00:03:32.800 --> 00:03:34.800]  這就是好的惡事
[00:03:34.800 --> 00:03:36.800]  大家猜不猜得到
[00:03:36.800 --> 00:03:39.800]  另外也有一個好的惡事
[00:03:39.800 --> 00:03:41.800]  是非常出名的
[00:03:41.800 --> 00:03:44.800]  我相信大家都認識這個人物
[00:03:44.800 --> 00:03:46.800]  就是耶穌基督
[00:03:46.800 --> 00:03:48.800]  你怎麼看也好
[00:03:48.800 --> 00:03:50.800]  將一個義人一個無罪的人
[00:03:50.800 --> 00:03:52.800]  釘死在十字架的上高
[00:03:52.800 --> 00:03:54.800]  怎麼也是一件惡事
[00:03:54.800 --> 00:03:56.800]  但神就將他轉回頭
[00:03:56.800 --> 00:04:00.800]  成為萬人能夠得救的途徑
[00:04:00.800 --> 00:04:04.800]  所以就變成了好的惡事
[00:04:04.800 --> 00:04:08.800]  還有除了惡事之後還有善事
[00:04:08.800 --> 00:04:11.800]  我們先看壞的善事
[00:04:11.800 --> 00:04:14.800]  你說善事就是榮耀神的事
[00:04:14.800 --> 00:04:17.800]  榮耀神也有壞的嗎?
[00:04:17.800 --> 00:04:18.800]  有啊
[00:04:18.800 --> 00:04:22.800]  你看看馬太福音23:27-28
[00:04:22.800 --> 00:04:27.800]  「你們這假冒為善的民事和法利賽人有和了
[00:04:27.800 --> 00:04:30.800]  因為你們好像粉色的墳墓
[00:04:30.800 --> 00:04:34.800]  外面好看 裡面卻裝滿了死人的骨頭
[00:04:34.800 --> 00:04:36.800]  和一切的污穢
[00:04:36.800 --> 00:04:38.800]  你們也是如此
[00:04:38.800 --> 00:04:42.800]  在人前外面顯出公義來
[00:04:42.800 --> 00:04:46.800]  裡面卻裝滿了假善和不法的事」
[00:04:46.800 --> 00:04:49.800]  本來應該是榮耀神
[00:04:49.800 --> 00:04:53.800]  但是民事和法利賽人他們做出來的事
[00:04:53.800 --> 00:04:56.800]  好像榮耀神其實是做給人看
[00:04:56.800 --> 00:05:00.800]  實是要將榮耀歸給自己
[00:05:00.800 --> 00:05:03.800]  所以這些是壞的善事
[00:05:03.800 --> 00:05:04.800]  是吧?
[00:05:04.800 --> 00:05:06.800]  那剩下一樣了
[00:05:06.800 --> 00:05:09.800]  就是豪污的善事是什麼呢?
[00:05:09.800 --> 00:05:16.800]  記不記得我剛剛才說完羅馬書的一章至三章二十節
[00:05:16.800 --> 00:05:19.800]  有沒有善事啊?這個世上
[00:05:19.800 --> 00:05:20.800]  有沒有異人啊?
[00:05:20.800 --> 00:05:22.800]  沒有 是吧?
[00:05:22.800 --> 00:05:24.800]  一個都沒有
[00:05:24.800 --> 00:05:29.800]  所以我們不能夠靠自己的行為來救贖自己
[00:05:29.800 --> 00:05:31.800]  沒有這個可能
[00:05:31.800 --> 00:05:33.800]  正如羅馬書的三章十二節
[00:05:33.800 --> 00:05:36.800]  保羅說「都是偏離正路
[00:05:36.800 --> 00:05:38.800]  一同變為無用
[00:05:38.800 --> 00:05:41.800]  沒有行善的一個都沒有」
[00:05:41.800 --> 00:05:43.800]  所以沒有啊
[00:05:43.800 --> 00:05:45.800]  羅馬書的三章二十節也說
[00:05:45.800 --> 00:05:49.800]  「凡有血氣的沒有一個因行律法
[00:05:49.800 --> 00:05:52.800]  能在神面前稱義」
[00:05:52.800 --> 00:05:56.800]  沒有一個人能夠在神面前稱義
[00:05:56.800 --> 00:05:59.800]  靠自己的行為 靠守律法
