
[00:00:00.000 --> 00:00:02.160]  你不是說要帶我去上課嗎
[00:00:02.160 --> 00:00:04.600]  我不是說要帶你去上課
[00:00:04.600 --> 00:00:05.920]  我不是說要帶你去上課
[00:00:05.920 --> 00:00:07.480]  我不是說要帶你去上課
[00:00:07.480 --> 00:00:09.000]  我不是說要帶你去上課
[00:00:09.000 --> 00:00:10.400]  我不是說要帶你去上課
[00:00:10.400 --> 00:00:11.920]  我不是說要帶你去上課
[00:00:11.920 --> 00:00:13.320]  我不是說要帶你去上課
[00:00:13.320 --> 00:00:14.760]  我不是說要帶你去上課
[00:00:14.760 --> 00:00:16.280]  我不是說要帶你去上課
[00:00:16.280 --> 00:00:17.760]  我不是說要帶你去上課
[00:00:17.760 --> 00:00:19.360]  我不是說要帶你去上課
[00:00:19.360 --> 00:00:21.040]  我不是說要帶你去上課
[00:00:21.040 --> 00:00:22.680]  我不是說要帶你去上課
[00:00:22.680 --> 00:00:24.360]  我不是說要帶你去上課
[00:00:24.360 --> 00:00:26.080]  我不是說要帶你去上課
[00:00:26.080 --> 00:00:28.120]  我不是說要帶你去上課
[00:00:28.120 --> 00:00:29.720]  我不是說要帶你去上課
[00:00:29.720 --> 00:00:31.360]  我不是說要帶你去上課
[00:00:31.360 --> 00:00:33.160]  我不是說要帶你去上課
[00:00:33.160 --> 00:00:34.840]  我不是說要帶你去上課
[00:00:34.840 --> 00:00:36.680]  我不是說要帶你去上課
[00:00:36.680 --> 00:00:38.320]  我不是說要帶你去上課
[00:00:38.320 --> 00:00:40.120]  我不是說要帶你去上課
[00:00:40.120 --> 00:00:41.800]  我不是說要帶你去上課
[00:00:41.800 --> 00:00:43.640]  我不是說要帶你去上課
[00:00:43.640 --> 00:00:45.400]  我不是說要帶你去上課
[00:00:45.400 --> 00:00:47.080]  我不是說要帶你去上課
[00:00:47.080 --> 00:00:48.880]  我不是說要帶你去上課
[00:00:48.880 --> 00:00:50.560]  我不是說要帶你去上課
[00:00:50.560 --> 00:00:52.200]  我不是說要帶你去上課
[00:00:52.200 --> 00:00:53.880]  我不是說要帶你去上課
[00:00:53.880 --> 00:00:56.120]  我不是說要帶你去上課
[00:00:56.120 --> 00:00:57.840]  我不是說要帶你去上課
[00:00:57.840 --> 00:00:59.640]  我不是說要帶你去上課
[00:00:59.640 --> 00:01:01.520]  我不是說要帶你去上課
[00:01:01.520 --> 00:01:03.240]  我不是說要帶你去上課
[00:01:03.240 --> 00:01:04.880]  我不是說要帶你去上課
[00:01:04.880 --> 00:01:06.800]  我不是說要帶你去上課
[00:01:06.800 --> 00:01:08.640]  我不是說要帶你去上課
[00:01:08.640 --> 00:01:10.520]  我不是說要帶你去上課
[00:01:10.520 --> 00:01:12.480]  我不是說要帶你去上課
[00:01:12.480 --> 00:01:14.360]  我不是說要帶你去上課
[00:01:14.360 --> 00:01:16.440]  我不是說要帶你去上課
[00:01:16.440 --> 00:01:18.520]  我不是說要帶你去上課
[00:01:18.520 --> 00:01:20.640]  我不是說要帶你去上課
[00:01:20.640 --> 00:01:22.560]  我不是說要帶你去上課
[00:01:22.560 --> 00:01:24.240]  我不是說要帶你去上課
[00:01:24.240 --> 00:01:26.000]  我不是說要帶你去上課
[00:01:26.000 --> 00:01:27.800]  我不是說要帶你去上課
[00:01:27.800 --> 00:01:29.720]  我不是說要帶你去上課
[00:01:29.720 --> 00:01:31.680]  我不是說要帶你去上課
[00:01:31.680 --> 00:01:33.560]  我不是說要帶你去上課
