
[00:00:00.000 --> 00:00:06.000]  請我們再一次重新討論這句話
[00:00:06.000 --> 00:00:10.000]  天父,我們再次感謝你,給你寶貴話語作為我們生命的指引
[00:00:10.000 --> 00:00:14.000]  求你藉著你的話語提醒,勸勉教導,安慰,篤襲我們
[00:00:14.000 --> 00:00:20.000]  也為了我們教會看到大城市福音的需要
[00:00:20.000 --> 00:00:24.000]  更加需要你在弟兄的心裏面動工
[00:00:24.000 --> 00:00:30.000]  你把我們在三環市和人浮的地方不是扭炎
[00:00:30.000 --> 00:00:34.000]  求你讓我們看到一個異象,祝福人命我們
[00:00:34.000 --> 00:00:38.000]  將今天崇拜家族主的手裏面奉耶穌命求
[00:00:38.000 --> 00:00:42.000]  有一套很有趣的電影叫做《蚊子案》
[00:00:42.000 --> 00:00:46.000]  《蚊子案》是Harrison Ford主演的
[00:00:46.000 --> 00:00:50.000]  這是一個非常爭議性的電影
[00:00:50.000 --> 00:00:56.000]  紐約時報形容這套電影是極之悶極的電影
[00:00:56.000 --> 00:01:00.000]  它的賣座是極之少的
[00:01:00.000 --> 00:01:06.000]  但是奇怪的是Harrison Ford認為是他從演以來最出色的電影
[00:01:06.000 --> 00:01:12.000]  事實上我看過這套電影,我覺得Harrison Ford絕對對
[00:01:12.000 --> 00:01:16.000]  那些人沒有眼光,因為是曲高和寡
[00:01:16.000 --> 00:01:22.000]  事實上我看的這套電影是每一個家長、每一個老師
[00:01:22.000 --> 00:01:26.000]  每一個社工、每一個傳道人都值得去看的一套電影
[00:01:26.000 --> 00:01:30.000]  因為是非常發人心性的
[00:01:30.000 --> 00:01:34.000]  故事是講到主演阿尼的Harrison Ford
[00:01:34.000 --> 00:01:38.000]  他是一個天才,是一個發明家
[00:01:38.000 --> 00:01:42.000]  他收到哈佛大學的電影信,說收他當學生
[00:01:42.000 --> 00:01:48.000]  他就回覆給哈佛大學說,我不涉參,我不涉去這樣的學校
[00:01:48.000 --> 00:01:52.000]  他形容這個學校是一個差的學校
[00:01:52.000 --> 00:01:56.000]  他形容美國整個社會是一個什麼社會呢?
[00:01:56.000 --> 00:01:58.000]  他用到三個字、三句字的形容
[00:01:58.000 --> 00:02:04.000]  What is America? They buy junk, they sell junk, and they eat junk
[00:02:04.000 --> 00:02:08.000]  他是用一個這樣,問美國人是什麼人來的?
[00:02:08.000 --> 00:02:12.000]  是買垃圾、買垃圾、吃垃圾
[00:02:12.000 --> 00:02:16.000]  我不喜歡吃垃圾,當然不是只會唐人埠那些豆腐牛肉飯
[00:02:16.000 --> 00:02:18.000]  麥當勞那些
[00:02:18.000 --> 00:02:22.000]  事實上他是很不屑在這個社會裡面生存
[00:02:22.000 --> 00:02:26.000]  所以他就做了一個心意,就帶他的子女、帶他的太太、三個兒女
[00:02:26.000 --> 00:02:32.000]  去到這個中美洲一個地方,一個落後的森林的地方
[00:02:32.000 --> 00:02:36.000]  他要在那裏創立他自己的天堂,創立他自己的地位
[00:02:36.000 --> 00:02:46.000]  於是他就去到,他之前坐船就見到一個另外一個家庭
[00:02:46.000 --> 00:02:50.000]  原來這個家庭是一個宣教士的,叫Guss Bell
[00:02:50.000 --> 00:02:56.000]  他帶著家人去到這個中美洲裡面去做宣教的工作
[00:02:56.000 --> 00:03:04.000]  這個阿里就帶著他去到一個很原始、很落後,印第安人的地方
[00:03:04.000 --> 00:03:10.000]  他叫他叫Geromino,去到Geromino的地方他就買了一條村
[00:03:10.000 --> 00:03:18.000]  他就開始建立他的天地,他教土人關於一些耕種的方法
[00:03:18.000 --> 00:03:22.000]  他也幫助土人去過他們的生活
[00:03:22.000 --> 00:03:30.000]  他更加發明了一個很大的機器,他叫機器叫Fat Boy,一個肥仔
[00:03:30.000 --> 00:03:40.000]  在鏡頭裏看這個機器的時候,你會發覺原來這個機器好像聖經裏面創世紀第十一章的芭蕾塔一樣
[00:03:40.000 --> 00:03:44.000]  離遠看,好像芭蕾塔一樣,這個是什麼機器呢?
[00:03:44.000 --> 00:03:50.000]  這個機器其實就是聖經裏面所說的芭蕾塔裏面的一模一樣的異象
[00:03:50.000 --> 00:03:56.000]  這個機器可以做兵,他對著土人說,阿里對著
[00:03:56.000 --> 00:04:00.000]  我上帝不能給你的東西,我給你,因為那個是熱帶的地方
[00:04:00.000 --> 00:04:05.000]  土人從未見過兵,他就用這個大的機器製造很多的兵
[00:04:05.000 --> 00:04:10.000]  有兵的時候,那些兵可以降溫,有個冷氣房舒適很多
[00:04:10.000 --> 00:04:16.000]  有個兵可以來治病,有個兵可以能夠雪藏食物可以做很久
[00:04:16.000 --> 00:04:23.000]  土人覺得,嘩,厲害啊!上帝不能做到的東西,這個可以做到
[00:04:23.000 --> 00:04:27.000]  於是一波風跟著他,他就好像演如神明一樣
[00:04:27.000 --> 00:04:33.000]  阿里就覺得嘩,很厲害,比在美國的地方好,很多倍很多倍
[00:04:33.000 --> 00:04:38.000]  但是,他是一個有野心的人,他覺得這條村太小
[00:04:38.000 --> 00:04:42.000]  他要擴充他的領土,擴充他的王國
[00:04:42.000 --> 00:04:49.000]  於是他就製造一些兵,打他的兒子,就去另外一條村裏
[00:04:49.000 --> 00:04:54.000]  誰知道走到半路就擋失了路,所以當他去到那條村的時候
[00:04:54.000 --> 00:05:01.000]  發覺那些兵已經溶了,他想去告訴另外一條村的村長
[00:05:01.000 --> 00:05:04.000]  說,我挺厲害,我有些兵,現在沒得表演了
[00:05:04.000 --> 00:05:08.000]  天氣太熱,就弄到溶了
[00:05:08.000 --> 00:05:13.000]  然後他想跟村長說,村長你不用跟我說
[00:05:13.000 --> 00:05:19.000]  那個牧師,那個Good Spell已經來過跟我們,我們現在信耶穌,你不用跟我說
[00:05:19.000 --> 00:05:22.000]  這個阿里就很激氣,非常激氣
[00:05:22.000 --> 00:05:24.000]  於是他就回到那條村裏
[00:05:24.000 --> 00:05:28.000]  回到那條村的時候,原來他發現一件更加激氣的事
[00:05:28.000 --> 00:05:35.000]  當他離開那條村的時候,這個Reference Good Spell去過那條村傳福音
[00:05:35.000 --> 00:05:38.000]  企圖告訴你,你不要相信這個阿里所說的話
[00:05:38.000 --> 00:05:41.000]  他是異端,他是邪說,他是邪教
[00:05:41.000 --> 00:05:44.000]  你要相信耶穌,他就很激氣
[00:05:44.000 --> 00:05:47.000]  當他激氣的時候,那一晚就發生了事情
[00:05:47.000 --> 00:05:50.000]  發生什麼事呢?原來當地有些游擊隊
[00:05:50.000 --> 00:05:54.000]  反政府的游擊隊走到那條村
[00:05:54.000 --> 00:05:57.000]  企圖利用這條村做他的據地
[00:05:57.000 --> 00:06:01.000]  當時每個游擊隊都拿著AK-47
[00:06:01.000 --> 00:06:03.000]  阿里不敢亂來
[00:06:03.000 --> 00:06:08.000]  於是就叫他住在大機器上面的一間房
[00:06:08.000 --> 00:06:10.000]  這間冷氣房,你在這裏住
[00:06:10.000 --> 00:06:12.000]  當他睡得最暈的時候
[00:06:12.000 --> 00:06:14.000]  他就開著了大機器
[00:06:14.000 --> 00:06:16.000]  製造大量的兵
[00:06:16.000 --> 00:06:19.000]  希望凍死他們
[00:06:19.000 --> 00:06:22.000]  當時這些游擊隊發現不妥
[00:06:22.000 --> 00:06:26.000]  就想從門走出來,就發現早已被人鎖了門
[00:06:26.000 --> 00:06:30.000]  於是這班游擊隊員就用機關槍
[00:06:30.000 --> 00:06:34.000]  啊!鎖了那扇門
[00:06:34.000 --> 00:06:36.000]  誰不知一開槍的時候
[00:06:36.000 --> 00:06:38.000]  整個機器就爆炸
[00:06:38.000 --> 00:06:40.000]  整個機器爆炸的時候
[00:06:40.000 --> 00:06:43.000]  整條村移為平地
[00:06:43.000 --> 00:06:46.000]  他們個個要麼死,要麼走人
[00:06:46.000 --> 00:06:50.000]  阿里只有帶著他的子女
[00:06:50.000 --> 00:06:52.000]  什麼都沒有了,燒光了
[00:06:52.000 --> 00:06:55.000]  就去回海岸的地方
[00:06:55.000 --> 00:06:59.000]  誰不知還沒到海岸,就遇到強風暴雨
[00:06:59.000 --> 00:07:01.000]  他連擁有、僅有的東西
[00:07:01.000 --> 00:07:03.000]  那些東西都沒有了
[00:07:03.000 --> 00:07:05.000]  他的兒子就跟他的爸爸說
[00:07:05.000 --> 00:07:08.000]  不如我們回美國
[00:07:08.000 --> 00:07:09.000]  他說不回美國
[00:07:09.000 --> 00:07:12.000]  美國早已被日本人說了
[00:07:12.000 --> 00:07:13.000]  我們要回上游
[00:07:13.000 --> 00:07:17.000]  他是要堅持拿著小船
[00:07:17.000 --> 00:07:19.000]  帶著他的太太、子女
[00:07:19.000 --> 00:07:23.000]  繼續向上游,建立另外一個天地
[00:07:23.000 --> 00:07:25.000]  走到半路的時候
[00:07:25.000 --> 00:07:29.000]  他見到這個Guzbell的教堂
[00:07:29.000 --> 00:07:31.000]  和他所住的地方
[00:07:31.000 --> 00:07:34.000]  他一看到的時候火滾了
[00:07:34.000 --> 00:07:36.000]  他就拿著一罐電油
[00:07:36.000 --> 00:07:40.000]  走到他的教堂和他的地方放火燒
[00:07:40.000 --> 00:07:43.000]  一火光熊熊的時候
[00:07:43.000 --> 00:07:46.000]  這個宣教士就醒了
[00:07:46.000 --> 00:07:48.000]  於是就拿著一支槍
[00:07:48.000 --> 00:07:51.000]  走到來,見到這個阿里就開槍
[00:07:51.000 --> 00:07:53.000]  打到他從上
[00:07:53.000 --> 00:07:57.000]  他就拖著他的快要死的身體
[00:07:57.000 --> 00:07:59.000]  走回去小船
[00:07:59.000 --> 00:08:02.000]  仍然對著他的太太、子女說
[00:08:02.000 --> 00:08:05.000]  繼續向上面,繼續向上,繼續向上
[00:08:05.000 --> 00:08:07.000]  他就斷氣了
[00:08:07.000 --> 00:08:10.000]  這齣戲最後的結果是什麼呢?
[00:08:10.000 --> 00:08:12.000]  當我斷氣的時候
[00:08:12.000 --> 00:08:14.000]  太陽出來了
[00:08:14.000 --> 00:08:15.000]  藍色的天空
[00:08:15.000 --> 00:08:19.000]  突然之間從黑雲滿佈的天地
[00:08:19.000 --> 00:08:22.000]  變成了完全的光
[00:08:22.000 --> 00:08:23.000]  完全的光明
[00:08:23.000 --> 00:08:26.000]  電影就這樣結束
[00:08:26.000 --> 00:08:29.000]  這個故事講的什麼意思?
