
[00:00:00.000 --> 00:00:08.000]  我們一起祈禱吧
[00:00:08.000 --> 00:00:12.000]  多謝你讓我們有機會讀你的話
[00:00:12.000 --> 00:00:19.000]  特別求你幫助我們今天從傳教書得到你的訊息
[00:00:19.000 --> 00:00:23.000]  給我們一個開放的心
[00:00:23.000 --> 00:00:29.000]  一個有專心的人來等候你自己的話
[00:00:29.000 --> 00:00:31.000]  求你今天使用這段時間
[00:00:31.000 --> 00:00:33.000]  使用你自己的經文
[00:00:33.000 --> 00:00:35.000]  我們祈禱奉耶穌基督的名
[00:00:35.000 --> 00:00:40.000]  我忘記上次我們說到哪裏了
[00:00:40.000 --> 00:00:43.000]  好像是第五章
[00:00:43.000 --> 00:00:55.000]  我們說這個傳教書的三大章
[00:00:55.000 --> 00:01:02.000]  是在交代為何要驅空
[00:01:02.000 --> 00:01:05.000]  大家有沒有印象
[00:01:05.000 --> 00:01:14.000]  我好像還沒說最後的第三大章
[00:01:14.000 --> 00:01:17.000]  即是第五章的結論
[00:01:17.000 --> 00:01:31.000]  我記得我應該說過
[00:01:31.000 --> 00:01:36.000]  頭兩個三段是在交代為何要驅空
[00:01:36.000 --> 00:01:41.000]  第一第二章是說因為神是絕對主權
[00:01:41.000 --> 00:01:46.000]  第二章是因為神的設計本身就是這樣
[00:01:46.000 --> 00:01:49.000]  因為神擺了永恆在我們心裏
[00:01:49.000 --> 00:01:53.000]  所以這些不是永恆的東西我們就覺得不滿足
[00:01:53.000 --> 00:01:59.000]  第三章是說原因是因為我們人受造之物本身的限制
[00:01:59.000 --> 00:02:03.000]  我們有幾個限制
[00:02:03.000 --> 00:02:08.000]  就是我們不能夠自靠自己得到滿足
[00:02:08.000 --> 00:02:10.000]  所以需要神給的
[00:02:10.000 --> 00:02:14.000]  我們看第五章最後的結論
[00:02:14.000 --> 00:02:19.000]  就是要神給我們三樣東西
[00:02:19.000 --> 00:02:23.000]  我們上次說到這裏
[00:02:23.000 --> 00:02:28.000]  這三樣東西其實就是在說人的限制
[00:02:28.000 --> 00:02:33.000]  不過也同時讓我們知道原來這樣我們就可以得到
[00:02:33.000 --> 00:02:38.000]  神給我們可以享受到我們那份
[00:02:38.000 --> 00:02:41.000]  第一個限制是十八字
[00:02:41.000 --> 00:02:45.000]  我見為善為美的
[00:02:45.000 --> 00:02:48.000]  就是人在神賜他一生的日子
[00:02:48.000 --> 00:02:52.000]  吃喝享受日光之下勞碌得來的好處
[00:02:52.000 --> 00:02:54.000]  真是藉時他的份
[00:02:54.000 --> 00:02:56.000]  我上次提過的
[00:02:56.000 --> 00:03:01.000]  原本有個特別的字在這裏
[00:03:01.000 --> 00:03:06.000]  就是人在神所賜的有限的日子裏面
[00:03:06.000 --> 00:03:10.000]  其實這個就是人的日子有限的
[00:03:10.000 --> 00:03:12.000]  這是第一個
[00:03:12.000 --> 00:03:15.000]  所以我們那份是有限的
[00:03:15.000 --> 00:03:16.000]  每人有一份
[00:03:16.000 --> 00:03:18.000]  你不會長命百歲的
[00:03:18.000 --> 00:03:20.000]  現在不應該這樣說
