
[00:00:00.000 --> 00:00:03.480]  我是相信灾前被提
[00:00:03.480 --> 00:00:05.880]  但圣经没有清楚地说
[00:00:05.880 --> 00:00:09.160]  所以也有弟兄姊妹相信灾中
[00:00:09.160 --> 00:00:11.400]  有弟兄姊妹相信灾后
[00:00:11.400 --> 00:00:16.800]  但如果我所相信和很多神学家传统的一些相信
[00:00:16.800 --> 00:00:19.440]  是灾前被提的话
[00:00:19.440 --> 00:00:23.800]  那七年大灾难开始你和我都不在了
[00:00:23.800 --> 00:00:27.720]  所以第一个知道七年大灾难会开始的
[00:00:27.720 --> 00:00:31.240]  地上没有信徒 教会时代结束了
[00:00:31.240 --> 00:00:33.200]  第二样一定会发生的就是
[00:00:33.200 --> 00:00:35.640]  地上会出现一个狄基督
[00:00:35.640 --> 00:00:37.720]  他成为世界的领袖
[00:00:37.720 --> 00:00:41.240]  圣经很多地方是说到这个狄基督
[00:00:41.240 --> 00:00:45.200]  而这个狄基督要出现
[00:00:45.200 --> 00:00:48.400]  然后地上才会进入大灾难
[00:00:48.400 --> 00:00:53.360]  这个是去到贴撒罗尼加后书第二章
[00:00:53.360 --> 00:00:55.960]  有人冒充保罗的名字
[00:00:55.960 --> 00:00:58.960]  写信给贴撒罗尼加的教会
[00:00:58.960 --> 00:01:02.400]  说你们已经在灾难当中
[00:01:02.400 --> 00:01:04.600]  你们已经在神的日子那里
[00:01:04.600 --> 00:01:07.800]  他们很惊恐 很悲伤
[00:01:07.800 --> 00:01:08.680]  为什么呢?
[00:01:08.680 --> 00:01:11.040]  因为保罗教导他们
[00:01:11.040 --> 00:01:15.000]  他们不会在这个大灾难当中
[00:01:15.000 --> 00:01:18.040]  我相信保罗是教导他们灾前被提的
[00:01:18.040 --> 00:01:21.320]  如果不是这群信徒不会那么害怕
[00:01:21.320 --> 00:01:24.320]  就是说大灾难已经开始了
[00:01:24.320 --> 00:01:26.480]  我们已经在大灾难里面了
[00:01:26.480 --> 00:01:29.400]  那为什么我们还会在地上被提
[00:01:29.400 --> 00:01:31.040]  为什么我们没有份呢?
[00:01:31.040 --> 00:01:33.200]  要么就是保罗教导错了
[00:01:33.200 --> 00:01:35.280]  要么就是我们不够好
[00:01:35.280 --> 00:01:36.240]  我们没有被提
[00:01:36.240 --> 00:01:37.800]  所有的基督徒都上去了
[00:01:37.800 --> 00:01:39.000]  我们还剩下这里了
[00:01:39.000 --> 00:01:40.360]  他们很忧伤
[00:01:40.360 --> 00:01:41.640]  保罗要写信
[00:01:41.640 --> 00:01:44.800]  这个是贴撒罗尼加后书第二章
[00:01:44.800 --> 00:01:46.240]  保罗告诉他们
[00:01:46.240 --> 00:01:50.480]  你们并不在神的最后那段日子
[00:01:50.480 --> 00:01:51.760]  就是大灾难当中
[00:01:51.760 --> 00:01:52.960]  原因是什么呢?
[00:01:52.960 --> 00:01:56.960]  原因是敌基督还没出现
[00:01:56.960 --> 00:01:58.760]  那个人还没出现
[00:01:58.760 --> 00:02:01.400]  还没出现的时候你们就不在大灾难里面了
[00:02:01.400 --> 00:02:05.960]  所以这个也是我相信灾前被提其中一个原因
[00:02:05.960 --> 00:02:10.240]  就是似乎保罗的教导是灾前被提
[00:02:10.240 --> 00:02:11.960]  我有一篇讲道
[00:02:11.960 --> 00:02:13.400]  大家可以上我的网址
[00:02:13.400 --> 00:02:15.920]  可以听回我过去的讲道
[00:02:15.920 --> 00:02:17.400]  我有一篇讲道叫做
[00:02:17.400 --> 00:02:23.160]  贴撒罗尼加教会的忧伤和恐惧
[00:02:23.160 --> 00:02:25.880]  忧伤是指前书的时候
[00:02:25.880 --> 00:02:28.320]  他们忧伤是因为教会在等待
[00:02:28.320 --> 00:02:30.200]  大家在等待主耶稣回来
[00:02:30.200 --> 00:02:32.880]  但是有些弟兄姊妹就离开了他们
[00:02:32.880 --> 00:02:35.160]  他们以为那些人没有份
[00:02:35.160 --> 00:02:37.600]  保卫他们来忧伤
[00:02:37.600 --> 00:02:38.600]  保罗告诉他们
[00:02:38.600 --> 00:02:39.720]  不仅他们有份
[00:02:39.720 --> 00:02:41.480]  当主耶稣回来的时候
[00:02:41.480 --> 00:02:42.880]  他们是先复活
[00:02:42.880 --> 00:02:44.040]  先被提
[00:02:44.040 --> 00:02:46.800]  然后我们在地上才被提
[00:02:46.800 --> 00:02:50.080]  然后我又讲到他们的恐惧
[00:02:50.080 --> 00:02:53.880]  就是讲贴撒罗尼加后书第二章
[00:02:53.880 --> 00:02:55.960]  他们恐惧被提的时候
[00:02:55.960 --> 00:02:58.560]  他们没有份在灾难里面
[00:02:58.560 --> 00:03:01.800]  而当时他们是有很多的逼迫
[00:03:01.800 --> 00:03:04.480]  所以他们要为这个大灾难真正来到
[00:03:04.480 --> 00:03:05.400]  保罗告诉他们
[00:03:05.400 --> 00:03:07.200]  未到 未到
[00:03:07.200 --> 00:03:10.520]  因为敌基督未出现
