
[00:00:00.000 --> 00:00:02.000]  (影片播放)
[00:00:03.000 --> 00:00:04.720]  我們今天進入欣賞
[00:00:04.720 --> 00:00:07.800]  耶穌基督實在是美好
[00:00:07.800 --> 00:00:10.720]  我們要讚美敬拜祂
[00:00:10.720 --> 00:00:14.880]  今天是我最後一次在你們中間說
[00:00:14.880 --> 00:00:18.640]  彼得前書連續有五個星期
[00:00:18.640 --> 00:00:23.480]  我們一系列的每一章來思想
[00:00:23.480 --> 00:00:25.480]  重溫一下
[00:00:25.480 --> 00:00:29.240]  第一課我們說到一個個人要成長
[00:00:29.840 --> 00:00:32.800]  每一個個體 每一個基督徒
[00:00:32.800 --> 00:00:34.720]  在主裡面都要長進
[00:00:34.720 --> 00:00:36.920]  第二章我們說到
[00:00:36.920 --> 00:00:41.760]  我們整體整個群體同樣要成熟
[00:00:41.760 --> 00:00:44.440]  接著我們說到
[00:00:44.440 --> 00:00:49.360]  我們全人同樣在主裡面要成立起來
[00:00:49.360 --> 00:00:52.720]  上個星期我們思想到
[00:00:52.720 --> 00:00:54.240]  做主的門徒
[00:00:54.240 --> 00:00:56.760]  我們要有個成效 有個果效
[00:00:56.760 --> 00:00:59.640]  今天我們來思想
[00:01:00.360 --> 00:01:05.160]  我們怎樣來建立同工的團隊
[00:01:05.160 --> 00:01:10.600]  怎樣在主裡面我們來有一個承傳
[00:01:10.600 --> 00:01:14.920]  我們怎樣能夠在同工的團隊裡面
[00:01:14.920 --> 00:01:17.000]  彼此建立
[00:01:17.000 --> 00:01:21.520]  我們今天首先來大家試讀一下
[00:01:21.520 --> 00:01:24.480]  彼得前書的第五章
[00:01:24.480 --> 00:01:28.120]  我們一起來嘗試讀一下
[00:01:29.200 --> 00:01:32.760]  彼得前書的第五章
[00:01:32.760 --> 00:01:36.560]  我們一起試試開口的
[00:01:36.560 --> 00:01:39.760]  無論在教會還是家中
[00:01:39.760 --> 00:01:42.080]  我們來讀出來
[00:01:42.080 --> 00:01:44.680]  我這作長老
[00:01:44.680 --> 00:01:48.040]  作基督受父的見證
[00:01:48.040 --> 00:01:53.120]  同享後來所要顯現之榮耀的
[00:01:53.120 --> 00:01:58.200]  勸你們中間與我同作長老的人
[00:01:58.840 --> 00:02:04.320]  務要募養在你們中間神的群羊
[00:02:04.320 --> 00:02:08.880]  按著神旨意照管他們
[00:02:08.880 --> 00:02:13.760]  不是出於勉強乃是出於甘心
[00:02:13.760 --> 00:02:19.040]  也不是因為貪財乃是出於樂意
[00:02:19.040 --> 00:02:23.640]  也不是乞濟所託付你們的
[00:02:23.640 --> 00:02:26.960]  乃是作群羊的榜樣
[00:02:27.520 --> 00:02:29.760]  到了牧長顯現的時候
[00:02:29.760 --> 00:02:35.640]  你們必得那永不衰殘的榮耀冠冕
[00:02:35.640 --> 00:02:39.280]  我們低頭在神面前做個祈禱
[00:02:39.280 --> 00:02:43.240]  感謝天父讓我們在過往的五周裡面
[00:02:43.240 --> 00:02:48.360]  從使徒彼得他所寫下來的書信裡面
[00:02:48.360 --> 00:02:53.520]  思想到如何建立一個健康的健全的教會
[00:02:53.920 --> 00:02:57.600]  一個健康的教會需要有健康的童宮
[00:02:57.600 --> 00:02:59.240]  健全的信徒
[00:02:59.240 --> 00:03:01.320]  我們彼此在主裡面
[00:03:01.320 --> 00:03:03.160]  在愛裡面來建立
[00:03:03.160 --> 00:03:06.440]  求主你親自帶領我們
[00:03:06.440 --> 00:03:09.440]  聖靈在我們中間開啟我們的心
[00:03:09.440 --> 00:03:13.040]  讓我們能夠明白你啟示的奧秘
[00:03:13.040 --> 00:03:16.400]  懂得如何活用在我們的生活裡面
[00:03:16.400 --> 00:03:18.120]  我們恭敬的交託
[00:03:18.120 --> 00:03:20.520]  乃是奉耶穌基督的聖名求
[00:03:20.520 --> 00:03:21.360]  阿們
[00:03:22.480 --> 00:03:24.720]  我們如果是學新聞學的
[00:03:24.720 --> 00:03:26.760]  我們採訪一個新聞
[00:03:26.760 --> 00:03:29.480]  往往都會問一些問題
[00:03:29.480 --> 00:03:33.240]  就是說何人參與了這件事件
[00:03:33.240 --> 00:03:34.440]  發生什麼事
[00:03:34.440 --> 00:03:36.240]  為什麼這樣發生
[00:03:36.240 --> 00:03:37.840]  在哪裡發生
[00:03:37.840 --> 00:03:39.840]  何時發生
[00:03:39.840 --> 00:03:43.840]  等等這些是我們新聞學裡面
[00:03:43.840 --> 00:03:46.080]  傳播系裡面都要學的
[00:03:46.080 --> 00:03:48.560]  我們查考聖經的時候
[00:03:49.040 --> 00:03:53.480]  我們有一個所謂的歸納的查經法
[00:03:53.480 --> 00:03:55.360]  歸納的查經法
[00:03:55.360 --> 00:03:57.160]  你就要去觀察的
[00:03:57.160 --> 00:03:58.560]  是一個科學方法
[00:03:58.560 --> 00:04:00.120]  你就要問一個
[00:04:00.120 --> 00:04:01.480]  有六個問題
[00:04:01.480 --> 00:04:02.920]  這六個問題
[00:04:02.920 --> 00:04:04.280]  就說何人
[00:04:04.280 --> 00:04:06.000]  何時
[00:04:06.000 --> 00:04:07.320]  何故
[00:04:07.320 --> 00:04:08.720]  何處
[00:04:08.720 --> 00:04:10.120]  何時
[00:04:10.120 --> 00:04:11.600]  何法
[00:04:11.600 --> 00:04:13.640]  用英文來說
[00:04:13.640 --> 00:04:14.440]  Who
[00:04:14.440 --> 00:04:15.640]  What
[00:04:15.640 --> 00:04:16.560]  Why
[00:04:16.560 --> 00:04:17.640]  Where
[00:04:17.640 --> 00:04:18.760]  When
[00:04:18.920 --> 00:04:19.920]  How
[00:04:19.920 --> 00:04:23.320]  這些我們查經裡面都要去學習
[00:04:23.320 --> 00:04:26.920]  同樣你去採訪一個新聞也好
[00:04:26.920 --> 00:04:28.920]  你去做很多事情
[00:04:28.920 --> 00:04:31.560]  我們有時候都要問這六個問題
[00:04:31.560 --> 00:04:34.520]  於是我們就用這六個問題
[00:04:34.520 --> 00:04:37.640]  來查考剛才所讀出來的
[00:04:37.640 --> 00:04:39.040]  這一段經文
[00:04:39.040 --> 00:04:41.520]  首先我們就要問
[00:04:41.520 --> 00:04:42.800]  何人
[00:04:42.800 --> 00:04:43.600]  Who
[00:04:43.600 --> 00:04:48.200]  有什麼人參與在這一段經文裡面呢?
[00:04:48.520 --> 00:04:50.520]  剛才我們讀出來的
[00:04:50.520 --> 00:04:51.320]  他說
[00:04:51.320 --> 00:04:52.080]  我
[00:04:52.080 --> 00:04:55.240]  這作長老的就是彼得他自己
[00:04:55.240 --> 00:04:57.680]  彼得他自己
[00:04:57.680 --> 00:05:00.440]  親自來寫信
[00:05:00.440 --> 00:05:02.200]  給哪些人呢?
[00:05:02.200 --> 00:05:04.000]  給那些
[00:05:04.000 --> 00:05:07.560]  「同享後來所要顯現之榮耀的
[00:05:07.560 --> 00:05:11.080]  勸你們中間與我們同作長老的人」
[00:05:11.080 --> 00:05:13.480]  勸勉一班侍奉的
[00:05:13.480 --> 00:05:15.480]  什麼是長老呢?
[00:05:15.480 --> 00:05:16.960]  在新約裡面
[00:05:16.960 --> 00:05:18.280]  長老
[00:05:18.440 --> 00:05:20.000]  牧師、監督
[00:05:20.000 --> 00:05:21.200]  都是
[00:05:21.200 --> 00:05:22.760]  講述到
[00:05:22.760 --> 00:05:25.240]  相同的這一班人
[00:05:25.240 --> 00:05:27.760]  雖然他們的職份有些不同
[00:05:27.760 --> 00:05:29.360]  監督通常
[00:05:29.360 --> 00:05:31.720]  就是監管不單止一個堂
[00:05:31.720 --> 00:05:35.400]  可能在他所建立的教會裡面
