
[00:00:00.000 --> 00:00:05.000]  好 第二次煤早晨了
[00:00:05.000 --> 00:00:10.000]  我原本想今天空多吉少
[00:00:10.000 --> 00:00:15.000]  因為我病了一個星期
[00:00:15.000 --> 00:00:18.000]  聲音也沒什麼氣
[00:00:18.000 --> 00:00:21.000]  但是昨天開始煤溶
[00:00:21.000 --> 00:00:23.000]  聲音回來了
[00:00:23.000 --> 00:00:27.000]  所以感謝主給我這樣的機會
[00:00:27.000 --> 00:00:31.000]  和大家一起在主的道理上學習
[00:00:31.000 --> 00:00:37.000]  如果大家留意到今天崇拜的程序表
[00:00:37.000 --> 00:00:41.000]  我們有一個新教會的主題
[00:00:41.000 --> 00:00:45.000]  叫做「不用玷污自己的神國子民」
[00:00:45.000 --> 00:00:49.000]  出自於但以理書第一章八節
[00:00:49.000 --> 00:00:52.000]  這是今年的主題
[00:00:52.000 --> 00:00:57.000]  這八節大概還有八節就講完了
[00:00:57.000 --> 00:01:02.000]  講完八節後就會進入一卷舊約書卷
[00:01:02.000 --> 00:01:04.000]  但以理書
[00:01:04.000 --> 00:01:07.000]  其實我計劃了一年
[00:01:07.000 --> 00:01:13.000]  但未有機會和大家詳細介紹
[00:01:13.000 --> 00:01:18.000]  今年會花多一點時間和大家一起看一卷
[00:01:18.000 --> 00:01:24.000]  可以說是舊約聖經和新約啟示錄
[00:01:24.000 --> 00:01:27.000]  可以比的一卷書卷
[00:01:27.000 --> 00:01:29.000]  希望我們能夠一起
[00:01:29.000 --> 00:01:31.000]  在神的話裡一起看看
[00:01:31.000 --> 00:01:34.000]  上帝的旨意是怎樣
[00:01:34.000 --> 00:01:38.000]  在這個世界上一步一步的陳明和剖白
[00:01:38.000 --> 00:01:40.000]  在今天講到這裡
[00:01:40.000 --> 00:01:43.000]  讓我們一起同心禱告
[00:01:43.000 --> 00:01:45.000]  仰望主我們的神
[00:01:46.000 --> 00:01:48.000]  賜給我們天賦
[00:01:48.000 --> 00:01:50.000]  多謝你讓我們能夠有生命氣息
[00:01:50.000 --> 00:01:52.000]  來到新的一年裡
[00:01:52.000 --> 00:01:57.000]  打開新一年的時縫
[00:01:57.000 --> 00:02:01.000]  讓我們每一個屬主的子民
[00:02:01.000 --> 00:02:03.000]  神國的公民
[00:02:03.000 --> 00:02:07.000]  我們每一個都能夠在新的一年裡
[00:02:07.000 --> 00:02:13.000]  做好一個更全面準確的準備
[00:02:13.000 --> 00:02:17.000]  能夠拿捏到上主的心思意念
[00:02:17.000 --> 00:02:21.000]  來到往後的日子當中
[00:02:21.000 --> 00:02:25.000]  繼續作主你所交託的時縫
[00:02:25.000 --> 00:02:27.000]  求你的帶領
[00:02:27.000 --> 00:02:29.000]  讓我們在今天講道當中
[00:02:29.000 --> 00:02:35.000]  透過聖經給我們一個很重要的提醒
[00:02:35.000 --> 00:02:38.000]  好使我們能夠謹慎度日
[00:02:38.000 --> 00:02:45.000]  免得我們只有一個虛名的教徒的名稱
[00:02:45.000 --> 00:02:53.000]  而失去了真正基督徒本身應有的生命是怎樣
[00:02:53.000 --> 00:02:55.000]  求你的帶領幫助
[00:02:55.000 --> 00:03:01.000]  我們為疾病裡的弟兄姊妹交在主的一手
[00:03:01.000 --> 00:03:04.000]  讓追求主道真理的生命
[00:03:04.000 --> 00:03:09.000]  在他們裡面仍然火旺地燃燒著
[00:03:09.000 --> 00:03:18.000]  為弟兄姊妹身邊的病患或憂傷
[00:03:18.000 --> 00:03:21.000]  懇求主一一的施安慰
[00:03:21.000 --> 00:03:26.000]  讓我們能夠在得時不得時
[00:03:26.000 --> 00:03:32.000]  都同樣學會順靠順服依靠主
[00:03:32.000 --> 00:03:35.000]  我們將這段時間完全交上
[00:03:35.000 --> 00:03:37.000]  祈禱奉靠主耶穌基督
[00:03:37.000 --> 00:03:39.000]  北聖的名次而求
[00:03:39.000 --> 00:03:40.000]  阿們
[00:03:40.000 --> 00:03:46.000]  在2024年11月6日
[00:03:46.000 --> 00:03:48.000]  剛剛過了不久
[00:03:48.000 --> 00:03:53.000]  大家都會留意到
[00:03:53.000 --> 00:03:55.000]  我們南邊的國家美國
[00:03:55.000 --> 00:03:59.000]  終於選了一個新的總統出來
[00:03:59.000 --> 00:04:03.000]  這次選舉的結果
[00:04:03.000 --> 00:04:10.000]  可以說是在美國歷史上一個很特別的發展
[00:04:10.000 --> 00:04:14.000]  因為無論是總統的位置
[00:04:14.000 --> 00:04:19.000]  或者總票數的數目
[00:04:19.000 --> 00:04:22.000]  即是全國的國家的國民投票
[00:04:22.000 --> 00:04:26.000]  或者是美國的眾議院
[00:04:26.000 --> 00:04:29.000]  或者是參議院
[00:04:29.000 --> 00:04:31.000]  以及州長
[00:04:31.000 --> 00:04:38.000]  都完全可以說是被共和黨的候選人包攬
[00:04:38.000 --> 00:04:43.000]  今天我不是和大家一起討論美國的政治
[00:04:43.000 --> 00:04:46.000]  不過我卻留意到一件
[00:04:46.000 --> 00:04:52.000]  在這個選舉之後有很多的評議
[00:04:52.000 --> 00:04:54.000]  在當中指出
[00:04:54.000 --> 00:04:59.000]  這個共和黨的候選人勝出之後
[00:04:59.000 --> 00:05:01.000]  無獨有偶
[00:05:01.000 --> 00:05:07.000]  很多時候我們看到輸的一方理論上是承認自己的落敗
[00:05:07.000 --> 00:05:14.000]  但是在他們宣佈自己輸了選舉之後
[00:05:14.000 --> 00:05:19.000]  他們沒有直接說他們真的輸了選舉
[00:05:19.000 --> 00:05:23.000]  反而他們提出了一件令我非常擔心的事
[00:05:23.000 --> 00:05:26.000]  甚至我們作為信徒應該更加留心的事
[00:05:26.000 --> 00:05:31.000]  他們反而出來說要繼續進行爭戰
[00:05:31.000 --> 00:05:36.000]  甚至對方落敗的一方
[00:05:36.000 --> 00:05:39.000]  這個民主黨的女候選人
[00:05:39.000 --> 00:05:47.000]  用神的名字出來說要繼續爭取很多不同的自由
[00:05:47.000 --> 00:05:52.000]  才是真正美國民主的意義
[00:05:52.000 --> 00:05:58.000]  而且當中有很多人非常和應
[00:05:58.000 --> 00:06:03.000]  他們覺得他們要繼續爭取的是要有墮胎權
[00:06:03.000 --> 00:06:05.000]  變性權
[00:06:05.000 --> 00:06:07.000]  吸毒權
[00:06:07.000 --> 00:06:10.000]  女性的女權
[00:06:10.000 --> 00:06:14.000]  以至於指出如果他們不繼續爭取的話
[00:06:14.000 --> 00:06:19.000]  整個美國就沒有了大愛
[00:06:19.000 --> 00:06:22.000]  當他們說到這一點的時候
[00:06:22.000 --> 00:06:25.000]  我就更加擔心
[00:06:25.000 --> 00:06:32.000]  因為基督教一向都經常說愛
[00:06:32.000 --> 00:06:36.000]  在我自信主80年代的時候
[00:06:36.000 --> 00:06:39.000]  以至於現在的時代
[00:06:39.000 --> 00:06:44.000]  基督教仍然廣泛地說要有大愛
[00:06:44.000 --> 00:06:46.000]  上帝就是愛
[00:06:46.000 --> 00:06:50.000]  其實這個陳述在我很早信主的時候
[00:06:50.000 --> 00:06:53.000]  我已經發覺它有它本身的問題
[00:06:53.000 --> 00:06:56.000]  上帝是不是只說愛呢
[00:06:56.000 --> 00:06:59.000]  而什麼叫做愛呢
[00:06:59.000 --> 00:07:01.000]  所以在聖經裏面
[00:07:01.000 --> 00:07:04.000]  我很多時候很賣力去研讀的就是
[00:07:04.000 --> 00:07:09.000]  找回聖經裏面所說的愛是什麼定義
[00:07:09.000 --> 00:07:15.000]  如果我們不在聖經裏面找回愛的定義的話
[00:07:15.000 --> 00:07:20.000]  我們很泛濫地去用愛字眼的時候
[00:07:20.000 --> 00:07:25.000]  就很容易跌入了一個人為所定的愛
[00:07:25.000 --> 00:07:30.000]  就好像我所看到的這些輸了的民主黨的候選人
[00:07:30.000 --> 00:07:39.000]  他們所說的愛是指原來支持很多上帝不起悅的事情
[00:07:39.000 --> 00:07:43.000]  那份權利的所謂愛
[00:07:43.000 --> 00:07:46.000]  於是造成了什麼呢
[00:07:46.000 --> 00:07:49.000]  造成了過去在美國這麼多年來
[00:07:49.000 --> 00:07:52.000]  甚至現在在加拿大都有這個現象
