
[00:00:00.000 --> 00:00:03.000]  (十七章)
[00:00:03.000 --> 00:00:06.200]  時詩記的十七章、十八章
[00:00:06.200 --> 00:00:10.480]  其實我們已經講完十二個時詩的事
[00:00:10.480 --> 00:00:12.480]  記不記得我和大家講過
[00:00:12.480 --> 00:00:15.000]  時詩記裏面一共有十二個時詩
[00:00:15.000 --> 00:00:17.400]  我們講完他們的事跡了
[00:00:17.400 --> 00:00:20.720]  接下來十七章至二十一章
[00:00:20.720 --> 00:00:24.520]  其實是講主要是兩個支派的事
[00:00:24.520 --> 00:00:27.880]  十七章、十八章就是彈支派
[00:00:27.880 --> 00:00:32.800]  十九章至二十一章就是講到變亞敏支派
[00:00:32.800 --> 00:00:35.680]  我今天給他一個很有趣的題目
[00:00:35.680 --> 00:00:38.960]  叫做人心不足蛇吞象
[00:00:38.960 --> 00:00:41.680]  各人都任意而行
[00:00:41.680 --> 00:00:45.520]  蛇吞象其實的出處在哪裏
[00:00:45.520 --> 00:00:50.040]  是屈原在說戰國時代的一首詩
[00:00:50.040 --> 00:00:54.560]  他講到令蛇吞象缺大何餘
[00:00:54.560 --> 00:00:57.440]  蛇吞象就是出於屈原
[00:00:57.440 --> 00:01:00.240]  後人加上人心不足
[00:01:00.240 --> 00:01:03.760]  就是一個人當你不知足的時候
[00:01:03.760 --> 00:01:08.120]  就好像一條蛇想吞了一隻大象一樣
[00:01:08.120 --> 00:01:11.440]  當然後人作了很多故事
[00:01:11.440 --> 00:01:13.920]  又說這個象不是大象
[00:01:13.920 --> 00:01:16.240]  是一個人叫做阿象
[00:01:16.240 --> 00:01:18.640]  這些都是後人作出來
[00:01:18.640 --> 00:01:22.040]  但典故是出於戰國的屈原
[00:01:22.040 --> 00:01:25.080]  有人會問你今天講彈支派
[00:01:25.080 --> 00:01:27.680]  為何會講到蛇吞象
[00:01:27.680 --> 00:01:30.200]  其實等會我們會見到
[00:01:30.200 --> 00:01:33.800]  彈支派和蛇有很大的淵源
[00:01:33.800 --> 00:01:35.640]  等會我們會解釋
[00:01:35.640 --> 00:01:37.520]  有學者認為
[00:01:37.520 --> 00:01:41.440]  《事詩記》的十七章至二十一章所講的事
[00:01:41.440 --> 00:01:44.400]  不是按照時間性來發生
[00:01:44.400 --> 00:01:49.280]  也就是說不是在這十二個事詩之後的事
[00:01:49.280 --> 00:01:53.400]  記不記得我們講最後一個事詩就是參宣
[00:01:53.400 --> 00:01:56.880]  參宣成為以色列人的事司的時候
[00:01:56.880 --> 00:02:02.160]  正是非利士人統治以色列人四十年的時候
[00:02:02.160 --> 00:02:06.840]  有人注意到若果真是非利士人掌權
[00:02:06.840 --> 00:02:10.120]  彈支派在我們今天的經文
[00:02:10.120 --> 00:02:13.400]  就不會由南邊遷移到北邊
[00:02:13.400 --> 00:02:14.600]  沒那麼容易
[00:02:14.600 --> 00:02:20.160]  對變雅敏支派的真戰也不可能會發生
[00:02:20.160 --> 00:02:23.200]  所以有學者認為
[00:02:23.200 --> 00:02:26.360]  《事詩記》的作者就是將這一切的事
[00:02:26.360 --> 00:02:28.520]  放在《事詩記》的最後
[00:02:28.520 --> 00:02:30.120]  成為一個附錄
[00:02:30.120 --> 00:02:33.320]  指出當時以色列人的邪惡
[00:02:33.320 --> 00:02:35.320]  指出他們的腐敗
[00:02:35.320 --> 00:02:38.560]  耶穌基督在世的時候時時都說
[00:02:38.560 --> 00:02:41.760]  看一個人是看一個人的內心
[00:02:41.760 --> 00:02:44.920]  在馬太福音的十五章十八節
[00:02:44.920 --> 00:02:49.200]  說唯獨出口的是從心裡發出來的
[00:02:49.200 --> 00:02:51.200]  這才是護衛人
[00:02:51.200 --> 00:02:54.040]  看一個人是看一個人的內心
[00:02:54.040 --> 00:02:55.840]  看一個國家
[00:02:55.840 --> 00:02:59.120]  也看他的內在三件事
[00:02:59.120 --> 00:03:01.120]  看他們的家庭
[00:03:01.120 --> 00:03:02.880]  看他們的信仰
[00:03:02.880 --> 00:03:04.880]  看他們的社會
[00:03:04.880 --> 00:03:09.600]  以色列人曾經以勝利的姿態進入迦蘭地
[00:03:09.600 --> 00:03:11.600]  將榮耀歸給神
[00:03:11.600 --> 00:03:15.040]  但是他們的內裡出現了問題
[00:03:15.040 --> 00:03:16.440]  他們的家庭
[00:03:16.440 --> 00:03:17.880]  他們的敬拜
[00:03:17.880 --> 00:03:20.520]  他們的社會都出現問題
[00:03:20.520 --> 00:03:23.160]  所以《士斯記》說到
[00:03:23.160 --> 00:03:28.720]  那時以色列人沒有王國人任意而為
[00:03:28.720 --> 00:03:31.520]  其實我們美國也是一樣
[00:03:31.520 --> 00:03:34.920]  美國是以基督教來立國
[00:03:34.920 --> 00:03:36.240]  但是很可惜
[00:03:36.240 --> 00:03:38.240]  現在美國的家庭
[00:03:38.240 --> 00:03:39.680]  我們的敬拜
[00:03:39.680 --> 00:03:42.360]  我們的社會都出現了問題
[00:03:42.360 --> 00:03:46.240]  所以美國不斷地走下坡
[00:03:46.240 --> 00:03:49.040]  首先我們來看看
[00:03:49.040 --> 00:03:52.480]  《士斯記》裡家庭裡的混亂
[00:03:52.480 --> 00:03:54.480]  家庭是很重要
[00:03:54.480 --> 00:03:56.480]  是社會的根基
[00:03:56.480 --> 00:04:01.920]  當神將夏娃在雪伊甸園許配給亞當時
[00:04:01.920 --> 00:04:05.680]  就建立了人間第一個家庭
[00:04:05.680 --> 00:04:07.200]  但是很可惜
[00:04:07.200 --> 00:04:11.440]  就是因為亞當和夏娃這個家庭裡的罪
[00:04:11.440 --> 00:04:16.080]  以致使社會全世界墮落了
[00:04:16.080 --> 00:04:20.600]  在詩篇的十一篇第三節說
[00:04:20.600 --> 00:04:25.680]  「根基若毀壞,而人還能作甚麼呢?」
[00:04:25.680 --> 00:04:29.200]  在《士斯記》第十七章我們看到
[00:04:29.200 --> 00:04:32.600]  有一個人名叫米加出現了
[00:04:32.600 --> 00:04:35.520]  米加這個人的名字的意思
[00:04:35.520 --> 00:04:37.760]  就是「誰將也和華」
[00:04:37.760 --> 00:04:41.360]  但是這個人肯定不是一個屬靈的人
[00:04:41.360 --> 00:04:45.040]  他肯定不會將他的生命來到榮耀神
[00:04:45.040 --> 00:04:47.760]  經文說到他有一個家庭
[00:04:47.760 --> 00:04:49.760]  沒有說到他有妻室
[00:04:49.760 --> 00:04:52.160]  但我們知道他有一個媽媽
[00:04:52.160 --> 00:04:54.640]  而他的媽媽是很有錢的
[00:04:54.640 --> 00:04:58.720]  大家庭在這裡以色列是司空見慣
[00:04:58.720 --> 00:05:00.720]  是非常平常的事
[00:05:00.720 --> 00:05:03.440]  這個米加做了甚麼呢?
[00:05:03.440 --> 00:05:08.160]  他偷了他媽媽1100赦赫勒的銀子
[00:05:08.160 --> 00:05:10.640]  嘩!你說一下
[00:05:10.640 --> 00:05:12.640]  1100赦赫勒
[00:05:12.640 --> 00:05:14.320]  似曾相識
[00:05:14.320 --> 00:05:16.320]  好像哪裡見過的?
[00:05:16.320 --> 00:05:19.600]  我上次和大家說到參宣的事
[00:05:19.600 --> 00:05:21.840]  說到非利士人的領袖
[00:05:21.840 --> 00:05:27.600]  每個領袖都願意給大尼拉1100赦赫勒的銀子
[00:05:27.600 --> 00:05:29.600]  為甚麼這麼相似?
[00:05:29.600 --> 00:05:32.320]  其實在《士斯記》裏面
[00:05:32.320 --> 00:05:33.680]  如果你注意的話
[00:05:33.680 --> 00:05:37.600]  是充滿11或11的賠數
[00:05:37.600 --> 00:05:40.640]  那些數字都能夠除11的
[00:05:40.640 --> 00:05:41.760]  為甚麼?
[00:05:41.760 --> 00:05:45.760]  因為在聖經裏面10是代表神的權威
[00:05:45.760 --> 00:05:47.760]  在人的權威之上
[00:05:47.760 --> 00:05:49.360]  你看看
[00:05:49.360 --> 00:05:53.520]  為甚麼我們要將11奉獻獻給神呢?
[00:05:53.520 --> 00:05:55.920]  因為是屬於神的
[00:05:55.920 --> 00:05:57.440]  是屬於祂的權柄
[00:05:57.440 --> 00:05:58.960]  還有呢
[00:05:58.960 --> 00:06:01.440]  祂降十災在埃及
[00:06:01.440 --> 00:06:04.240]  就是彰顯祂的權柄
[00:06:04.240 --> 00:06:05.760]  然後呢
[00:06:05.760 --> 00:06:09.040]  祂將十誡賜給以色列人
[00:06:09.040 --> 00:06:11.520]  又一次見到神的權柄
[00:06:11.520 --> 00:06:13.520]  但是11呢
[00:06:13.520 --> 00:06:18.240]  在聖經裏面是代表人挑戰神的權柄
[00:06:18.240 --> 00:06:19.840]  是人的混亂
[00:06:19.840 --> 00:06:21.280]  是人的反叛
[00:06:21.280 --> 00:06:26.000]  我們不妨看看在《士斯記》裏面有甚麼11的賠數
[00:06:26.000 --> 00:06:29.600]  記不記得在《士斯記》的七章三節
[00:06:29.600 --> 00:06:32.320]  機電去攻打米殿人
[00:06:32.320 --> 00:06:35.920]  他將他的軍隊由3萬2千人
[00:06:35.920 --> 00:06:38.160]  減了2萬2千人
[00:06:38.160 --> 00:06:39.920]  去到1萬人
[00:06:39.920 --> 00:06:42.160]  之後又減到3百
[00:06:42.160 --> 00:06:44.640]  減了2萬2千人
[00:06:44.640 --> 00:06:46.080]  有沒有見到2萬2千人
[00:06:46.080 --> 00:06:47.760]  也是11的賠數
[00:06:47.760 --> 00:06:49.200]  還有呢
[00:06:49.200 --> 00:06:52.320]  在《士斯記》的第八章十四節
[00:06:52.320 --> 00:06:55.040]  機電追趕米殿人
[00:06:55.040 --> 00:06:56.960]  打贏了仗
[00:06:56.960 --> 00:07:00.480]  當時經過疏國這個地方
[00:07:00.480 --> 00:07:02.480]  他要求疏國的人
[00:07:02.480 --> 00:07:05.120]  施完手給他食物
[00:07:05.120 --> 00:07:06.560]  給他軍隊食物
[00:07:06.720 --> 00:07:11.120]  結果疏國有多少個長老來拒絕
[00:07:11.120 --> 00:07:12.960]  77個長老
[00:07:12.960 --> 00:07:14.880]  又是11的賠數
[00:07:14.880 --> 00:07:16.400]  剛才說過
[00:07:16.400 --> 00:07:17.920]  斐理士人的領袖
[00:07:17.920 --> 00:07:21.440]  每人願意出1100赦夏勒的銀子
[00:07:21.440 --> 00:07:25.520]  給大尼拉來引誘參孫
[00:07:25.520 --> 00:07:27.680]  說出他力量的秘密
[00:07:27.680 --> 00:07:30.400]  《士斯記》的十六章五節
[00:07:30.400 --> 00:07:32.160]  今天的經文
[00:07:32.160 --> 00:07:33.760]  十七章二節
[00:07:33.760 --> 00:07:38.080]  米伽偷了他媽媽1100赦夏勒的銀子
[00:07:38.080 --> 00:07:39.760]  遲些我們見到
[00:07:39.760 --> 00:07:43.760]  彈支派會派600個士兵
[00:07:43.760 --> 00:07:46.160]  加上5個探子
[00:07:46.160 --> 00:07:47.920]  去到米伽的家
[00:07:47.920 --> 00:07:50.000]  去搶他家的神像
[00:07:50.000 --> 00:07:54.240]  605也是11的賠數
[00:07:54.240 --> 00:07:57.600]  還有下一次會和大家說的
[00:07:57.600 --> 00:07:59.920]  就是變雅文支派
[00:07:59.920 --> 00:08:02.640]  他們會從基比亞出來
[00:08:02.640 --> 00:08:05.680]  殺死22000個以色列人
[00:08:05.680 --> 00:08:08.640]  22000又是11的賠數
[00:08:08.640 --> 00:08:11.520]  《士斯記》的二十章二十一節
[00:08:11.520 --> 00:08:13.520]  所以我們見到在《士斯記》裏面
[00:08:13.520 --> 00:08:14.800]  是充滿11
[00:08:14.800 --> 00:08:19.280]  11除了是代表人的叛逆
[00:08:19.280 --> 00:08:21.840]  也是一個不足的數字
[00:08:21.840 --> 00:08:24.560]  因為聖經裏面12是甚麼?
[00:08:24.560 --> 00:08:27.040]  12有12支派
[00:08:27.040 --> 00:08:28.800]  有12個士司
[00:08:28.800 --> 00:08:30.480]  有12個門徒
[00:08:30.480 --> 00:08:32.720]  11少了一個
[00:08:32.720 --> 00:08:34.000]  是一個不足
[00:08:34.000 --> 00:08:38.160]  是一個違背神反抗神的數字
[00:08:38.160 --> 00:08:41.760]  所以在《士斯記》裏面重複出現
[00:08:41.760 --> 00:08:45.520]  這個米伽偷了他媽媽的錢
[00:08:45.520 --> 00:08:49.040]  他媽媽就開始咒助這個小偷
[00:08:49.040 --> 00:08:52.720]  不知道原來是他自己的兒子偷了他的錢
[00:08:52.720 --> 00:08:56.240]  這個米伽見到媽媽咒助小偷
[00:08:56.240 --> 00:09:00.800]  很害怕把錢拿出來給媽媽
[00:09:00.800 --> 00:09:04.560]  我們見到他絕對不是一個敬畏神的人
[00:09:04.560 --> 00:09:07.840]  他只怕他媽媽的咒助
[00:09:07.840 --> 00:09:10.640]  他媽媽見到他拿錢出來
[00:09:10.640 --> 00:09:11.920]  都不知道多開心
[00:09:11.920 --> 00:09:13.520]  不再咒助兒子
[00:09:13.520 --> 00:09:14.960]  還祝福兒子
[00:09:14.960 --> 00:09:18.960]  還叫兒子拿出來的錢
[00:09:18.960 --> 00:09:21.840]  製造了一個偶像
[00:09:21.840 --> 00:09:24.640]  放在兒子的神壇裏
[00:09:24.640 --> 00:09:27.200]  原來他的兒子米伽有一個神壇
[00:09:27.200 --> 00:09:29.120]  有很多很多的偶像
[00:09:29.120 --> 00:09:32.080]  把這個新的偶像放在那裏
[00:09:32.080 --> 00:09:34.080]  成為其中一個偶像
[00:09:34.080 --> 00:09:37.360]  又給錢製造了一個以弗德
[00:09:37.360 --> 00:09:40.800]  給米伽的兒子做祭司
[00:09:40.800 --> 00:09:42.640]  來侍奉這些偶像
[00:09:42.640 --> 00:09:45.360]  你有沒有見過任何的家庭
[00:09:45.360 --> 00:09:47.280]  在靈明上在道德上
[00:09:47.280 --> 00:09:48.880]  是這麼混亂
[00:09:48.880 --> 00:09:50.640]  離譜的
[00:09:50.640 --> 00:09:54.080]  差不多是犯了所有的十戒
[00:09:54.080 --> 00:09:57.920]  他們絕對不會覺得是內疚
[00:09:57.920 --> 00:10:00.720]  他們做了這麼離奇曲折的事
[00:10:00.720 --> 00:10:03.680]  反而以為自己還在侍奉神
[00:10:03.680 --> 00:10:06.480]  還在榮耀神
[00:10:06.480 --> 00:10:09.600]  這個其實和現在很多
[00:10:09.600 --> 00:10:12.480]  基督教的家庭都是一樣
[00:10:12.480 --> 00:10:15.520]  做了很多違背神的事
[00:10:15.520 --> 00:10:17.920]  還以為自己在侍奉神
[00:10:17.920 --> 00:10:21.920]  還以為自己在榮耀神
[00:10:21.920 --> 00:10:25.920]  米伽的媽媽其實是違反了
[00:10:25.920 --> 00:10:28.320]  哪些十戒的條例?
[00:10:28.320 --> 00:10:29.520]  第一戒
[00:10:29.520 --> 00:10:32.320]  除我以外不可有別的神
[00:10:32.320 --> 00:10:36.560]  第二戒不可為自己雕刻偶像
[00:10:36.560 --> 00:10:40.160]  她已經違背了這兩戒
[00:10:40.160 --> 00:10:42.960]  她還要把這個新的偶像
[00:10:42.960 --> 00:10:46.080]  放在兒子的神壇上
[00:10:46.080 --> 00:10:49.360]  在《神明記》的十二章一至十四節
[00:10:49.360 --> 00:10:52.240]  說以色列人唯一敬拜的地方
[00:10:52.240 --> 00:10:54.800]  就是「士羅的回望」
[00:10:54.800 --> 00:10:58.000]  人是不可以有自己的神壇
[00:10:58.000 --> 00:11:01.280]  有偶像來敬拜神
[00:11:01.280 --> 00:11:02.640]  還有些問題
[00:11:02.640 --> 00:11:06.320]  她媽媽沒有處理她兒子的罪
[00:11:06.320 --> 00:11:08.160]  她兒子犯了偷竊
[00:11:08.160 --> 00:11:09.680]  她沒有去處理
[00:11:09.680 --> 00:11:12.640]  她沒有意圖去改變她兒子
[00:11:12.640 --> 00:11:15.040]  使他成為一個更加好的人
[00:11:15.040 --> 00:11:18.800]  她的媽媽可能一樣這麼腐敗
[00:11:18.800 --> 00:11:22.240]  米加自己又犯了什麼罪?
[00:11:22.240 --> 00:11:26.000]  我們看到除了她犯了第一戒和第二戒
[00:11:26.000 --> 00:11:27.360]  和她媽媽一樣
[00:11:27.360 --> 00:11:29.440]  她也犯了第五戒
[00:11:29.440 --> 00:11:31.440]  當孝敬父母
[00:11:31.440 --> 00:11:32.880]  她偷她媽媽的錢
[00:11:32.880 --> 00:11:34.960]  她就沒有孝敬父母
[00:11:34.960 --> 00:11:36.480]  她犯了第八戒
[00:11:36.480 --> 00:11:38.080]  不可偷竊
[00:11:38.080 --> 00:11:39.920]  她犯了第九戒
[00:11:39.920 --> 00:11:41.760]  我相信她媽媽
[00:11:41.760 --> 00:11:42.880]  不見了錢
[00:11:42.880 --> 00:11:44.400]  首先就是問兒子
[00:11:44.400 --> 00:11:46.480]  你有沒有見到我的錢?
[00:11:46.480 --> 00:11:47.520]  他沒有說
[00:11:47.520 --> 00:11:51.280]  直至她媽媽就坐這個小偷
[00:11:51.280 --> 00:11:52.800]  他才拿回錢出來
[00:11:52.800 --> 00:11:56.080]  米加也犯了第十戒
[00:11:56.080 --> 00:11:57.360]  不可貪婪
[00:11:57.360 --> 00:12:00.000]  這個人捉不出戶
[00:12:00.000 --> 00:12:02.560]  就犯了十戒當中的六戒
[00:12:02.560 --> 00:12:06.560]  有沒有見到當時的家庭有多混亂?
[00:12:06.560 --> 00:12:11.120]  米加不單止有自己的神壇
[00:12:11.120 --> 00:12:14.320]  她還叫她自己的兒子來做祭司
[00:12:14.320 --> 00:12:16.800]  這是大大不可的事
[00:12:16.800 --> 00:12:19.440]  在《文素記》的三章十節
[00:12:19.440 --> 00:12:21.520]  說只有亞倫的子孫
[00:12:21.520 --> 00:12:24.160]  可以成為以色列人的祭司
[00:12:24.160 --> 00:12:28.560]  如果任何人自己來做祭司的話
[00:12:28.560 --> 00:12:30.320]  這是死罪
[00:12:30.320 --> 00:12:35.360]  米加一家完全沒有服從道神的話語
[00:12:35.360 --> 00:12:38.240]  他們一家在宗教和道德上
[00:12:38.240 --> 00:12:40.320]  敗壞到不得了
[00:12:40.320 --> 00:12:41.920]  我剛才說
[00:12:41.920 --> 00:12:45.920]  這和今時今日很多家庭
[00:12:45.920 --> 00:12:47.200]  都很相似
[00:12:47.200 --> 00:12:50.240]  金錢成為他們的偶像
[00:12:50.240 --> 00:12:52.720]  他們不孝敬父母
[00:12:52.720 --> 00:12:55.360]  他們凡偷竊、說謊
[00:12:55.360 --> 00:12:57.440]  他們不榮耀神
[00:12:57.440 --> 00:13:00.800]  現在我們的手機、電視
[00:13:00.800 --> 00:13:03.840]  時時都會讓我們看到有很多偶像
[00:13:03.840 --> 00:13:06.000]  有很多東西我們想要
[00:13:06.000 --> 00:13:07.840]  金錢、地位
[00:13:07.840 --> 00:13:10.240]  這些一切都成為我們的偶像
[00:13:10.240 --> 00:13:13.760]  很少人會尊重神的話語
[00:13:13.760 --> 00:13:16.960]  其實神的話語就是教我們
[00:13:16.960 --> 00:13:19.200]  要怎樣教我們的子女
[00:13:19.200 --> 00:13:21.840]  這在家庭裏是很重要的
[00:13:21.840 --> 00:13:26.960]  很可惜現在美國已經不准在公立學校
[00:13:26.960 --> 00:13:29.360]  讓學生來讀聖經
[00:13:29.360 --> 00:13:32.160]  這是很可惜的事
[00:13:32.160 --> 00:13:33.920]  有人說不用怕
[00:13:33.920 --> 00:13:37.120]  不讓小朋友讀聖經
[00:13:37.120 --> 00:13:40.240]  將來這些小朋友長大了犯了罪
[00:13:40.240 --> 00:13:44.320]  進監獄有很多時間讀免費聖經
[00:13:44.320 --> 00:13:45.360]  有人這樣說
[00:13:45.360 --> 00:13:47.680]  但現在今時今日
[00:13:47.680 --> 00:13:49.520]  監獄都爆棚
[00:13:49.520 --> 00:13:52.720]  美國政府真的頭都大了
[00:13:52.720 --> 00:13:56.080]  不知道怎樣處理這些事情
[00:13:56.080 --> 00:13:57.680]  問題很簡單
