
[00:00:00.000 --> 00:00:04.000]  我介紹過四本書
[00:00:04.000 --> 00:00:08.000]  兩本是美國的作者 記得嗎?
[00:00:08.000 --> 00:00:12.000]  Eugene Peterson 和 A.W. Tozer
[00:00:12.000 --> 00:00:19.000]  兩本是英國的作者 John Stott 和 C.S. Lewis
[00:00:19.000 --> 00:00:23.000]  好像很崇洋 說的都是西方人
[00:00:23.000 --> 00:00:27.000]  所以今晚我決定介紹兩本香港人寫的書
[00:00:27.000 --> 00:00:33.000]  並且兩位作者都是我們中國神學研究院畢業的校友
[00:00:33.000 --> 00:00:37.000]  所以很引以為榮
[00:00:37.000 --> 00:00:40.000]  我們的校友 青出於藍
[00:00:40.000 --> 00:00:47.000]  第一本就是《人際衝突與靈命塑造》
[00:00:47.000 --> 00:00:52.000]  是陳教慈牧師寫的
[00:00:52.000 --> 00:00:57.000]  陳牧師其實在1983年
[00:00:57.000 --> 00:01:01.000]  和我是樓上樓下兩間教會
[00:01:01.000 --> 00:01:03.000]  我們當時大家都還不是牧師
[00:01:03.000 --> 00:01:07.000]  後來他在中神再讀書
[00:01:07.000 --> 00:01:10.000]  然後就過了美國進修
[00:01:10.000 --> 00:01:16.000]  這本書是他的博士論文的研究演變出來的
[00:01:16.000 --> 00:01:22.000]  《人際衝突與靈命塑造》是相反的字
[00:01:22.000 --> 00:01:29.000]  不是的 其實兩者之間有很多千絲萬縷的關係
[00:01:29.000 --> 00:01:32.000]  如果你對於這個題目有興趣
[00:01:32.000 --> 00:01:35.000]  我可以推薦這本書給你
[00:01:35.000 --> 00:01:38.000]  這是一本寫得很簡單很薄
[00:01:38.000 --> 00:01:42.000]  不是很長氣 也不是很邏輯分析
[00:01:42.000 --> 00:01:45.000]  不是 其實它講很多很實際
[00:01:45.000 --> 00:01:53.000]  怎樣在衝突當中我們可以靈命得到成長
[00:01:53.000 --> 00:01:57.000]  第二本書更加吸引我的
[00:01:57.000 --> 00:02:04.000]  作者是一對couple 邵章平、尹妙珍
[00:02:04.000 --> 00:02:08.000]  章平弟兄也是我們中神的校友
[00:02:08.000 --> 00:02:12.000]  這本書是他們夫妻的情信
[00:02:12.000 --> 00:02:20.000]  不過他們的內容不是講什麼月亮代表我的心之類
[00:02:20.000 --> 00:02:24.000]  他們講的是一些很實在
[00:02:24.000 --> 00:02:28.000]  在他們生命當中的掙扎
[00:02:28.000 --> 00:02:35.000]  他們叫做「對話靈情一對基督徒夫婦真情否白
[00:02:35.000 --> 00:02:41.000]  真誠的信仰與生命成長之旅」
[00:02:41.000 --> 00:02:45.000]  第一封信是章平弟兄知道
[00:02:45.000 --> 00:02:53.000]  他在英國讀的PhD的論文失敗
[00:02:53.000 --> 00:02:56.000]  他要決定接著怎樣做
[00:02:56.000 --> 00:02:59.000]  寫了一封信給太太
[00:02:59.000 --> 00:03:03.000]  如果你是做太太的 你怎樣回信呢?
[00:03:03.000 --> 00:03:06.000]  所以是很真實的一些對白
[00:03:06.000 --> 00:03:09.000]  難得他們有這樣的勇氣
[00:03:09.000 --> 00:03:12.000]  和有這樣的誠實
[00:03:12.000 --> 00:03:19.000]  將他們生命當中一些不完美的地方
[00:03:19.000 --> 00:03:24.000]  很坦白地與弟兄姊妹分享
[00:03:24.000 --> 00:03:29.000]  所以拿撒勒有什麼好東西
[00:03:29.000 --> 00:03:33.000]  先知在本地不受尊敬
[00:03:33.000 --> 00:03:39.000]  幸好香港的牧師他們著作拿來澳洲賣
[00:03:39.000 --> 00:03:44.000]  應該物離鄉貴 是不是應該這樣說?
[00:03:44.000 --> 00:03:47.000]  值得推薦你看
[00:03:47.000 --> 00:03:50.000]  這兩本都不難看的 很薄的
[00:03:50.000 --> 00:03:55.000]  和上兩次我介紹的書是很不同的
[00:03:56.000 --> 00:04:03.000]  好 今晚我們來到《新明記》中間那一章
[00:04:03.000 --> 00:04:06.000]  《新明記》有34章
[00:04:06.000 --> 00:04:12.000]  今晚我們要看的是17章最後的一段
[00:04:12.000 --> 00:04:17.000]  17章第14節到20節
[00:04:17.000 --> 00:04:24.000]  《新明記》17章第14節到20節
[00:04:24.000 --> 00:04:27.000]  你找到聖經或者點擊了經文出來
[00:04:27.000 --> 00:04:31.000]  在你的iPhone我們一起讀
[00:04:31.000 --> 00:04:35.000]  《新明記》第17章第14節
[00:04:35.000 --> 00:04:37.000]  一直讀到20節
[00:04:37.000 --> 00:04:41.000]  找到我們同聲一起讀神的話
[00:04:41.000 --> 00:04:46.000]  「到了耶和華,你神所賜你的地,得了那地,
[00:04:46.000 --> 00:04:51.000]  居住的時候若說:我要立王治理我,
[00:04:51.000 --> 00:04:54.000]  將四圍的國一樣。
[00:04:54.000 --> 00:04:59.000]  你總要立耶和華你神所揀選的人為王,
[00:04:59.000 --> 00:05:02.000]  必從你弟兄中立一人,
[00:05:02.000 --> 00:05:07.000]  不可立你弟兄以外的人為王。
[00:05:07.000 --> 00:05:11.000]  只是王不可為自己加添馬匹,
[00:05:11.000 --> 00:05:18.000]  也不可使百姓回哀及去為要加添他的馬匹。
[00:05:18.000 --> 00:05:22.000]  因為耶和華曾吩咐你們說:
[00:05:22.000 --> 00:05:25.000]  不可再回那條路去,
[00:05:25.000 --> 00:05:29.000]  他也不可為自己多立妃嬪,
[00:05:29.000 --> 00:05:32.000]  恐怕他的心偏邪,
[00:05:32.000 --> 00:05:35.000]  也不可為自己多積金銀。
[00:05:35.000 --> 00:05:37.000]  他登了國位,
[00:05:37.000 --> 00:05:42.000]  就要將祭司利美人面前的這律法書
[00:05:42.000 --> 00:05:45.000]  為自己抄錄一本,
[00:05:45.000 --> 00:05:49.000]  存在他那裡要平生眾讀,
[00:05:49.000 --> 00:05:53.000]  好學習敬畏耶和華他的神,
[00:05:53.000 --> 00:06:00.000]  謹守遵行這律法書上的一切言語和這些律例,
[00:06:00.000 --> 00:06:04.000]  免得他向弟兄心高氣傲,
[00:06:04.000 --> 00:06:06.000]  偏左偏右,
[00:06:06.000 --> 00:06:08.000]  來了這誡命。
[00:06:08.000 --> 00:06:14.000]  這樣他和他的子孫便可在以色列中
[00:06:14.000 --> 00:06:19.000]  在國位上連長日久。
[00:06:19.000 --> 00:06:23.000]  聖明記來到中間,
[00:06:23.000 --> 00:06:28.000]  講的主角是君王。
[00:06:28.000 --> 00:06:32.000]  以色列人進了迦南地之後,
[00:06:32.000 --> 00:06:36.000]  摩西先跟他們提:
[00:06:36.000 --> 00:06:42.000]  你到了耶和華你神所賜你的地,
[00:06:42.000 --> 00:06:46.000]  得了那地居住的時候,
[00:06:46.000 --> 00:06:48.000]  那你就會說什麼?
[00:06:48.000 --> 00:06:52.000]  若說:我要立王治理我,
[00:06:52.000 --> 00:06:56.000]  將四圍的國一揚。
[00:06:56.000 --> 00:07:02.000]  這句話,其實如果你讀《撒姆爾記》上第八章,
[00:07:02.000 --> 00:07:08.000]  百姓的代表長老來見撒姆爾,
[00:07:08.000 --> 00:07:11.000]  就正是講這句話。
[00:07:11.000 --> 00:07:15.000]  哇!摩西厲害,真是先知,
[00:07:15.000 --> 00:07:18.000]  一早就預言他們會講這句話,
[00:07:18.000 --> 00:07:22.000]  連個「登登登登」都講出來。
[00:07:22.000 --> 00:07:24.000]  不是,你這樣讀就錯了。
[00:07:24.000 --> 00:07:27.000]  其實撒姆爾記發生的事情,
[00:07:27.000 --> 00:07:30.000]  是後過聖明記的。
[00:07:30.000 --> 00:07:35.000]  不如說,百姓的長老來到撒姆爾的面前,
[00:07:35.000 --> 00:07:40.000]  他們背著聖明記的金句。
[00:07:40.000 --> 00:07:42.000]  摩西說過的,
[00:07:42.000 --> 00:07:45.000]  我們可以立一個王治理我們,
[00:07:45.000 --> 00:07:49.000]  好像周圍的外邦人一樣。
[00:07:49.000 --> 00:07:51.000]  所以你讀撒姆爾記的時候,
[00:07:51.000 --> 00:07:53.000]  你要很小心,
[00:07:53.000 --> 00:07:56.000]  不高興的是撒姆爾,
[00:07:56.000 --> 00:07:58.000]  因為本來撒姆爾的心,
[00:07:58.000 --> 00:08:01.000]  是想給兩個兒子做的,
[00:08:01.000 --> 00:08:03.000]  但兩個兒子不肖,
[00:08:03.000 --> 00:08:09.000]  不像他父親忠心誠實,
[00:08:09.000 --> 00:08:13.000]  他兩個兒子羞愁賄賂,
[00:08:13.000 --> 00:08:16.000]  如果當時有ICAC就告他。
[00:08:16.000 --> 00:08:18.000]  撒姆爾不高興,
[00:08:18.000 --> 00:08:20.000]  但撒姆爾是一個好的領袖,
[00:08:20.000 --> 00:08:22.000]  他不高興的時候,
[00:08:22.000 --> 00:08:24.000]  他不是走去罵人,
[00:08:24.000 --> 00:08:26.000]  他不高興的時候,他做什麼?
[00:08:26.000 --> 00:08:28.000]  他祈禱。
[00:08:28.000 --> 00:08:30.000]  下次你不高興的時候,
[00:08:30.000 --> 00:08:32.000]  你知道做什麼了。
[00:08:32.000 --> 00:08:33.000]  撒姆爾祈禱的時候,
[00:08:33.000 --> 00:08:35.000]  上帝有沒有不高興?
[00:08:35.000 --> 00:08:37.000]  沒有,你讀小心一點。
[00:08:37.000 --> 00:08:39.000]  不是啊,上帝罵他們,
[00:08:39.000 --> 00:08:42.000]  說他們從出埃及開始就是這樣了。
[00:08:42.000 --> 00:08:45.000]  是,上帝將事實講清楚,
[00:08:45.000 --> 00:08:50.000]  但是上帝三次在撒姆爾記上第八章,
[00:08:50.000 --> 00:08:53.000]  三次跟撒姆爾說,
[00:08:53.000 --> 00:08:56.000]  百姓所要求的,
[00:08:56.000 --> 00:09:00.000]  你只管照著去做。
[00:09:00.000 --> 00:09:03.000]  這其實早就說了,
[00:09:03.000 --> 00:09:06.000]  百姓如果想立王,
[00:09:06.000 --> 00:09:09.000]  改變他們的政治制度,
[00:09:09.000 --> 00:09:11.000]  本來他們有摩西,
[00:09:11.000 --> 00:09:14.000]  有亞倫帶領他們出埃及,
[00:09:14.000 --> 00:09:18.000]  有約書亞帶領他們進加拿大,
[00:09:18.000 --> 00:09:20.000]  然後有史詩,
[00:09:20.000 --> 00:09:21.000]  你們有沒有讀過史詩記?
[00:09:21.000 --> 00:09:24.000]  有沒有留意那裡有十二個史詩?
[00:09:24.000 --> 00:09:27.000]  是啊,不多不少,
[00:09:27.000 --> 00:09:28.000]  剛剛十二個,
[00:09:28.000 --> 00:09:31.000]  十二個史詩代表十二個支派,
[00:09:31.000 --> 00:09:33.000]  上帝看顧他們,
[00:09:33.000 --> 00:09:40.000]  興起民族的領袖去管理百姓。
[00:09:40.000 --> 00:09:43.000]  百姓現在想立個王,
[00:09:43.000 --> 00:09:49.000]  還要講明好像四圍其他的國家一樣,
[00:09:49.000 --> 00:09:51.000]  是不是背叛上帝呢?
[00:09:51.000 --> 00:09:52.000]  不是的,
[00:09:52.000 --> 00:09:55.000]  新命紀第十七章早就說了,
[00:09:55.000 --> 00:10:00.000]  上帝早就提醒他們,
[00:10:00.000 --> 00:10:03.000]  如果你們想這樣做,
[00:10:03.000 --> 00:10:05.000]  可以的,
[00:10:05.000 --> 00:10:09.000]  政治沒有絕對的,
[00:10:09.000 --> 00:10:12.000]  不是哪個制度合神的心意,
[00:10:12.000 --> 00:10:16.000]  哪個制度就違反神的命令,
[00:10:16.000 --> 00:10:18.000]  沒有的,
[00:10:18.000 --> 00:10:21.000]  我講的比喻好像捉棋,
[00:10:21.000 --> 00:10:26.000]  今天下午你看了一個很精彩的短片,
[00:10:26.000 --> 00:10:30.000]  爸爸和兒子的對白,
[00:10:30.000 --> 00:10:33.000]  父親和兒子捉棋,
[00:10:33.000 --> 00:10:35.000]  兒子初初雄心大志,
[00:10:35.000 --> 00:10:37.000]  教我捉象棋,
[00:10:37.000 --> 00:10:38.000]  爸爸說好啊,
[00:10:38.000 --> 00:10:40.000]  拿個棋盤出來,
[00:10:40.000 --> 00:10:41.000]  教他先擺棋,
[00:10:41.000 --> 00:10:43.000]  已經很複雜了,
[00:10:43.000 --> 00:10:45.000]  這隻這樣走,那隻又這樣走,
[00:10:45.000 --> 00:10:46.000]  不要搞錯,
[00:10:46.000 --> 00:10:48.000]  過得寒不過得寒,
[00:10:48.000 --> 00:10:49.000]  全部有規矩的,
[00:10:49.000 --> 00:10:51.000]  兒子沒有心機了,
[00:10:51.000 --> 00:10:53.000]  捉帝養有空嗎?
[00:10:53.000 --> 00:10:55.000]  有,捉波子棋,
[00:10:55.000 --> 00:10:57.000]  波子棋也太複雜了,
[00:10:57.000 --> 00:10:59.000]  怎麼跳也很複雜,
[00:10:59.000 --> 00:11:01.000]  捉鬥獸棋,
[00:11:01.000 --> 00:11:04.000]  又要背的什麼象師虎豹狗狼貓鼠,
[00:11:04.000 --> 00:11:06.000]  會不會背的?
[00:11:06.000 --> 00:11:07.000]  還是狼比狗厲害,
[00:11:07.000 --> 00:11:08.000]  還是狗比狼厲害,
[00:11:08.000 --> 00:11:09.000]  又吵死了,
[00:11:09.000 --> 00:11:11.000]  不捉了,捉飛行棋,
[00:11:11.000 --> 00:11:13.000]  都可以的,
[00:11:13.000 --> 00:11:16.000]  上帝什麼棋都會捉的,
[00:11:16.000 --> 00:11:19.000]  有沒有捉過國際象棋?
[00:11:19.000 --> 00:11:22.000]  我女兒去多倫多讀六年班,
[00:11:22.000 --> 00:11:24.000]  被一個男同學騙她,
[00:11:24.000 --> 00:11:26.000]  跟你捉國際象棋好呀,
[00:11:26.000 --> 00:11:28.000]  三步就贏了她,
[00:11:28.000 --> 00:11:31.000]  那個叫Scholar Move,
[00:11:31.000 --> 00:11:33.000]  是呀,
[00:11:33.000 --> 00:11:34.000]  上帝說,
[00:11:34.000 --> 00:11:38.000]  政治制度其實可以變的,
[00:11:38.000 --> 00:11:40.000]  不只是民主的國家,
[00:11:40.000 --> 00:11:42.000]  福音才可以廣傳的,
[00:11:42.000 --> 00:11:44.000]  你看看中國,
[00:11:44.000 --> 00:11:47.000]  中國教會人數增加得最快的時候,
[00:11:47.000 --> 00:11:50.000]  是文化大革命逼迫的時候,
[00:11:50.000 --> 00:11:55.000]  上帝可以在不同的政治制度當中,
[00:11:55.000 --> 00:11:58.000]  去成就祂的心意,
[00:11:58.000 --> 00:12:02.000]  不過上帝在這裏提醒君王,
[00:12:02.000 --> 00:12:05.000]  有三件事,
[00:12:05.000 --> 00:12:07.000]  你有沒有留意到?
[00:12:07.000 --> 00:12:08.000]  第一,
[00:12:08.000 --> 00:12:10.000]  上帝提醒他,
[00:12:10.000 --> 00:12:12.000]  在第十六節,
[00:12:12.000 --> 00:12:20.000]  指示王不可為自己加添馬匹,
[00:12:20.000 --> 00:12:23.000]  馬匹是用來做什麼的?
[00:12:23.000 --> 00:12:26.000]  香港人只懂得一件事,
[00:12:26.000 --> 00:12:28.000]  跑馬,
[00:12:28.000 --> 00:12:30.000]  不是,
[00:12:30.000 --> 00:12:32.000]  在古代的世界裏面,
[00:12:32.000 --> 00:12:36.000]  馬匹是用來打仗的,
[00:12:36.000 --> 00:12:38.000]  在戰場上,
[00:12:38.000 --> 00:12:44.000]  馬是代表速度和代表力量,
[00:12:44.000 --> 00:12:48.000]  所以這裏說的是打仗,
[00:12:48.000 --> 00:12:51.000]  君王第一個責任,
[00:12:51.000 --> 00:12:54.000]  就是保衛國家,
[00:12:54.000 --> 00:12:55.000]  留意這裏,
[00:12:55.000 --> 00:12:59.000]  上帝不是禁止以色列的王,
[00:12:59.000 --> 00:13:04.000]  不可以擁有馬匹,
[00:13:04.000 --> 00:13:06.000]  人家來打他的時候,
[00:13:06.000 --> 00:13:08.000]  他只是祈禱就可以了,
[00:13:08.000 --> 00:13:09.000]  不是,
[00:13:09.000 --> 00:13:12.000]  這樣就太過脫離現實了,
[00:13:12.000 --> 00:13:14.000]  以色列需要有軍隊,
[00:13:14.000 --> 00:13:17.000]  以色列的軍隊需要有馬匹,
[00:13:17.000 --> 00:13:19.000]  但這裏說的不可,
[00:13:19.000 --> 00:13:21.000]  是提醒王帝,
[00:13:21.000 --> 00:13:25.000]  你不可以為了加添馬匹,
[00:13:25.000 --> 00:13:29.000]  就叫百姓回埃及去,
[00:13:29.000 --> 00:13:31.000]  今天你讀了十誡了,
[00:13:31.000 --> 00:13:34.000]  你應該很明白這句話的意思,
[00:13:34.000 --> 00:13:36.000]  甚麼叫埃及?
[00:13:36.000 --> 00:13:40.000]  我是耶和華,你的神,
[00:13:40.000 --> 00:13:51.000]  曾將你從埃及圍爐之地領出來,
[00:13:51.000 --> 00:13:57.000]  民生重要過軍力,
[00:13:57.000 --> 00:14:03.000]  其實很多時候我們不是這樣看的,
[00:14:03.000 --> 00:14:09.000]  五十年代中國還是被列強虎視眈眈,
[00:14:09.000 --> 00:14:12.000]  毛澤東就提出一句口號,
[00:14:12.000 --> 00:14:18.000]  寧要核子,不要父子,
[00:14:18.000 --> 00:14:21.000]  父子是指一條褲子,
[00:14:21.000 --> 00:14:24.000]  不能穿褲子都要發展原子彈,
[00:14:24.000 --> 00:14:29.000]  否則的話,八國聯軍再次進入北京,
[00:14:29.000 --> 00:14:33.000]  燒了義和院,歷史重演,
[00:14:33.000 --> 00:14:36.000]  不過聖經不贊成這樣做,
[00:14:36.000 --> 00:14:39.000]  聖經不贊成一個國家的領袖,
[00:14:39.000 --> 00:14:45.000]  將人民帶回去做奴隸,
[00:14:45.000 --> 00:14:52.000]  這樣的情況,為要加添馬匹,
[00:14:52.000 --> 00:14:55.000]  窮兵黷武,
[00:14:55.000 --> 00:14:59.000]  何時才夠呢?
[00:14:59.000 --> 00:15:01.000]  我想你也有這個常識,
[00:15:01.000 --> 00:15:07.000]  今天幾個核武器的大國,
[00:15:07.000 --> 00:15:10.000]  以美國為首,俄羅斯其次,
[00:15:10.000 --> 00:15:15.000]  然後中國又追上來,
[00:15:15.000 --> 00:15:19.000]  我們擁有的核子武器,
[00:15:19.000 --> 00:15:23.000]  能夠將我們的地球毀滅多少次?
[00:15:23.000 --> 00:15:25.000]  是否需要這麼多?
[00:15:25.000 --> 00:15:27.000]  一次也夠了,
[00:15:27.000 --> 00:15:28.000]  不夠的,
[00:15:28.000 --> 00:15:34.000]  人的安全感如果要建立在武器之上,
[00:15:34.000 --> 00:15:36.000]  我們現在不說打仗了,
[00:15:36.000 --> 00:15:42.000]  如果你的安全感要建立在財富之上,
[00:15:42.000 --> 00:15:44.000]  何時也不夠,
[00:15:44.000 --> 00:15:46.000]  所以這裡說的加添,
[00:15:46.000 --> 00:15:48.000]  不只是馬匹,
[00:15:48.000 --> 00:15:51.000]  上帝提醒以色列的君王,
[00:15:51.000 --> 00:15:56.000]  還有另外兩樣東西都不可以不停地增加,
[00:15:56.000 --> 00:15:58.000]  第二樣是什麼?
[00:15:58.000 --> 00:16:02.000]  接著經文說下去第17節,
[00:16:02.000 --> 00:16:09.000]  他也不可為自己多立妃嬪,
[00:16:09.000 --> 00:16:12.000]  這裡不是說婚姻制度,
[00:16:12.000 --> 00:16:13.000]  不要搞錯,
[00:16:13.000 --> 00:16:16.000]  說婚姻制度是創世記,
[00:16:16.000 --> 00:16:18.000]  上帝做男做女,
[00:16:18.000 --> 00:16:22.000]  這裡說的是當時的風俗習慣,
[00:16:22.000 --> 00:16:26.000]  但是上帝提醒以色列的君王,
[00:16:26.000 --> 00:16:31.000]  不要增加妃嬪的原因,
[00:16:31.000 --> 00:16:37.000]  是恐怕她的心偏斜,
[00:16:37.000 --> 00:16:43.000]  妃嬪其實是代表和外國結盟,
[00:16:43.000 --> 00:16:48.000]  於是就不只是婚姻的事情,
[00:16:48.000 --> 00:16:57.000]  就是國家的信仰是否跟著外面人的宗教,
[00:16:57.000 --> 00:16:59.000]  你看舊約的歷史,
[00:16:59.000 --> 00:17:01.000]  你見到有這樣的情況,
[00:17:01.000 --> 00:17:09.000]  最後也不可為自己多積金銀,
[00:17:09.000 --> 00:17:16.000]  有權力自然很多人就會將金錢,
[00:17:16.000 --> 00:17:22.000]  用盡不同的方法送到你的銀行戶口,
