
[00:00:00.000 --> 00:00:02.000]  ( 字幕: 王子)
[00:00:03.000 --> 00:00:04.000]  明天節目,平安
[00:00:04.000 --> 00:00:06.000]  今天主編我回到自己家
[00:00:06.000 --> 00:00:08.000]  跟大家分享神話
[00:00:08.000 --> 00:00:10.000]  不好意思
[00:00:10.000 --> 00:00:12.000]  我翻查資料應該是天堂系列3
[00:00:12.000 --> 00:00:14.000]  所以今天跟大家
[00:00:14.000 --> 00:00:16.000]  第三次講關於
[00:00:16.000 --> 00:00:18.000]  天堂的訊息
[00:00:18.000 --> 00:00:20.000]  見到很多
[00:00:20.000 --> 00:00:22.000]  老朋友,新朋友
[00:00:22.000 --> 00:00:24.000]  在當中,我為了我們一齊敬拜
[00:00:24.000 --> 00:00:26.000]  特別一班敬拜隊
[00:00:26.000 --> 00:00:28.000]  和我預備
[00:00:28.000 --> 00:00:30.000]  如虎騎的一些
[00:00:30.000 --> 00:00:32.000]  時間,幫我們
[00:00:32.000 --> 00:00:34.000]  更好的預備心
[00:00:34.000 --> 00:00:36.000]  和我們上帝建立好的關係
[00:00:36.000 --> 00:00:38.000]  有些圖片
[00:00:38.000 --> 00:00:40.000]  不知道大家認不認得
[00:00:40.000 --> 00:00:42.000]  這些地方,大家認不認得
[00:00:42.000 --> 00:00:44.000]  這裏是哪裏?有沒有人認得?
[00:00:44.000 --> 00:00:46.000]  這個應該認得吧?
[00:00:46.000 --> 00:00:48.000]  香港一級的文物
[00:00:48.000 --> 00:00:50.000]  虎化別墅
[00:00:50.000 --> 00:00:52.000]  小時候
[00:00:52.000 --> 00:00:54.000]  父母喜歡帶小朋友
[00:00:54.000 --> 00:00:56.000]  去這些地方
[00:00:56.000 --> 00:00:58.000]  為什麼呢?因為嚇他們
[00:00:58.000 --> 00:01:00.000]  說謊就勾你根
[00:01:00.000 --> 00:01:02.000]  對父母不好
[00:01:02.000 --> 00:01:04.000]  就下油鍋
[00:01:04.000 --> 00:01:06.000]  嚇他
[00:01:06.000 --> 00:01:08.000]  不過其實父母自己都不知道
[00:01:08.000 --> 00:01:10.000]  換言之
[00:01:10.000 --> 00:01:12.000]  父母用說謊的方法
[00:01:12.000 --> 00:01:14.000]  想嚇小朋友不要說謊
[00:01:14.000 --> 00:01:16.000]  其實他自己都不知道
[00:01:16.000 --> 00:01:18.000]  但是
[00:01:18.000 --> 00:01:20.000]  這樣的以訛傳訛
[00:01:20.000 --> 00:01:22.000]  這樣的民間信仰
[00:01:22.000 --> 00:01:24.000]  卻是非常有力
[00:01:24.000 --> 00:01:26.000]  放在很多人心裏
[00:01:26.000 --> 00:01:28.000]  很多人想都不用想
[00:01:28.000 --> 00:01:30.000]  死了就是這樣
[00:01:30.000 --> 00:01:32.000]  所以就積點陰德
[00:01:32.000 --> 00:01:34.000]  做些好事
[00:01:34.000 --> 00:01:36.000]  但事實上有什麼根據呢?
[00:01:36.000 --> 00:01:38.000]  怎知道呢?
[00:01:38.000 --> 00:01:40.000]  是否有得考證呢?
[00:01:40.000 --> 00:01:42.000]  不說這些了
[00:01:42.000 --> 00:01:44.000]  總之夠靈驗就行
[00:01:44.000 --> 00:01:46.000]  誰道士這樣說
[00:01:46.000 --> 00:01:48.000]  誰做夢見到這些就是了
[00:01:48.000 --> 00:01:50.000]  但另外一個是近代一點的
[00:01:50.000 --> 00:01:52.000]  有些人索性說
[00:01:52.000 --> 00:01:54.000]  你信什麼教呢?
[00:01:54.000 --> 00:01:56.000]  他什麼都不信
[00:01:56.000 --> 00:01:58.000]  我信睡覺
[00:01:58.000 --> 00:02:00.000]  其實這種回應方法
[00:02:00.000 --> 00:02:02.000]  表示一個
[00:02:02.000 --> 00:02:04.000]  自我中心
[00:02:04.000 --> 00:02:06.000]  物質主義
[00:02:06.000 --> 00:02:08.000]  或者根本不想面對
[00:02:08.000 --> 00:02:10.000]  死亡之後任何的探討
[00:02:10.000 --> 00:02:12.000]  但基督徒
[00:02:12.000 --> 00:02:14.000]  你知道我們不是單單指一個
[00:02:14.000 --> 00:02:16.000]  教化
[00:02:16.000 --> 00:02:18.000]  即是說今生如何做一個好人
[00:02:18.000 --> 00:02:20.000]  甚至做一個好的基督徒
[00:02:20.000 --> 00:02:22.000]  基督徒是說一個永恆的信息
[00:02:22.000 --> 00:02:24.000]  如果基督徒這個永恆的信息
[00:02:24.000 --> 00:02:26.000]  失落了的話
[00:02:26.000 --> 00:02:28.000]  根本我們的信仰就不應該存在
[00:02:28.000 --> 00:02:30.000]  所以今天和大家說天堂系列
[00:02:30.000 --> 00:02:32.000]  我想繼續探討下
[00:02:32.000 --> 00:02:34.000]  究竟基督徒死了之後
[00:02:34.000 --> 00:02:36.000]  離開世界之後
[00:02:36.000 --> 00:02:38.000]  會去到哪裡
[00:02:38.000 --> 00:02:40.000]  很可惜我第一次的時候已經說
[00:02:40.000 --> 00:02:42.000]  關於天堂的信息
[00:02:42.000 --> 00:02:44.000]  很多時候我留待喪禮才說
[00:02:44.000 --> 00:02:46.000]  不知道大家有沒有留意到
[00:02:46.000 --> 00:02:48.000]  很多時候喪禮才說
[00:02:48.000 --> 00:02:50.000]  喪禮自然我們需要安慰一些需要的人
[00:02:50.000 --> 00:02:52.000]  不過我猜
[00:02:52.000 --> 00:02:54.000]  聖經裏面提到
[00:02:54.000 --> 00:02:56.000]  天堂的事不是等到
[00:02:56.000 --> 00:02:58.000]  人生最後一刻我們才去正視
[00:02:58.000 --> 00:03:00.000]  是在幫我們
[00:03:00.000 --> 00:03:02.000]  現在如何過日子
[00:03:02.000 --> 00:03:04.000]  所以今天選了一段經文
[00:03:04.000 --> 00:03:06.000]  就是這個
[00:03:06.000 --> 00:03:10.000]  臨後第五章一到十節
[00:03:10.000 --> 00:03:14.000]  剛才主席和我們讀出這段聖經
[00:03:14.000 --> 00:03:16.000]  這段聖經有些悉經學者說
[00:03:16.000 --> 00:03:18.000]  這段聖經是全本身
[00:03:18.000 --> 00:03:20.000]  其中一段最難解的經文之一
[00:03:20.000 --> 00:03:22.000]  是有很多困難的地方
[00:03:22.000 --> 00:03:24.000]  當我研讀的時候
[00:03:24.000 --> 00:03:26.000]  發現有很多難的地方
[00:03:26.000 --> 00:03:28.000]  譬如有什麼呢?
[00:03:28.000 --> 00:03:30.000]  譬如有版本的問題
[00:03:30.000 --> 00:03:32.000]  大家知道我們現在流下來的聖經
[00:03:32.000 --> 00:03:34.000]  都是手抄版的
