
[00:00:00.000 --> 00:00:05.520]  我們在聖經裏面
[00:00:05.520 --> 00:00:08.480]  無論是舊約或新約
[00:00:08.480 --> 00:00:11.840]  我們都應該認識到一個角色
[00:00:11.840 --> 00:00:15.280]  這個角色叫做撒旦或魔鬼
[00:00:15.280 --> 00:00:18.960]  撒旦和魔鬼最大的特點
[00:00:18.960 --> 00:00:21.120]  或者他的特性是什麼呢
[00:00:21.120 --> 00:00:26.640]  就是和上帝的心思永遠唱反調
[00:00:26.640 --> 00:00:31.120]  簡單來說就是無事不反
[00:00:31.120 --> 00:00:34.960]  所有事為反對而做出反對
[00:00:34.960 --> 00:00:36.320]  目的是什麼呢
[00:00:36.320 --> 00:00:41.200]  他要誠誠實實地成為上帝的對頭人
[00:00:41.200 --> 00:00:45.200]  罪人亦因為這個緣故
[00:00:45.200 --> 00:00:50.800]  承襲著魔鬼撒旦所帶來的罪的同一特性
[00:00:50.800 --> 00:00:53.520]  於是我們的思想行為
[00:00:53.520 --> 00:00:56.320]  如果當我們仍然陷入罪的裏面
[00:00:56.320 --> 00:00:58.640]  我們亦都像他一樣
[00:00:58.640 --> 00:01:00.640]  凡事都反
[00:01:00.640 --> 00:01:03.520]  什麼都要和人唱反調
[00:01:03.520 --> 00:01:06.240]  甚至人做好事
[00:01:06.240 --> 00:01:08.240]  你都要隨著反調
[00:01:08.240 --> 00:01:12.320]  而當我們有這種思想行為的時候
[00:01:12.320 --> 00:01:14.880]  我們就會發現到
[00:01:14.880 --> 00:01:17.920]  因為我們為反對而反對
[00:01:17.920 --> 00:01:21.440]  有些連損人又不利己的事
[00:01:21.440 --> 00:01:23.440]  都會做出來
[00:01:23.440 --> 00:01:25.760]  今天我們作為基督徒
[00:01:25.760 --> 00:01:31.200]  是否仍然有殘餘的思想在裏面
[00:01:31.200 --> 00:01:33.200]  捆綁著我們
[00:01:33.200 --> 00:01:35.200]  如果有的話
[00:01:35.200 --> 00:01:38.560]  我們又如何去將它撕掉
[00:01:38.560 --> 00:01:45.440]  這就是今天我們一起去看這段聖經的教導
[00:01:45.440 --> 00:01:51.600]  或者這段聖經想要帶我們去看更深一層的屬靈反思
[00:01:51.600 --> 00:01:58.880]  不然的話我們很容易仍然走在一個罪人的心態活動當中
[00:01:58.880 --> 00:02:00.880]  你說牧師不是的
[00:02:00.880 --> 00:02:02.880]  我不會的
[00:02:02.880 --> 00:02:04.880]  我很信耶穌
[00:02:04.880 --> 00:02:08.000]  我對主的說話很忠信
[00:02:08.000 --> 00:02:14.000]  不過有時當我們發覺到在這個世界活著的時候
[00:02:14.000 --> 00:02:16.480]  有很多事不經不覺
[00:02:16.480 --> 00:02:21.600]  我們會走回到這個罪的深淵或泥潭裏面
[00:02:21.600 --> 00:02:23.600]  例子有很多
[00:02:23.600 --> 00:02:25.600]  我隨便舉兩個例子
[00:02:25.600 --> 00:02:29.920]  有人有沒有說過或聽過
[00:02:29.920 --> 00:02:31.920]  甚至做過
[00:02:31.920 --> 00:02:35.440]  對敵人仁慈就是對自己的殘忍
[00:02:35.440 --> 00:02:37.440]  你覺得這句說話對不對
[00:02:37.440 --> 00:02:39.440]  你有沒有這樣做
[00:02:39.440 --> 00:02:41.440]  或者另一句說話
[00:02:41.440 --> 00:02:46.400]  世上沒有真正的朋友
[00:02:46.400 --> 00:02:48.400]  是不是
[00:02:48.400 --> 00:02:52.400]  如果我們帶著這種心思在這個世界上活著
[00:02:52.400 --> 00:02:56.400]  可能會比較屬於主流
[00:02:56.400 --> 00:02:58.400]  但這是不是上帝的心思意念
[00:02:58.400 --> 00:03:02.400]  如果我們仔細去看上帝在聖經裏面的啟示
[00:03:02.400 --> 00:03:07.200]  我們會發現上帝那種慈憐謙卑的關懷
[00:03:07.200 --> 00:03:10.400]  以及那種竭力挽回人
[00:03:10.400 --> 00:03:13.600]  從罪當走出來的那種心思
[00:03:13.600 --> 00:03:22.400]  其實是讓我們看到上帝同樣盼望我們屬於他的子民有這個一模一樣的表現
[00:03:22.400 --> 00:03:28.800]  但當我們在這個世界要做到上帝這種竭力的人士和關心
[00:03:28.800 --> 00:03:32.000]  或者竭力去幫助人脫離罪的過程當中
[00:03:32.000 --> 00:03:36.000]  卻是被很多人在這個世界上視之為傻子
[00:03:36.000 --> 00:03:38.800]  我們很多時候在聖經裏面會說
[00:03:38.800 --> 00:03:42.400]  哦 多些人多些人多些人
[00:03:42.400 --> 00:03:46.800]  最初我和他一個人 再加多兩三個人
[00:03:46.800 --> 00:03:48.800]  然後怎樣 再不成教會
[00:03:48.800 --> 00:03:50.800]  如果他都不肯聽的 接著怎樣
[00:03:50.800 --> 00:03:52.800]  當他外邦一樣
[00:03:52.800 --> 00:03:54.800]  即是怎樣
[00:03:54.800 --> 00:03:56.800]  Take him out
[00:03:56.800 --> 00:03:58.800]  我們很多時候這樣解讀聖經
[00:03:58.800 --> 00:04:04.800]  第二 另一個解釋就是我們有赦罪免人罪的能力的權柄
[00:04:04.800 --> 00:04:06.800]  所以那裏第十八字
[00:04:06.800 --> 00:04:08.800]  我實在告訴你
[00:04:08.800 --> 00:04:12.800]  耶穌告訴你 凡你們在地上所捆綁的 在天上也要捆綁
[00:04:12.800 --> 00:04:14.800]  凡你們在地上要釋放的 在天上也要釋放
[00:04:14.800 --> 00:04:16.800]  哇 那就行了
[00:04:16.800 --> 00:04:20.800]  你在地上釋放他 那天上就釋放了
[00:04:20.800 --> 00:04:22.800]  什麼人很喜歡這種觀念 天主教
[00:04:22.800 --> 00:04:24.800]  很多時候說天主教壞話
[00:04:24.800 --> 00:04:26.800]  很多基督徒都這樣想的
[00:04:26.800 --> 00:04:30.800]  我犯了罪 我去找牧師 牧師和我說完之後
[00:04:30.800 --> 00:04:36.800]  OK的了 弟兄 你認罪悔改OK的了 沒問題的了
[00:04:36.800 --> 00:04:38.800]  那你就覺得自己沒罪了
[00:04:38.800 --> 00:04:44.800]  這種思維和天主教的神話是一樣的
[00:04:44.800 --> 00:04:50.800]  靠牧師 牧師比較厲害 靈氣比較猛
[00:04:50.800 --> 00:04:52.800]  所以很多人想做牧師
[00:04:52.800 --> 00:04:56.800]  有些教會一案案四五個牧師
[00:04:56.800 --> 00:05:00.800]  怕死不救 男的女的什麼都愛
[00:05:00.800 --> 00:05:05.800]  牧師貶值的 不值錢的
[00:05:05.800 --> 00:05:09.800]  因為給不值錢的不是牧師的人做牧師
[00:05:09.800 --> 00:05:12.800]  第三 這段聖經另外一件事
[00:05:12.800 --> 00:05:18.800]  經常說禱告 兩三個人在地上禱告一定天賦 一定聽你心意的
[00:05:18.800 --> 00:05:23.800]  為你成就 聖經已經被人撕破碎到一個地步
[00:05:23.800 --> 00:05:26.800]  我叫你再讀你都不知道他想說什麼
[00:05:26.800 --> 00:05:29.800]  我們回來看看這段聖經想說什麼
[00:05:29.800 --> 00:05:32.800]  這就是我的目的
[00:05:32.800 --> 00:05:37.800]  我們回顧一下前文說什麼
[00:05:37.800 --> 00:05:42.800]  大家還記得前文第十八章第十節至第十四節裡
[00:05:42.800 --> 00:05:48.800]  是說到有關於失陽的人的比喻
[00:05:48.800 --> 00:05:57.800]  在這個比喻裡我們說原來整段經文的焦點是看失陽的人
[00:05:57.800 --> 00:06:02.800]  即是牧羊人或羊的主人的心思意念
[00:06:02.800 --> 00:06:05.800]  我們可以留心了解他的心思意念
[00:06:05.800 --> 00:06:09.800]  他連一隻羊都不會放過
[00:06:09.800 --> 00:06:11.800]  不放過不是想牠死
[00:06:11.800 --> 00:06:13.800]  是不想牠失落
