
[00:00:00.000 --> 00:00:09.080]  8月份有5次
[00:00:09.080 --> 00:00:11.640]  我想和大家分享一個主題
[00:00:11.640 --> 00:00:15.520]  就是馬太方的登山部分
[00:00:15.520 --> 00:00:19.800]  第五章一節
[00:00:19.800 --> 00:00:21.800]  其實是第八章一節
[00:00:21.800 --> 00:00:24.160]  耶穌帶著門徒上山
[00:00:24.160 --> 00:00:26.160]  然後八章一節就下山
[00:00:26.160 --> 00:00:30.760]  整個五六七章裡面就是登山部分
[00:00:30.760 --> 00:00:33.320]  我給了一個題目叫做
[00:00:33.320 --> 00:00:35.960]  恆在地上的天國
[00:00:35.960 --> 00:00:37.960]  可以寫作寓道文
[00:00:37.960 --> 00:00:39.960]  願上帝的國幹臨
[00:00:39.960 --> 00:00:41.960]  願上帝的旨意
[00:00:41.960 --> 00:00:45.200]  恆在地上如同恆在天上
[00:00:45.200 --> 00:00:47.200]  天國是什麼呢
[00:00:47.200 --> 00:00:50.000]  天國就是當耶穌的旨意在地上
[00:00:50.000 --> 00:00:52.000]  可以成就的時候
[00:00:52.000 --> 00:00:53.000]  那個就是天國
[00:00:53.000 --> 00:00:57.080]  我給了一個題目叫做恆在地上的天國
[00:00:57.080 --> 00:00:59.080]  所以今天8月份就講
[00:00:59.080 --> 00:01:01.560]  五次裡面第一次
[00:01:01.560 --> 00:01:05.800]  就是天國子民的身份
[00:01:05.800 --> 00:01:10.360]  這段經文應該很熟悉
[00:01:10.360 --> 00:01:12.360]  幾節
[00:01:12.360 --> 00:01:14.360]  十三十四十五十六四節
[00:01:14.360 --> 00:01:17.240]  我們一起讀這幾節的經文
[00:01:17.240 --> 00:01:19.240]  你們是地上的鹽
[00:01:19.240 --> 00:01:21.000]  鹽若失了味
[00:01:21.000 --> 00:01:23.000]  怎能叫它再鹹呢
[00:01:23.000 --> 00:01:25.000]  它不再有用
[00:01:25.000 --> 00:01:28.120]  只好被雕在外面任人踐踏
[00:01:28.120 --> 00:01:30.120]  你們是世上的肝
[00:01:30.120 --> 00:01:34.120]  成造在山上是不能隱藏的
[00:01:34.120 --> 00:01:36.840]  人點燈不放在斗底下
[00:01:36.840 --> 00:01:38.840]  而是放在燈台上
[00:01:38.840 --> 00:01:40.840]  就照亮一家的人
[00:01:40.840 --> 00:01:43.480]  你們的肝也要這樣照在人前
[00:01:43.480 --> 00:01:46.280]  叫他們看見你們的好行為
[00:01:46.280 --> 00:01:49.800]  把榮耀歸給你們在天上的父
[00:01:49.800 --> 00:01:51.800]  我們有一個祈禱先開始
[00:01:51.800 --> 00:01:53.800]  我們感謝撒美尼
[00:01:53.800 --> 00:01:55.800]  以此下寶貴的訊息
[00:01:55.800 --> 00:01:59.160]  願今年的訊息成為CMC弟兄姊妹的幫助
[00:01:59.160 --> 00:02:01.160]  提醒 祝福
[00:02:01.160 --> 00:02:05.640]  也讓我們回到看天國子民的身份時
[00:02:05.640 --> 00:02:08.840]  我們看見主祢自己要對我們說的話
[00:02:08.840 --> 00:02:09.640]  多謝你
[00:02:09.640 --> 00:02:11.640]  主耶穌保佑我們在這次的祈禱
[00:02:11.640 --> 00:02:12.520]  阿們
[00:02:12.520 --> 00:02:14.520]  這段經文很有趣
[00:02:15.400 --> 00:02:23.240]  有兩個耶穌給那群門徒的身份的比喻
[00:02:23.240 --> 00:02:25.240]  他說什麼
[00:02:25.240 --> 00:02:28.200]  他說你們是地上的鹽
[00:02:28.200 --> 00:02:31.640]  你們是世上的肝
[00:02:31.640 --> 00:02:33.640]  主耶穌基督在說的時候
[00:02:33.640 --> 00:02:36.440]  祂不是說我就是地上的鹽
[00:02:36.440 --> 00:02:38.440]  我就是世上的肝
[00:02:38.440 --> 00:02:40.840]  所以你們都是地上的鹽
[00:02:40.840 --> 00:02:43.400]  你們都是世上的肝
[00:02:43.400 --> 00:02:48.840]  主耶穌基督也不是在說你們要成為鹽
[00:02:48.840 --> 00:02:49.800]  成為肝
[00:02:49.800 --> 00:02:52.600]  也不是說你們要學習
[00:02:52.600 --> 00:02:55.720]  努力去學習成為地上的鹽
[00:02:55.720 --> 00:02:59.240]  努力去學習成為世上的肝
[00:02:59.240 --> 00:03:01.240]  而是劈頭一開始的時間
[00:03:01.240 --> 00:03:03.720]  主耶穌基督就和那群門徒說
[00:03:03.720 --> 00:03:07.240]  你們就是地上的鹽
[00:03:07.240 --> 00:03:10.680]  你們就是世上的肝
[00:03:10.680 --> 00:03:13.560]  我們逐個來看
[00:03:13.560 --> 00:03:17.320]  主耶穌基督說你們就是地上的鹽
[00:03:17.320 --> 00:03:20.520]  你們就是地上的鹽
[00:03:20.520 --> 00:03:27.480]  我不知道大家知不知道鹽除了放在湯裡調味外
[00:03:27.480 --> 00:03:28.920]  其實還有很多用途
[00:03:28.920 --> 00:03:30.920]  如果你上去百度一下
[00:03:30.920 --> 00:03:32.200]  Google一下
[00:03:32.200 --> 00:03:34.680]  你就會發現鹹魚
[00:03:34.680 --> 00:03:37.560]  鹹魚用鹽醃了的時間
[00:03:37.560 --> 00:03:38.360]  風乾
[00:03:38.360 --> 00:03:39.960]  放在乾爽的地方
[00:03:39.960 --> 00:03:43.240]  其實可以放很久的
[00:03:43.240 --> 00:03:44.760]  其實肉也是
[00:03:44.760 --> 00:03:46.760]  以前的人是沒有冰箱的
[00:03:46.760 --> 00:03:48.200]  沒有冰箱的時間
[00:03:48.200 --> 00:03:52.760]  他怎樣把肉放得久一點呢
[00:03:52.760 --> 00:03:56.360]  用鹽來醃製食物之後
[00:03:56.360 --> 00:03:57.560]  封乾
[00:03:57.560 --> 00:03:59.640]  封乾之後放在乾爽的地方
[00:03:59.640 --> 00:04:03.800]  其實可以放很久很長一段時間
[00:04:03.800 --> 00:04:05.560]  另外一件事
[00:04:05.560 --> 00:04:07.320]  我們很多時候種花
[00:04:07.320 --> 00:04:10.680]  種菜種花在後院
[00:04:10.680 --> 00:04:14.200]  你有沒有發覺我們買一些肥料回來
[00:04:14.200 --> 00:04:16.200]  其實有鹽在裡面
[00:04:16.200 --> 00:04:19.640]  其實鹽是可以用來做肥料
[00:04:19.640 --> 00:04:24.520]  甚至你把一些海鹽或食鹽
[00:04:24.520 --> 00:04:26.840]  放在泥土裡的時候
[00:04:26.840 --> 00:04:29.800]  它自己本身就會揮發成為
[00:04:29.800 --> 00:04:33.080]  滲入泥土中的一些養分
[00:04:33.080 --> 00:04:35.080]  還有一件事
[00:04:35.080 --> 00:04:37.080]  如果你在北京下雪
[00:04:37.080 --> 00:04:39.480]  不過現在北京的雪也不是很厲害
[00:04:39.480 --> 00:04:42.360]  如果你在冷的地方住過的時候
[00:04:42.360 --> 00:04:47.320]  你會發覺鹽其中一個功能就是
[00:04:47.320 --> 00:04:51.560]  它會灑一些鹽在地上的時候
[00:04:51.560 --> 00:04:53.960]  幫助溶雪
[00:04:53.960 --> 00:04:59.960]  當然鹽最重要在家裡就是煮湯
[00:04:59.960 --> 00:05:01.480]  煮湯的時候
[00:05:01.480 --> 00:05:03.480]  放一些鹽下去的時候
[00:05:03.480 --> 00:05:07.240]  湯的味道就會散發出來
[00:05:07.240 --> 00:05:09.240]  很香的
[00:05:09.240 --> 00:05:13.480]  有人煮飯的書就會告訴你
[00:05:13.480 --> 00:05:20.360]  煮湯的時候不是煮湯的時候放鹽
[00:05:20.360 --> 00:05:23.240]  或者不是煮的時候放鹽
[00:05:23.240 --> 00:05:25.640]  而是煮完那鍋湯之後
[00:05:25.640 --> 00:05:28.360]  關火放鹽下去
[00:05:28.360 --> 00:05:31.880]  讓鹽融化在湯裡的時候
[00:05:31.880 --> 00:05:35.400]  充分發揮那些鮮味
[00:05:35.400 --> 00:05:37.400]  所以鹽這件事很特別
[00:05:37.400 --> 00:05:44.360]  鹽這件事有一個媒介才可以將鹽發揮鹽的功用
[00:05:44.360 --> 00:05:48.040]  鹽是要將自己完全溶解
[00:05:48.040 --> 00:05:49.560]  溶化了的時候
[00:05:49.560 --> 00:05:52.840]  然後就在湯裡掉下去
[00:05:52.840 --> 00:05:57.800]  完全溶化了鹽自己那件事的時候
[00:05:57.800 --> 00:06:01.320]  鹽就會發揮功效
[00:06:01.320 --> 00:06:02.920]  很有趣的
[00:06:02.920 --> 00:06:04.920]  主耶穌基督特別提到一件事
[00:06:04.920 --> 00:06:06.920]  關於鹽如果失了味道
[00:06:06.920 --> 00:06:09.800]  怎能叫它再鹹呢
[00:06:09.800 --> 00:06:11.080]  它不再有用
[00:06:11.080 --> 00:06:12.600]  只好被丟在外面
[00:06:12.600 --> 00:06:14.600]  任人踐踏
[00:06:14.600 --> 00:06:19.000]  你知道適日巴勒斯坦猶太地區
[00:06:19.000 --> 00:06:21.000]  那些人的鹽
[00:06:21.000 --> 00:06:23.000]  就是那些井鹽
[00:06:23.000 --> 00:06:25.000]  拿回來的時候
[00:06:25.000 --> 00:06:27.000]  那些鹽拿回來
[00:06:27.000 --> 00:06:31.640]  不是百分百的鹽
[00:06:31.640 --> 00:06:33.640]  拿回來之後
[00:06:33.640 --> 00:06:35.640]  一個拳頭那麼大
[00:06:35.640 --> 00:06:37.640]  拿了很多塊回來
[00:06:37.640 --> 00:06:39.640]  在家裡的人是怎樣用的呢
[00:06:39.640 --> 00:06:41.640]  每人有一塊自己的鹽
[00:06:41.640 --> 00:06:43.640]  一個拳頭拿著
[00:06:43.640 --> 00:06:45.640]  我有我的
[00:06:45.640 --> 00:06:47.640]  Hans的
[00:06:47.640 --> 00:06:49.640]  Samuel的
[00:06:49.640 --> 00:06:51.640]  Ron的
[00:06:51.640 --> 00:06:53.640]  Tambeach的
[00:06:53.640 --> 00:06:55.640]  他在家裡吃東西的時候
[00:06:55.640 --> 00:06:57.640]  很有趣的
[00:06:57.640 --> 00:06:59.640]  拿著鹽出來
[00:06:59.640 --> 00:07:01.640]  吃個麵包
[00:07:01.640 --> 00:07:03.640]  直到這塊鹽
[00:07:03.640 --> 00:07:05.640]  用完
[00:07:05.640 --> 00:07:07.640]  沒有鹽味的時候
[00:07:07.640 --> 00:07:09.640]  其實沒有用的
[00:07:09.640 --> 00:07:11.640]  就像一塊沒味的石頭
[00:07:11.640 --> 00:07:13.640]  就會丟在外面
[00:07:13.640 --> 00:07:15.640]  你知道那些鹵不是現在那麼有立場
[00:07:15.640 --> 00:07:17.640]  就把那些鹵丟掉
[00:07:17.640 --> 00:07:19.640]  弄平它
[00:07:19.640 --> 00:07:21.640]  任人踐踏
[00:07:21.640 --> 00:07:23.640]  當然今天我們去問鹽
[00:07:23.640 --> 00:07:27.640]  怎樣去塞鹽的味道的時候
[00:07:27.640 --> 00:07:29.640]  就不是這樣去理解
[00:07:29.640 --> 00:07:31.640]  你發覺如果你
[00:07:31.640 --> 00:07:33.640]  化學呢
[00:07:33.640 --> 00:07:35.640]  你會知道鹽本身就是
[00:07:35.640 --> 00:07:37.640]  那些叫做
[00:07:37.640 --> 00:07:39.640]  Sodium
[00:07:39.640 --> 00:07:41.640]  就是那些Chlorine
[00:07:41.640 --> 00:07:43.640]  就是NaCl
[00:07:43.640 --> 00:07:45.640]  你就發覺
[00:07:45.640 --> 00:07:47.640]  這個化學的連接
[00:07:47.640 --> 00:07:49.640]  是很穩定的
[00:07:49.640 --> 00:07:51.640]  不是那麼容易
[00:07:51.640 --> 00:07:53.640]  一點點東西動一下
[00:07:53.640 --> 00:07:55.640]  這個元素就分解了
[00:07:55.640 --> 00:07:57.640]  本身NaCl這個連接
[00:07:57.640 --> 00:07:59.640]  在化學上是很穩定的
[00:07:59.640 --> 00:08:01.640]  這樣的時間
[00:08:01.640 --> 00:08:03.640]  鹽基本上很難
[00:08:03.640 --> 00:08:05.640]  塞掉它的味道
[00:08:05.640 --> 00:08:07.640]  你說不是就把它溶掉
[00:08:07.640 --> 00:08:09.640]  放進水裡溶掉
[00:08:09.640 --> 00:08:11.640]  溶掉是可以的
[00:08:11.640 --> 00:08:13.640]  但你蒸發的時候
[00:08:13.640 --> 00:08:15.640]  它又變回一個Solid
[00:08:15.640 --> 00:08:17.640]  一個很實質的東西
[00:08:17.640 --> 00:08:19.640]  而那東西的鹽味
[00:08:19.640 --> 00:08:21.640]  沒有了
[00:08:21.640 --> 00:08:23.640]  今天的鹽的成分
[00:08:23.640 --> 00:08:25.640]  是很高的
[00:08:25.640 --> 00:08:27.640]  那你說怎樣令到鹽
[00:08:27.640 --> 00:08:29.640]  會塞到味道呢
[00:08:29.640 --> 00:08:31.640]  如果從今天我們角度看
[00:08:31.640 --> 00:08:33.640]  用一些化學的方法
[00:08:33.640 --> 00:08:35.640]  用一些化學的東西打散
[00:08:35.640 --> 00:08:37.640]  另一件事就是當那鹽
[00:08:37.640 --> 00:08:39.640]  如果它滲入了一些
[00:08:39.640 --> 00:08:41.640]  雜質在裡面的時候
[00:08:41.640 --> 00:08:43.640]  你可能煮它
[00:08:43.640 --> 00:08:45.640]  溶掉它
[00:08:45.640 --> 00:08:47.640]  然後調一些雜質下去
[00:08:47.640 --> 00:08:49.640]  組合起來的時候
[00:08:49.640 --> 00:08:51.640]  它變成一個不是
[00:08:51.640 --> 00:08:53.640]  剛才100%的鹽
[00:08:53.640 --> 00:08:55.640]  有些雜質在裡面
[00:08:55.640 --> 00:08:57.640]  有了雜質的鹽
[00:08:57.640 --> 00:08:59.640]  它的鹽味
[00:08:59.640 --> 00:09:01.640]  用著用著
[00:09:01.640 --> 00:09:03.640]  就會沒有了
[00:09:03.640 --> 00:09:05.640]  所以你說到今天
[00:09:05.640 --> 00:09:07.640]  我們重新看這個題目的時間
[00:09:07.640 --> 00:09:09.640]  很有趣的
[00:09:09.640 --> 00:09:11.640]  耶穌基督提醒我們
[00:09:11.640 --> 00:09:13.640]  我們是地上的鹽
[00:09:13.640 --> 00:09:15.640]  但同一時間他提醒我們
[00:09:15.640 --> 00:09:17.640]  塞了味道的時間
[00:09:17.640 --> 00:09:19.640]  塞了味道為什麼會塞味道呢
[00:09:19.640 --> 00:09:21.640]  因為你混合了一些雜質
[00:09:21.640 --> 00:09:23.640]  在裡面的時間
[00:09:23.640 --> 00:09:25.640]  你塞了味道
[00:09:25.640 --> 00:09:27.640]  塞了味道的時候
[00:09:27.640 --> 00:09:29.640]  這塊鹽發揮不了味道的功用的時候
