
[00:00:00.000 --> 00:00:05.000]  各位電影主播各位朋友你們好
[00:00:05.000 --> 00:00:08.000]  歡迎大家參加我們三藩市播道會
[00:00:08.000 --> 00:00:10.000]  網上影音堂崇拜
[00:00:10.000 --> 00:00:13.000]  我們今天繼續思想以韓方音的訊息
[00:00:13.000 --> 00:00:17.000]  我們來到《約翰第四章》一節至二十六節
[00:00:17.000 --> 00:00:20.000]  題目叫做「一針見血」
[00:00:20.000 --> 00:00:23.000]  在開始思想這段誓經前請大家同心低頭
[00:00:23.000 --> 00:00:25.000]  或同禱告
[00:00:25.000 --> 00:00:28.000]  慈悲人的師父我們感謝你
[00:00:28.000 --> 00:00:33.000]  感謝你給我們一個大的使命
[00:00:33.000 --> 00:00:38.000]  將你榮耀的福音和世人分享
[00:00:38.000 --> 00:00:43.000]  我們交到我們有智慧有勇氣
[00:00:43.000 --> 00:00:49.000]  能夠和我們周圍的鄰省朋友和其他人
[00:00:49.000 --> 00:00:52.000]  講解耶穌基督的福音
[00:00:52.000 --> 00:00:56.000]  叫他們都能夠得到永生的盼望
[00:00:56.000 --> 00:00:59.000]  透過聖名開啟我們的心
[00:00:59.000 --> 00:01:03.000]  明白你的話語並且能夠實踐出來
[00:01:03.000 --> 00:01:04.000]  我們今天禱告了
[00:01:04.000 --> 00:01:06.000]  I am from Jesus' Kingdom of England
[00:01:06.000 --> 00:01:07.000]  Amen
[00:01:07.000 --> 00:01:11.000]  我聽過一個牧師做過這樣的見證
[00:01:11.000 --> 00:01:17.000]  他說有一次我去一個教會的退休會講道
[00:01:17.000 --> 00:01:19.000]  很遠的是第二周的
[00:01:19.000 --> 00:01:21.000]  所以我要坐飛機去
[00:01:21.000 --> 00:01:25.000]  講完之後於是就坐飛機回家
[00:01:25.000 --> 00:01:27.000]  我一個比較隨便的人
[00:01:27.000 --> 00:01:30.000]  所以只穿著牛仔褲、襯衫
[00:01:30.000 --> 00:01:35.000]  拿著少少行李輕輕便便就坐上飛機
[00:01:35.000 --> 00:01:39.000]  坐在我旁邊的是一個衣衫整齊
[00:01:39.000 --> 00:01:42.000]  三十歲左右的一個小子
[00:01:42.000 --> 00:01:44.000]  手拿著Wall Street Journal
[00:01:44.000 --> 00:01:46.000]  一望而知是一個生意人
[00:01:46.000 --> 00:01:49.000]  現在當然是去Business Trip了
[00:01:49.000 --> 00:01:53.000]  我因為經過幾天講道身體有點疲倦
[00:01:53.000 --> 00:01:57.000]  很想在旅程中休息一下
[00:01:57.000 --> 00:02:02.000]  所以沒有刻意和這個穿著光鮮的生意人聊天
[00:02:02.000 --> 00:02:07.000]  誰知這位仁兄非常友善
[00:02:07.000 --> 00:02:09.000]  很主動地跟我說話
[00:02:09.000 --> 00:02:11.000]  我不好意思拒人千里之外
[00:02:11.000 --> 00:02:14.000]  於是我們一談就談了整個旅程
[00:02:14.000 --> 00:02:16.000]  他開口跟我說
[00:02:16.000 --> 00:02:19.000]  我是搞健美生意的
[00:02:19.000 --> 00:02:23.000]  我們公司是要改變千萬女士們的身材
[00:02:23.000 --> 00:02:26.000]  我們不單改變她們的身材
[00:02:26.000 --> 00:02:28.000]  也隨之改變她們的自卑感
[00:02:28.000 --> 00:02:34.000]  多少的婦女200磅、300磅來到我們健美俱樂部
[00:02:34.000 --> 00:02:37.000]  來的時候頭低低很自卑
[00:02:37.000 --> 00:02:43.000]  幾個月之後身材、苗條完全不同了
[00:02:43.000 --> 00:02:46.000]  走出去的時候神氣完全不同
[00:02:46.000 --> 00:02:51.000]  我們的生意實在非常成功、有效和實用
[00:02:51.000 --> 00:02:54.000]  在今天美國社會裡可算是一枝獨秀
[00:02:54.000 --> 00:02:57.000]  非常非常成功
[00:02:57.000 --> 00:03:00.000]  我一邊聽一邊點點頭
[00:03:00.000 --> 00:03:02.000]  自己也有點自卑起來
[00:03:02.000 --> 00:03:05.000]  我覺得這個年青人真是了不起
[00:03:05.000 --> 00:03:07.000]  這位年青人又繼續說
[00:03:07.000 --> 00:03:11.000]  我自從在University of Michigan拿到MBA之後
[00:03:11.000 --> 00:03:13.000]  就加入了這家公司
[00:03:13.000 --> 00:03:15.000]  公司很看重我
[00:03:15.000 --> 00:03:18.000]  富裕直上、生意蒸蒸日上
[00:03:18.000 --> 00:03:20.000]  我為了這家公司而感到自豪
[00:03:20.000 --> 00:03:23.000]  這次我出差又要開另一個城市
[00:03:23.000 --> 00:03:26.000]  開新的分店
[00:03:26.000 --> 00:03:28.000]  我聽到之後突然心裡想一想
[00:03:28.000 --> 00:03:32.000]  這個人為自己的公司而感到自豪
[00:03:32.000 --> 00:03:37.000]  為什麼我們基督徒永遠不威脅到我們的信仰和教會自豪呢?
[00:03:37.000 --> 00:03:40.000]  為什麼我們處處避而不談
[00:03:40.000 --> 00:03:43.000]  甚至以此為羞辱呢?
[00:03:43.000 --> 00:03:45.000]  但見到這個年青人
[00:03:45.000 --> 00:03:49.000]  就在這個時候問我
[00:03:49.000 --> 00:03:51.000]  先生你是做哪一行的?
[00:03:51.000 --> 00:03:53.000]  我就這樣回答
[00:03:53.000 --> 00:03:55.000]  很有趣
[00:03:55.000 --> 00:03:57.000]  我們都是做類似的生意
[00:03:57.000 --> 00:04:00.000]  你是改變人的身材
[00:04:00.000 --> 00:04:03.000]  我公司的生意就是改變人心
[00:04:03.000 --> 00:04:05.000]  改變人的生命
[00:04:05.000 --> 00:04:07.000]  哦哦哦很有趣
[00:04:07.000 --> 00:04:09.000]  你是一個心理學家
[00:04:09.000 --> 00:04:12.000]  我不是改變人的心理
[00:04:12.000 --> 00:04:14.000]  我是改變人的生命
[00:04:14.000 --> 00:04:16.000]  改變人的心靈
[00:04:16.000 --> 00:04:20.000]  這位年青人聽起來又好像明白又好像不明白
[00:04:20.000 --> 00:04:23.000]  但又不好意思問得太清楚
[00:04:23.000 --> 00:04:25.000]  於是他就問
[00:04:25.000 --> 00:04:28.000]  你在三藩市有你公司的辦公室嗎?
[00:04:28.000 --> 00:04:29.000]  當然啦
[00:04:29.000 --> 00:04:32.000]  其實我們公司有很多很多辦公室
[00:04:32.000 --> 00:04:34.000]  美國五十德都有
[00:04:34.000 --> 00:04:36.000]  我們芬蘭、天堡
[00:04:36.000 --> 00:04:38.000]  全美國
[00:04:38.000 --> 00:04:41.000]  夏威夷、阿拉斯加也不算厲害
[00:04:41.000 --> 00:04:44.000]  你們的生意一定很大
[00:04:44.000 --> 00:04:45.000]  是啊
[00:04:45.000 --> 00:04:47.000]  我們不單止美國
[00:04:47.000 --> 00:04:49.000]  我們是中國公司
[00:04:49.000 --> 00:04:51.000]  全世界每個國家
[00:04:51.000 --> 00:04:55.000]  包括俄羅斯、古巴、中國都有我們的生意
[00:04:55.000 --> 00:04:57.000]  哇真的厲害
[00:04:57.000 --> 00:04:59.000]  這麼大的生意
[00:04:59.000 --> 00:05:01.000]  你老闆一定很了不起
[00:05:01.000 --> 00:05:03.000]  他怎麼管理的?
[00:05:03.000 --> 00:05:04.000]  對啊
[00:05:04.000 --> 00:05:06.000]  管理得很好
[00:05:06.000 --> 00:05:08.000]  我們老闆是很聰明的
[00:05:08.000 --> 00:05:10.000]  其實他們家做生意
[00:05:10.000 --> 00:05:12.000]  一父一子團圓搞定
[00:05:12.000 --> 00:05:16.000]  哇他們兩個一定很大很多資本
[00:05:16.000 --> 00:05:17.000]  說到錢
[00:05:17.000 --> 00:05:19.000]  我們老闆很厲害
[00:05:19.000 --> 00:05:21.000]  長好短缺
[00:05:21.000 --> 00:05:23.000]  需要他就有了
[00:05:23.000 --> 00:05:27.000]  事實上我們公司裡面時常有一句話
[00:05:27.000 --> 00:05:30.000]  在千萬山坡上都有他的牛
[00:05:30.000 --> 00:05:34.000]  哇原來你們是搞牧場生意
[00:05:34.000 --> 00:05:36.000]  千萬不要誤會
[00:05:36.000 --> 00:05:40.000]  這句話只是形容我們老闆實在富甲一方
[00:05:40.000 --> 00:05:42.000]  非常富有
[00:05:42.000 --> 00:05:44.000]  於是我就見到這位年輕人
[00:05:44.000 --> 00:05:46.000]  越聽越有興趣就問
[00:05:46.000 --> 00:05:48.000]  你在公司打工
[00:05:48.000 --> 00:05:49.000]  福利怎樣?
[00:05:49.000 --> 00:05:51.000]  沒得說
[00:05:51.000 --> 00:05:54.000]  全保現縮、火險、人壽保險
[00:05:54.000 --> 00:05:56.000]  應有盡有
[00:05:56.000 --> 00:06:00.000]  按照我們老闆為我們建了一個很大的豪宅
[00:06:00.000 --> 00:06:03.000]  以備將來退休之後永遠在那裡住
[00:06:03.000 --> 00:06:05.000]  你公司有沒有這樣的福利?
[00:06:05.000 --> 00:06:07.000]  這位年輕人就說
[00:06:07.000 --> 00:06:09.000]  暫時沒有
[00:06:09.000 --> 00:06:11.000]  不過我有點迷惘
[00:06:11.000 --> 00:06:14.000]  聽你所說你的公司這麼大
[00:06:14.000 --> 00:06:16.000]  這麼成功
[00:06:16.000 --> 00:06:19.000]  為什麼華爾街日報從沒聽過呢?
[00:06:19.000 --> 00:06:21.000]  為什麼直到現在
[00:06:21.000 --> 00:06:25.000]  我才從你的口中知道有間這樣的公司呢?
[00:06:25.000 --> 00:06:27.000]  於是我就回答他
[00:06:27.000 --> 00:06:29.000]  沒問題
[00:06:29.000 --> 00:06:32.000]  其實我們公司已經有二千多年的歷史了
[00:06:32.000 --> 00:06:33.000]  什麼?
[00:06:33.000 --> 00:06:35.000]  二千多年的歷史?
[00:06:35.000 --> 00:06:36.000]  是啊
[00:06:36.000 --> 00:06:39.000]  我是說教會
[00:06:39.000 --> 00:06:42.000]  耶穌基督的教會
[00:06:42.000 --> 00:06:45.000]  你想不想加入我們公司?
[00:06:45.000 --> 00:06:47.000]  隨時可以報名
[00:06:47.000 --> 00:06:49.000]  隨時可以進來
[00:06:49.000 --> 00:06:51.000]  這位年輕人就說
[00:06:51.000 --> 00:06:56.000]  我想我也猜到是這麼說的
[00:06:56.000 --> 00:06:57.000]  但我是猶太人
[00:06:57.000 --> 00:06:59.000]  有興趣就先說吧
[00:06:59.000 --> 00:07:04.000]  或者大多數人都沒有這位牧師這麼幽默
[00:07:04.000 --> 00:07:06.000]  這麼創新
[00:07:06.000 --> 00:07:09.000]  用這樣的方法將科研傳給人
[00:07:09.000 --> 00:07:12.000]  或者很多時候我們都保持真實
[00:07:12.000 --> 00:07:14.000]  希望不提到信仰的問題
[00:07:14.000 --> 00:07:16.000]  以免起爭論
[00:07:16.000 --> 00:07:19.000]  有一次我去教會講報道會
[00:07:19.000 --> 00:07:23.000]  然後我看到一個哥哥留下
[00:07:23.000 --> 00:07:25.000]  他當時不是一個基督徒
[00:07:25.000 --> 00:07:27.000]  我看到他沒有賠錢和他談
[00:07:27.000 --> 00:07:30.000]  於是我就走過去和他談
[00:07:30.000 --> 00:07:32.000]  他看到我就問我
[00:07:32.000 --> 00:07:35.000]  他說你剛才說的東西很有道理
[00:07:35.000 --> 00:07:36.000]  很重要
[00:07:36.000 --> 00:07:41.000]  但為什麼一直以來你和那位君子從沒有和我說過呢?
[00:07:41.000 --> 00:07:43.000]  他一這樣想
[00:07:43.000 --> 00:07:45.000]  真是讓我感到羞愧
[00:07:45.000 --> 00:07:50.000]  我可以在幾百人甚至千幾二千人面前講道
[00:07:50.000 --> 00:07:52.000]  我可以在陌生人面前傳福音
[00:07:52.000 --> 00:07:58.000]  但自己的親戚和老友卻不肯說話
[00:07:58.000 --> 00:08:00.000]  為什麼呢?
[00:08:00.000 --> 00:08:04.000]  為什麼我們閉口不言呢?
[00:08:04.000 --> 00:08:07.000]  為什麼很多時候我們和朋友之間說去旅行
[00:08:07.000 --> 00:08:08.000]  吃東西
[00:08:08.000 --> 00:08:09.000]  政治
[00:08:09.000 --> 00:08:11.000]  49ers
[00:08:11.000 --> 00:08:12.000]  我們毫無意見
[00:08:12.000 --> 00:08:14.000]  也不會難為情
[00:08:14.000 --> 00:08:18.000]  但不知為何一提到信仰的時候就會渾身不舒服
[00:08:18.000 --> 00:08:20.000]  為什麼呢?
[00:08:20.000 --> 00:08:22.000]  保羅希文告訴我們
[00:08:22.000 --> 00:08:25.000]  我若不傳福音就有禍了
[00:08:25.000 --> 00:08:27.000]  無論你喜歡好不喜歡好
[00:08:27.000 --> 00:08:30.000]  我們都有責任去傳福音
[00:08:30.000 --> 00:08:33.000]  為什麼我們偏偏一提到福音的時候
[00:08:33.000 --> 00:08:36.000]  我們就覺得羞愧呢?
[00:08:36.000 --> 00:08:38.000]  歸納來說可能有四個原因
[00:08:38.000 --> 00:08:39.000]  第一是無知的
[00:08:39.000 --> 00:08:41.000]  不知道怎麼去說
[00:08:41.000 --> 00:08:44.000]  我們沒有方法也沒有策略去說
[00:08:44.000 --> 00:08:49.000]  我們不想找那些現成的四律
[00:08:49.000 --> 00:08:51.000]  華僑硬梆梆的去傳福音
[00:08:51.000 --> 00:08:54.000]  自己也覺得這樣不是很行
[00:08:54.000 --> 00:08:56.000]  所以才不說
[00:08:56.000 --> 00:08:59.000]  雖然教會有教導我們怎樣個人傳福音
[00:08:59.000 --> 00:09:00.000]  但我們又不去
[00:09:00.000 --> 00:09:02.000]  這樣才奇怪
[00:09:02.000 --> 00:09:05.000]  可能這個不是正式原因
[00:09:05.000 --> 00:09:08.000]  第二個原因有可能性就是怕
[00:09:08.000 --> 00:09:12.000]  你知道有很多人很怕
[00:09:12.000 --> 00:09:15.000]  跟別人說到信仰的問題
[00:09:15.000 --> 00:09:18.000]  也有很多人怕別人提出問題
[00:09:18.000 --> 00:09:19.000]  我不懂回答
[00:09:19.000 --> 00:09:21.000]  怕別人不喜歡
[00:09:21.000 --> 00:09:23.000]  或者怕別人嘲笑我們是聖人騷
[00:09:23.000 --> 00:09:25.000]  所以索性不說
[00:09:25.000 --> 00:09:27.000]  第三個可能性更高
[00:09:27.000 --> 00:09:29.000]  漠不關心
[00:09:29.000 --> 00:09:31.000]  其實大多數人都漠不關心
[00:09:31.000 --> 00:09:34.000]  永生太離地了
[00:09:34.000 --> 00:09:36.000]  太虛妙了
[00:09:36.000 --> 00:09:38.000]  有很多事情要做
