
[00:00:00.000 --> 00:00:02.000]  歡迎收看「時事獨播」,我是主持人李卓人。
[00:00:03.000 --> 00:00:05.640]  觀眾朋友們好,讓我們在寧靜主導熱線
[00:00:05.640 --> 00:00:08.200]  我們再次一齊同心低沉祷告
[00:00:08.200 --> 00:00:10.200]  將我們的心思意念交給我們主人
[00:00:10.200 --> 00:00:13.800]  父神多謝您讓我們能夠再次打開您的說話
[00:00:13.800 --> 00:00:15.800]  求因主您的帶領
[00:00:15.800 --> 00:00:18.120]  無論在網上的
[00:00:18.120 --> 00:00:21.200]  或實體的每一個聽訊節目都交上
[00:00:21.200 --> 00:00:25.640]  求聖靈引導我們每一個心思意念
[00:00:25.640 --> 00:00:27.800]  明白主
[00:00:27.800 --> 00:00:31.320]  您究竟怎樣的愛護我們
[00:00:32.200 --> 00:00:34.920]  怎樣悉心為我們安排
[00:00:34.920 --> 00:00:38.400]  並且怎樣誘導我們走面前的路
[00:00:38.400 --> 00:00:40.280]  求您的幫助
[00:00:40.280 --> 00:00:42.680]  讓我們能夠準確拿捏到
[00:00:42.680 --> 00:00:44.600]  侍奉主的真正意義
[00:00:44.600 --> 00:00:48.680]  為了今天禱告奉靠主耶穌的德性的名字
[00:00:48.680 --> 00:00:49.960]  開門
[00:00:49.960 --> 00:00:53.640]  俗語有一句說話叫做
[00:00:53.640 --> 00:00:56.240]  「拿著雞毛當令節」
[00:00:56.240 --> 00:01:00.040]  這個說話的意思通常是我們去形容一個
[00:01:00.440 --> 00:01:02.920]  本來是沒什麼才華沒什麼能力的人
[00:01:02.920 --> 00:01:05.960]  但是因為一種機緣巧合的情況之下
[00:01:05.960 --> 00:01:09.400]  他覺得有一點點人的授權
[00:01:09.400 --> 00:01:14.600]  於是他在這種權力的委任之下
[00:01:14.600 --> 00:01:17.760]  他就開始盡量發揮
[00:01:17.760 --> 00:01:21.240]  使用他這一點點的授權
[00:01:21.240 --> 00:01:25.040]  去從而謀取自己個人的利益
[00:01:25.040 --> 00:01:28.680]  也因為這種人物
[00:01:28.680 --> 00:01:32.080]  通常他們都是比較沒什麼能力的人
[00:01:32.080 --> 00:01:35.480]  所以也造成了很多的問題
[00:01:35.480 --> 00:01:38.680]  假設這條網自招有很多問題
[00:01:38.680 --> 00:01:40.480]  引到自己的身上
[00:01:40.480 --> 00:01:42.240]  我舉個例子
[00:01:42.240 --> 00:01:43.760]  大家可能會挺有趣的
[00:01:43.760 --> 00:01:44.520]  會聽過
[00:01:44.520 --> 00:01:46.920]  就是在我讀中學的時候
[00:01:46.920 --> 00:01:51.520]  我讀中學的時候就有一班叫做美術課的
[00:01:51.520 --> 00:01:53.880]  每個星期都會上一課
[00:01:53.880 --> 00:01:54.920]  一課而已
[00:01:55.440 --> 00:01:59.440]  每課通常是大約三個小時左右
[00:01:59.440 --> 00:02:03.440]  在這三個小時的時間當中
[00:02:03.440 --> 00:02:07.880]  往往我們的同學就會出盡努力
[00:02:07.880 --> 00:02:13.560]  去將所有的這些要繪畫的題目
[00:02:13.560 --> 00:02:16.160]  或者老師剛剛教完的一些技術
[00:02:16.160 --> 00:02:18.720]  來提醒我們怎麼去運作
[00:02:18.720 --> 00:02:21.080]  但是我記得有一次
[00:02:21.080 --> 00:02:24.000]  當在上體育課的時候
[00:02:24.000 --> 00:02:26.360]  不是體育課 美術課的時候
[00:02:26.360 --> 00:02:33.080]  突然間就有個學校的職員來到我們的課室
[00:02:33.080 --> 00:02:34.520]  就跟我們的老師說
[00:02:34.520 --> 00:02:38.680]  校長有事 馬上要找你去見一見他
[00:02:38.680 --> 00:02:40.440]  三個小時
[00:02:40.440 --> 00:02:43.160]  見多久呢 我們不知道
[00:02:43.160 --> 00:02:44.600]  剛剛上課而已
[00:02:44.600 --> 00:02:48.960]  於是那個老師就在這麼匆忙的時候
[00:02:48.960 --> 00:02:51.320]  聽見校長要見我
[00:02:51.320 --> 00:02:54.080]  他馬上就準備衝出去
[00:02:54.080 --> 00:02:57.280]  臨時就在課室裡面
[00:02:57.280 --> 00:02:59.360]  在他面前有個學生
[00:02:59.360 --> 00:03:02.160]  你幫我看著課室
[00:03:02.160 --> 00:03:04.120]  保持這個規矩
[00:03:04.120 --> 00:03:07.120]  有誰搞亂秩序的
[00:03:07.120 --> 00:03:08.320]  你一會兒回來告訴我
[00:03:08.320 --> 00:03:09.040]  你代替我
[00:03:09.040 --> 00:03:10.840]  老師就趕著走了
[00:03:10.840 --> 00:03:15.440]  當這個美術老師一走出課室之後
[00:03:15.440 --> 00:03:18.880]  這個同學就開始犧牲
[00:03:18.880 --> 00:03:20.360]  就開始有事要搞了
[00:03:21.360 --> 00:03:24.200]  老師叫我看著你們
[00:03:24.200 --> 00:03:27.640]  大家其實都不想聽他講
[00:03:27.640 --> 00:03:28.240]  為什麼呢
[00:03:28.240 --> 00:03:29.200]  大家明白了
[00:03:29.200 --> 00:03:30.160]  如果讀書的
[00:03:30.160 --> 00:03:31.800]  譬如我以前做教書的
[00:03:31.800 --> 00:03:34.480]  誰坐在你最前的一棟大學
[00:03:34.480 --> 00:03:37.240]  最頑皮的學生就坐在你最前的那棟大學
[00:03:37.240 --> 00:03:39.120]  因為你可以壓著他
[00:03:39.120 --> 00:03:41.040]  或者叫他做事
[00:03:41.040 --> 00:03:43.400]  使得他沒那麼空閒
[00:03:43.400 --> 00:03:45.480]  就不用那麼多時間犯錯了
[00:03:45.480 --> 00:03:47.280]  他就站起來
[00:03:47.680 --> 00:03:48.200]  就說
[00:03:48.200 --> 00:03:51.440]  大家所有人要繼續做事
[00:03:51.440 --> 00:03:52.640]  他就走了
[00:03:52.640 --> 00:03:55.120]  好像美術老師平日習慣
[00:03:55.120 --> 00:03:56.720]  就在繞著班房走
[00:03:56.720 --> 00:03:59.440]  看我們在畫畫
[00:03:59.440 --> 00:04:02.200]  他逐個學生
[00:04:02.200 --> 00:04:04.120]  逐個同班同學走過去
[00:04:04.120 --> 00:04:05.960]  他就犯老師了
[00:04:05.960 --> 00:04:07.280]  他就說
[00:04:07.280 --> 00:04:09.920]  你這幅畫不行
[00:04:09.920 --> 00:04:10.960]  顏色不行
[00:04:10.960 --> 00:04:12.880]  應該怎樣
[00:04:12.880 --> 00:04:13.640]  就拿著筆
[00:04:13.640 --> 00:04:15.280]  在上面繞了兩下
[00:04:15.280 --> 00:04:16.920]  畫到一坨
[00:04:16.920 --> 00:04:18.920]  然後繼續畫
[00:04:18.920 --> 00:04:20.920]  畫到好像老師一樣
[00:04:20.920 --> 00:04:22.440]  如是者
[00:04:22.440 --> 00:04:24.840]  他一路一個一個同學這樣走
[00:04:24.840 --> 00:04:26.040]  一路一路這樣走
[00:04:26.040 --> 00:04:28.560]  走了不夠五至十分鐘
[00:04:28.560 --> 00:04:30.120]  裡面他得意忘形
[00:04:30.120 --> 00:04:31.240]  很開心
[00:04:31.240 --> 00:04:33.080]  就走到其中一個同學
[00:04:33.080 --> 00:04:35.320]  接著班房門口那裡
[00:04:35.320 --> 00:04:37.600]  另一個同學的後面就在那裡
[00:04:37.600 --> 00:04:38.520]  指手畫腳
[00:04:38.520 --> 00:04:40.760]  你這幅畫我要品評一下
[00:04:40.760 --> 00:04:42.360]  大家其實已經骨著道氣了
[00:04:42.360 --> 00:04:46.400]  已經畫給一個這樣的同學
[00:04:46.400 --> 00:04:49.280]  平日老師都知道他不堪一擊
[00:04:49.280 --> 00:04:51.280]  但是要給他指指點點
[00:04:51.280 --> 00:04:56.000]  他一路說很多話
[00:04:56.000 --> 00:04:57.680]  品評很多
[00:04:57.680 --> 00:04:59.280]  但是這個時候
[00:04:59.280 --> 00:05:03.200]  大家的同學就開始笑起來了
