
[00:00:00.000 --> 00:00:02.000]  請主持會平安
[00:00:02.000 --> 00:00:08.360]  尼西亞信經用了四個形容詞
[00:00:08.360 --> 00:00:13.140]  來跟我們解釋教會
[00:00:13.140 --> 00:00:21.240]  One Holy Catholic Apostolic Church
[00:00:21.240 --> 00:00:23.240]  四個形容詞
[00:00:23.240 --> 00:00:29.440]  昨晚我們討論了第一、第二兩個形容詞
[00:00:29.440 --> 00:00:34.320]  英文用一個字 One Holy
[00:00:34.320 --> 00:00:39.600]  中文如果我們要準確的理解
[00:00:39.600 --> 00:00:41.600]  我們就要用多很多個字
[00:00:41.600 --> 00:00:46.400]  我們說這是合而為一的教會
[00:00:46.400 --> 00:00:51.840]  是分別為聖的教會
[00:00:51.840 --> 00:00:57.200]  所以在約翰福音裏面
[00:00:57.200 --> 00:01:04.880]  我們留意到合而為一是主耶穌的禱告
[00:01:04.880 --> 00:01:06.880]  不是祂的命令
[00:01:06.880 --> 00:01:11.760]  主耶穌命令我們彼此相愛
[00:01:11.760 --> 00:01:15.040]  但祂沒有命令我們合而為一
[00:01:15.040 --> 00:01:16.400]  奇怪吧
[00:01:16.400 --> 00:01:18.960]  我們以為兩件事就是一件事
[00:01:18.960 --> 00:01:20.480]  原來有分別的
[00:01:20.480 --> 00:01:26.400]  合而為一像父神和基督
[00:01:26.400 --> 00:01:32.160]  聖父和聖子的合而為一一樣
[00:01:32.160 --> 00:01:38.240]  這是耶穌重覆又重覆地說的
[00:01:38.240 --> 00:01:43.040]  所以這個合而為一不是我們的成就
[00:01:43.040 --> 00:01:46.640]  不是我們的工作
[00:01:46.640 --> 00:01:55.840]  我們只能夠竭力保守聖靈所賜合而為一的心
[00:01:55.840 --> 00:01:59.760]  我們記得這句金句在《耳窟所書》裏面
[00:01:59.760 --> 00:02:03.920]  合而為一是聖靈所賜
[00:02:03.920 --> 00:02:07.920]  是主耶穌為祂的門徒
[00:02:07.920 --> 00:02:17.040]  並且那些因為祂的門徒的說話而相信的人
[00:02:17.040 --> 00:02:18.800]  來祈禱
[00:02:18.800 --> 00:02:22.800]  合而為一是主的祈禱
[00:02:22.800 --> 00:02:24.800]  如果我們回到新約聖經裏面
[00:02:24.800 --> 00:02:28.480]  我們見到這個合而為一
[00:02:28.480 --> 00:02:35.280]  不是說日後在教會裏面所出現
[00:02:35.280 --> 00:02:43.520]  無論東方教會和西方教會在公元第七世紀分裂
[00:02:43.520 --> 00:02:49.120]  東正教和拉丁羅馬教會
[00:02:49.120 --> 00:02:53.120]  或者去到十六世紀
[00:02:53.120 --> 00:02:58.960]  更正教和天主教會的分裂
[00:02:58.960 --> 00:03:04.640]  新約聖經未有多久提到這些歷史事實
[00:03:04.640 --> 00:03:08.080]  不代表新約聖經的教會
[00:03:08.080 --> 00:03:14.480]  是一個沒有問題 沒有分裂 沒有困難
[00:03:14.480 --> 00:03:17.600]  完美的開始
[00:03:17.600 --> 00:03:20.560]  十九世紀德國的道平庚大學
[00:03:20.560 --> 00:03:23.120]  一班研究新約的聖經學者
[00:03:23.120 --> 00:03:26.480]  他們提出這個很重要的觀察
[00:03:26.480 --> 00:03:32.720]  新約聖經一開始已經不是完美的歷史
[00:03:32.720 --> 00:03:36.000]  因為合而為一
[00:03:36.000 --> 00:03:38.160]  你在耶穌的祈禱裏面
[00:03:38.160 --> 00:03:45.440]  你會發覺那些跟從耶穌的門徒是猶太人
[00:03:45.440 --> 00:03:52.640]  那些因門徒的說話而信主的是外邦人
[00:03:52.640 --> 00:03:54.960]  對新約的教會來說
[00:03:54.960 --> 00:04:01.920]  外邦人和猶太人之間的冤仇
[00:04:01.920 --> 00:04:08.960]  那道牆是由耶穌基督的死拆毀的
[00:04:08.960 --> 00:04:16.160]  教會在這件事情上所經歷的合而為一
[00:04:16.160 --> 00:04:21.200]  完全不是自己的努力
[00:04:21.200 --> 00:04:30.080]  而是上帝為他們所成就一件不可能的事實
[00:04:30.080 --> 00:04:35.200]  這個是教會的合一
[00:04:35.200 --> 00:04:43.200]  這個是我們相信教會在耶穌基督裏面
[00:04:43.200 --> 00:04:49.440]  是合一最基本的起點
[00:04:49.440 --> 00:04:51.840]  所以我們說
[00:04:51.840 --> 00:04:58.560]  我信合一分別為聖的教會
[00:04:58.560 --> 00:05:05.360]  同樣說的是上帝自己的工作
[00:05:05.360 --> 00:05:07.760]  分別為聖
[00:05:07.760 --> 00:05:16.160]  是上帝在他的子民中間沒有停止過的工作
[00:05:16.160 --> 00:05:21.120]  是上帝使我們分別為聖
[00:05:21.120 --> 00:05:26.080]  不是我們自己潔淨自己
[00:05:26.080 --> 00:05:28.640]  當然我們需要潔淨自己
[00:05:28.640 --> 00:05:32.800]  大戶人家有貴重的器皿
[00:05:32.800 --> 00:05:34.640]  金器銀器
[00:05:34.640 --> 00:05:37.440]  本來用這個比喻我們馬上明白了
[00:05:37.440 --> 00:05:40.560]  家裏有銀器我們也沒有金器
[00:05:40.560 --> 00:05:43.040]  銀器要經常洗擦的
[00:05:43.040 --> 00:05:45.440]  不是洗 要抹的
[00:05:45.440 --> 00:05:49.280]  所以人若自潔
[00:05:49.280 --> 00:05:52.160]  脫離卑賤的事
[00:05:52.160 --> 00:05:57.600]  就必作貴重的器皿
[00:05:57.600 --> 00:06:02.160]  但是器皿也有不是金器銀器
[00:06:02.160 --> 00:06:04.960]  有木器瓦器
[00:06:04.960 --> 00:06:06.960]  在上帝的手中
[00:06:06.960 --> 00:06:12.080]  保羅說「成為聖潔是合乎主用」
[00:06:12.080 --> 00:06:16.240]  是給上帝用的一生
[00:06:16.240 --> 00:06:21.360]  這個稱為分別為聖
[00:06:21.360 --> 00:06:27.440]  所以聖潔和清潔還有得分
[00:06:27.440 --> 00:06:30.320]  上帝要用一個人
[00:06:30.320 --> 00:06:35.200]  不用等到他完全清潔才用
[00:06:35.200 --> 00:06:38.480]  上帝要用你用我
[00:06:38.480 --> 00:06:41.840]  不用等到我們做主教那一天
[00:06:41.840 --> 00:06:43.120]  明白嗎
[00:06:43.120 --> 00:06:45.440]  當然上帝要用主教
[00:06:45.440 --> 00:06:47.200]  上帝也用大主教
[00:06:47.200 --> 00:06:49.680]  但是上帝在教會當中
[00:06:49.680 --> 00:06:52.000]  是用你用我
[00:06:52.000 --> 00:06:55.200]  每一個人的生命在祂的手中
[00:06:55.200 --> 00:06:59.440]  是成為聖潔合乎主用
[00:06:59.440 --> 00:07:01.520]  就好像在會幕裏面
[00:07:01.520 --> 00:07:07.760]  一切的器皿歸耶和華為聖
[00:07:07.760 --> 00:07:13.680]  上帝透過我們所遭遇的每一件事情
[00:07:13.680 --> 00:07:18.640]  來將我們修剪
[00:07:18.640 --> 00:07:21.200]  將我們用和合本的翻譯
[00:07:21.200 --> 00:07:23.520]  修理乾淨
[00:07:23.520 --> 00:07:26.640]  使我們結果子更多
[00:07:26.640 --> 00:07:31.680]  這個就是祂用我們的做法
[00:07:31.680 --> 00:07:33.840]  祂雕琢
[00:07:33.840 --> 00:07:35.520]  祂修剪
[00:07:35.520 --> 00:07:37.600]  祂叫我們所經歷的
[00:07:37.600 --> 00:07:40.160]  無非用保羅的說法
[00:07:40.160 --> 00:07:42.720]  萬事互相效力
[00:07:42.720 --> 00:07:47.360]  叫愛神的人得著益處
[00:07:47.360 --> 00:07:51.840]  所以在我們所遇見的事情當中
[00:07:51.840 --> 00:07:54.080]  我們需要學習
[00:07:54.080 --> 00:07:57.920]  看到上帝的作為
[00:07:57.920 --> 00:08:02.160]  看到上帝今天在教會
[00:08:02.160 --> 00:08:04.000]  在我們的教會
[00:08:04.000 --> 00:08:05.600]  在我們的家庭
[00:08:05.600 --> 00:08:07.200]  在我們的身上
[00:08:07.200 --> 00:08:10.400]  到底祂怎樣用我們
[00:08:10.400 --> 00:08:13.760]  祂怎樣來改變我們
[00:08:13.760 --> 00:08:17.680]  祂的手在我們身上在做甚麼
[00:08:17.680 --> 00:08:25.360]  這是我們相信聖兒宮之教會
[00:08:25.360 --> 00:08:28.320]  一個很重要的起點
[00:08:28.320 --> 00:08:31.760]  我們不是相信教會
[00:08:31.760 --> 00:08:38.240]  我們是相信上帝在教會當中
[00:08:38.240 --> 00:08:41.520]  是祂在這裏工作
[00:08:41.520 --> 00:08:47.600]  相信的對象一定只有上帝
