
[00:00:00.000 --> 00:00:02.000]  各位電影節的朋友 平安
[00:00:02.000 --> 00:00:04.000]  如果大家有留意到
[00:00:04.000 --> 00:00:06.000]  我們今天崇拜的港島
[00:00:06.000 --> 00:00:09.000]  會是這個季題的最後一次
[00:00:09.000 --> 00:00:13.000]  下個星期已經有一個中樹的主日
[00:00:13.000 --> 00:00:16.000]  接著復活的主日就會來到
[00:00:16.000 --> 00:00:18.000]  我們這個季度裏面
[00:00:18.000 --> 00:00:20.000]  你會記得我們是在講
[00:00:20.000 --> 00:00:23.000]  在恩典和真理上的長進
[00:00:23.000 --> 00:00:27.000]  在聖經上呼籲我們不要停滯
[00:00:27.000 --> 00:00:32.000]  讓我們屬靈的生命和信仰不會停滯
[00:00:32.000 --> 00:00:36.000]  我們中國人常常說不進則退
[00:00:36.000 --> 00:00:39.000]  讓我們的信仰可以不斷成長成熟
[00:00:39.000 --> 00:00:42.000]  生命會自然成長
[00:00:42.000 --> 00:00:45.000]  只要我們能夠給它足夠的關心
[00:00:45.000 --> 00:00:49.000]  也不讓其他的事情攔阻生命的成長
[00:00:49.000 --> 00:00:51.000]  它就會成長
[00:00:51.000 --> 00:00:54.000]  所以聖經面臨我們在神的恩典和真理當中
[00:00:54.000 --> 00:00:57.000]  追求成長
[00:00:57.000 --> 00:01:00.000]  雖然我們這個季題很快就會結束
[00:01:00.000 --> 00:01:02.000]  但願神都將這種感動
[00:01:02.000 --> 00:01:05.000]  這種動力賜給我們
[00:01:05.000 --> 00:01:08.000]  大家一起祈禱我們將這段時間交託給主
[00:01:08.000 --> 00:01:10.000]  天父我們感謝你
[00:01:10.000 --> 00:01:13.000]  因為你將生命賜給我們
[00:01:13.000 --> 00:01:17.000]  主我們知道你所賜的生命是永恆的生命
[00:01:17.000 --> 00:01:20.000]  你何等盼望我們能夠在你的面前
[00:01:20.000 --> 00:01:24.000]  領受你給我們豐盛的人生
[00:01:24.000 --> 00:01:27.000]  你不單只渴望我們能夠得著救恩
[00:01:27.000 --> 00:01:32.000]  你更加盼望你可以將天上地下一切的豐富
[00:01:32.000 --> 00:01:34.000]  都賜給我們
[00:01:34.000 --> 00:01:36.000]  因為你是慈愛的上帝
[00:01:36.000 --> 00:01:38.000]  你沒有任何的淪陷
[00:01:38.000 --> 00:01:41.000]  你樂意將恩典賜下
[00:01:41.000 --> 00:01:45.000]  主求你激勵我們的心更深渴慕成長
[00:01:45.000 --> 00:01:47.000]  更深切的追求
[00:01:47.000 --> 00:01:50.000]  得著主耶穌
[00:01:50.000 --> 00:01:51.000]  因此求你
[00:01:51.000 --> 00:01:54.000]  祈求你的聖經說話指教我們
[00:01:54.000 --> 00:01:57.000]  教我們逃避很多的障礙
[00:01:57.000 --> 00:01:59.000]  很多的錯謀
[00:01:59.000 --> 00:02:03.000]  以致我們能夠可以在真道上不斷地進步
[00:02:03.000 --> 00:02:05.000]  求主再次在今天早上
[00:02:05.000 --> 00:02:07.000]  向我們施恩
[00:02:07.000 --> 00:02:09.000]  賜下你的恩賢
[00:02:09.000 --> 00:02:11.000]  賜下你寶貴的聖靈
[00:02:11.000 --> 00:02:14.000]  在當中指教引導我們
[00:02:14.000 --> 00:02:18.000]  我們同心祈禱奉耶穌聖名祈求
[00:02:18.000 --> 00:02:21.000]  我們看回剛才的猶大書
[00:02:21.000 --> 00:02:23.000]  大家一起來思想
[00:02:23.000 --> 00:02:27.000]  17節開始最後一段經文
[00:02:27.000 --> 00:02:29.000]  在看這段經文之前
[00:02:29.000 --> 00:02:31.000]  我想和大家看一看
[00:02:31.000 --> 00:02:35.000]  就是《針研》第四章第六節的一節聖經
[00:02:35.000 --> 00:02:37.000]  這節聖經很多人都會提及
[00:02:37.000 --> 00:02:38.000]  就是聖經說
[00:02:38.000 --> 00:02:41.000]  不可離棄自慰
[00:02:41.000 --> 00:02:45.000]  他就自慰就護慰你
[00:02:45.000 --> 00:02:47.000]  要愛他
[00:02:47.000 --> 00:02:49.000]  他就保守你
[00:02:49.000 --> 00:02:53.000]  在《針研》書裏面純粹提及自慰
[00:02:53.000 --> 00:02:55.000]  當中所說的自慰
[00:02:55.000 --> 00:02:58.000]  就是說到神自己的真道
[00:02:58.000 --> 00:03:02.000]  如果我們能夠去保守自己
[00:03:02.000 --> 00:03:04.000]  不離開神的真道
[00:03:04.000 --> 00:03:05.000]  聖經就說
[00:03:05.000 --> 00:03:07.000]  神的道就保衛我們
[00:03:07.000 --> 00:03:09.000]  護衛我們
[00:03:09.000 --> 00:03:11.000]  我們愛慕祂
[00:03:11.000 --> 00:03:12.000]  尋求祂
[00:03:12.000 --> 00:03:14.000]  神的道就會保守我們
[00:03:14.000 --> 00:03:16.000]  《針研》就說
[00:03:16.000 --> 00:03:19.000]  不要自以為有自慰
[00:03:19.000 --> 00:03:21.000]  要尋求神的道
[00:03:21.000 --> 00:03:25.000]  很多時候我們以為神的道就是一些理念
[00:03:25.000 --> 00:03:26.000]  我們學會了
[00:03:26.000 --> 00:03:28.000]  明白了就可以了
[00:03:28.000 --> 00:03:30.000]  但是已經提及到神的道
[00:03:30.000 --> 00:03:32.000]  是能夠護衛我們
[00:03:32.000 --> 00:03:34.000]  能夠保護我們
[00:03:34.000 --> 00:03:37.000]  可以勝過很多偏差的路
[00:03:37.000 --> 00:03:38.000]  很多的錯謬
[00:03:38.000 --> 00:03:40.000]  所以聖經就說
[00:03:40.000 --> 00:03:43.000]  你要去愛神的道
[00:03:43.000 --> 00:03:44.000]  神的話
[00:03:44.000 --> 00:03:45.000]  神的自慰
[00:03:45.000 --> 00:03:47.000]  就保衛你
[00:03:47.000 --> 00:03:49.000]  從這個角度去思想的時候
[00:03:49.000 --> 00:03:50.000]  你就會明白
[00:03:50.000 --> 00:03:52.000]  為什麼猶太書一開始的時候
[00:03:52.000 --> 00:03:54.000]  當我們讀這段經文
[00:03:54.000 --> 00:03:57.000]  就發覺猶太不斷去呼籲弟兄姊妹
[00:03:57.000 --> 00:04:01.000]  你們要去慎防假教師
[00:04:01.000 --> 00:04:03.000]  要謹慎
[00:04:03.000 --> 00:04:05.000]  要防備很多假的道理
[00:04:05.000 --> 00:04:06.000]  錯謀的道理
[00:04:06.000 --> 00:04:10.000]  然後呼籲我們要竭力去維護真道
[00:04:10.000 --> 00:04:12.000]  你記得以前我們提及
[00:04:12.000 --> 00:04:14.000]  在後書和猶太書
[00:04:14.000 --> 00:04:18.000]  都不斷提及要維護真道
[00:04:18.000 --> 00:04:21.000]  來到猶太書最後一段的時候
[00:04:21.000 --> 00:04:24.000]  猶太最後就作出勸勉
[00:04:24.000 --> 00:04:28.000]  勸勉我們要留心在神的道裡長進
[00:04:28.000 --> 00:04:32.000]  也留心要防範很多錯謀的道理
[00:04:32.000 --> 00:04:34.000]  和假的教師
[00:04:34.000 --> 00:04:35.000]  因此我們去到最後的時候
[00:04:35.000 --> 00:04:38.000]  就更加小心看一看猶太
[00:04:38.000 --> 00:04:41.000]  他要對我們有的重要的勸勉
[00:04:41.000 --> 00:04:43.000]  大家再看回第十七節
[00:04:43.000 --> 00:04:46.000]  第十七節
[00:04:46.000 --> 00:04:47.000]  新月本這樣說
[00:04:47.000 --> 00:04:49.000]  但你們親愛的
[00:04:49.000 --> 00:04:53.000]  你們要記住我們主耶穌基督的使徒
[00:04:53.000 --> 00:04:55.000]  從前所說的話
[00:04:55.000 --> 00:04:57.000]  一開始的時候
[00:04:57.000 --> 00:04:58.000]  猶太就提醒
[00:04:58.000 --> 00:05:00.000]  在末世的時候
[00:05:00.000 --> 00:05:04.000]  有很多不敬虔的人的私慾會出現
[00:05:05.000 --> 00:05:07.000]  然後他就提醒你們要小心
[00:05:07.000 --> 00:05:09.000]  要常常牢記著
[00:05:09.000 --> 00:05:12.000]  使徒從前給我們的教導
[00:05:12.000 --> 00:05:15.000]  神透過他的使徒
[00:05:15.000 --> 00:05:17.000]  是將真理賜給我們
[00:05:17.000 --> 00:05:18.000]  大家會記得
[00:05:18.000 --> 00:05:20.000]  當新約的時代
[00:05:20.000 --> 00:05:22.000]  教會開始的時候
[00:05:22.000 --> 00:05:24.000]  彼得一次說到
[00:05:24.000 --> 00:05:26.000]  有多少人信主
[00:05:26.000 --> 00:05:28.000]  有三千人信主
[00:05:28.000 --> 00:05:30.000]  在《哲行傳》的第二章就提及
[00:05:30.000 --> 00:05:32.000]  一大群的弟兄姊妹
[00:05:32.000 --> 00:05:34.000]  他們就一起同心
[00:05:34.000 --> 00:05:38.000]  要恆心遵守使徒的教訓
[00:05:38.000 --> 00:05:42.000]  他們清楚使徒的教訓不是人的教訓
[00:05:42.000 --> 00:05:44.000]  正如聖經所說
[00:05:44.000 --> 00:05:46.000]  是人被聖靈感動
[00:05:46.000 --> 00:05:48.000]  將神的話講述出來
[00:05:48.000 --> 00:05:53.000]  因此他們就恆心去遵守使徒的教訓
[00:05:53.000 --> 00:05:55.000]  你們會看回
[00:05:55.000 --> 00:05:57.000]  記得我們之前有讀過的
[00:05:57.000 --> 00:05:59.000]  你翻到前面的彼得後書
[00:05:59.000 --> 00:06:04.000]  聖經的彼得後書第三章
[00:06:04.000 --> 00:06:09.000]  第三章第二節
[00:06:09.000 --> 00:06:14.000]  同樣地說
[00:06:14.000 --> 00:06:17.000]  彼得後書三章第二節
[00:06:17.000 --> 00:06:21.000]  叫你們記起聖先知說過的話
[00:06:21.000 --> 00:06:23.000]  和主救主
[00:06:23.000 --> 00:06:27.000]  藉著使徒傳給你們的誡明
[00:06:27.000 --> 00:06:29.000]  這裡同時提及過
[00:06:29.000 --> 00:06:30.000]  在舊約
[00:06:30.000 --> 00:06:32.000]  神透過很多他的先知
[00:06:32.000 --> 00:06:35.000]  將神的道來講述出來
[00:06:35.000 --> 00:06:37.000]  去到新約的時候
[00:06:37.000 --> 00:06:39.000]  主耶穌就透過他的使徒
[00:06:39.000 --> 00:06:42.000]  傳給我們誡明
[00:06:42.000 --> 00:06:44.000]  在新約的時候
[00:06:44.000 --> 00:06:49.000]  你看到神是透過他所選派的
[00:06:49.000 --> 00:06:50.000]  揀選的使徒
[00:06:50.000 --> 00:06:53.000]  來將他的道傳揚出來
[00:06:53.000 --> 00:06:54.000]  而聖經的新約
[00:06:54.000 --> 00:06:56.000]  正是這些記錄
[00:06:56.000 --> 00:06:58.000]  聖經告訴我們
[00:06:58.000 --> 00:07:00.000]  要留心記住
[00:07:00.000 --> 00:07:03.000]  這些神給我們的真道
[00:07:03.000 --> 00:07:05.000]  給我們的誡明
[00:07:05.000 --> 00:07:09.000]  今天有很多人會忘記有神的話
[00:07:09.000 --> 00:07:11.000]  或者輕視有神的道
[00:07:11.000 --> 00:07:14.000]  不再留心去遵從
[00:07:14.000 --> 00:07:18.000]  而猶太就在他最後的勸告當中提醒我們
[00:07:18.000 --> 00:07:21.000]  要記住使徒從前
[00:07:21.000 --> 00:07:24.000]  給我們的教導和真理
[00:07:24.000 --> 00:07:26.000]  我們回到猶太書
[00:07:26.000 --> 00:07:31.000]  但是這些說話是甚麼說話呢?
[00:07:31.000 --> 00:07:34.000]  猶太書第十八節就繼續說
[00:07:34.000 --> 00:07:37.000]  他們曾經對你們說
[00:07:37.000 --> 00:07:40.000]  末世必有好機笑人的人
[00:07:40.000 --> 00:07:44.000]  隨著自己不敬虔的私慾行事
[00:07:44.000 --> 00:07:47.000]  在末世的時候會出現一些情況
[00:07:47.000 --> 00:07:49.000]  有人會問
[00:07:49.000 --> 00:07:51.000]  甚麼是末世?
[00:07:51.000 --> 00:07:52.000]  我們一般就以為
[00:07:52.000 --> 00:07:55.000]  是主耶穌再回來之前的那段短時間
[00:07:55.000 --> 00:07:57.000]  就叫做末世
[00:07:57.000 --> 00:07:59.000]  但是聖經的觀念
[00:07:59.000 --> 00:08:02.000]  末世不是指單單那段時間
[00:08:02.000 --> 00:08:03.000]  如果你有印象
[00:08:03.000 --> 00:08:05.000]  在聖經希伯來書第一章就提到
[00:08:05.000 --> 00:08:08.000]  主曾經透過歷代的先知
[00:08:08.000 --> 00:08:11.000]  去曉喻我們真理
[00:08:11.000 --> 00:08:12.000]  在末世的時候
[00:08:12.000 --> 00:08:15.000]  就藉著他的愛子耶穌基督
[00:08:15.000 --> 00:08:19.000]  曉喻我們他的福音
[00:08:19.000 --> 00:08:21.000]  因此聖經提及的
[00:08:21.000 --> 00:08:24.000]  就是當耶穌來到世上的時候
[00:08:24.000 --> 00:08:27.000]  末世已經開始了
[00:08:27.000 --> 00:08:29.000]  耶穌基督的降臨
[00:08:29.000 --> 00:08:32.000]  和祂將來的再來
[00:08:32.000 --> 00:08:34.000]  兩次的降臨之間
[00:08:34.000 --> 00:08:37.000]  就是聖經所說的末世
[00:08:37.000 --> 00:08:40.000]  因此我們現在這個時候
[00:08:40.000 --> 00:08:42.000]  無論主耶穌何時再回來
[00:08:42.000 --> 00:08:45.000]  已經是末世的時代
[00:08:45.000 --> 00:08:47.000]  聖經講述末世有很多不同的特徵
[00:08:47.000 --> 00:08:49.000]  我們需要留心
[00:08:49.000 --> 00:08:51.000]  其中一點就是這裡所說到的
[00:08:51.000 --> 00:08:55.000]  就是末世必有好譏笑人的人
[00:08:55.000 --> 00:08:58.000]  這些人他們的特點在哪裡呢?
[00:08:58.000 --> 00:09:00.000]  你看看前面十五、十六節
[00:09:00.000 --> 00:09:02.000]  就有講述到他們的情況
[00:09:02.000 --> 00:09:05.000]  我們再看前面的第十五節
[00:09:05.000 --> 00:09:10.000]  我們再看新業本
[00:09:10.000 --> 00:09:12.000]  要審判眾人
[00:09:12.000 --> 00:09:16.000]  又要定所有不敬虔的人的罪
[00:09:16.000 --> 00:09:19.000]  因為他們妄行各樣不敬虔的事
[00:09:19.000 --> 00:09:22.000]  並且說要種種剛愎的話
[00:09:22.000 --> 00:09:23.000]  頂撞神
[00:09:23.000 --> 00:09:24.000]  十六節
[00:09:24.000 --> 00:09:26.000]  這些人常發牢騷
[00:09:26.000 --> 00:09:28.000]  怨天尤人
[00:09:28.000 --> 00:09:30.000]  順著自己的私慾行事
[00:09:30.000 --> 00:09:32.000]  口說誇張的話
[00:09:32.000 --> 00:09:36.000]  為了利益就不惜阿諛奉承
