
[00:00:00.000 --> 00:00:04.000]  各位同道早晨
[00:00:04.000 --> 00:00:08.000]  各位中學同學早
[00:00:08.000 --> 00:00:16.000]  我們今天很少有機會年紀相差這麼遠
[00:00:16.000 --> 00:00:21.000]  但也有些東西可以讓我們黏在一起
[00:00:21.000 --> 00:00:24.000]  就是今天的聖經
[00:00:24.000 --> 00:00:29.000]  如果進基督教學校讀書
[00:00:29.000 --> 00:00:31.000]  認識這四個字就齊了
[00:00:31.000 --> 00:00:34.000]  也認識這四個字就齊備了
[00:00:34.000 --> 00:00:36.000]  就叫做如有神助
[00:00:36.000 --> 00:00:38.000]  就是如有神助
[00:00:38.000 --> 00:00:40.000]  為什麼呢?
[00:00:40.000 --> 00:00:43.000]  可能我們想起很多人會幫助我們
[00:00:43.000 --> 00:00:46.000]  可能我們會想到很多人會幫助我們
[00:00:46.000 --> 00:00:50.000]  例如老師教得好
[00:00:50.000 --> 00:00:53.000]  學校的同學好
[00:00:53.000 --> 00:00:55.000]  或者跟著自己的命運好
[00:00:55.000 --> 00:00:57.000]  或者自己的命運好
[00:00:57.000 --> 00:01:00.000]  但是今天我們講的東西
[00:01:00.000 --> 00:01:04.000]  發現也不是最重要的
[00:01:04.000 --> 00:01:08.000]  今天聖經是在很短的一節裏面講完的
[00:01:08.000 --> 00:01:15.000]  但是要用三分二的人生來證明
[00:01:15.000 --> 00:01:21.000]  一個人大約有75年命
[00:01:21.000 --> 00:01:26.000]  當然香港人是長命很多的
[00:01:26.000 --> 00:01:28.000]  當然香港人是長命很多的
[00:01:28.000 --> 00:01:30.000]  但是有頭25年
[00:01:30.000 --> 00:01:32.000]  但是頭25年
[00:01:32.000 --> 00:01:35.000]  是我們去找什麼讓我們贏
[00:01:35.000 --> 00:01:39.000]  是我們去尋找什麼讓我們勝利
[00:01:39.000 --> 00:01:42.000]  以前的人會覺得快和有力
[00:01:42.000 --> 00:01:46.000]  以前的人會覺得快和有力
[00:01:46.000 --> 00:01:48.000]  因為要打仗
[00:01:48.000 --> 00:01:51.000]  現在的人比較少想打仗
[00:01:51.000 --> 00:01:54.000]  現在的人很少想打仗
[00:01:54.000 --> 00:01:56.000]  打倒旁邊的人就可以了
[00:01:56.000 --> 00:01:58.000]  就是掌聲旁人就行
[00:01:58.000 --> 00:02:00.000]  就是事業的成就
[00:02:00.000 --> 00:02:01.000]  是事業的成就
[00:02:01.000 --> 00:02:03.000]  以前想智慧
[00:02:03.000 --> 00:02:04.000]  就是智慧
[00:02:04.000 --> 00:02:06.000]  考公開試儘量高分
[00:02:06.000 --> 00:02:08.000]  考公開試儘量高分
[00:02:08.000 --> 00:02:10.000]  甚至技巧
[00:02:10.000 --> 00:02:11.000]  甚至技巧
[00:02:11.000 --> 00:02:13.000]  讀一些特別專門的東西
[00:02:13.000 --> 00:02:15.000]  念一些特別專門的
[00:02:15.000 --> 00:02:16.000]  你會的,別人不會的
[00:02:16.000 --> 00:02:18.000]  你會的,別人不會的
[00:02:18.000 --> 00:02:20.000]  這就是人生的策略
[00:02:20.000 --> 00:02:22.000]  這就是人生的策略
[00:02:22.000 --> 00:02:25.000]  頭25年學這些差不多了
[00:02:25.000 --> 00:02:29.000]  開始25年學這些應該差不多了
[00:02:29.000 --> 00:02:32.000]  但是26歲至75歲呢?
[00:02:32.000 --> 00:02:35.000]  但是從26歲到75歲
[00:02:35.000 --> 00:02:39.000]  發現頭25年的東西未必是行的
[00:02:39.000 --> 00:02:44.000]  你就發現頭25年學會的未必能行
[00:02:44.000 --> 00:02:46.000]  我們發現有更重要的東西
[00:02:46.000 --> 00:02:48.000]  我們發現會有更重要的
