
[00:00:00.000 --> 00:00:04.520]  我們錦日主
[00:00:04.520 --> 00:00:07.400]  今早我靈修讀聖經的時候
[00:00:07.400 --> 00:00:10.200]  讀到詩篇84篇
[00:00:10.200 --> 00:00:12.400]  能夠回到神的聖所
[00:00:12.400 --> 00:00:14.200]  回到教會
[00:00:14.200 --> 00:00:16.200]  我們來到學武神
[00:00:16.200 --> 00:00:18.400]  來到親近
[00:00:18.400 --> 00:00:21.280]  來到和弟兄姊妹一起敬拜
[00:00:21.280 --> 00:00:22.880]  這是非常之
[00:00:22.880 --> 00:00:24.760]  歡欣的一件事
[00:00:24.760 --> 00:00:27.520]  我們今天傳著一個歡喜快樂的心
[00:00:27.520 --> 00:00:29.800]  來到天父的面前
[00:00:29.800 --> 00:00:32.880]  我們來思想上帝的話語
[00:00:32.880 --> 00:00:35.120]  在彼得前書裡面
[00:00:35.120 --> 00:00:39.200]  使徒彼得領受了信息
[00:00:39.200 --> 00:00:44.400]  他叫我們要建立一個很健康的教會
[00:00:44.400 --> 00:00:46.400]  而健康的教會
[00:00:46.400 --> 00:00:48.880]  它需要每一個信徒
[00:00:48.880 --> 00:00:50.880]  每一個參與在教會裡面
[00:00:50.880 --> 00:00:52.480]  都能夠健全
[00:00:52.480 --> 00:00:54.080]  都能夠健康
[00:00:54.080 --> 00:00:55.280]  能夠健壯
[00:00:55.280 --> 00:00:57.080]  關注我們的身體
[00:00:57.080 --> 00:00:58.880]  我們的心理
[00:00:58.880 --> 00:01:00.160]  我們的靈性
[00:01:00.160 --> 00:01:02.880]  同樣的需要健壯
[00:01:02.880 --> 00:01:06.280]  所以我們今天繼續思想
[00:01:06.280 --> 00:01:08.880]  思想彼得前書裡面
[00:01:08.880 --> 00:01:10.880]  神對我們的信息
[00:01:10.880 --> 00:01:13.640]  求主繼續引導
[00:01:13.640 --> 00:01:14.640]  幫助我們
[00:01:14.640 --> 00:01:15.880]  讓我們能夠
[00:01:15.880 --> 00:01:19.280]  很好的將一個個人
[00:01:19.280 --> 00:01:20.880]  我們每一個個體
[00:01:20.880 --> 00:01:22.680]  能夠建立起來
[00:01:22.680 --> 00:01:24.680]  成為一個健康的
[00:01:24.680 --> 00:01:26.280]  茁壯的
[00:01:26.280 --> 00:01:29.280]  當我們開展這本書的時候
[00:01:29.280 --> 00:01:31.280]  他就告訴我們
[00:01:31.280 --> 00:01:34.880]  有一個很結實的生命
[00:01:34.880 --> 00:01:39.680]  這是神在基督耶穌裡面為我們預備的
[00:01:39.680 --> 00:01:42.880]  當我們領受這麼實在的
[00:01:42.880 --> 00:01:44.280]  永恆的
[00:01:44.280 --> 00:01:46.880]  不會腦壞的生命的時候
[00:01:46.880 --> 00:01:50.880]  我們要活出一個很充實的
[00:01:50.880 --> 00:01:53.880]  很實在的人生
[00:01:53.880 --> 00:01:55.480]  你和我的生活
[00:01:55.480 --> 00:01:58.480]  於是他從個人開始講到家庭
[00:01:58.480 --> 00:02:00.080]  講到社會
[00:02:00.080 --> 00:02:02.080]  講到工作單位
[00:02:02.080 --> 00:02:04.480]  主人、僕人、夫妻的關係
[00:02:04.480 --> 00:02:06.480]  我們進入第三章的時候
[00:02:06.480 --> 00:02:08.480]  一開始就提到
[00:02:08.480 --> 00:02:10.880]  夫妻之間的關係
[00:02:10.880 --> 00:02:12.480]  然後他一轉
[00:02:12.480 --> 00:02:13.880]  就轉過來
[00:02:13.880 --> 00:02:17.680]  就進入了我們怎樣來建立起
[00:02:17.680 --> 00:02:19.880]  在這個群體裡面
[00:02:19.880 --> 00:02:24.280]  你和我怎樣來全人的成長
[00:02:24.280 --> 00:02:27.280]  不是走極端單一方面的
[00:02:27.280 --> 00:02:30.480]  而是我們來的是全人的
[00:02:30.480 --> 00:02:32.280]  我們單純個人
[00:02:32.280 --> 00:02:33.680]  而且全體的
[00:02:33.680 --> 00:02:36.880]  我們能夠是健康的來成長
[00:02:36.880 --> 00:02:40.880]  所以我們今天進入了第三章裡面
[00:02:40.880 --> 00:02:43.480]  第三章裡面你會發現
[00:02:43.480 --> 00:02:47.480]  在去到第八節的時候
[00:02:47.480 --> 00:02:49.880]  他講完夫妻的關係之後
[00:02:49.880 --> 00:02:51.680]  去到第八節
[00:02:51.680 --> 00:02:54.080]  他就說總而言之
[00:02:54.080 --> 00:02:55.480]  就是一個總結
[00:02:55.480 --> 00:02:57.080]  就是將上面所講的
[00:02:57.080 --> 00:02:59.080]  無論是對社會
[00:02:59.080 --> 00:03:01.280]  對主人、僕人
[00:03:01.280 --> 00:03:04.080]  對夫妻、對兒女等等的
[00:03:04.080 --> 00:03:06.080]  講完這些關係之後
[00:03:06.080 --> 00:03:07.680]  他做一個總結
[00:03:07.680 --> 00:03:09.280]  總而言之
[00:03:09.280 --> 00:03:13.280]  總而言之他歸納了有四大要素
[00:03:13.280 --> 00:03:14.880]  就是將上面所講的
[00:03:14.880 --> 00:03:16.880]  和引述到下文開始
[00:03:16.880 --> 00:03:18.280]  繼續講下去的時候
[00:03:18.280 --> 00:03:20.280]  他講到這四樣東西
[00:03:20.280 --> 00:03:21.680]  這四樣是什麼呢?
[00:03:21.680 --> 00:03:23.080]  在第八節裡面
[00:03:23.080 --> 00:03:25.280]  他說你們要同心
[00:03:25.280 --> 00:03:27.280]  彼此的體恤
[00:03:27.280 --> 00:03:29.280]  相愛如弟兄
[00:03:29.280 --> 00:03:32.280]  全憐憫謙卑的心
[00:03:32.280 --> 00:03:34.680]  我們一樣一樣來看
[00:03:34.680 --> 00:03:37.880]  他說第一叫我們彼此要同心
[00:03:37.880 --> 00:03:43.280]  接著他說我們要彼此的體恤
[00:03:43.280 --> 00:03:47.280]  然後相愛如弟兄
[00:03:47.280 --> 00:03:51.480]  接著全慈憐謙卑的心
[00:03:51.480 --> 00:03:53.880]  我們這四樣東西
[00:03:53.880 --> 00:03:55.480]  都是講到我們內在的
[00:03:55.480 --> 00:03:57.680]  都是講到我們和人的關係的
[00:03:57.680 --> 00:03:59.680]  我們今天來思想
[00:03:59.680 --> 00:04:02.480]  全人的、全體的
[00:04:02.480 --> 00:04:06.080]  我們在主裡面來長大
[00:04:06.080 --> 00:04:07.480]  長大成人
[00:04:07.480 --> 00:04:10.880]  滿有耶穌基督成長的新娘
[00:04:10.880 --> 00:04:13.080]  我們先看第一樣
[00:04:13.080 --> 00:04:17.880]  第一樣他說我們要彼此的同心
[00:04:17.880 --> 00:04:19.480]  我們在教會裡面
[00:04:19.480 --> 00:04:21.480]  能夠要同心的
