
[00:00:00.000 --> 00:00:04.000]  限望
[00:00:04.000 --> 00:00:11.000]  我們今天的經文裏面其實都沒有出現這兩個字的
[00:00:11.000 --> 00:00:19.000]  我還以為是張琳琪其中一支的限望蠟燭
[00:00:19.000 --> 00:00:24.000]  成為我們今天的焦點,其實不是今天的蠟燭
[00:00:24.000 --> 00:00:28.000]  因為這個張琳琪有幾支蠟燭你記不記得
[00:00:28.000 --> 00:00:34.000]  可能你都不記得了,人的記憶真是很脆弱的
[00:00:34.000 --> 00:00:41.000]  有愛,還有什麼?你以為是信望愛,其實又不是的
[00:00:41.000 --> 00:00:47.000]  有愛有喜樂,有平安,還有盼望,無論如何
[00:00:47.000 --> 00:00:55.000]  在這個張琳琪的時間,我們用盼望來作為這個信息的中心
[00:00:55.000 --> 00:01:01.000]  啞口有言其實都是有這個故事的背景
[00:01:01.000 --> 00:01:06.000]  引伸出來的,這個張琳的盼望
[00:01:06.000 --> 00:01:11.000]  張琳琪的盼望和張琳的盼望
[00:01:11.000 --> 00:01:14.000]  當然兩樣東西都是有點重疊的
[00:01:14.000 --> 00:01:19.000]  但我們最主要的就是知道張琳的哪一位
[00:01:19.000 --> 00:01:25.000]  其實已經臨在,既然已經臨在,也必定臨在
[00:01:25.000 --> 00:01:30.000]  第一次臨在和最終極的臨在
[00:01:30.000 --> 00:01:37.000]  其實中間又如何呢?我們都唱以萬外離,神與人同在
[00:01:37.000 --> 00:01:42.000]  其實我覺得我們今天在一個這麼混亂
[00:01:42.000 --> 00:01:48.000]  這麼低迷的環境底下,其實有時候真是欲哭無淚
[00:01:48.000 --> 00:01:55.000]  莫說喜樂,我接下來的平安夜要去一個禮拜堂那裡
[00:01:55.000 --> 00:01:59.000]  說聖誕的信息,我竟然交了一個這樣的題目
[00:01:59.000 --> 00:02:02.000]  我都有一點點後悔,不過又不是很後悔
[00:02:02.000 --> 00:02:04.000]  因為是真誠的這樣說
[00:02:04.000 --> 00:02:10.000]  哎呀,在那段時間要交講題的時間,要交講聖誕信息
[00:02:10.000 --> 00:02:13.000]  我說不出聖誕快樂
[00:02:13.000 --> 00:02:16.000]  我給了一個題目叫做聖誕難過
[00:02:16.000 --> 00:02:19.000]  雖然現在有一點點後悔,又不知道怎樣
[00:02:19.000 --> 00:02:24.000]  但我都覺得就是在一種這樣的處境底下
[00:02:24.000 --> 00:02:30.000]  我們要去思考主耶穌基督
[00:02:30.000 --> 00:02:35.000]  他怎樣將這個盼望帶給我們
[00:02:35.000 --> 00:02:37.000]  其實我們到底盼望什麼?
[00:02:37.000 --> 00:02:40.000]  我們的盼望在乎什麼?
[00:02:40.000 --> 00:02:46.000]  我們的盼望和我們的需要和我們的貴佛是有什麼關係?
[00:02:46.000 --> 00:02:50.000]  我相信越絕望的人是越需要盼望
[00:02:50.000 --> 00:02:55.000]  不過越絕望的人你跟他有盼望,他越不知道你想跟他說什麼
[00:02:55.000 --> 00:02:58.000]  或者我們都有一陣子不懂得說什麼
[00:02:58.000 --> 00:03:03.000]  輔導的人都告訴我們,有些最痛苦最絕望的人你坐在他旁邊的時候
[00:03:03.000 --> 00:03:05.000]  你最好閉嘴
[00:03:05.000 --> 00:03:08.000]  所以又是很尷尬的一個情況
[00:03:08.000 --> 00:03:12.000]  到底我今天有什麼訊息來說呢?
[00:03:12.000 --> 00:03:17.000]  是被欺壓,被打壓,氣壓很低
[00:03:17.000 --> 00:03:23.000]  或者是沮喪的,是oppressed and depressed
[00:03:23.000 --> 00:03:26.000]  我們是需要有反彈的能力
[00:03:26.000 --> 00:03:33.000]  垂死的人,病重的人,幼傷的人
[00:03:33.000 --> 00:03:38.000]  活在疫情的壓抑下
[00:03:38.000 --> 00:03:42.000]  有損失,有喪失,有痛苦的人
[00:03:42.000 --> 00:03:47.000]  其實就是我們所有人
[00:03:47.000 --> 00:03:52.000]  任何活在這個世間的人
[00:03:52.000 --> 00:03:57.000]  在不同的時段其實都面對不同的失望
[00:03:57.000 --> 00:04:03.000]  我們是需要一個真是能夠救我們的一個盼望
[00:04:03.000 --> 00:04:09.000]  其實有時候我們絕望到根本都不覺得自己有什麼需要
[00:04:09.000 --> 00:04:13.000]  另外有一組活在平行時空的人
[00:04:13.000 --> 00:04:16.000]  或者大家都有平行時空的人
[00:04:16.000 --> 00:04:20.000]  有的人覺得現在什麼事都沒有發生過
[00:04:20.000 --> 00:04:23.000]  其實這些人需不需要盼望呢?
[00:04:23.000 --> 00:04:25.000]  我告訴你
[00:04:25.000 --> 00:04:28.000]  按照聖經的啟發
[00:04:28.000 --> 00:04:32.000]  根本就是所有的人
[00:04:32.000 --> 00:04:36.000]  都是需要有亮光
[00:04:36.000 --> 00:04:41.000]  一個心已經麻木了的人
[00:04:41.000 --> 00:04:45.000]  一個已經沉淪了的人
[00:04:45.000 --> 00:04:50.000]  你們死在過犯罪惡之中,這些聖經的說話
[00:04:50.000 --> 00:04:55.000]  真是連自己死成怎樣其實都不知道
[00:04:55.000 --> 00:04:58.000]  我覺得我們唯有靠著聖靈
[00:04:58.000 --> 00:05:00.000]  甦醒我們的心
[00:05:00.000 --> 00:05:05.000]  我們才稍微知道自己的需要在哪裡
[00:05:05.000 --> 00:05:08.000]  所以希望我們今天思考這個訊息的時候
[00:05:08.000 --> 00:05:10.000]  我們都學習
[00:05:10.000 --> 00:05:15.000]  是謙卑的,但願主用你的話語
[00:05:15.000 --> 00:05:21.000]  來祝我來光照
[00:05:21.000 --> 00:05:23.000]  撒加利亞這個人
[00:05:23.000 --> 00:05:26.000]  其實他有什麼需要呢?
[00:05:26.000 --> 00:05:29.000]  他已經是阿倫的後裔
[00:05:29.000 --> 00:05:35.000]  也有在聖殿裡侍奉的尊貴
[00:05:35.000 --> 00:05:38.000]  但是其實他心裡
[00:05:38.000 --> 00:05:40.000]  他老夫老妻
[00:05:40.000 --> 00:05:44.000]  有一件事他都忘記了,都不想再提
[00:05:44.000 --> 00:05:46.000]  當你身分現意的時候
[00:05:46.000 --> 00:05:49.000]  你覺得這個人生充滿
[00:05:49.000 --> 00:05:54.000]  很多美麗的憧憬,很多美麗的盼望
[00:05:54.000 --> 00:05:59.000]  但是一年過去,兩年過去,十年過去
[00:05:59.000 --> 00:06:04.000]  十五年開始你都知道不要再說了
[00:06:04.000 --> 00:06:06.000]  二十年過去
[00:06:06.000 --> 00:06:09.000]  可能三十年都過去了
