
[00:00:00.000 --> 00:00:07.000]  我們一齊來看十誡經文
[00:00:07.000 --> 00:00:11.000]  今天來到第五句說話
[00:00:11.000 --> 00:00:14.000]  剛才你由頭開始讀
[00:00:14.000 --> 00:00:16.000]  你就會發覺
[00:00:16.000 --> 00:00:21.000]  如果從蝙蝠字數的計算
[00:00:21.000 --> 00:00:23.000]  我們已經讀了大半了
[00:00:23.000 --> 00:00:27.000]  後面那五句短很多
[00:00:27.000 --> 00:00:30.000]  所以接下來那幾次再讀下去
[00:00:30.000 --> 00:00:32.000]  你要懂得停才好
[00:00:32.000 --> 00:00:35.000]  多讀四個字又多一句
[00:00:35.000 --> 00:00:38.000]  因此你就不要有個錯覺
[00:00:38.000 --> 00:00:42.000]  以為十誡是兩塊石板
[00:00:42.000 --> 00:00:45.000]  摩西從西乃山拿下來
[00:00:45.000 --> 00:00:52.000]  頭一塊石板記載頭五句的誡名
[00:00:52.000 --> 00:00:59.000]  第二塊石板記載後面五句的誡名
[00:00:59.000 --> 00:01:01.000]  有什麼不對呢?
[00:01:01.000 --> 00:01:06.000]  第一,頭一塊石板要寫得很小
[00:01:06.000 --> 00:01:09.000]  否則就要一塊大很多的石板
[00:01:09.000 --> 00:01:12.000]  第二塊就寫得很大隻字
[00:01:12.000 --> 00:01:13.000]  或者可以小很多
[00:01:13.000 --> 00:01:15.000]  不是這樣分的
[00:01:15.000 --> 00:01:17.000]  如果你要在中間分開
[00:01:17.000 --> 00:01:22.000]  我猜到第三屆還是第四屆安息日
[00:01:22.000 --> 00:01:24.000]  就已經是中間了
[00:01:24.000 --> 00:01:27.000]  所以不是上半下半
[00:01:27.000 --> 00:01:31.000]  因為我們這樣看是有危險的
[00:01:31.000 --> 00:01:35.000]  我們以為孝敬父母是屬於
[00:01:35.000 --> 00:01:39.000]  頭一半那五條的誡名
[00:01:39.000 --> 00:01:42.000]  頭四條不要有別的神
[00:01:42.000 --> 00:01:44.000]  不要雕刻神像
[00:01:44.000 --> 00:01:46.000]  不要網稱神的名字
[00:01:46.000 --> 00:01:48.000]  要守安息聖日
[00:01:48.000 --> 00:01:50.000]  都是向神的
[00:01:50.000 --> 00:01:54.000]  孝敬父母屬於頭一半上半
[00:01:54.000 --> 00:01:58.000]  父母就等於上帝那麼重要
[00:01:58.000 --> 00:02:00.000]  這樣就大件事了
[00:02:00.000 --> 00:02:03.000]  聖經裏面很清楚教導
[00:02:03.000 --> 00:02:06.000]  上帝就是上帝
[00:02:06.000 --> 00:02:08.000]  獨一的真神
[00:02:08.000 --> 00:02:10.000]  獨一是什麼意思?
[00:02:10.000 --> 00:02:12.000]  只是祂才是上帝
[00:02:12.000 --> 00:02:15.000]  再沒有其他的神
[00:02:15.000 --> 00:02:17.000]  第一句已經說了
[00:02:17.000 --> 00:02:19.000]  在我的面前對你來說
[00:02:19.000 --> 00:02:21.000]  再沒有其他的神
[00:02:21.000 --> 00:02:25.000]  父母不是其他的神
[00:02:25.000 --> 00:02:28.000]  父母不等於上帝
[00:02:28.000 --> 00:02:30.000]  你做父母了
[00:02:30.000 --> 00:02:31.000]  教佛的兒子的時候
[00:02:31.000 --> 00:02:33.000]  我代表上帝來教訓你
[00:02:33.000 --> 00:02:35.000]  這句話說快了點
[00:02:35.000 --> 00:02:37.000]  你代表你自己
[00:02:37.000 --> 00:02:41.000]  聖經提醒我們
[00:02:41.000 --> 00:02:44.000]  當孝敬父母
[00:02:44.000 --> 00:02:46.000]  我們要小心讀
[00:02:46.000 --> 00:02:48.000]  正如上一次
[00:02:48.000 --> 00:02:50.000]  我們要小心讀
[00:02:50.000 --> 00:02:52.000]  當紀念安息日
[00:02:52.000 --> 00:02:54.000]  我們解釋過
[00:02:54.000 --> 00:02:56.000]  不知道你還記不記得
[00:02:56.000 --> 00:02:58.000]  不知道我說得夠不夠清楚
[00:02:58.000 --> 00:03:00.000]  安息人不是休息
[00:03:00.000 --> 00:03:02.000]  雖然這個翻譯
[00:03:02.000 --> 00:03:04.000]  安息讓我們想起
[00:03:04.000 --> 00:03:06.000]  安息一星期休息
[00:03:06.000 --> 00:03:08.000]  睡覺不用做工
[00:03:08.000 --> 00:03:10.000]  不是停止
[00:03:10.000 --> 00:03:12.000]  為什麼要停下來?
[00:03:12.000 --> 00:03:14.000]  因為我很累
[00:03:14.000 --> 00:03:16.000]  是上帝已經完成
[00:03:16.000 --> 00:03:20.000]  他創造的工作
[00:03:20.000 --> 00:03:22.000]  做完了
[00:03:22.000 --> 00:03:24.000]  停下來
[00:03:24.000 --> 00:03:26.000]  很累了
[00:03:26.000 --> 00:03:28.000]  不能夠不停下來
[00:03:28.000 --> 00:03:30.000]  是完全不同的一件事
[00:03:30.000 --> 00:03:32.000]  上班六天很累了
[00:03:32.000 --> 00:03:34.000]  你回來做崇拜
[00:03:34.000 --> 00:03:36.000]  那我更加累
[00:03:36.000 --> 00:03:38.000]  我是做得很起勁
[00:03:38.000 --> 00:03:40.000]  但是我停下來
[00:03:40.000 --> 00:03:42.000]  因為我知道在我的生命當中
[00:03:42.000 --> 00:03:46.000]  上帝親自工作
[00:03:46.000 --> 00:03:52.000]  上帝改變我和你的生命
[00:03:52.000 --> 00:03:56.000]  特別是那些最混亂的地方
[00:03:56.000 --> 00:03:58.000]  我們自己搞不定的地方
[00:03:58.000 --> 00:04:00.000]  因此我們來到神的面前
[00:04:00.000 --> 00:04:02.000]  我們一同來敬拜祂
[00:04:02.000 --> 00:04:04.000]  一同來慶祝
[00:04:04.000 --> 00:04:08.000]  一同放下其他的東西
[00:04:08.000 --> 00:04:10.000]  我們來到神的面前
[00:04:10.000 --> 00:04:12.000]  安息聖日的意思
[00:04:12.000 --> 00:04:14.000]  停下來
[00:04:14.000 --> 00:04:16.000]  認清楚
[00:04:16.000 --> 00:04:20.000]  上帝自己在那裡工作
[00:04:20.000 --> 00:04:22.000]  所以又是釋放
[00:04:22.000 --> 00:04:24.000]  不是束縛
[00:04:24.000 --> 00:04:26.000]  如果要靠我們做事
[00:04:26.000 --> 00:04:28.000]  我們做漏了
[00:04:28.000 --> 00:04:30.000]  那就慘了
[00:04:30.000 --> 00:04:32.000]  你這次出門關燈了嗎?
[00:04:32.000 --> 00:04:34.000]  不要緊 電梯那邊關了火了嗎?
[00:04:34.000 --> 00:04:36.000]  是喔 你立刻彈起
[00:04:36.000 --> 00:04:38.000]  看清楚一點 很大的壓力
[00:04:38.000 --> 00:04:40.000]  不是
[00:04:40.000 --> 00:04:44.000]  上帝在我們的人生當中
[00:04:44.000 --> 00:04:46.000]  完成祂的工作
[00:04:46.000 --> 00:04:48.000]  你信不信?
[00:04:48.000 --> 00:04:50.000]  你想清楚一點
[00:04:50.000 --> 00:04:52.000]  你信不信得過?
[00:04:52.000 --> 00:04:54.000]  上帝完成
[00:04:54.000 --> 00:04:56.000]  祂親手的工作
[00:04:56.000 --> 00:04:58.000]  安息日的意思
[00:04:58.000 --> 00:05:00.000]  所以你讀清楚一點
[00:05:00.000 --> 00:05:02.000]  你就會留到這裡說
[00:05:02.000 --> 00:05:04.000]  孝敬父母
[00:05:04.000 --> 00:05:06.000]  中國人說
[00:05:06.000 --> 00:05:09.000]  孝順父母
[00:05:09.000 --> 00:05:11.000]  都是一樣的
[00:05:11.000 --> 00:05:13.000]  百行以孝為先
[00:05:13.000 --> 00:05:15.000]  有分別的
[00:05:15.000 --> 00:05:17.000]  有分別的
[00:05:17.000 --> 00:05:19.000]  怎樣分別呢?
[00:05:19.000 --> 00:05:23.000]  我和你看看新約聖經兩處的解釋
[00:05:23.000 --> 00:05:26.000]  第一處你很熟悉的
[00:05:26.000 --> 00:05:28.000]  在二弗所書
[00:05:28.000 --> 00:05:30.000]  第六章
[00:05:30.000 --> 00:05:32.000]  第一 第二節
[00:05:32.000 --> 00:05:34.000]  第三節
[00:05:34.000 --> 00:05:36.000]  分不開的 第二 第三節一起的
[00:05:36.000 --> 00:05:38.000]  二弗所書
[00:05:38.000 --> 00:05:40.000]  第六章
[00:05:40.000 --> 00:05:42.000]  第一到第三節
[00:05:42.000 --> 00:05:44.000]  找到我們一起讀
[00:05:44.000 --> 00:05:48.000]  你們莊兒女的
[00:05:48.000 --> 00:05:52.000]  要在主裡稱從父母
[00:05:52.000 --> 00:05:55.000]  這是理所當然的
[00:05:55.000 --> 00:05:58.000]  要孝敬父母
[00:05:58.000 --> 00:06:00.000]  使你得福
[00:06:00.000 --> 00:06:02.000]  在世長壽
[00:06:02.000 --> 00:06:06.000]  這是第一條大應許的誡明
[00:06:06.000 --> 00:06:08.000]  留心這裡兩節
[00:06:08.000 --> 00:06:13.000]  其實說的不是同一件事
[00:06:13.000 --> 00:06:16.000]  第一個說聽從父母
[00:06:16.000 --> 00:06:19.000]  第二句說孝敬父母
[00:06:19.000 --> 00:06:20.000]  一樣而已
[00:06:20.000 --> 00:06:22.000]  那你小心了
[00:06:22.000 --> 00:06:24.000]  因為這裡很清楚說
[00:06:24.000 --> 00:06:29.000]  聽從父母有一個先決的條件
[00:06:29.000 --> 00:06:31.000]  是什麼?
[00:06:31.000 --> 00:06:35.000]  在主裡面
[00:06:35.000 --> 00:06:39.000]  即是說在父母之上
[00:06:39.000 --> 00:06:42.000]  還有一位主
[00:06:42.000 --> 00:06:44.000]  就是上帝
[00:06:44.000 --> 00:06:46.000]  所以在上帝之下
[00:06:46.000 --> 00:06:50.000]  你去聽從父母
[00:06:50.000 --> 00:06:53.000]  這句說話說得很清楚
[00:06:53.000 --> 00:06:57.000]  然後要孝敬父母的意思就是這樣
[00:06:57.000 --> 00:07:00.000]  如果你說我要聽從父母
[00:07:00.000 --> 00:07:01.000]  要
[00:07:01.000 --> 00:07:06.000]  不過是在上帝的命令之下
[00:07:06.000 --> 00:07:07.000]  聽從父母
[00:07:07.000 --> 00:07:11.000]  其實《新命記》也是這樣說的
[00:07:11.000 --> 00:07:15.000]  十誡除了出現在《崔埃及記》之外
[00:07:15.000 --> 00:07:18.000]  在《新命記》有重複的記載
[00:07:18.000 --> 00:07:20.000]  我讀給你聽
[00:07:20.000 --> 00:07:22.000]  第五章《新命記》
[00:07:22.000 --> 00:07:26.000]  第五章第十六節
[00:07:26.000 --> 00:07:27.000]  十六節
[00:07:27.000 --> 00:07:30.000]  《新命記》五章十六節
[00:07:30.000 --> 00:07:38.000]  當照耶和華你神所吩咐的孝敬父母
[00:07:38.000 --> 00:07:39.000]  使你得福
[00:07:39.000 --> 00:07:45.000]  並使你的日子在耶和華你神所賜你的地上
[00:07:45.000 --> 00:07:47.000]  得以長久
[00:07:47.000 --> 00:07:48.000]  看到嗎?
[00:07:48.000 --> 00:07:50.000]  這裡加多了一個開場白
[00:07:50.000 --> 00:07:51.000]  也是很重要的
[00:07:51.000 --> 00:07:53.000]  就和已不所書一樣
[00:07:53.000 --> 00:08:00.000]  按照耶和華神所吩咐的孝敬父母
[00:08:00.000 --> 00:08:03.000]  就是說我們聽從父母
[00:08:03.000 --> 00:08:06.000]  孝敬父母不能夠違背上帝的
[00:08:06.000 --> 00:08:09.000]  在處女聽從父母
[00:08:09.000 --> 00:08:14.000]  任何人叫我們做一件事情
[00:08:14.000 --> 00:08:16.000]  是違背上帝的
[00:08:16.000 --> 00:08:22.000]  信從神不信從人是應當的
[00:08:22.000 --> 00:08:27.000]  這是在《使徒行傳》裡所說的一句話
[00:08:27.000 --> 00:08:30.000]  人包括父母在內
[00:08:30.000 --> 00:08:35.000]  如果你還想要更清楚的教導
[00:08:35.000 --> 00:08:38.000]  就要去到主耶穌自己說的話
[00:08:38.000 --> 00:08:43.000]  人如果愛我不勝過愛父母的
[00:08:43.000 --> 00:08:46.000]  就不配做我的門徒
[00:08:46.000 --> 00:08:50.000]  這句我們聽起來就更加肯定了
