
[00:00:00.000 --> 00:00:07.000]  多謝施班,Grace upon Grace
[00:00:07.000 --> 00:00:10.000]  亦都多謝Robert帶唱歌
[00:00:10.000 --> 00:00:12.000]  不知道大家有沒有留意到
[00:00:12.000 --> 00:00:19.000]  剛才的歌詞或旋律都是Robert寫的
[00:00:19.000 --> 00:00:23.000]  他快要回加拿大了,我會很miss他
[00:00:23.000 --> 00:00:30.000]  我和他同一個generation,所以他寫的歌我特別喜歡
[00:00:30.000 --> 00:00:35.000]  希望將來你們帶師的人會繼續帶Robert的歌
[00:00:35.000 --> 00:00:40.000]  我們回到今天的經文,羅馬書十四章
[00:00:40.000 --> 00:00:44.000]  我們會順著羅馬書說,今天說到十四章
[00:00:44.000 --> 00:00:47.000]  應該是羅馬書最後一次
[00:00:47.000 --> 00:00:55.000]  雖然還有十五章和十六章,十六章是問候羅馬教會的說話
[00:00:55.000 --> 00:00:58.000]  不是太容易說到
[00:00:58.000 --> 00:01:03.000]  十五章有些都是說保羅自己去羅馬的計劃
[00:01:03.000 --> 00:01:05.000]  所以不會說那些
[00:01:05.000 --> 00:01:09.000]  還未決定明年2020年說什麼經卷
[00:01:09.000 --> 00:01:12.000]  如果你對某個經卷很有興趣
[00:01:12.000 --> 00:01:14.000]  都可以試試提名
[00:01:14.000 --> 00:01:17.000]  當然選擇權就在我了
[00:01:17.000 --> 00:01:22.000]  我們看羅馬書十四章
[00:01:22.000 --> 00:01:25.000]  也是用啟認的方法
[00:01:25.000 --> 00:01:28.000]  我們讀完耶三哲
[00:01:28.000 --> 00:01:31.000]  我讀啟,即是單數
[00:01:31.000 --> 00:01:33.000]  大家讀認,雙數的經文
[00:01:33.000 --> 00:01:36.000]  信心軟弱的,你們要接納
[00:01:36.000 --> 00:01:39.000]  但不要辯論所疑惑的事
[00:01:39.000 --> 00:01:42.000]  有人信百物都可吃
[00:01:42.000 --> 00:01:45.000]  但軟弱的,只吃蔬菜
[00:01:45.000 --> 00:01:48.000]  吃的人不可輕看不吃的人
[00:01:48.000 --> 00:01:51.000]  亦不吃的人不可論斷吃的人
[00:01:51.000 --> 00:01:55.000]  因為神已經收納他了
[00:01:55.000 --> 00:01:58.000]  你是誰竟論斷別人的僕人呢?
[00:01:58.000 --> 00:02:01.000]  他或站住或跌倒
[00:02:01.000 --> 00:02:03.000]  自有他的主人在
[00:02:03.000 --> 00:02:05.000]  而且他也必要站住
[00:02:05.000 --> 00:02:08.000]  因為主能使他站住
[00:02:08.000 --> 00:02:11.000]  有人看這日比那日強
[00:02:11.000 --> 00:02:14.000]  有人看日日都是一樣
[00:02:14.000 --> 00:02:18.000]  只是各人心裡要意見堅定
[00:02:18.000 --> 00:02:21.000]  守日的人是為主守的
[00:02:21.000 --> 00:02:24.000]  吃的人是為主吃的
[00:02:24.000 --> 00:02:26.000]  因他感謝神
[00:02:26.000 --> 00:02:29.000]  不吃的人是為主不吃的
[00:02:29.000 --> 00:02:30.000]  也感謝神
[00:02:30.000 --> 00:02:33.000]  我們沒有一個人為自己活
[00:02:33.000 --> 00:02:36.000]  也沒有一個人為自己死
[00:02:36.000 --> 00:02:39.000]  我們若活著是為主而活
[00:02:39.000 --> 00:02:42.000]  若死了是為主而死
[00:02:42.000 --> 00:02:46.000]  所以我們或活或死總是主的人
[00:02:46.000 --> 00:02:49.000]  因此基督死了又活了
[00:02:49.000 --> 00:02:53.000]  為要作死人並活人的主
[00:02:53.000 --> 00:02:56.000]  你這個人為什麼論斷弟兄呢?
[00:02:56.000 --> 00:02:59.000]  又為什麼輕看弟兄呢?
[00:02:59.000 --> 00:03:02.000]  因我們都要站在神的台前
[00:03:02.000 --> 00:03:04.000]  經上寫著主說
[00:03:04.000 --> 00:03:07.000]  我憑著我的永生氣勢
[00:03:07.000 --> 00:03:10.000]  萬失必向我跪拜
[00:03:10.000 --> 00:03:13.000]  萬口必向我承認
[00:03:13.000 --> 00:03:14.000]  這樣看來
[00:03:14.000 --> 00:03:18.000]  我們各人必要將自己的事在神面前說明
[00:03:18.000 --> 00:03:21.000]  所以我們不可再彼此論斷
[00:03:21.000 --> 00:03:28.000]  寧可定義誰也不給弟兄放下半腳跌人之物
[00:03:28.000 --> 00:03:31.000]  我憑著主耶穌確知心信
[00:03:31.000 --> 00:03:34.000]  凡物本來沒有不潔淨的
[00:03:34.000 --> 00:03:36.000]  唯獨人以為不潔淨的
[00:03:36.000 --> 00:03:38.000]  對他就不潔淨了
[00:03:38.000 --> 00:03:41.000]  你若因食物叫弟兄憂愁
[00:03:41.000 --> 00:03:44.000]  就不是按著愛人的道理行
[00:03:44.000 --> 00:03:46.000]  基督已經替他死
[00:03:46.000 --> 00:03:50.000]  你不可因你的食物叫他敗壞
[00:03:50.000 --> 00:03:53.000]  不可叫你的善被人毀謗
[00:03:53.000 --> 00:03:56.000]  因為神的國不在乎吃喝
[00:03:56.000 --> 00:03:59.000]  只在乎公義和平
[00:03:59.000 --> 00:04:01.000]  並聖靈中的喜樂
[00:04:01.000 --> 00:04:04.000]  在這幾樣上服侍基督的
[00:04:04.000 --> 00:04:06.000]  就為神所喜悅
[00:04:06.000 --> 00:04:08.000]  又為人所稱許
[00:04:08.000 --> 00:04:12.000]  所以我們務要追求和睦的事
[00:04:12.000 --> 00:04:15.000]  要彼此建立德行的事
[00:04:15.000 --> 00:04:18.000]  不可因食物毀壞神的功情
[00:04:18.000 --> 00:04:20.000]  凡物固然潔淨
[00:04:20.000 --> 00:04:22.000]  但有人因食物叫人跌倒
[00:04:22.000 --> 00:04:24.000]  就是他的罪了
[00:04:24.000 --> 00:04:29.000]  無論是吃肉是喝酒是什麼別的事
[00:04:29.000 --> 00:04:32.000]  叫弟兄跌倒一概不做才好
[00:04:32.000 --> 00:04:36.000]  你有信心就當在神面前守著
[00:04:36.000 --> 00:04:39.000]  人在自己以為可行的事上能不自責
[00:04:39.000 --> 00:04:41.000]  就有福了
[00:04:41.000 --> 00:04:45.000]  若有疑心而吃的就必有罪
[00:04:45.000 --> 00:04:48.000]  因為他吃不是出於信心
[00:04:48.000 --> 00:04:52.000]  凡不是出於信心的都是罪
[00:04:52.000 --> 00:04:54.000]  讓我們低頭做一個禱告
[00:04:54.000 --> 00:04:56.000]  主耶穌求祢保守我們
[00:04:56.000 --> 00:05:00.000]  讓我們在這個充滿紛爭
[00:05:00.000 --> 00:05:04.000]  很多不同的言說的社會裏
[00:05:04.000 --> 00:05:06.000]  讓我們做各樣的事
[00:05:06.000 --> 00:05:08.000]  說每一句話
[00:05:08.000 --> 00:05:13.000]  是憑著對你一份單純的信心去做
[00:05:13.000 --> 00:05:15.000]  讓我們明白
[00:05:15.000 --> 00:05:19.000]  每個人都需要在你面前交仗
[00:05:19.000 --> 00:05:23.000]  我們最重要的是問我們自己所行所做
[00:05:23.000 --> 00:05:26.000]  是否能夠對得起你
[00:05:26.000 --> 00:05:29.000]  是否能夠祝福其他人
[00:05:29.000 --> 00:05:32.000]  幫助我們今天去聽道的時候
[00:05:32.000 --> 00:05:34.000]  讓你教導我們
[00:05:34.000 --> 00:05:38.000]  如何在這個世代成為祝福別人的一個人
[00:05:38.000 --> 00:05:41.000]  求你聖靈去教導我們
[00:05:41.000 --> 00:05:43.000]  禱告奉耶穌基督命
[00:05:43.000 --> 00:05:48.000]  我們又說說羅馬書的結構
[00:05:48.000 --> 00:05:50.000]  跟你說過很多次
[00:05:50.000 --> 00:05:52.000]  羅馬書基本上第一到第十一章
[00:05:52.000 --> 00:05:55.000]  都是一些神學上的論述
[00:05:55.000 --> 00:05:57.000]  可以說是比較理念一點的
[00:05:57.000 --> 00:06:01.000]  第一到第八章就說到所謂恩信清義
[00:06:01.000 --> 00:06:02.000]  無門是負面
[00:06:02.000 --> 00:06:05.000]  沒有人能夠靠行為清義或者正面
[00:06:05.000 --> 00:06:06.000]  聖靈在我們心中
[00:06:06.000 --> 00:06:10.000]  我們如何過一個聖靈充滿的生活呢
[00:06:10.000 --> 00:06:14.000]  第九到第十一章就是解釋一個當時的難題
[00:06:14.000 --> 00:06:17.000]  為什麼很多以色列人沒有信耶穌呢
[00:06:17.000 --> 00:06:19.000]  主耶穌保羅的結論就是
[00:06:19.000 --> 00:06:22.000]  神沒有離棄猶太人
[00:06:22.000 --> 00:06:24.000]  只是神有他的時間
[00:06:24.000 --> 00:06:28.000]  第十二章開始就是應用篇
[00:06:28.000 --> 00:06:32.000]  既然我們有神這麼豐富的恩典
[00:06:32.000 --> 00:06:34.000]  聖靈已經在我們心中
[00:06:34.000 --> 00:06:36.000]  我們應該如何行事為人呢
[00:06:36.000 --> 00:06:39.000]  所以第十二章一節開頭就是說
[00:06:39.000 --> 00:06:42.000]  我們要把身體獻上當作活祭
[00:06:42.000 --> 00:06:44.000]  這是理所當然的侍奉
[00:06:44.000 --> 00:06:47.000]  我們要把我們的生命獻上
[00:06:47.000 --> 00:06:50.000]  第十二章一直到第十五章
