
[00:00:00.000 --> 00:00:03.000]  各位主內地兄姊妹平安
[00:00:03.000 --> 00:00:06.000]  很開心也很感謝神
[00:00:06.000 --> 00:00:09.000]  有機會回到城北華記
[00:00:09.000 --> 00:00:14.000]  不單止在正父禮堂講道
[00:00:14.000 --> 00:00:17.000]  還有參加聖餐
[00:00:17.000 --> 00:00:23.000]  這真是神自己的賜福和恩典
[00:00:23.000 --> 00:00:25.000]  特別離開一段時間
[00:00:25.000 --> 00:00:30.000]  更不敢放棄
[00:00:30.000 --> 00:00:35.000]  我要先多謝弟兄姊妹
[00:00:35.000 --> 00:00:37.000]  你們很有心
[00:00:37.000 --> 00:00:40.000]  每個都問候我父母
[00:00:40.000 --> 00:00:42.000]  你非吾勿施
[00:00:42.000 --> 00:00:47.000]  是他們2009年8月回到香港到今天
[00:00:47.000 --> 00:00:50.000]  我母親剛剛過了80歲
[00:00:50.000 --> 00:00:53.000]  她沒有擺酒
[00:00:53.000 --> 00:00:56.000]  不過她還有20年
[00:00:56.000 --> 00:00:58.000]  我婆婆是100歲
[00:00:58.000 --> 00:01:00.000]  她很精神很健康
[00:01:00.000 --> 00:01:02.000]  我們感恩
[00:01:02.000 --> 00:01:05.000]  以為回香港是為我父親的照顧
[00:01:05.000 --> 00:01:06.000]  原來不是
[00:01:06.000 --> 00:01:10.000]  原來是我母親的健康可以恢復
[00:01:10.000 --> 00:01:12.000]  這是感謝主的
[00:01:12.000 --> 00:01:15.000]  我爸爸是苦年出世
[00:01:15.000 --> 00:01:17.000]  所以你計算一下12生肖
[00:01:17.000 --> 00:01:19.000]  你才知道今年幾多歲
[00:01:19.000 --> 00:01:21.000]  他身體明顯差了
[00:01:21.000 --> 00:01:22.000]  頭腦很清醒
[00:01:22.000 --> 00:01:26.000]  不過你探望他千萬不要讓他猜你是誰
[00:01:26.000 --> 00:01:28.000]  他一定不會回答你
[00:01:28.000 --> 00:01:29.000]  但他很清醒
[00:01:29.000 --> 00:01:33.000]  聽覺很靈敏
[00:01:33.000 --> 00:01:37.000]  看得不是很好
[00:01:37.000 --> 00:01:39.000]  所以你要對正他
[00:01:39.000 --> 00:01:41.000]  讓他看到你
[00:01:41.000 --> 00:01:46.000]  他一定記得城北的弟兄姊妹和同宮
[00:01:46.000 --> 00:01:48.000]  所以感謝主
[00:01:48.000 --> 00:01:52.000]  他們在香港神看顧
[00:01:52.000 --> 00:01:56.000]  保守了他們直到今天
[00:01:56.000 --> 00:01:59.000]  我也要代表香港中國神學研究院
[00:01:59.000 --> 00:02:01.000]  多謝教會
[00:02:01.000 --> 00:02:07.000]  讓生命之道的課程在城北舉行
[00:02:07.000 --> 00:02:08.000]  剛剛完了
[00:02:08.000 --> 00:02:11.000]  星期四最後一課
[00:02:11.000 --> 00:02:13.000]  400人參加
[00:02:13.000 --> 00:02:15.000]  這是很感恩的
[00:02:15.000 --> 00:02:18.000]  生命之道是7年前
[00:02:18.000 --> 00:02:21.000]  眾神在香港上水宣導會開始
[00:02:21.000 --> 00:02:23.000]  當時未夠200人
[00:02:23.000 --> 00:02:27.000]  今天香港有超過一萬位弟兄姊妹出席
[00:02:27.000 --> 00:02:30.000]  在海外三個國家
[00:02:30.000 --> 00:02:31.000]  加拿大最多人了
[00:02:31.000 --> 00:02:33.000]  三千多
[00:02:33.000 --> 00:02:35.000]  美國和澳洲加起來
[00:02:35.000 --> 00:02:38.000]  也有三千多位弟兄姊妹
[00:02:38.000 --> 00:02:44.000]  這是神給我們可以服侍宗教會的恩典和機會
[00:02:44.000 --> 00:02:46.000]  我們不敢怠慢
[00:02:46.000 --> 00:02:49.000]  今早不是講眾神的事
[00:02:49.000 --> 00:02:52.000]  如果你問做了院長有什麼大計
[00:02:52.000 --> 00:02:54.000]  我不是很懂得回答這些問題
[00:02:54.000 --> 00:02:56.000]  不過我帶了一本
[00:02:56.000 --> 00:03:03.000]  我們眾神前面的事工發展策略的分享
[00:03:03.000 --> 00:03:06.000]  我放在陳牧師的手上
[00:03:06.000 --> 00:03:08.000]  如果你有感動
[00:03:08.000 --> 00:03:11.000]  你想明白了解
[00:03:11.000 --> 00:03:12.000]  為我們禱告奉獻
[00:03:12.000 --> 00:03:17.000]  歡迎你參考那一本事工分享
[00:03:17.000 --> 00:03:20.000]  我知道教會這幾個星期
[00:03:20.000 --> 00:03:24.000]  在讀復活七賢
[00:03:24.000 --> 00:03:25.000]  很好
[00:03:25.000 --> 00:03:28.000]  又有傳統又有新意
[00:03:28.000 --> 00:03:30.000]  通常我們讀的是十加七賢
[00:03:30.000 --> 00:03:32.000]  講得很淒涼
[00:03:32.000 --> 00:03:35.000]  復活七賢是很榮耀的
[00:03:35.000 --> 00:03:37.000]  是很有盼望的
[00:03:37.000 --> 00:03:40.000]  我們應該好好地明白
