
[00:00:00.000 --> 00:00:04.000]  今天我們要看的那段經文的名字
[00:00:04.000 --> 00:00:07.000]  就叫做《葡萄園風雲》
[00:00:07.000 --> 00:00:12.000]  就在馬太福音第21章
[00:00:12.000 --> 00:00:16.000]  那個比喻呢
[00:00:16.000 --> 00:00:17.000]  20章對不起
[00:00:17.000 --> 00:00:21.000]  就是由第1節到16節的
[00:00:21.000 --> 00:00:25.000]  但是我們要明白這個比喻
[00:00:25.000 --> 00:00:30.000]  就要讀19章27節到30節
[00:00:30.000 --> 00:00:34.000]  所以稍微長一點
[00:00:34.000 --> 00:00:37.000]  又加上裡面有些中文字
[00:00:37.000 --> 00:00:39.000]  可能發音比較難讀
[00:00:39.000 --> 00:00:44.000]  所以我就讀給大家聽
[00:00:44.000 --> 00:00:51.000]  我們就先由第19章27節開始讀
[00:00:51.000 --> 00:00:55.000]  那裡就交代了這個比喻
[00:00:55.000 --> 00:00:59.000]  為什麼會出來
[00:00:59.000 --> 00:01:03.000]  比喻的因由背景
[00:01:03.000 --> 00:01:08.000]  然後那個比喻本身才在20章1到16節
[00:01:08.000 --> 00:01:16.000]  彼得對他說
[00:01:16.000 --> 00:01:20.000]  看我們已經撇下所有的根從尾
[00:01:20.000 --> 00:01:23.000]  將來我們要得什麼呢
[00:01:23.000 --> 00:01:24.000]  耶穌說
[00:01:24.000 --> 00:01:26.000]  我實在告訴你們
[00:01:26.000 --> 00:01:29.000]  你們這根從我的人到復興的時候
[00:01:29.000 --> 00:01:32.000]  人只坐在他榮耀的寶座上
[00:01:32.000 --> 00:01:35.000]  你們也要坐在十二個寶座上
[00:01:35.000 --> 00:01:39.000]  審判以色列十二個支派
[00:01:39.000 --> 00:01:42.000]  凡為我的名撇下房屋
[00:01:42.000 --> 00:01:44.000]  或是弟兄姊妹
[00:01:44.000 --> 00:01:46.000]  父親母親
[00:01:46.000 --> 00:01:48.000]  兒女田地的
[00:01:48.000 --> 00:01:50.000]  必要得著百倍
[00:01:50.000 --> 00:01:52.000]  並且承受永生
[00:01:52.000 --> 00:01:56.000]  然而有許多在前的將要在後
[00:01:56.000 --> 00:01:59.000]  在後的將要在前
[00:01:59.000 --> 00:02:04.000]  第20章第一節留意一開始的那個詞
[00:02:04.000 --> 00:02:07.000]  因為聖潔於上面
[00:02:07.000 --> 00:02:14.000]  因為天國好將家主清祖推沽人
[00:02:14.000 --> 00:02:17.000]  進他的葡萄園作供
[00:02:17.000 --> 00:02:20.000]  獲工人講定一天一錢銀子
[00:02:20.000 --> 00:02:23.000]  就打發他們進葡萄園去
[00:02:23.000 --> 00:02:26.000]  若在時初出去
[00:02:26.000 --> 00:02:29.000]  看見市上還有閒暫的人
[00:02:29.000 --> 00:02:31.000]  就對他們說
[00:02:31.000 --> 00:02:33.000]  你們也進葡萄園去
[00:02:33.000 --> 00:02:35.000]  我當級的
[00:02:35.000 --> 00:02:38.000]  我必給你們
[00:02:38.000 --> 00:02:40.000]  他們也進去了
[00:02:40.000 --> 00:02:43.000]  若在午正和辛初又出去
[00:02:43.000 --> 00:02:46.000]  也至這樣行
[00:02:46.000 --> 00:02:48.000]  若在有初出去
[00:02:48.000 --> 00:02:51.000]  看見還有人站在那裡
[00:02:51.000 --> 00:02:52.000]  就問他們說
[00:02:52.000 --> 00:02:56.000]  你們為什麼整天坐在那裡閒暫呢?
[00:02:56.000 --> 00:02:59.000]  他們說因為沒有人顧我們
[00:02:59.000 --> 00:03:03.000]  他說你們也進葡萄園去
[00:03:03.000 --> 00:03:04.000]  到了晚上
